,hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_g11,LBLk_g11,PAR_g11,LBL_g12,LBLk_g12,PAR_g12,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0,0.0003,0.23560999999999999,0.22785,0.22804000000000002,0.09788,0.09236,0.09244,0.01795,0.01696,0.01697,0.00285,0.00251,0.00251,1e-05,1e-05,1e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00021,0.00016,0.00016,0.00011999999999999999,8e-05,8e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.35473000000000005,0.34003,0.34031,-0.014709999999999999,-0.014419999999999999
1,0.0008,0.23451999999999998,0.22696999999999998,0.22716,0.0984,0.09287000000000001,0.09295,0.018119999999999997,0.01712,0.017130000000000003,0.0028899999999999998,0.0025399999999999997,0.00255,1e-05,1e-05,1e-05,7e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00021,0.00016,0.00016,0.00011999999999999999,9e-05,9e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.35436999999999996,0.33985,0.34014,-0.014509999999999999,-0.014230000000000001
2,0.0011,0.2327,0.22543000000000002,0.22560999999999998,0.09946,0.09391000000000001,0.09399,0.01846,0.01744,0.01745,0.00297,0.0026100000000000003,0.0026100000000000003,1e-05,1e-05,1e-05,7e-05,7e-05,7e-05,0.00022,0.00016999999999999999,0.00016999999999999999,0.00011999999999999999,9e-05,9e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.35406,0.33974,0.34003,-0.01431,-0.01403
3,0.0015,0.23079000000000002,0.2238,0.22399000000000002,0.10053,0.09498,0.09506,0.01883,0.017759999999999998,0.01778,0.00305,0.00267,0.00268,1e-05,2e-05,2e-05,7e-05,7e-05,7e-05,0.00022999999999999998,0.00016999999999999999,0.00016999999999999999,0.00013000000000000002,9e-05,9e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.35367,0.33959,0.33987,-0.01408,-0.0138
4,0.0021,0.22876,0.22209,0.22228,0.10159,0.09606,0.09614,0.0192,0.0181,0.01811,0.00313,0.00274,0.00274,1e-05,2e-05,2e-05,7e-05,7e-05,7e-05,0.00023999999999999998,0.00018,0.00018,0.00013000000000000002,9e-05,9e-05,2.9999999999999997e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.35318,0.33937,0.33966,-0.01381,-0.013519999999999999
5,0.0029,0.22658000000000003,0.22029,0.22046999999999997,0.10264000000000001,0.09714,0.09723,0.01958,0.018430000000000002,0.01845,0.00322,0.00281,0.00281,2e-05,2e-05,2e-05,8e-05,7e-05,7e-05,0.00025,0.00018,0.00018,0.00014,0.0001,0.0001,2.9999999999999997e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.35255,0.33907,0.33935,-0.01348,-0.01319
6,0.0041,0.22421,0.21836999999999998,0.21855,0.10368,0.09813999999999999,0.09823,0.01998,0.0188,0.01882,0.00331,0.0028899999999999998,0.0028899999999999998,2e-05,2e-05,2e-05,8e-05,8e-05,8e-05,0.00026000000000000003,0.00018999999999999998,0.00018999999999999998,0.00014,0.0001,0.0001,2.9999999999999997e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.35172,0.33862,0.3389,-0.0131,-0.012819999999999998
7,0.0057,0.22158000000000003,0.21629,0.21646999999999997,0.10469,0.09909,0.09917000000000001,0.020380000000000002,0.0192,0.019209999999999998,0.0034100000000000003,0.00298,0.00298,2e-05,2e-05,2e-05,8e-05,8e-05,8e-05,0.00027,0.00018999999999999998,0.00018999999999999998,0.00015,0.0001,0.0001,2.9999999999999997e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.35062,0.33798,0.33826,-0.01264,-0.01236
8,0.008,0.2186,0.21397,0.21415,0.10567,0.10004,0.10012,0.0208,0.0196,0.01961,0.00351,0.00307,0.00307,2e-05,2e-05,2e-05,9e-05,9e-05,9e-05,0.00028,0.0002,0.0002,0.00016,0.00011,0.00011,2.9999999999999997e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.34915999999999997,0.33712,0.3374,-0.01204,-0.01176
9,0.0112,0.21515,0.21134,0.21151,0.10662,0.10098,0.10107000000000001,0.021230000000000002,0.02,0.02002,0.0036200000000000004,0.00316,0.00316,2e-05,2e-05,2e-05,9e-05,9e-05,9e-05,0.00029,0.00021,0.00021,0.00016,0.00011,0.00011,2.9999999999999997e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.34722,0.33594,0.33621999999999996,-0.01127,-0.011
