,hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_g11,LBLk_g11,PAR_g11,LBL_g12,LBLk_g12,PAR_g12,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
10,0.0158,0.16522,0.16841,0.16852,0.07975,0.07597999999999999,0.07604,0.015080000000000001,0.014240000000000001,0.01426,0.00244,0.00214,0.00214,1e-05,1e-05,1e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00018,0.00014,0.00014,0.0001,7e-05,7e-05,2e-05,2e-05,2e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26286,0.26106999999999997,0.26126,-0.00179,-0.00161
11,0.0221,0.15675999999999998,0.16259,0.16269,0.07941000000000001,0.07594,0.076,0.01514,0.01431,0.01432,0.00245,0.00216,0.00216,1e-05,1e-05,1e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00018,0.00014,0.00014,0.0001,7e-05,7e-05,2e-05,2e-05,2e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25416,0.2553,0.25547,0.00114,0.00132
12,0.031,0.14612,0.15487,0.15495,0.07887000000000001,0.07581,0.07587,0.01521,0.01438,0.01439,0.00247,0.00217,0.00217,1e-05,1e-05,1e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00018999999999999998,0.00014,0.00014,0.0001,7e-05,7e-05,2e-05,2e-05,2e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24306,0.24754,0.2477,0.00447,0.00463
13,0.0435,0.13307,0.14469,0.14477,0.0781,0.07561,0.07567,0.01529,0.014469999999999998,0.014480000000000002,0.0025,0.0022,0.0022,2e-05,2e-05,2e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00018999999999999998,0.00014,0.00014,0.00011,7e-05,7e-05,2e-05,2e-05,2e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22935999999999998,0.23728000000000002,0.23742,0.00792,0.00807
14,0.0611,0.11728,0.13108,0.13114,0.07756,0.07581,0.07587,0.015590000000000001,0.014759999999999999,0.014769999999999998,0.0025800000000000003,0.0022600000000000003,0.00227,2e-05,2e-05,2e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00018999999999999998,0.00015,0.00015,0.00011,8e-05,8e-05,2e-05,2e-05,2e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21343,0.22424000000000002,0.22436999999999999,0.01082,0.01095
15,0.0856,0.09936,0.11382,0.11385,0.07731,0.07652,0.07658,0.0162,0.015359999999999999,0.015369999999999998,0.0027300000000000002,0.0024,0.0024,2e-05,2e-05,2e-05,7e-05,7e-05,7e-05,0.00021,0.00016,0.00016,0.00011999999999999999,8e-05,8e-05,2e-05,2e-05,2e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19605999999999998,0.20845,0.20856,0.01239,0.0125
16,0.1201,0.08065,0.09389,0.0939,0.07658,0.07705,0.07711,0.01696,0.01609,0.01611,0.00293,0.00257,0.0025800000000000003,2.9999999999999997e-05,2.9999999999999997e-05,2.9999999999999997e-05,8e-05,8e-05,8e-05,0.00022999999999999998,0.00016999999999999999,0.00016999999999999999,0.00013000000000000002,9e-05,9e-05,2e-05,2e-05,2e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17762,0.18999000000000002,0.19008,0.01237,0.012459999999999999
17,0.1685,0.062229999999999994,0.07243,0.07242,0.07485,0.07695,0.07701000000000001,0.017759999999999998,0.016880000000000003,0.016890000000000002,0.00316,0.00277,0.00277,4e-05,4e-05,4e-05,9e-05,9e-05,9e-05,0.00025,0.00018,0.00018,0.00014,0.0001,0.0001,2.9999999999999997e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.15857000000000002,0.16945,0.16952,0.01089,0.01095
18,0.2364,0.04512,0.05099,0.05097,0.07188,0.07596,0.07601000000000001,0.01859,0.01771,0.01772,0.0034100000000000003,0.00298,0.00299,4e-05,5e-05,5e-05,0.00011,0.00011,0.00011,0.00028,0.0002,0.0002,0.00016,0.00011,0.00011,2.9999999999999997e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.13963,0.14812999999999998,0.14818,0.0085,0.00855
19,0.3315,0.03028,0.031689999999999996,0.03167,0.06742000000000001,0.07377,0.07382000000000001,0.01944,0.018580000000000003,0.0186,0.0036899999999999997,0.00323,0.00323,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00013000000000000002,0.00011999999999999999,0.00011999999999999999,0.00031,0.00022,0.00022,0.00018,0.00011999999999999999,0.00011999999999999999,2.9999999999999997e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.12155,0.12783,0.12787,0.00628,0.00632
