,hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_g11,LBLk_g11,PAR_g11,LBL_g12,LBLk_g12,PAR_g12,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0,0.0003,0.23576999999999998,0.22821,0.22837,0.09733,0.09185,0.09193,0.01779,0.01681,0.016819999999999998,0.00282,0.00248,0.00248,1e-05,1e-05,1e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00021,0.00016,0.00016,0.00011999999999999999,8e-05,8e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.35413,0.33969,0.33994,-0.01444,-0.014190000000000001
1,0.0008,0.23445,0.22741999999999998,0.22758,0.09737,0.09193,0.092,0.01782,0.01684,0.01685,0.00282,0.00249,0.00249,1e-05,1e-05,1e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00021,0.00016,0.00016,0.00011999999999999999,8e-05,8e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.35289,0.339,0.33926,-0.013890000000000001,-0.013640000000000001
2,0.0011,0.23334000000000002,0.22668000000000002,0.22685,0.09755,0.09211,0.09219,0.01789,0.0169,0.016909999999999998,0.0028399999999999996,0.0025,0.0025,1e-05,1e-05,1e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00021,0.00016,0.00016,0.00011999999999999999,8e-05,8e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.35204,0.33854,0.33879000000000004,-0.01351,-0.01325
3,0.0015,0.2319,0.22575,0.22591,0.09772,0.09231,0.09239,0.01796,0.01696,0.016980000000000002,0.00286,0.00251,0.00251,1e-05,1e-05,1e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00021,0.00016,0.00016,0.00011999999999999999,8e-05,8e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.35086999999999996,0.33788,0.33814,-0.012980000000000002,-0.01273
4,0.0021,0.23004000000000002,0.22457,0.22473,0.09787,0.0925,0.09257,0.01803,0.01703,0.01704,0.0028699999999999997,0.00253,0.00253,1e-05,1e-05,1e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00021,0.00016,0.00016,0.00011999999999999999,8e-05,8e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.34925,0.33697,0.33723000000000003,-0.01228,-0.01202
5,0.0029,0.22760999999999998,0.22305,0.22321,0.09799,0.09267,0.09275,0.0181,0.0171,0.01711,0.0028899999999999998,0.0025399999999999997,0.0025399999999999997,1e-05,1e-05,1e-05,7e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00021,0.00016,0.00016,0.00011999999999999999,8e-05,8e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.34703,0.3357,0.33596,-0.01132,-0.01107
6,0.0041,0.2244,0.22105,0.2212,0.09806000000000001,0.09283,0.0929,0.01817,0.017159999999999998,0.01718,0.0029,0.00255,0.00256,1e-05,1e-05,1e-05,7e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00022,0.00016,0.00016,0.00011999999999999999,9e-05,9e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.34398,0.33394,0.33419,-0.01004,-0.0098
7,0.0057,0.22015,0.21839,0.21854,0.09808,0.09295,0.09303,0.01824,0.017230000000000002,0.017240000000000002,0.00292,0.00257,0.00257,1e-05,1e-05,1e-05,7e-05,7e-05,7e-05,0.00022,0.00016,0.00016,0.00011999999999999999,9e-05,9e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.33984000000000003,0.33149,0.33174000000000003,-0.00835,-0.00811
8,0.008,0.21454,0.21483000000000002,0.21497,0.09801,0.09305,0.09312999999999999,0.01831,0.0173,0.01731,0.00294,0.0025800000000000003,0.0025800000000000003,1e-05,1e-05,1e-05,7e-05,7e-05,7e-05,0.00022,0.00016,0.00016,0.00011999999999999999,9e-05,9e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.33426,0.32811,0.32835,-0.00615,-0.00591
9,0.0112,0.20719,0.21005,0.21019000000000002,0.09782,0.09308999999999999,0.09317,0.01838,0.01736,0.01738,0.00296,0.0026,0.0026,1e-05,1e-05,1e-05,7e-05,7e-05,7e-05,0.00022,0.00016,0.00016,0.00011999999999999999,9e-05,9e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.32682,0.32345999999999997,0.32369000000000003,-0.00336,-0.00313
