hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_g11,LBLk_g11,PAR_g11,LBL_g12,LBLk_g12,PAR_g12,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
2.1024,0.00159,0.0007099999999999999,0.0007099999999999999,0.05126,0.04972,0.0497,0.24405,0.24431999999999998,0.24431,0.80191,0.80207,0.80207,0.91384,0.91384,0.91384,2.88233,2.88233,2.88233,6.12223,6.122269999999999,6.122269999999999,6.96192,6.961939999999999,6.961939999999999,6.90643,6.906439999999999,6.906439999999999,8.46472,8.46472,8.46472,7.9755899999999995,7.9755899999999995,7.9755899999999995,17.334570000000003,17.334570000000003,17.334570000000003,58.66045,58.658519999999996,58.65849,-0.00193,-0.00196
2.949,0.0007700000000000001,0.00021,0.00021,0.04542,0.04256,0.042539999999999994,0.24136,0.24166999999999997,0.24165999999999999,0.80128,0.8015,0.8015,0.9138,0.9138,0.9138,2.8822900000000002,2.8822900000000002,2.8822900000000002,6.12218,6.12223,6.12223,6.9618899999999995,6.96192,6.96192,6.90643,6.90643,6.90643,8.46472,8.46472,8.46472,7.9755899999999995,7.9755899999999995,7.9755899999999995,17.334570000000003,17.334570000000003,17.334570000000003,58.6503,58.647490000000005,58.64745,-0.00281,-0.00285
4.1366,0.0003,4e-05,4e-05,0.038939999999999995,0.034260000000000006,0.03424,0.23765999999999998,0.23797,0.23795999999999998,0.8003600000000001,0.80066,0.80065,0.9137200000000001,0.9137200000000001,0.9137200000000001,2.8822200000000002,2.88223,2.8822200000000002,6.12211,6.12217,6.12217,6.96185,6.9618899999999995,6.9618899999999995,6.90642,6.90643,6.90643,8.46472,8.46472,8.46472,7.9755899999999995,7.9755899999999995,7.9755899999999995,17.334570000000003,17.334570000000003,17.334570000000003,58.638459999999995,58.634240000000005,58.6342,-0.004220000000000001,-0.00426
5.8025,8e-05,0.0,0.0,0.03203,0.02531,0.02529,0.23251999999999998,0.23275,0.23273000000000002,0.79895,0.79935,0.79935,0.91358,0.91358,0.91358,2.8821,2.8821,2.8821,6.122,6.12209,6.12208,6.961810000000001,6.961860000000001,6.961860000000001,6.90641,6.90642,6.90642,8.46472,8.46472,8.46472,7.9755899999999995,7.9755899999999995,7.9755899999999995,17.334570000000003,17.334570000000003,17.334570000000003,58.62435,58.61834,58.61829,-0.00601,-0.00606
8.1392,2e-05,0.0,0.0,0.02493,0.01655,0.01653,0.22523,0.22526,0.22524,0.79673,0.79727,0.79727,0.9132899999999999,0.9132899999999999,0.91328,2.88187,2.8818799999999998,2.8818799999999998,6.12183,6.12195,6.12195,6.96174,6.961810000000001,6.961810000000001,6.9064,6.90641,6.90641,8.46471,8.46472,8.46472,7.9755899999999995,7.9755899999999995,7.9755899999999995,17.334570000000003,17.334570000000003,17.334570000000003,58.6069,58.59929,58.59924,-0.00761,-0.007670000000000001
11.417,0.0,0.0,0.0,0.01793,0.00909,0.00907,0.21477,0.21439,0.21436,0.79306,0.79385,0.79385,0.9127200000000001,0.9127200000000001,0.9127200000000001,2.88145,2.88147,2.88147,6.121569999999999,6.12172,6.12172,6.96165,6.96174,6.96174,6.906389999999999,6.9064,6.9064,8.46471,8.46471,8.46471,7.9755899999999995,7.9755899999999995,7.9755899999999995,17.334570000000003,17.334570000000003,17.334570000000003,58.58441,58.57625,58.576190000000004,-0.008159999999999999,-0.00822
16.0147,0.0,0.0,0.0,0.01154,0.00389,0.0038799999999999998,0.19977,0.19852,0.19847,0.78681,0.78806,0.78805,0.91161,0.91161,0.9116,2.8806599999999998,2.88069,2.88069,6.12115,6.12134,6.12134,6.96152,6.96162,6.96162,6.90636,6.90638,6.90638,8.4647,8.46471,8.46471,7.97558,7.9755899999999995,7.9755899999999995,17.334570000000003,17.334570000000003,17.334570000000003,58.554269999999995,58.546969999999995,58.5469,-0.0073,-0.007370000000000001
22.464,0.0,0.0,0.0,0.00647,0.00117,0.00116,0.17885,0.17561,0.17556,0.7759699999999999,0.7781,0.77808,0.90943,0.90943,0.9094200000000001,2.87914,2.87921,2.8792,6.120419999999999,6.12068,6.12068,6.961310000000001,6.96145,6.96145,6.9063300000000005,6.906339999999999,6.906339999999999,8.46469,8.4647,8.4647,7.97558,7.97558,7.97558,17.334570000000003,17.334570000000003,17.334570000000003,58.51276,58.50685,58.50675,-0.00591,-0.00601
31.5105,0.0,0.0,0.0,0.0032,0.00021,0.00021,0.15182,0.14374,0.14367,0.7570100000000001,0.76073,0.76069,0.9051600000000001,0.9051600000000001,0.90515,2.87624,2.87637,2.87637,6.11913,6.11949,6.11949,6.96098,6.96115,6.96115,6.90627,6.9063,6.9063,8.46468,8.46469,8.46469,7.97558,7.97558,7.97558,17.334570000000003,17.334570000000003,17.334570000000003,58.45463,58.448,58.44786,-0.00663,-0.00677
44.2001,0.0,0.0,0.0,0.0015,2e-05,2e-05,0.12112,0.10315999999999999,0.10307000000000001,0.7245199999999999,0.73048,0.73042,0.8968299999999999,0.8968700000000001,0.89686,2.87066,2.87098,2.8709700000000002,6.11681,6.11733,6.11733,6.96042,6.96065,6.96065,6.90618,6.906210000000001,6.906210000000001,8.46466,8.46467,8.46467,7.97558,7.97558,7.97558,17.334570000000003,17.334570000000003,17.334570000000003,58.372840000000004,58.360519999999994,58.360330000000005,-0.012320000000000001,-0.0125
62.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.09186,0.05948,0.0594,0.67189,0.6787,0.6785899999999999,0.88079,0.8809100000000001,0.8808799999999999,2.86,2.86072,2.8607,6.11255,6.11336,6.11335,6.959460000000001,6.95976,6.95976,6.90603,6.90607,6.90607,8.46462,8.46464,8.46464,7.975569999999999,7.975569999999999,7.975569999999999,17.334570000000003,17.334570000000003,17.334570000000003,58.25804,58.23378,58.23353,-0.02426,-0.02451
