hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_g11,LBLk_g11,PAR_g11,LBL_g12,LBLk_g12,PAR_g12,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0.0,0.00409,0.00409,0.00409,0.01885,0.01885,0.01885,0.06487000000000001,0.06487000000000001,0.06487000000000001,0.20789000000000002,0.20789000000000002,0.20789000000000002,0.23651,0.23651,0.23651,0.7459600000000001,0.7459600000000001,0.7459600000000001,1.58447,1.58447,1.58447,1.8017599999999998,1.8017599999999998,1.8017599999999998,1.7873900000000003,1.7873900000000003,1.7873900000000003,2.19067,2.19067,2.19067,2.06408,2.06408,2.06408,4.486190000000001,4.486190000000001,4.486190000000001,15.192720000000001,15.192720000000001,15.192720000000001,0.0,0.0
0.0006,0.004070000000000001,0.004070000000000001,0.004070000000000001,0.01884,0.01884,0.01884,0.06487000000000001,0.06487000000000001,0.06487000000000001,0.20789000000000002,0.20789000000000002,0.20789000000000002,0.23651,0.23651,0.23651,0.7459600000000001,0.7459600000000001,0.7459600000000001,1.58447,1.58447,1.58447,1.8017599999999998,1.8017599999999998,1.8017599999999998,1.7873900000000003,1.7873900000000003,1.7873900000000003,2.19067,2.19067,2.19067,2.06408,2.06408,2.06408,4.486190000000001,4.486190000000001,4.486190000000001,15.1927,15.1927,15.1927,0.0,0.0
0.0009,0.00406,0.004070000000000001,0.00406,0.01884,0.01884,0.01884,0.06487000000000001,0.06487000000000001,0.06487000000000001,0.20789000000000002,0.20789000000000002,0.20789000000000002,0.23651,0.23651,0.23651,0.7459600000000001,0.7459600000000001,0.7459600000000001,1.58447,1.58447,1.58447,1.8017599999999998,1.8017599999999998,1.8017599999999998,1.7873900000000003,1.7873900000000003,1.7873900000000003,2.19067,2.19067,2.19067,2.06408,2.06408,2.06408,4.486190000000001,4.486190000000001,4.486190000000001,15.192689999999999,15.192689999999999,15.192689999999999,0.0,0.0
0.0012,0.00405,0.00406,0.00406,0.01883,0.01883,0.01883,0.06487000000000001,0.06487000000000001,0.06486,0.20789000000000002,0.20789000000000002,0.20789000000000002,0.23651,0.23651,0.23651,0.7459600000000001,0.7459600000000001,0.7459600000000001,1.58447,1.58447,1.58447,1.8017599999999998,1.8017599999999998,1.8017599999999998,1.7873900000000003,1.7873900000000003,1.7873900000000003,2.19067,2.19067,2.19067,2.06408,2.06408,2.06408,4.486190000000001,4.486190000000001,4.486190000000001,15.192670000000001,15.192670000000001,15.192670000000001,0.0,0.0
0.0017,0.00404,0.00404,0.00404,0.01883,0.01883,0.01883,0.06486,0.06486,0.06486,0.20789000000000002,0.20789000000000002,0.20789000000000002,0.23651,0.23651,0.23651,0.7459600000000001,0.7459600000000001,0.7459600000000001,1.58447,1.58447,1.58447,1.8017599999999998,1.8017599999999998,1.8017599999999998,1.7873900000000003,1.7873900000000003,1.7873900000000003,2.19067,2.19067,2.19067,2.06408,2.06408,2.06408,4.486190000000001,4.486190000000001,4.486190000000001,15.19265,15.19265,15.19266,0.0,0.0
0.0024,0.00402,0.00402,0.00402,0.01882,0.01882,0.01882,0.06486,0.06486,0.06486,0.20789000000000002,0.20789000000000002,0.20789000000000002,0.23651,0.23651,0.23651,0.7459600000000001,0.7459600000000001,0.7459600000000001,1.58447,1.58447,1.58447,1.8017599999999998,1.8017599999999998,1.8017599999999998,1.7873900000000003,1.7873900000000003,1.7873900000000003,2.19067,2.19067,2.19067,2.06408,2.06408,2.06408,4.486190000000001,4.486190000000001,4.486190000000001,15.192620000000002,15.19263,15.19263,1e-05,1e-05
0.0034,0.004,0.004,0.004,0.01881,0.01881,0.01881,0.06486,0.06486,0.06486,0.20789000000000002,0.20789000000000002,0.20789000000000002,0.23651,0.23651,0.23651,0.7459600000000001,0.7459600000000001,0.7459600000000001,1.58447,1.58447,1.58447,1.8017599999999998,1.8017599999999998,1.8017599999999998,1.7873900000000003,1.7873900000000003,1.7873900000000003,2.19067,2.19067,2.19067,2.06408,2.06408,2.06408,4.486190000000001,4.486190000000001,4.486190000000001,15.19258,15.19259,15.19259,1e-05,1e-05
0.0048,0.00396,0.00396,0.00396,0.01879,0.01879,0.01879,0.06486,0.06486,0.06486,0.20789000000000002,0.20789000000000002,0.20789000000000002,0.23651,0.23651,0.23651,0.7459600000000001,0.7459600000000001,0.7459600000000001,1.58447,1.58447,1.58447,1.8017599999999998,1.8017599999999998,1.8017599999999998,1.7873900000000003,1.7873900000000003,1.7873900000000003,2.19067,2.19067,2.19067,2.06408,2.06408,2.06408,4.486190000000001,4.486190000000001,4.486190000000001,15.19253,15.19253,15.19253,0.0,0.0
0.0067,0.00391,0.00391,0.00391,0.01877,0.01877,0.01877,0.06485,0.06485,0.06485,0.20789000000000002,0.20789000000000002,0.20789000000000002,0.23651,0.23651,0.23651,0.7459600000000001,0.7459600000000001,0.7459600000000001,1.58447,1.58447,1.58447,1.8017599999999998,1.8017599999999998,1.8017599999999998,1.7873900000000003,1.7873900000000003,1.7873900000000003,2.19067,2.19067,2.19067,2.06408,2.06408,2.06408,4.486190000000001,4.486190000000001,4.486190000000001,15.19245,15.19246,15.19246,1e-05,1e-05
0.0094,0.0038399999999999997,0.0038399999999999997,0.0038399999999999997,0.01874,0.01874,0.01874,0.06485,0.06485,0.06485,0.20789000000000002,0.20789000000000002,0.20789000000000002,0.23651,0.23651,0.23651,0.7459600000000001,0.7459600000000001,0.7459600000000001,1.58447,1.58447,1.58447,1.8017599999999998,1.8017599999999998,1.8017599999999998,1.7873900000000003,1.7873900000000003,1.7873900000000003,2.19067,2.19067,2.19067,2.06408,2.06408,2.06408,4.486190000000001,4.486190000000001,4.486190000000001,15.19234,15.19235,15.19235,1e-05,1e-05
