,hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_g11,LBLk_g11,PAR_g11,LBL_g12,LBLk_g12,PAR_g12,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0,0.0003,0.23617,0.22841,0.2286,0.09735,0.09186,0.09194,0.01779,0.01681,0.016819999999999998,0.00282,0.00248,0.00248,1e-05,1e-05,1e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00021,0.00016,0.00016,0.00011999999999999999,8e-05,8e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.35455,0.33989,0.34018000000000004,-0.01466,-0.014369999999999999
1,0.0008,0.23540999999999998,0.22794,0.22813000000000003,0.09742,0.09194,0.09202,0.01782,0.01684,0.01685,0.00282,0.00249,0.00249,1e-05,1e-05,1e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00021,0.00016,0.00016,0.00011999999999999999,8e-05,8e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.35391,0.33954,0.33981999999999996,-0.014369999999999999,-0.01408
2,0.0011,0.23468000000000003,0.22741999999999998,0.22760999999999998,0.09761,0.09214,0.09222000000000001,0.01789,0.0169,0.016909999999999998,0.0028399999999999996,0.0025,0.0025,1e-05,1e-05,1e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00021,0.00016,0.00016,0.00011999999999999999,8e-05,8e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.35345,0.3393,0.33958,-0.01415,-0.013869999999999999
3,0.0015,0.23376,0.22679000000000002,0.22698000000000002,0.09781000000000001,0.09235,0.09242,0.01796,0.01696,0.016980000000000002,0.00286,0.00251,0.00251,1e-05,1e-05,1e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00021,0.00016,0.00016,0.00011999999999999999,8e-05,8e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.35283000000000003,0.33896,0.33924,-0.013859999999999999,-0.013580000000000002
4,0.0021,0.23263000000000003,0.22604000000000002,0.22621999999999998,0.098,0.09255,0.09262999999999999,0.01803,0.01703,0.01705,0.0028699999999999997,0.00253,0.00253,1e-05,1e-05,1e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00021,0.00016,0.00016,0.00011999999999999999,8e-05,8e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.35196,0.33849,0.33876999999999996,-0.01348,-0.01319
5,0.0029,0.23118000000000002,0.2251,0.22528,0.09817000000000001,0.09274,0.09282,0.0181,0.0171,0.01711,0.0028899999999999998,0.0025399999999999997,0.0025399999999999997,1e-05,1e-05,1e-05,7e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00021,0.00016,0.00016,0.00011999999999999999,8e-05,8e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.35078000000000004,0.33783,0.33810999999999997,-0.01295,-0.01267
6,0.0041,0.2293,0.22391,0.22409,0.09832,0.09293,0.09301,0.01817,0.017159999999999998,0.01718,0.0029,0.00255,0.00256,1e-05,1e-05,1e-05,7e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00022,0.00016,0.00016,0.00011999999999999999,9e-05,9e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.34915,0.3369,0.33718000000000004,-0.012240000000000001,-0.01196
7,0.0057,0.22685,0.22236,0.22255,0.09844,0.0931,0.09318,0.01825,0.017230000000000002,0.01725,0.00292,0.00257,0.00257,1e-05,1e-05,1e-05,7e-05,7e-05,7e-05,0.00022,0.00016,0.00016,0.00011999999999999999,9e-05,9e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.3469,0.33562,0.3359,-0.01128,-0.011009999999999999
8,0.008,0.22361,0.22034,0.22052,0.09851,0.09326,0.09333999999999999,0.01832,0.0173,0.01731,0.00294,0.0025800000000000003,0.0025800000000000003,1e-05,1e-05,1e-05,7e-05,7e-05,7e-05,0.00022,0.00016,0.00016,0.00011999999999999999,9e-05,9e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.34383,0.33383,0.33411,-0.01,-0.009729999999999999
9,0.0112,0.21933000000000002,0.21765,0.21781999999999999,0.09852000000000001,0.09339,0.09346,0.01839,0.01737,0.01738,0.00296,0.0026,0.0026,1e-05,1e-05,1e-05,7e-05,7e-05,7e-05,0.00022,0.00016,0.00016,0.00011999999999999999,9e-05,9e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.33966,0.33135,0.33161999999999997,-0.00831,-0.00804
