,hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_g11,LBLk_g11,PAR_g11,LBL_g12,LBLk_g12,PAR_g12,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0,0.0003,0.19182000000000002,0.1855,0.18565,0.07919,0.07472999999999999,0.07479,0.014480000000000002,0.013680000000000001,0.01369,0.0023,0.00202,0.00202,1e-05,1e-05,1e-05,5e-05,5e-05,5e-05,0.00016999999999999999,0.00013000000000000002,0.00013000000000000002,0.0001,7e-05,7e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28813,0.2762,0.27643,-0.01193,-0.0117
1,0.0008,0.19127,0.18515,0.1853,0.07927000000000001,0.07481,0.07487,0.014509999999999999,0.01371,0.01372,0.0023,0.00203,0.00203,1e-05,1e-05,1e-05,5e-05,5e-05,5e-05,0.00016999999999999999,0.00013000000000000002,0.00013000000000000002,0.0001,7e-05,7e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28770999999999997,0.27597,0.2762,-0.01174,-0.0115
2,0.0011,0.19071,0.18473,0.18489,0.07945,0.07499,0.07506,0.01457,0.01377,0.01378,0.00232,0.0020399999999999997,0.0020399999999999997,1e-05,1e-05,1e-05,5e-05,5e-05,5e-05,0.00016999999999999999,0.00013000000000000002,0.00013000000000000002,0.0001,7e-05,7e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2874,0.27581,0.27604,-0.011590000000000001,-0.011359999999999999
3,0.0015,0.19003,0.18425,0.18441,0.07962999999999999,0.07518,0.07524,0.01464,0.01383,0.01384,0.00233,0.00205,0.00205,1e-05,1e-05,1e-05,5e-05,5e-05,5e-05,0.00016999999999999999,0.00013000000000000002,0.00013000000000000002,0.0001,7e-05,7e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28698,0.27559,0.27581999999999995,-0.01139,-0.01116
4,0.0021,0.1892,0.18369000000000002,0.18384,0.0798,0.07536,0.07542,0.0147,0.013890000000000001,0.0139,0.00234,0.00206,0.00206,1e-05,1e-05,1e-05,5e-05,5e-05,5e-05,0.00016999999999999999,0.00013000000000000002,0.00013000000000000002,0.0001,7e-05,7e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28641,0.27528,0.27551,-0.01113,-0.0109
5,0.0029,0.18817,0.183,0.18316,0.07997,0.07554,0.0756,0.014759999999999999,0.013940000000000001,0.01396,0.00236,0.00207,0.0020800000000000003,1e-05,1e-05,1e-05,5e-05,5e-05,5e-05,0.00016999999999999999,0.00013000000000000002,0.00013000000000000002,0.0001,7e-05,7e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28562,0.27484000000000003,0.27507,-0.01078,-0.01055
6,0.0041,0.18686,0.18215,0.1823,0.08011,0.07571,0.07577,0.014830000000000001,0.014,0.01401,0.00237,0.00209,0.00209,1e-05,1e-05,1e-05,5e-05,5e-05,5e-05,0.00018,0.00013000000000000002,0.00013000000000000002,0.0001,7e-05,7e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28454,0.27423000000000003,0.27446,-0.0103,-0.01008
7,0.0057,0.18516,0.18107,0.18122,0.08023999999999999,0.07587,0.07593,0.01489,0.01406,0.01407,0.0023899999999999998,0.0021,0.0021,1e-05,1e-05,1e-05,5e-05,5e-05,5e-05,0.00018,0.00013000000000000002,0.00013000000000000002,0.0001,7e-05,7e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28305,0.27339,0.27360999999999996,-0.00966,-0.00944
8,0.008,0.18293,0.17967,0.17981,0.08034,0.07602,0.07608,0.01496,0.014119999999999999,0.014130000000000002,0.0024,0.0021100000000000003,0.0021100000000000003,1e-05,1e-05,1e-05,5.9999999999999995e-05,5e-05,5e-05,0.00018,0.00013000000000000002,0.00013000000000000002,0.0001,7e-05,7e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.281,0.2722,0.27243,-0.0088,-0.00857
9,0.0112,0.18,0.17782,0.17795999999999998,0.0804,0.07615,0.07621,0.015019999999999999,0.014180000000000002,0.014190000000000001,0.00242,0.00212,0.00212,1e-05,1e-05,1e-05,5.9999999999999995e-05,5e-05,5e-05,0.00018,0.00013000000000000002,0.00014,0.0001,7e-05,7e-05,2e-05,2e-05,2e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27821,0.27055999999999997,0.27079000000000003,-0.00765,-0.00743
10,0.0158,0.17613,0.17535,0.17549,0.0804,0.07625,0.07632,0.015090000000000001,0.01425,0.01426,0.00244,0.00214,0.00214,1e-05,1e-05,1e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00018,0.00014,0.00014,0.0001,7e-05,7e-05,2e-05,2e-05,2e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27443,0.26829000000000003,0.26850999999999997,-0.00614,-0.00592
11,0.0221,0.17104,0.17206,0.1722,0.08032,0.07633,0.07639,0.01516,0.01432,0.01433,0.00245,0.00216,0.00216,1e-05,1e-05,1e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00018,0.00014,0.00014,0.0001,7e-05,7e-05,2e-05,2e-05,2e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26935,0.26516,0.26537,-0.00419,-0.00398
12,0.031,0.1644,0.16765,0.16777999999999998,0.08012999999999999,0.07636,0.07642,0.01523,0.01438,0.0144,0.00247,0.00217,0.00217,1e-05,1e-05,1e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00018999999999999998,0.00014,0.00014,0.0001,7e-05,7e-05,2e-05,2e-05,2e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26261999999999996,0.26087,0.26108000000000003,-0.00175,-0.00155
