,hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_g11,LBLk_g11,PAR_g11,LBL_g12,LBLk_g12,PAR_g12,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0,0.0003,0.235,0.22753,0.22769,0.09785,0.09235,0.09243,0.01795,0.01696,0.01697,0.00285,0.00251,0.00251,1e-05,1e-05,1e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00021,0.00016,0.00016,0.00011999999999999999,8e-05,8e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.35409,0.33969,0.33995,-0.01439,-0.01414
1,0.0008,0.23306,0.22616999999999998,0.22633000000000003,0.09832,0.09283999999999999,0.09292,0.018119999999999997,0.01712,0.017130000000000003,0.0028899999999999998,0.0025399999999999997,0.00255,1e-05,1e-05,1e-05,7e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00021,0.00016,0.00016,0.00011999999999999999,9e-05,9e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.35283000000000003,0.33902,0.33928,-0.01381,-0.01356
2,0.0011,0.23069,0.2243,0.22446,0.09936,0.09387000000000001,0.09395,0.01846,0.01744,0.01745,0.00297,0.0026100000000000003,0.0026100000000000003,1e-05,1e-05,1e-05,7e-05,7e-05,7e-05,0.00022,0.00016999999999999999,0.00016999999999999999,0.00011999999999999999,9e-05,9e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.35194000000000003,0.33857,0.33883,-0.013369999999999998,-0.01311
3,0.0015,0.22801999999999997,0.22221999999999997,0.22238000000000002,0.10039,0.09492,0.095,0.01882,0.017759999999999998,0.01778,0.00305,0.00267,0.00268,1e-05,2e-05,2e-05,7e-05,7e-05,7e-05,0.00022999999999999998,0.00016999999999999999,0.00016999999999999999,0.00013000000000000002,9e-05,9e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.35076,0.33795,0.33821,-0.01281,-0.01255
4,0.0021,0.22496999999999998,0.2199,0.22005999999999998,0.10139,0.09597,0.09605,0.0192,0.018090000000000002,0.01811,0.00313,0.00274,0.00274,1e-05,2e-05,2e-05,7e-05,7e-05,7e-05,0.00023999999999999998,0.00018,0.00018,0.00013000000000000002,9e-05,9e-05,2.9999999999999997e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.34919,0.33709,0.33735,-0.01209,-0.01184
5,0.0029,0.22141999999999998,0.21725,0.2174,0.10236,0.09702000000000001,0.0971,0.01958,0.018430000000000002,0.01845,0.00322,0.00281,0.00281,2e-05,2e-05,2e-05,8e-05,7e-05,7e-05,0.00025,0.00018,0.00018,0.00014,0.0001,0.0001,2.9999999999999997e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.34709,0.3359,0.33615,-0.01119,-0.01094
6,0.0041,0.2172,0.21416999999999997,0.21431999999999998,0.10327,0.09797,0.09805,0.019969999999999998,0.0188,0.01882,0.00331,0.0028899999999999998,0.0028899999999999998,2e-05,2e-05,2e-05,8e-05,8e-05,8e-05,0.00026000000000000003,0.00018999999999999998,0.00018999999999999998,0.00014,0.0001,0.0001,2.9999999999999997e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.34429,0.33423,0.33448,-0.01006,-0.00981
7,0.0057,0.2121,0.2105,0.21064000000000002,0.10412,0.09884,0.09892000000000001,0.02037,0.0192,0.019209999999999998,0.0034100000000000003,0.00298,0.00298,2e-05,2e-05,2e-05,8e-05,8e-05,8e-05,0.00027,0.00018999999999999998,0.00018999999999999998,0.00015,0.0001,0.0001,2.9999999999999997e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.34056,0.33193,0.33218000000000003,-0.00863,-0.00838
8,0.008,0.20586999999999997,0.20601999999999998,0.20615999999999998,0.10487,0.09967000000000001,0.09976,0.02079,0.01959,0.01961,0.00351,0.00307,0.00307,2e-05,2e-05,2e-05,9e-05,9e-05,9e-05,0.00028,0.0002,0.0002,0.00016,0.00011,0.00011,2.9999999999999997e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.33562,0.3288,0.32904,-0.0068200000000000005,-0.00658
9,0.0112,0.19821,0.20046,0.20059000000000002,0.10549000000000001,0.10046000000000001,0.10055,0.02121,0.02,0.02001,0.0036200000000000004,0.00316,0.00316,2e-05,2e-05,2e-05,9e-05,9e-05,9e-05,0.00029,0.00021,0.00021,0.00016,0.00011,0.00011,2.9999999999999997e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.32911999999999997,0.32454,0.32478,-0.00458,-0.00435
10,0.0158,0.18877,0.19347999999999999,0.1936,0.10592,0.10117999999999999,0.10126,0.02165,0.02041,0.02043,0.00373,0.00325,0.00325,2e-05,2e-05,2e-05,0.0001,9e-05,9e-05,0.0003,0.00022,0.00022,0.00016999999999999999,0.00011999999999999999,0.00011999999999999999,2.9999999999999997e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.32069000000000003,0.3188,0.31903000000000004,-0.0018899999999999998,-0.0016600000000000002
11,0.0221,0.17723,0.18467999999999998,0.18479,0.10609,0.10176,0.10184,0.022090000000000002,0.02083,0.02085,0.0038399999999999997,0.00335,0.00335,2e-05,2e-05,2e-05,0.0001,0.0001,0.0001,0.00031,0.00022999999999999998,0.00022999999999999998,0.00018,0.00011999999999999999,0.00011999999999999999,2.9999999999999997e-05,2.9999999999999997e-05,2.9999999999999997e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.30990999999999996,0.31112,0.31133,0.00121,0.0014199999999999998
12,0.031,0.16333,0.17357,0.17367,0.1059,0.10215,0.10223,0.02254,0.02126,0.02128,0.00396,0.00345,0.00346,2e-05,2e-05,2e-05,0.00011,0.00011,0.00011,0.00032,0.00022999999999999998,0.00022999999999999998,0.00018999999999999998,0.00013000000000000002,0.00013000000000000002,2.9999999999999997e-05,2.9999999999999997e-05,2.9999999999999997e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.29641999999999996,0.30096,0.30116,0.00454,0.00474
13,0.0435,0.14704,0.15980999999999998,0.15988,0.10512,0.10217999999999999,0.10226,0.022940000000000002,0.02165,0.02167,0.004079999999999999,0.00355,0.00355,2.9999999999999997e-05,2.9999999999999997e-05,2.9999999999999997e-05,0.00011999999999999999,0.00011,0.00011,0.00033999999999999997,0.00023999999999999998,0.00023999999999999998,0.00018999999999999998,0.00013000000000000002,0.00013000000000000002,4e-05,2.9999999999999997e-05,2.9999999999999997e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.2799,0.28773000000000004,0.28791,0.00783,0.00801
14,0.0611,0.12852,0.14302,0.14307,0.10349000000000001,0.10166,0.10174,0.02324,0.02196,0.02197,0.00417,0.0036299999999999995,0.0036299999999999995,2.9999999999999997e-05,2.9999999999999997e-05,2.9999999999999997e-05,0.00011999999999999999,0.00011999999999999999,0.00011999999999999999,0.00035,0.00025,0.00025,0.0002,0.00014,0.00014,4e-05,2.9999999999999997e-05,2.9999999999999997e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.26016999999999996,0.27083,0.27099,0.01066,0.01082
15,0.0856,0.10804000000000001,0.12285,0.12287999999999999,0.10094,0.10057,0.10065,0.0235,0.02223,0.02225,0.00426,0.00371,0.00371,2.9999999999999997e-05,2.9999999999999997e-05,2.9999999999999997e-05,0.00013000000000000002,0.00011999999999999999,0.00011999999999999999,0.00036,0.00026000000000000003,0.00026000000000000003,0.0002,0.00014,0.00014,4e-05,2.9999999999999997e-05,2.9999999999999997e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.2375,0.24995,0.25008,0.01245,0.01258
16,0.1201,0.08641,0.09958,0.09958,0.0973,0.09884,0.09892000000000001,0.02374,0.0225,0.02252,0.00435,0.00379,0.0038,4e-05,4e-05,4e-05,0.00013000000000000002,0.00013000000000000002,0.00013000000000000002,0.00037,0.00026000000000000003,0.00026000000000000003,0.00021,0.00014,0.00014,4e-05,2.9999999999999997e-05,2.9999999999999997e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.21261,0.22533000000000003,0.22543000000000002,0.01272,0.012819999999999998
