hPa,LBL_g1,LBLg_g1,LBLk_g1,LBL_g2,LBLg_g2,LBLk_g2,LBL_g3,LBLg_g3,LBLk_g3,LBL_g4,LBLg_g4,LBLk_g4,LBL_g5,LBLg_g5,LBLk_g5,LBL_g6,LBLg_g6,LBLk_g6,LBL_tot,LBLg_tot,LBLk_tot
0.0003,0.16438249,0.1527049,0.15261202,0.02715165,0.02513029,0.02517174,0.00809296,0.00706776,0.00711911,3.499e-05,3.468e-05,3.835e-05,0.00041862,0.00035876,0.00036849,0.00182588,0.00155215,0.00156721,0.20190659,0.18684854,0.18687692
0.0008,0.16413631,0.15257627,0.15248396,0.02718426,0.02516261,0.02520378,0.00810837,0.00708139,0.0071327,3.526e-05,3.495e-05,3.854e-05,0.00042035,0.00036023,0.00036996,0.00182888,0.00155457,0.00156971,0.20171343,0.18677002,0.18679865
0.0011,0.1638862,0.152429,0.15233709,0.02725594,0.02523191,0.02527293,0.008141,0.00711011,0.00716162,3.572e-05,3.54e-05,3.895e-05,0.00042397,0.00036331,0.00037308,0.00183493,0.00155974,0.00157503,0.20157775,0.18672948,0.18675871
0.0015,0.16357728,0.15225202,0.15216096,0.02733174,0.02530544,0.02534609,0.00817587,0.0071408,0.00719228,3.623e-05,3.591e-05,3.939e-05,0.00042786,0.00036661,0.0003764,0.00184146,0.00156529,0.00158068,0.20139043,0.18666608,0.18669579
0.0021,0.16319621,0.15204064,0.15195098,0.02740729,0.02537916,0.02541916,0.00821113,0.00717186,0.00722302,3.678e-05,3.646e-05,3.982e-05,0.00043183,0.00036999,0.00037972,0.00184808,0.0015709,0.00158633,0.20113132,0.186569,0.18659903
0.0029,0.16271507,0.15178147,0.15169385,0.02748226,0.02545292,0.02549193,0.00824676,0.00720328,0.00725381,3.739e-05,3.706e-05,4.026e-05,0.00043589,0.00037343,0.00038305,0.00185477,0.0015766,0.001592,0.20077214,0.18642474,0.1864549
0.0041,0.16209502,0.15145565,0.15137088,0.0275563,0.02552663,0.02556424,0.00828281,0.00723513,0.00728464,3.807e-05,3.774e-05,4.069e-05,0.00044004,0.00037695,0.00038638,0.00186155,0.00158236,0.00159768,0.20027379,0.18621446,0.18624452
0.0057,0.16128269,0.15103696,0.15095601,0.02762888,0.02560017,0.02563583,0.00831933,0.00726749,0.00731551,3.886e-05,3.852e-05,4.113e-05,0.0004443,0.00038057,0.00038973,0.00186843,0.0015882,0.00160337,0.1995825,0.18591192,0.18594159
0.008,0.16020509,0.15048891,0.15041304,0.02769931,0.02567334,0.02570638,0.0083564,0.00730048,0.00734642,3.979e-05,3.945e-05,4.157e-05,0.00044871,0.00038432,0.00039307,0.00187539,0.00159413,0.00160907,0.19862469,0.18548063,0.18550956
0.0112,0.15876341,0.14976099,0.14969045,0.02776657,0.02574587,0.02577678,0.00839411,0.00733423,0.00737899,4.091e-05,4.057e-05,4.232e-05,0.00045329,0.00038824,0.00039679,0.00188246,0.00160014,0.00161516,0.19730074,0.18487004,0.1849005
0.0158,0.1568256,0.14878352,0.14870048,0.02782921,0.02581736,0.02584516,0.00843258,0.00736896,0.00741415,4.23e-05,4.196e-05,4.379e-05,0.0004581,0.00039236,0.00040125,0.00188963,0.00160625,0.00162177,0.19547743,0.1840104,0.18402661
0.0221,0.15421845,0.1474609,0.14736283,0.02788528,0.0258873,0.02591056,0.00847204,0.00740498,0.00744943,4.407e-05,4.372e-05,4.564e-05,0.0004632,0.00039676,0.0004058,0.00189693,0.00161246,0.00162809,0.19297997,0.18280612,0.18280236
0.031,0.15072122,0.14566336,0.14555588,0.02793205,0.02595494,0.02597358,0.00851277,0.00744272,0.00748573,4.636e-05,4.601e-05,4.793e-05,0.0004687,0.00040154,0.00041057,0.00190435,0.0016188,0.00163433,0.18958545,0.18112736,0.18110804
0.0435,0.14605773,0.14321107,0.14310064,0.02797083,0.02602414,0.02603852,0.00855759,0.0074849,0.00752579,4.941e-05,4.905e-05,5.101e-05,0.00047502,0.00040707,0.00041593,0.00191243,0.00162568,0.00164079,0.18502301,0.17880191,0.17877268
0.0611,0.1397377,0.13969658,0.13958005,0.02815784,0.02624712,0.02625544,0.00868411,0.0075994,0.00763803,5.455e-05,5.418e-05,5.614e-05,0.00049147,0.00042112,0.00042992,0.00193638,0.00164609,0.00166099,0.17906205,0.17566449,0.17562056
