hPa,LBL_g1,LBLg_g1,LBLk_g1,LBL_g2,LBLg_g2,LBLk_g2,LBL_g3,LBLg_g3,LBLk_g3,LBL_g4,LBLg_g4,LBLk_g4,LBL_g5,LBLg_g5,LBLk_g5,LBL_g6,LBLg_g6,LBLk_g6,LBL_tot,LBLg_tot,LBLk_tot
0.0003,0.16444758,0.15273494,0.15263761,0.02715232,0.02513055,0.02517231,0.00809299,0.00706776,0.00711913,3.499e-05,3.468e-05,3.835e-05,0.00041861,0.00035876,0.00036849,0.00182627,0.00155215,0.00156721,0.20197275,0.18687884,0.18690309
0.0008,0.16429242,0.1526484,0.15255158,0.02718586,0.02516323,0.0252047,0.00810842,0.0070814,0.00713273,3.526e-05,3.495e-05,3.854e-05,0.00042034,0.00036023,0.00036996,0.00182886,0.00155457,0.00156971,0.20187116,0.18684278,0.18686723
0.0011,0.16410455,0.15253008,0.15243362,0.02725818,0.02523278,0.02527411,0.00814107,0.00711013,0.00716165,3.572e-05,3.54e-05,3.895e-05,0.00042397,0.00036331,0.00037308,0.00183502,0.00155974,0.00157503,0.2017985,0.18683144,0.18685646
0.0015,0.16388247,0.15239361,0.15229796,0.02733488,0.02530666,0.02534763,0.00817597,0.00714083,0.00719232,3.623e-05,3.591e-05,3.939e-05,0.00042786,0.00036661,0.0003764,0.00184152,0.00156529,0.00158068,0.20169893,0.18680891,0.18683437
0.0021,0.16362247,0.15223894,0.15214463,0.02741171,0.02538088,0.0254212,0.00821127,0.00717189,0.00722307,3.678e-05,3.646e-05,3.982e-05,0.00043183,0.00036999,0.00037972,0.00184812,0.0015709,0.00158633,0.20156218,0.18676905,0.18679477
0.0029,0.16330989,0.15205909,0.15196674,0.02748848,0.02545534,0.02549468,0.00824696,0.00720333,0.00725387,3.739e-05,3.706e-05,4.026e-05,0.00043589,0.00037343,0.00038305,0.00185479,0.0015766,0.001592,0.20137339,0.18670483,0.1867306
0.0041,0.16292417,0.15184418,0.15175456,0.02756504,0.02553005,0.02556798,0.00828309,0.0072352,0.00728472,3.807e-05,3.774e-05,4.069e-05,0.00044004,0.00037695,0.00038639,0.00186158,0.00158236,0.00159768,0.20111199,0.18660648,0.18663203
0.0057,0.16243683,0.15158043,0.15149448,0.02764117,0.02560499,0.02564099,0.00831972,0.00726759,0.00731562,3.886e-05,3.852e-05,4.113e-05,0.0004443,0.00038057,0.00038973,0.00186847,0.0015882,0.00160337,0.20074935,0.18646032,0.18648532
0.008,0.16180848,0.15124859,0.1511675,0.02771659,0.02568015,0.02571352,0.00835695,0.00730062,0.00734658,3.979e-05,3.945e-05,4.157e-05,0.00044871,0.00038432,0.00039307,0.0018754,0.00159413,0.00160907,0.2002459,0.18624725,0.18627132
0.0112,0.16098497,0.15082186,0.15074585,0.02779085,0.02575548,0.02578673,0.00839488,0.00733442,0.0073792,4.091e-05,4.057e-05,4.232e-05,0.00045329,0.00038824,0.00039679,0.00188248,0.00160014,0.00161516,0.19954737,0.18594071,0.18596605
0.0158,0.15989232,0.15026302,0.15017397,0.02786333,0.02583091,0.02585906,0.00843367,0.00736923,0.00741445,4.23e-05,4.196e-05,4.379e-05,0.0004581,0.00039236,0.00040125,0.00188966,0.00160625,0.00162177,0.19857939,0.18550373,0.18551429
0.0221,0.15843034,0.14952046,0.14941546,0.02793323,0.02590641,0.02593003,0.00847357,0.00740537,0.00744984,4.407e-05,4.372e-05,4.564e-05,0.00046321,0.00039676,0.0004058,0.00189696,0.00161246,0.00162809,0.19724138,0.18488518,0.18487486
0.031,0.15646523,0.14852299,0.14840725,0.0279994,0.0259819,0.02600092,0.00851491,0.00744327,0.0074863,4.636e-05,4.601e-05,4.793e-05,0.00046871,0.00040154,0.00041057,0.0019044,0.0016188,0.00163433,0.19539901,0.1840145,0.18398731
0.0435,0.15381449,0.1471671,0.14704658,0.02806537,0.02606219,0.02607695,0.00856061,0.00748567,0.00752659,4.941e-05,4.905e-05,5.101e-05,0.00047503,0.00040707,0.00041593,0.00191248,0.00162568,0.00164079,0.1928774,0.18279677,0.18275786
0.0611,0.15003678,0.14513339,0.14500398,0.02829093,0.02630121,0.02630991,0.00868838,0.00760052,0.00763917,5.455e-05,5.418e-05,5.614e-05,0.00049148,0.00042112,0.00042992,0.00193646,0.00164609,0.00166099,0.18949859,0.1811565,0.1811001
0.0856,0.14458167,0.1419481,0.14178578,0.02894136,0.02695277,0.0269502,0.00903491,0.00790616,0.00794338,6.421e-05,6.378e-05,6.599e-05,0.00053552,0.00045801,0.00046739,0.00200464,0.00170407,0.00171963,0.18516231,0.17903288,0.17893238
0.1201,0.13738121,0.13745266,0.13733093,0.0298686,0.0278783,0.02787575,0.00955606,0.0083627,0.00840154,7.89e-05,7.837e-05,8.085e-05,0.00060559,0.0005158,0.00052604,0.00211167,0.00179509,0.00181239,0.17960204,0.17608291,0.17602749
0.1685,0.12868,0.13176912,0.13171232,0.03081656,0.02883896,0.0288407,0.01014064,0.00887334,0.00891089,9.815e-05,9.746e-05,0.00010004,0.00069041,0.00058472,0.00059489,0.00223748,0.00190209,0.00191954,0.17266324,0.1720657,0.17207837
0.2364,0.11840543,0.12468353,0.12465505,0.03175429,0.02981344,0.02981251,0.01078595,0.00943639,0.00946578,0.0001232,0.00012227,0.00012457,0.00079175,0.00066596,0.00067456,0.00238329,0.00202612,0.00204083,0.16424391,0.1667477,0.16677329
0.3315,0.1065018,0.11586683,0.11582692,0.03264279,0.03077735,0.03076602,0.01149272,0.01005383,0.01006713,0.00015584,0.00015455,0.00015606,0.00091275,0.00076183,0.00076683,0.00255128,0.00216906,0.00217711,0.15425719,0.15978345,0.15976007
0.4651,0.09308471,0.1049949,0.10500323,0.03341763,0.03168746,0.03168533,0.01225612,0.01072382,0.01072935,0.00019837,0.00019656,0.00019758,0.00105672,0.00087492,0.00087724,0.00274278,0.00233205,0.00233546,0.14275632,0.15080971,0.15082818
0.6524,0.07869265,0.09205212,0.09203211,0.03404316,0.03253182,0.03250531,0.01308432,0.01145643,0.01147539,0.000254,0.00025145,0.00025469,0.00122844,0.00100908,0.00101998,0.00296218,0.00251889,0.00253708,0.13026475,0.13981978,0.13982455
0.9151,0.06409242,0.0773608,0.07732097,0.03421867,0.03305819,0.03301583,0.01380242,0.01211163,0.01213528,0.00032171,0.00031833,0.0003232,0.00139643,0.00114175,0.00115686,0.00315847,0.00268628,0.00271074,0.1169901,0.12667698,0.12666288
1.2836,0.05013859,0.06166783,0.06165522,0.03335457,0.03273642,0.03270368,0.01395782,0.01232148,0.01233979,0.00039212,0.00038857,0.00039212,0.00146067,0.00120124,0.00121298,0.00318149,0.00270657,0.00272588,0.10248526,0.11102211,0.11102968
1.8006,0.03726615,0.04534516,0.04535847,0.03155379,0.03164372,0.03163392,0.01361831,0.01214401,0.01217192,0.00047509,0.00047194,0.00047718,0.00143144,0.00119643,0.00120917,0.00304113,0.0025881,0.00260752,0.0873859,0.09338937,0.09345818
2.5257,0.02593983,0.02940575,0.02941732,0.02935927,0.03025305,0.03023916,0.01324532,0.01196024,0.01198586,0.00059677,0.00059383,0.00059742,0.00141098,0.00120335,0.00121527,0.00287662,0.00244927,0.00246925,0.07342878,0.07586549,0.07592428
3.5428,0.01666546,0.01595782,0.01596176,0.02693648,0.02867107,0.02866202,0.01300532,0.01190721,0.01194011,0.00077793,0.00077465,0.00078225,0.00143684,0.00125171,0.00126613,0.00272916,0.00232516,0.00234472,0.06155119,0.06088762,0.06095699
4.9695,0.00967474,0.00677271,0.00677815,0.0243426,0.02686685,0.02684478,0.01297875,0.01204804,0.01207067,0.00104289,0.00103835,0.00104224,0.00152863,0.00135887,0.00137088,0.00260884,0.00222443,0.00224341,0.05217645,0.05030925,0.05035013
6.9709,0.00493094,0.00205708,0.00206155,0.02160181,0.02473394,0.02473942,0.01323398,0.01243195,0.01247565,0.00142331,0.00141592,0.00142839,0.00170727,0.0015439,0.00156169,0.00252074,0.00215147,0.00217219,0.04541805,0.04433426,0.04443889
9.7781,0.00212764,0.00040033,0.00040198,0.01872092,0.02213189,0.02214069,0.01383454,0.01310391,0.01314322,0.00196437,0.0019514,0.00196041,0.00199776,0.00182984,0.00184559,0.00246789,0.00210897,0.00212984,0.04111311,0.04152634,0.04162172
13.7158,0.00073264,4.344e-05,4.367e-05,0.01561806,0.0188695,0.01888267,0.01478852,0.01407524,0.01413168,0.00272684,0.00270388,0.00272525,0.0024297,0.00224378,0.00226634,0.00244905,0.0020959,0.00211684,0.03874481,0.04003174,0.04016645
19.2394,0.00018381,2.22e-06,2.24e-06,0.01220848,0.01487009,0.01487199,0.01601135,0.01535018,0.0153921,0.00378911,0.00375005,0.00376646,0.003048,0.00282548,0.00284443,0.00247256,0.00211933,0.00213792,0.03771332,0.03891735,0.03901514
26.9872,3.067e-05,4e-08,4e-08,0.00856428,0.01033545,0.01033265,0.01715914,0.01688505,0.01693549,0.00523572,0.0051764,0.00520658,0.00391744,0.00363169,0.00365709,0.00256051,0.00219805,0.00221609,0.03746776,0.03822668,0.03834795
37.8553,3.45e-06,0.0,0.0,0.00512218,0.00588868,0.00588747,0.01742777,0.01840048,0.01843991,0.0071281,0.00706076,0.00709058,0.00510179,0.00472007,0.00474524,0.0027275,0.00234436,0.00236194,0.0375108,0.03841435,0.03852514
53.1,3.1e-07,0.0,0.0,0.00258095,0.0024881,0.00248744,0.01589326,0.01926077,0.01928972,0.00944602,0.00943856,0.00948001,0.00665785,0.00614506,0.00617703,0.00298336,0.00256652,0.00258611,0.03756175,0.03989901,0.04002031
73.8875,3e-08,0.0,0.0,0.00122189,0.00071026,0.0007109,0.01252321,0.01850286,0.01851155,0.01185557,0.01209988,0.01214966,0.00858617,0.00791378,0.00795392,0.00334497,0.00287904,0.00290207,0.03753184,0.04210583,0.04222809
97.6625,0.0,0.0,0.0,0.00066205,0.00015407,0.00015475,0.00893169,0.01594056,0.01592468,0.01351897,0.01425592,0.01427416,0.01055787,0.00973455,0.00976337,0.00377128,0.00324716,0.00326888,0.03744186,0.04333226,0.04338584
121.4375,0.0,0.0,0.0,0.00042195,3.365e-05,3.385e-05,0.00626669,0.01266768,0.01264169,0.01413276,0.01545797,0.01547616,0.01230564,0.01136827,0.01140061,0.00420104,0.00361897,0.00364134,0.03732808,0.04314654,0.04319365
145.2125,0.0,0.0,0.0,0.00029324,7.67e-06,7.73e-06,0.00444812,0.00950119,0.0094685,0.01396595,0.01581351,0.01583778,0.0138436,0.01282794,0.01286992,0.00462114,0.00398386,0.0040057,0.03717204,0.04213417,0.04218963
168.9875,0.0,0.0,0.0,0.00021738,1.86e-06,1.88e-06,0.00327022,0.00683091,0.00680798,0.01327676,0.01545454,0.01545753,0.01520054,0.01414342,0.01417981,0.00504089,0.00435029,0.00437044,0.0370058,0.04078102,0.04081763
192.7625,0.0,0.0,0.0,0.00017186,4.8e-07,4.9e-07,0.00254685,0.00475973,0.00475041,0.01228099,0.01452842,0.0145142,0.01641441,0.01535905,0.01537785,0.00548592,0.00474066,0.00475173,0.03690004,0.03938834,0.03939467
216.5375,0.0,0.0,0.0,0.00014252,1.3e-07,1.4e-07,0.00210259,0.00324504,0.00323567,0.01116202,0.01323335,0.01321912,0.01749648,0.01648386,0.01652224,0.00595707,0.005156,0.00518215,0.03686068,0.03811838,0.03815931
240.3125,0.0,0.0,0.0,0.00012063,4e-08,4e-08,0.00180381,0.00218014,0.00217888,0.0100313,0.01175532,0.01173707,0.01842321,0.01748595,0.01751619,0.00642679,0.00557291,0.00560155,0.03680573,0.03699437,0.03703372
264.0875,0.0,0.0,0.0,0.00010334,1e-08,1e-08,0.00158841,0.00145108,0.00145113,0.00894434,0.01022664,0.01020582,0.01920174,0.01836762,0.01840273,0.00688985,0.00598717,0.0060238,0.03672768,0.03603253,0.03608349
287.8625,0.0,0.0,0.0,8.933e-05,0.0,0.0,0.00142457,0.00096038,0.00096045,0.0079266,0.00873721,0.00871766,0.01984304,0.01913646,0.01918006,0.00734654,0.00639931,0.00644509,0.03663008,0.03523336,0.03530325
311.6375,0.0,0.0,0.0,7.778e-05,0.0,0.0,0.0012941,0.0006337,0.00063601,0.00698858,0.0073462,0.00732697,0.02035535,0.01979743,0.01980711,0.00779639,0.00680918,0.00684267,0.03651219,0.03458652,0.03461277
335.4125,0.0,0.0,0.0,6.812e-05,0.0,0.0,0.00118645,0.00041773,0.00041873,0.00613365,0.00608933,0.00606933,0.02074724,0.02035553,0.02037876,0.00823892,0.00721662,0.00725968,0.03637437,0.03407921,0.0341265
359.1875,0.0,0.0,0.0,5.996e-05,0.0,0.0,0.00109527,0.00027553,0.0002763,0.0053611,0.00498364,0.00496609,0.02102744,0.02081578,0.0208393,0.00867365,0.00762146,0.00766848,0.03621743,0.0336964,0.03375018
382.9625,0.0,0.0,0.0,5.3e-05,0.0,0.0,0.00101652,0.00018206,0.00018308,0.00466794,0.00403239,0.00401951,0.02120481,0.02118325,0.02118351,0.00910007,0.00802345,0.00806112,0.03604234,0.03342115,0.03344721
406.7375,0.0,0.0,0.0,4.701e-05,0.0,0.0,0.00094713,0.0001206,0.00012152,0.00404841,0.00322829,0.003219,0.02128002,0.0214553,0.0214479,0.00951385,0.00841901,0.00845428,0.03583642,0.0332232,0.0332427
430.5125,0.0,0.0,0.0,4.184e-05,0.0,0.0,0.00088553,8.017e-05,8.074e-05,0.00349937,0.00256087,0.00255244,0.02126917,0.02164391,0.02165467,0.00991717,0.00881021,0.00885972,0.03561308,0.03309516,0.03314757
454.2875,0.0,0.0,0.0,3.735e-05,0.0,0.0,0.00083038,5.352e-05,5.397e-05,0.00301551,0.00201479,0.00200911,0.02118229,0.02175577,0.0217689,0.01030998,0.00919717,0.00925064,0.0353755,0.03302125,0.03308263
478.0625,0.0,0.0,0.0,3.343e-05,0.0,0.0,0.00078063,3.59e-05,3.628e-05,0.00259109,0.00157341,0.00157072,0.0210277,0.02179627,0.02180068,0.01069179,0.00957963,0.00962788,0.03512464,0.03298521,0.03303557
501.8375,0.0,0.0,0.0,3.001e-05,0.0,0.0,0.00073553,2.419e-05,2.452e-05,0.00222045,0.00122048,0.00122012,0.02081354,0.02177091,0.02176009,0.01106253,0.00995763,0.00999346,0.03486206,0.03297322,0.03299818
525.6125,0.0,0.0,0.0,2.701e-05,0.0,0.0,0.00069449,1.639e-05,1.659e-05,0.00189814,0.00094096,0.00093927,0.02054758,0.02168518,0.0216828,0.01142235,0.01033141,0.01038126,0.03458956,0.03297394,0.03301992
549.3875,0.0,0.0,0.0,2.437e-05,0.0,0.0,0.00065702,1.116e-05,1.13e-05,0.00161896,0.00072146,0.00071996,0.02023707,0.02154438,0.02154321,0.01177141,0.01070122,0.01075749,0.03430884,0.03297822,0.03303195
573.1625,0.0,0.0,0.0,2.205e-05,0.0,0.0,0.0006227,7.64e-06,7.74e-06,0.00137808,0.00055041,0.00054962,0.01988864,0.02135357,0.02134861,0.01210981,0.01106723,0.011123,0.03402127,0.03297886,0.03302897
596.9375,0.0,0.0,0.0,1.999e-05,0.0,0.0,0.00059117,5.26e-06,5.34e-06,0.00117096,0.00041803,0.00041796,0.01950835,0.02111761,0.02110559,0.01243758,0.01142955,0.01147856,0.03372805,0.03297045,0.03300745
620.7125,0.0,0.0,0.0,1.817e-05,0.0,0.0,0.00056211,3.64e-06,3.7e-06,0.00099346,0.00031619,0.00031667,0.0191017,0.02084112,0.02082012,0.01275474,0.01178823,0.0118248,0.03343018,0.03294919,0.0329653
644.4875,0.0,0.0,0.0,1.655e-05,0.0,0.0,0.00053526,2.53e-06,2.58e-06,0.00084183,0.0002383,0.00023865,0.01867365,0.02052849,0.02050516,0.01306125,0.01214332,0.01218168,0.03312853,0.03291264,0.03292807
668.2625,0.0,0.0,0.0,1.51e-05,0.0,0.0,0.00051031,1.77e-06,1.8e-06,0.00071255,0.00017898,0.00017914,0.0182262,0.02018138,0.02016199,0.01335528,0.01249309,0.0125437,0.03281944,0.03285523,0.03288663
692.0375,0.0,0.0,0.0,1.38e-05,0.0,0.0,0.0004871,1.25e-06,1.27e-06,0.00060269,0.00013403,0.00013421,0.01776454,0.0198049,0.01978899,0.01363744,0.01283811,0.01289639,0.03250557,0.03277829,0.03282086
715.8125,0.0,0.0,0.0,1.264e-05,0.0,0.0,0.0004655,8.8e-07,9e-07,0.0005096,0.00010012,0.00010036,0.01729395,0.0194046,0.01939053,0.01390894,0.01317951,0.01324024,0.03219064,0.03268511,0.03273203
739.5875,0.0,0.0,0.0,1.16e-05,0.0,0.0,0.00044537,6.3e-07,6.4e-07,0.00043087,7.462e-05,7.491e-05,0.01681751,0.01898394,0.01897059,0.01416975,0.01351723,0.01357563,0.03187511,0.03257642,0.03262177
763.3625,0.0,0.0,0.0,1.066e-05,0.0,0.0,0.00042654,4.5e-07,4.6e-07,0.00036441,5.55e-05,5.582e-05,0.01633788,0.01854613,0.01853274,0.01441972,0.01385111,0.0139028,0.03155922,0.03245319,0.03249182
787.1375,0.0,0.0,0.0,9.82e-06,0.0,0.0,0.00040889,3.2e-07,3.3e-07,0.00030837,4.121e-05,4.152e-05,0.01585728,0.01809411,0.01808024,0.01465843,0.0141807,0.01422167,0.03124279,0.03231634,0.03234375
810.9125,0.0,0.0,0.0,9.05e-06,0.0,0.0,0.00039225,2.3e-07,2.4e-07,0.00026119,3.055e-05,3.077e-05,0.01537752,0.01763054,0.01761708,0.01488487,0.01450498,0.01455184,0.03092488,0.0321663,0.03219993
834.6875,0.0,0.0,0.0,8.35e-06,0.0,0.0,0.00037646,1.7e-07,1.7e-07,0.00022148,2.262e-05,2.277e-05,0.01490001,0.01715779,0.01714477,0.01509739,0.01482227,0.01487932,0.0306037,0.03200286,0.03204703
858.4625,0.0,0.0,0.0,7.72e-06,0.0,0.0,0.0003614,1.2e-07,1.3e-07,0.00018809,1.673e-05,1.684e-05,0.01442602,0.01667816,0.0166652,0.01529456,0.01513102,0.01519399,0.03027779,0.03182603,0.03187615
882.2375,0.0,0.0,0.0,7.14e-06,0.0,0.0,0.00034702,9e-08,9e-08,0.00016,1.236e-05,1.245e-05,0.01395697,0.01619393,0.01618084,0.01547642,0.01543104,0.0154961,0.02994756,0.03163742,0.03168948
906.0125,0.0,0.0,0.0,6.61e-06,0.0,0.0,0.00033336,7e-08,7e-08,0.00013639,9.13e-06,9.21e-06,0.01349441,0.01570738,0.01569408,0.01564461,0.01572368,0.01578733,0.02961538,0.03144025,0.03149069
929.7875,0.0,0.0,0.0,6.13e-06,0.0,0.0,0.00032044,5e-08,5e-08,0.00011654,6.73e-06,6.8e-06,0.01303969,0.01522055,0.01520701,0.01580108,0.0160106,0.01606966,0.02928387,0.03123793,0.03128352
953.5625,0.0,0.0,0.0,5.69e-06,0.0,0.0,0.00030825,4e-08,4e-08,9.983e-05,4.96e-06,5.02e-06,0.01259381,0.01473517,0.01472141,0.01594719,0.01629297,0.01634447,0.02895477,0.03103314,0.03107093
977.3375,0.0,0.0,0.0,5.29e-06,0.0,0.0,0.00029676,3e-08,3e-08,8.576e-05,3.66e-06,3.71e-06,0.01215747,0.01425271,0.01423877,0.01608374,0.0165714,0.01661259,0.02862902,0.03082779,0.03085509
1001.1125,0.0,0.0,0.0,4.93e-06,0.0,0.0,0.00028592,2e-08,2e-08,7.391e-05,2.69e-06,2.74e-06,0.01173118,0.01377445,0.01376039,0.0162112,0.01684621,0.01687571,0.02830714,0.03062337,0.03063886
