hPa,LBL_g1,LBLg_g1,LBLk_g1,LBL_g2,LBLg_g2,LBLk_g2,LBL_g3,LBLg_g3,LBLk_g3,LBL_g4,LBLg_g4,LBLk_g4,LBL_g5,LBLg_g5,LBLk_g5,LBL_g6,LBLg_g6,LBLk_g6,LBL_tot,LBLg_tot,LBLk_tot
0.0003,0.16438373,0.15268887,0.15259141,0.02719096,0.0251675,0.02520936,0.00811021,0.00708289,0.00713451,3.52e-05,3.488e-05,3.857e-05,0.0004205,0.00036036,0.00037015,0.00182949,0.00155488,0.00157004,0.20197009,0.18688939,0.18691404
0.0008,0.16421839,0.15259484,0.15249795,0.02723079,0.02520618,0.02524775,0.00812848,0.00709902,0.0071506,3.55e-05,3.519e-05,3.88e-05,0.00042255,0.00036211,0.00037189,0.0018326,0.00155776,0.001573,0.20186832,0.1868551,0.18687998
0.0011,0.164015,0.15246509,0.15236874,0.02731267,0.02528485,0.0253262,0.00816551,0.00713158,0.00718327,3.602e-05,3.57e-05,3.926e-05,0.00042667,0.0003656,0.00037542,0.00183959,0.00156364,0.00157901,0.20179545,0.18684645,0.1868719
0.0015,0.16378254,0.15232082,0.15222552,0.02739589,0.02536494,0.02540581,0.00820345,0.00716493,0.00721647,3.657e-05,3.624e-05,3.973e-05,0.00043092,0.0003692,0.00037901,0.00184674,0.00156968,0.00158512,0.2016961,0.18682581,0.18685166
0.0021,0.16351229,0.15215834,0.15206467,0.02747924,0.02544536,0.02548546,0.00824182,0.00719867,0.00724974,3.716e-05,3.683e-05,4.02e-05,0.00043524,0.00037287,0.0003826,0.00185388,0.00157581,0.00159124,0.20155964,0.18678788,0.18681391
0.0029,0.1631896,0.15197064,0.15187927,0.02756259,0.02552607,0.02556504,0.00828064,0.00723282,0.00728308,3.781e-05,3.748e-05,4.067e-05,0.00043967,0.00037662,0.00038621,0.00186117,0.00158203,0.00159738,0.20137148,0.18672566,0.18675165
0.0041,0.16279404,0.15174788,0.15165961,0.02764576,0.02560706,0.02564447,0.00831994,0.00726745,0.00731648,3.854e-05,3.82e-05,4.114e-05,0.0004442,0.00038045,0.00038982,0.0018686,0.00158833,0.00160352,0.20111107,0.18662938,0.18665504
0.0057,0.16229718,0.15147624,0.15139207,0.02772858,0.02568835,0.02572364,0.00835981,0.00730265,0.00734995,3.937e-05,3.903e-05,4.162e-05,0.00044885,0.0003844,0.00039343,0.00187614,0.00159472,0.00160969,0.20074993,0.1864854,0.18651039
0.008,0.16165992,0.15113659,0.15105775,0.02781071,0.02576987,0.02580234,0.00840031,0.00733851,0.00738346,4.035e-05,4e-05,4.209e-05,0.00045365,0.00038848,0.00039706,0.00188372,0.00160121,0.00161586,0.20024866,0.18627466,0.18629856
0.0112,0.16082839,0.15070216,0.15062814,0.02789171,0.02585159,0.02588184,0.00844157,0.0073752,0.00741889,4.152e-05,4.117e-05,4.289e-05,0.00045864,0.00039273,0.0004011,0.0018915,0.0016078,0.0016225,0.19955333,0.18597064,0.18599535
0.0158,0.15972899,0.1501358,0.15004688,0.02797099,0.02593346,0.02596072,0.00848375,0.00741294,0.00745745,4.296e-05,4.261e-05,4.443e-05,0.00046387,0.00039719,0.00040599,0.00189936,0.0016145,0.00162984,0.19858992,0.18553649,0.18554531
0.0221,0.15826211,0.14938603,0.14927911,0.02804771,0.02601542,0.02603824,0.00852708,0.00745203,0.00749625,4.478e-05,4.442e-05,4.634e-05,0.0004694,0.00040195,0.00041099,0.00190737,0.00162131,0.00163692,0.19725845,0.18492116,0.18490786
0.031,0.15629434,0.14838155,0.14826165,0.02812096,0.02609763,0.02611591,0.00857204,0.00749305,0.00753633,4.712e-05,4.676e-05,4.871e-05,0.00047536,0.0004071,0.00041625,0.00191556,0.00162828,0.00164399,0.19542538,0.18405437,0.18402284
0.0435,0.15361764,0.14699735,0.14686932,0.02821287,0.02620255,0.0262165,0.00863035,0.00754641,0.00758819,5.035e-05,4.998e-05,5.2e-05,0.00048321,0.00041389,0.00042302,0.00192618,0.00163733,0.00165286,0.19292059,0.1828475,0.1828019
0.0611,0.14966536,0.14480225,0.14465441,0.02858013,0.02657601,0.02658229,0.0088276,0.00772145,0.00776168,5.648e-05,5.608e-05,5.818e-05,0.00050816,0.00043495,0.00044431,0.00196425,0.0016697,0.00168547,0.18960199,0.18126044,0.18118634
0.0856,0.1440936,0.14147653,0.14130334,0.02933864,0.02732917,0.02732371,0.00923483,0.00807884,0.00811636,6.72e-05,6.674e-05,6.904e-05,0.00056073,0.00047864,0.00048833,0.002046,0.00173922,0.00175526,0.18534101,0.17916914,0.17905603
0.1201,0.13697612,0.13700559,0.13690437,0.03022097,0.02821114,0.02821023,0.00974491,0.00852471,0.00856186,8.205e-05,8.147e-05,8.385e-05,0.00063115,0.00053635,0.00054613,0.00215268,0.00182995,0.00184656,0.17980787,0.1761892,0.17615299
0.1685,0.12841997,0.13141844,0.13137346,0.03110961,0.02911489,0.02911655,0.01030724,0.00901527,0.0090482,0.00010122,0.00010047,0.00010278,0.00071454,0.00060377,0.00061275,0.0022756,0.00193449,0.0019499,0.17292818,0.17218734,0.17220362
0.2364,0.11827616,0.12443724,0.1244136,0.03198154,0.03002719,0.03002551,0.01092379,0.00955306,0.00957635,0.00012601,0.00012502,0.00012691,0.00081318,0.00068258,0.00068951,0.00241661,0.00205445,0.00206622,0.1645373,0.16687954,0.16689811
0.3315,0.10645996,0.11570829,0.11568784,0.03279312,0.03091946,0.03091269,0.01159284,0.01013813,0.01014709,0.00015812,0.00015677,0.00015786,0.00092969,0.00077476,0.0007781,0.00257702,0.00219094,0.00219622,0.15451076,0.15988835,0.1598798
0.4651,0.09312455,0.10494896,0.10495515,0.03349569,0.03176275,0.03175937,0.01231425,0.01077262,0.01077908,0.00019984,0.00019799,0.00019915,0.00106737,0.00088293,0.00088581,0.00275873,0.00234562,0.00235002,0.14296043,0.15091087,0.15092858
0.6524,0.07883513,0.09220315,0.0921846,0.03395747,0.0324556,0.03243146,0.01302667,0.01140882,0.01142667,0.00025243,0.00024994,0.00025298,0.00121726,0.00100078,0.00101093,0.00294565,0.00250484,0.00252175,0.1302346,0.13982313,0.1398284
0.9151,0.06444214,0.07799112,0.07796599,0.03360953,0.03249234,0.03246026,0.01333276,0.01172207,0.01174735,0.00030813,0.00030533,0.00030999,0.0012998,0.0010705,0.00108479,0.0030169,0.00256589,0.00258912,0.11600925,0.12614725,0.1261575
1.2836,0.05039956,0.06231417,0.06230879,0.03245201,0.03187964,0.03185205,0.01322889,0.01171413,0.01174173,0.00037158,0.00036891,0.00037324,0.00130919,0.0010893,0.00110383,0.00296042,0.0025185,0.00254283,0.10072164,0.10988465,0.10992249
1.8006,0.03729647,0.04556173,0.04556968,0.03084487,0.03094602,0.03093496,0.01301544,0.01163639,0.01167205,0.00045962,0.00045711,0.00046318,0.00130778,0.00110427,0.00111988,0.00286101,0.00243477,0.00245917,0.0857852,0.0921403,0.09221892
2.5257,0.02588244,0.02936093,0.02936494,0.02883719,0.02971413,0.02969482,0.01276571,0.01154988,0.0115795,0.00058629,0.00058376,0.00058785,0.00131396,0.00113018,0.00114399,0.00273574,0.00232924,0.00235235,0.07212133,0.07466812,0.07472345
3.5428,0.01659945,0.01582648,0.01582667,0.02657971,0.02828012,0.02826375,0.01263265,0.01158102,0.01161485,0.00077173,0.00076871,0.00077651,0.00136139,0.00119403,0.00120942,0.00262032,0.00223233,0.00225342,0.06056526,0.05988269,0.05994463
