hPa,LBL_g1,LBLg_g1,LBLk_g1,LBL_g2,LBLg_g2,LBLk_g2,LBL_g3,LBLg_g3,LBLk_g3,LBL_g4,LBLg_g4,LBLk_g4,LBL_g5,LBLg_g5,LBLk_g5,LBL_g6,LBLg_g6,LBLk_g6,LBL_tot,LBLg_tot,LBLk_tot
0.0003,0.16418943,0.15253932,0.15244194,0.02733012,0.0253003,0.02534212,0.00817238,0.00713745,0.00718963,3.595e-05,3.563e-05,3.935e-05,0.00042736,0.00036618,0.00037611,0.00184123,0.00156477,0.00158018,0.20199648,0.18694366,0.18696931
0.0008,0.16383855,0.15229729,0.15220203,0.02751307,0.02547532,0.02551627,0.00825531,0.00721021,0.007262,3.707e-05,3.674e-05,4.037e-05,0.00043664,0.00037403,0.00038392,0.00185658,0.00157805,0.00159349,0.20193721,0.18697165,0.18699808
0.0011,0.16318864,0.15183065,0.15174365,0.0278888,0.02583382,0.02587137,0.00842784,0.00736111,0.00740946,3.934e-05,3.899e-05,4.246e-05,0.00045624,0.00039052,0.00039985,0.00188969,0.0016061,0.00162062,0.20189055,0.18706119,0.1870874
0.0015,0.16250831,0.15134023,0.15126834,0.02827736,0.02620392,0.02623514,0.00861002,0.00751994,0.00756055,4.185e-05,4.149e-05,4.46e-05,0.00047743,0.00040824,0.00041617,0.00192498,0.00163627,0.00164841,0.20183995,0.18715009,0.18717321
0.0021,0.1618006,0.15082918,0.15077928,0.02867389,0.02658097,0.02660312,0.00879993,0.007685,0.00771342,4.462e-05,4.423e-05,4.676e-05,0.00050008,0.00042705,0.00043269,0.00196278,0.00166831,0.00167653,0.2017819,0.18723473,0.18725179
0.0029,0.16105908,0.15029409,0.15027317,0.02907818,0.02696479,0.02697524,0.00899778,0.00785646,0.00786806,4.766e-05,4.724e-05,4.895e-05,0.00052429,0.00044702,0.00044939,0.00200275,0.00170232,0.00170498,0.20170975,0.1873119,0.18731979
0.0041,0.16025272,0.1497101,0.14967222,0.02948594,0.02735154,0.02735537,0.00920255,0.00803344,0.00804707,5.101e-05,5.055e-05,5.237e-05,0.0005501,0.00046816,0.00047168,0.00204487,0.00173817,0.00174298,0.20158719,0.18735196,0.18734171
0.0057,0.15934495,0.14904842,0.14899811,0.02989219,0.02773683,0.02774201,0.00941296,0.00821491,0.00824184,5.471e-05,5.42e-05,5.657e-05,0.00057754,0.00049049,0.0004975,0.00208904,0.00177571,0.00178702,0.20137138,0.18732055,0.18732305
0.008,0.15836556,0.14834243,0.14828593,0.03030494,0.02812791,0.0281327,0.00963185,0.00840322,0.00843882,5.881e-05,5.825e-05,6.081e-05,0.00060689,0.0005142,0.00052361,0.00213588,0.00181552,0.00183157,0.20110393,0.18726155,0.18727344
0.0112,0.15729145,0.1475796,0.14752739,0.03072384,0.02852465,0.0285286,0.00985954,0.00859867,0.00863804,6.34e-05,6.278e-05,6.531e-05,0.00063832,0.00053942,0.00055,0.00218558,0.00185776,0.00187633,0.20076212,0.18716288,0.18718566
