hPa,LBL_g1,LBLg_g1,PAR_g1,LBL_g2,LBLg_g2,PAR_g2,LBL_g3,LBLg_g3,PAR_g3,LBL_g4,LBLg_g4,PAR_g4,LBL_g5,LBLg_g5,PAR_g5,LBL_g6,LBLg_g6,PAR_g6,LBL_g7,LBLg_g7,PAR_g7,LBL_g8,LBLg_g8,PAR_g8,LBL_g9,LBLg_g9,PAR_g9,LBL_g10,LBLg_g10,PAR_g10,LBL_tot,LBLg_tot,PAR_tot,LBLg - LBL,PAR - LBL
0.0,0.367281,0.367281,0.36728103,1.729163,1.729163,1.7291632,7.092437,7.092437,7.0924373,20.399773,20.399773,20.399773,16.044249,16.044249,16.044249,21.209734,21.209734,21.209734,25.28237,25.28237,25.28237,29.884206,29.884206,29.884206,32.419361,32.419361,32.41936,287.991176,287.991176,287.99117,442.41975,442.41975,442.41974,0.0,-1e-05
0.0006,0.367281,0.367281,0.36728076,1.729163,1.729163,1.7291631,7.092437,7.092437,7.0924372,20.399773,20.399773,20.399773,16.044249,16.044249,16.044249,21.209734,21.209734,21.209734,25.28237,25.28237,25.28237,29.884206,29.884206,29.884206,32.419361,32.419361,32.41936,287.991176,287.991176,287.99117,442.41975,442.41975,442.41974,0.0,-1e-05
0.0009,0.367281,0.367281,0.36728065,1.729163,1.729163,1.729163,7.092437,7.092437,7.0924372,20.399773,20.399773,20.399773,16.044249,16.044249,16.044249,21.209734,21.209734,21.209734,25.28237,25.28237,25.28237,29.884206,29.884206,29.884206,32.419361,32.419361,32.41936,287.991176,287.991176,287.99117,442.41975,442.41975,442.41974,0.0,-1e-05
0.0012,0.36728,0.36728,0.36728049,1.729163,1.729163,1.729163,7.092437,7.092437,7.0924372,20.399773,20.399773,20.399773,16.044249,16.044249,16.044249,21.209734,21.209734,21.209734,25.28237,25.28237,25.28237,29.884206,29.884206,29.884206,32.419361,32.419361,32.41936,287.991176,287.991176,287.99117,442.41975,442.41975,442.41974,0.0,-1e-05
0.0017,0.36728,0.36728,0.36728028,1.729163,1.729163,1.7291629,7.092437,7.092437,7.0924371,20.399773,20.399773,20.399773,16.044249,16.044249,16.044249,21.209733,21.209733,21.209734,25.28237,25.28237,25.28237,29.884206,29.884206,29.884206,32.419361,32.419361,32.41936,287.991176,287.991176,287.99117,442.41975,442.41975,442.41974,0.0,-1e-05
0.0024,0.36728,0.36728,0.36727997,1.729163,1.729163,1.7291628,7.092437,7.092437,7.0924371,20.399773,20.399773,20.399773,16.044249,16.044249,16.044249,21.209733,21.209733,21.209734,25.28237,25.28237,25.28237,29.884206,29.884206,29.884206,32.419361,32.419361,32.41936,287.991176,287.991176,287.99117,442.41975,442.41975,442.41974,0.0,-1e-05
0.0034,0.36728,0.36728,0.36727955,1.729163,1.729163,1.7291626,7.092437,7.092437,7.092437,20.399773,20.399773,20.399773,16.044249,16.044249,16.044249,21.209733,21.209733,21.209734,25.28237,25.28237,25.28237,29.884206,29.884206,29.884206,32.419361,32.419361,32.41936,287.991176,287.991176,287.99117,442.41975,442.41975,442.41974,0.0,-1e-05
0.0048,0.367279,0.367279,0.36727897,1.729162,1.729162,1.7291624,7.092437,7.092437,7.092437,20.399773,20.399773,20.399773,16.044249,16.044249,16.044249,21.209733,21.209733,21.209734,25.28237,25.28237,25.28237,29.884206,29.884206,29.884206,32.419361,32.419361,32.41936,287.991176,287.991176,287.99117,442.41975,442.41975,442.41974,0.0,-1e-05
0.0067,0.367278,0.367278,0.36727815,1.729162,1.729162,1.7291621,7.092437,7.092437,7.0924368,20.399773,20.399773,20.399773,16.044249,16.044249,16.044249,21.209733,21.209733,21.209734,25.28237,25.28237,25.28237,29.884206,29.884206,29.884206,32.419361,32.419361,32.41936,287.991176,287.991176,287.99117,442.41974,442.41975,442.41974,1e-05,0.0
0.0094,0.367277,0.367277,0.367277,1.729162,1.729162,1.7291617,7.092436,7.092437,7.0924367,20.399773,20.399773,20.399773,16.044249,16.044249,16.044249,21.209733,21.209733,21.209734,25.28237,25.28237,25.28237,29.884206,29.884206,29.884206,32.419361,32.419361,32.41936,287.991176,287.991176,287.99117,442.41974,442.41974,442.41974,0.0,0.0
0.0131,0.367275,0.367275,0.36727541,1.729161,1.729161,1.7291611,7.092436,7.092437,7.0924364,20.399773,20.399773,20.399773,16.044249,16.044249,16.044249,21.209733,21.209733,21.209734,25.28237,25.28237,25.28237,29.884206,29.884206,29.884206,32.419361,32.419361,32.41936,287.991176,287.991176,287.99117,442.41974,442.41974,442.41973,0.0,-1e-05
0.0184,0.367273,0.367273,0.36727318,1.72916,1.72916,1.7291602,7.092436,7.092436,7.0924361,20.399773,20.399773,20.399773,16.044249,16.044249,16.044249,21.209733,21.209733,21.209733,25.28237,25.28237,25.28237,29.884206,29.884206,29.884206,32.419361,32.419361,32.41936,287.991176,287.991176,287.99117,442.41974,442.41974,442.41973,0.0,-1e-05
0.0258,0.36727,0.36727,0.36727007,1.729159,1.729159,1.729159,7.092435,7.092436,7.0924356,20.399772,20.399773,20.399772,16.044249,16.044249,16.044249,21.209733,21.209733,21.209733,25.28237,25.28237,25.28237,29.884206,29.884206,29.884206,32.419361,32.419361,32.41936,287.991176,287.991176,287.99117,442.41973,442.41973,442.41972,0.0,-1e-05
0.0362,0.367265,0.367266,0.36726573,1.729157,1.729157,1.7291572,7.092434,7.092435,7.0924349,20.399772,20.399772,20.399772,16.044249,16.044249,16.044248,21.209733,21.209733,21.209733,25.28237,25.28237,25.28237,29.884206,29.884206,29.884206,32.419361,32.419361,32.41936,287.991176,287.991176,287.99117,442.41972,442.41973,442.41972,1e-05,0.0
0.0508,0.367259,0.36726,0.36725967,1.729154,1.729155,1.7291548,7.092432,7.092434,7.092434,20.399772,20.399772,20.399772,16.044249,16.044249,16.044248,21.209733,21.209733,21.209733,25.28237,25.28237,25.28237,29.884206,29.884206,29.884206,32.419361,32.419361,32.41936,287.991176,287.991176,287.99117,442.41971,442.41972,442.41971,1e-05,0.0
0.0713,0.36725,0.367251,0.36725121,1.72915,1.729151,1.7291513,7.09243,7.092433,7.0924326,20.399771,20.399772,20.399771,16.044249,16.044249,16.044248,21.209733,21.209733,21.209733,25.28237,25.28237,25.28237,29.884206,29.884206,29.884206,32.419361,32.419361,32.41936,287.991176,287.991176,287.99117,442.4197,442.4197,442.41969,0.0,-1e-05
0.1,0.367238,0.367239,0.36723938,1.729145,1.729146,1.7291465,7.092427,7.092431,7.0924307,20.39977,20.399771,20.399771,16.044249,16.044249,16.044248,21.209733,21.209733,21.209733,25.28237,25.28237,25.28237,29.884206,29.884206,29.884206,32.419361,32.419361,32.41936,287.991176,287.991176,287.99117,442.41967,442.41968,442.41967,1e-05,0.0
0.1403,0.367221,0.367223,0.36722283,1.729138,1.72914,1.7291396,7.092423,7.092428,7.0924281,20.399769,20.39977,20.39977,16.044248,16.044249,16.044248,21.209733,21.209733,21.209733,25.28237,25.28237,25.28237,29.884206,29.884206,29.884206,32.419361,32.419361,32.41936,287.991176,287.991176,287.99117,442.41964,442.41966,442.41965,2e-05,1e-05
0.1968,0.367197,0.3672,0.36719971,1.729127,1.72913,1.72913,7.092417,7.092424,7.0924243,20.399767,20.399769,20.399769,16.044248,16.044248,16.044248,21.209733,21.209733,21.209733,25.28237,25.28237,25.28237,29.884206,29.884206,29.884206,32.419361,32.419361,32.41936,287.991176,287.991176,287.99117,442.4196,442.41962,442.41961,2e-05,1e-05
