hPa,LBL_g1,LBLg_g1,PAR_g1,LBL_g2,LBLg_g2,PAR_g2,LBL_g3,LBLg_g3,PAR_g3,LBL_g4,LBLg_g4,PAR_g4,LBL_g5,LBLg_g5,PAR_g5,LBL_g6,LBLg_g6,PAR_g6,LBL_g7,LBLg_g7,PAR_g7,LBL_g8,LBLg_g8,PAR_g8,LBL_g9,LBLg_g9,PAR_g9,LBL_g10,LBLg_g10,PAR_g10,LBL_tot,LBLg_tot,PAR_tot,LBLg - LBL,PAR - LBL
0.0003,0.00314533,0.00302943,0.00303177,0.00114988,0.00106267,0.00106273,0.00066219,0.00041302,0.00041346,0.00018428,0.00011666,0.0001169,2.818e-05,2.017e-05,2.024e-05,1.521e-05,1.112e-05,1.117e-05,7.81e-06,5.83e-06,5.87e-06,3.92e-06,3.38e-06,3.4e-06,1.77e-06,1.66e-06,1.68e-06,1.3e-06,1.37e-06,1.39e-06,0.00519988,0.00466532,0.00466862,-0.00053456,-0.00053126
0.0008,0.00314373,0.00302795,0.00303029,0.0011507,0.00106343,0.00106349,0.00066254,0.0004133,0.00041374,0.00018458,0.00011683,0.00011707,2.827e-05,2.021e-05,2.028e-05,1.526e-05,1.114e-05,1.12e-05,7.86e-06,5.84e-06,5.88e-06,3.96e-06,3.38e-06,3.41e-06,1.77e-06,1.67e-06,1.68e-06,1.37e-06,1.38e-06,1.39e-06,0.00520003,0.00466514,0.00466844,-0.00053489,-0.00053159
0.0011,0.0031405,0.00302494,0.00302728,0.00115234,0.00106497,0.00106502,0.0006633,0.00041388,0.00041431,0.00018511,0.00011718,0.00011742,2.836e-05,2.028e-05,2.035e-05,1.533e-05,1.119e-05,1.124e-05,7.91e-06,5.87e-06,5.91e-06,4e-06,3.4e-06,3.43e-06,1.81e-06,1.68e-06,1.69e-06,1.35e-06,1.39e-06,1.41e-06,0.00520001,0.00466478,0.00466806,-0.00053523,-0.00053195
0.0015,0.00313722,0.00302189,0.00302423,0.001154,0.00106653,0.00106657,0.00066408,0.00041446,0.00041489,0.00018565,0.00011754,0.00011778,2.845e-05,2.035e-05,2.042e-05,1.539e-05,1.124e-05,1.129e-05,7.95e-06,5.9e-06,5.94e-06,4.02e-06,3.42e-06,3.45e-06,1.8e-06,1.69e-06,1.7e-06,1.38e-06,1.39e-06,1.41e-06,0.00519994,0.0046644,0.00466768,-0.00053554,-0.00053226
0.0021,0.00313392,0.00301882,0.00302116,0.00115567,0.00106809,0.00106813,0.00066485,0.00041504,0.00041547,0.00018621,0.00011789,0.00011813,2.855e-05,2.042e-05,2.049e-05,1.547e-05,1.129e-05,1.134e-05,8e-06,5.93e-06,5.97e-06,4.04e-06,3.44e-06,3.46e-06,1.83e-06,1.7e-06,1.71e-06,1.35e-06,1.4e-06,1.42e-06,0.00519988,0.00466402,0.00466731,-0.00053586,-0.00053257
0.0029,0.00313062,0.00301575,0.00301809,0.00115733,0.00106965,0.00106969,0.00066563,0.00041563,0.00041606,0.00018676,0.00011825,0.00011849,2.864e-05,2.049e-05,2.056e-05,1.553e-05,1.134e-05,1.139e-05,8.02e-06,5.96e-06,6e-06,4.06e-06,3.45e-06,3.48e-06,1.84e-06,1.71e-06,1.72e-06,1.38e-06,1.41e-06,1.43e-06,0.00519981,0.00466364,0.00466692,-0.00053617,-0.00053289
0.0041,0.0031273,0.00301266,0.00301502,0.001159,0.00107121,0.00107126,0.00066641,0.00041622,0.00041664,0.00018731,0.00011861,0.00011884,2.874e-05,2.057e-05,2.064e-05,1.56e-05,1.139e-05,1.144e-05,8.07e-06,5.99e-06,6.03e-06,4.08e-06,3.47e-06,3.5e-06,1.85e-06,1.72e-06,1.73e-06,1.41e-06,1.42e-06,1.44e-06,0.00519977,0.00466326,0.00466654,-0.00053651,-0.00053323
0.0057,0.00312397,0.00300957,0.00301193,0.00116067,0.00107277,0.00107283,0.0006672,0.00041681,0.00041723,0.00018786,0.00011897,0.0001192,2.884e-05,2.064e-05,2.071e-05,1.566e-05,1.144e-05,1.149e-05,8.12e-06,6.02e-06,6.06e-06,4.1e-06,3.49e-06,3.52e-06,1.86e-06,1.73e-06,1.74e-06,1.44e-06,1.43e-06,1.45e-06,0.00519973,0.00466287,0.00466616,-0.00053686,-0.00053357
0.008,0.00312062,0.00300646,0.00300884,0.00116233,0.00107433,0.0010744,0.000668,0.00041741,0.00041781,0.00018843,0.00011934,0.00011956,2.894e-05,2.071e-05,2.078e-05,1.574e-05,1.149e-05,1.154e-05,8.16e-06,6.06e-06,6.09e-06,4.12e-06,3.51e-06,3.53e-06,1.87e-06,1.74e-06,1.75e-06,1.51e-06,1.44e-06,1.46e-06,0.0051997,0.00466248,0.00466577,-0.00053722,-0.00053393
0.0112,0.00311725,0.00300334,0.00300574,0.001164,0.00107589,0.00107595,0.0006688,0.00041801,0.00041841,0.00018899,0.0001197,0.00011992,2.904e-05,2.079e-05,2.086e-05,1.58e-05,1.154e-05,1.159e-05,8.2e-06,6.09e-06,6.12e-06,4.14e-06,3.53e-06,3.55e-06,1.88e-06,1.75e-06,1.76e-06,1.5e-06,1.45e-06,1.47e-06,0.00519961,0.00466209,0.00466537,-0.00053752,-0.00053424
0.0158,0.00311385,0.0030002,0.00300261,0.00116567,0.00107746,0.00107748,0.0006696,0.00041861,0.00041901,0.00018956,0.00012007,0.0001203,2.914e-05,2.087e-05,2.093e-05,1.587e-05,1.159e-05,1.164e-05,8.24e-06,6.12e-06,6.15e-06,4.17e-06,3.55e-06,3.57e-06,1.89e-06,1.76e-06,1.77e-06,1.53e-06,1.46e-06,1.48e-06,0.00519953,0.00466169,0.00466495,-0.00053784,-0.00053458
0.0221,0.00311042,0.00299704,0.00299946,0.00116734,0.00107904,0.00107902,0.00067041,0.00041922,0.00041962,0.00019013,0.00012045,0.00012067,2.924e-05,2.094e-05,2.101e-05,1.595e-05,1.165e-05,1.17e-05,8.28e-06,6.15e-06,6.19e-06,4.19e-06,3.56e-06,3.59e-06,1.9e-06,1.77e-06,1.78e-06,1.53e-06,1.47e-06,1.49e-06,0.00519941,0.00466129,0.00466455,-0.00053812,-0.00053486
0.031,0.00310693,0.00299384,0.00299628,0.00116903,0.00108062,0.0010806,0.00067123,0.00041985,0.00042024,0.00019072,0.00012083,0.00012106,2.934e-05,2.102e-05,2.109e-05,1.602e-05,1.17e-05,1.175e-05,8.33e-06,6.18e-06,6.22e-06,4.21e-06,3.58e-06,3.61e-06,1.91e-06,1.78e-06,1.79e-06,1.55e-06,1.48e-06,1.5e-06,0.00519927,0.00466089,0.00466414,-0.00053838,-0.00053513
0.0435,0.00310246,0.00298974,0.00299219,0.00117118,0.00108265,0.00108263,0.00067229,0.00042065,0.00042104,0.00019147,0.00012132,0.00012154,2.948e-05,2.112e-05,2.119e-05,1.611e-05,1.177e-05,1.182e-05,8.39e-06,6.23e-06,6.26e-06,4.24e-06,3.61e-06,3.64e-06,1.93e-06,1.79e-06,1.81e-06,1.57e-06,1.5e-06,1.52e-06,0.0051991,0.00466038,0.00466364,-0.00053872,-0.00053546
0.0611,0.00308711,0.00297552,0.00297799,0.00117863,0.00108964,0.0010896,0.00067599,0.00042339,0.00042378,0.00019409,0.00012302,0.00012324,2.995e-05,2.147e-05,2.154e-05,1.644e-05,1.201e-05,1.206e-05,8.59e-06,6.37e-06,6.41e-06,4.34e-06,3.7e-06,3.73e-06,1.98e-06,1.84e-06,1.86e-06,1.62e-06,1.55e-06,1.57e-06,0.00519874,0.00465851,0.00466177,-0.00054023,-0.00053697
0.0856,0.00305643,0.00294702,0.00294952,0.00119332,0.0011034,0.00110334,0.00068354,0.00042889,0.00042927,0.00019944,0.00012644,0.00012666,3.092e-05,2.219e-05,2.225e-05,1.712e-05,1.25e-05,1.255e-05,9.01e-06,6.68e-06,6.72e-06,4.56e-06,3.88e-06,3.91e-06,2.09e-06,1.94e-06,1.96e-06,1.74e-06,1.65e-06,1.67e-06,0.00519817,0.00465458,0.00465785,-0.00054359,-0.00054032
0.1201,0.00301972,0.0029129,0.00291542,0.0012104,0.0011194,0.00111938,0.00069278,0.0004355,0.00043587,0.00020603,0.0001306,0.00013082,3.214e-05,2.307e-05,2.313e-05,1.798e-05,1.311e-05,1.316e-05,9.54e-06,7.06e-06,7.1e-06,4.84e-06,4.11e-06,4.14e-06,2.23e-06,2.07e-06,2.09e-06,1.88e-06,1.79e-06,1.81e-06,0.00519754,0.00464961,0.00465292,-0.00054793,-0.00054462
0.1685,0.00298183,0.00287771,0.00288021,0.00122744,0.00113536,0.00113547,0.00070253,0.00044236,0.00044273,0.00021303,0.00013498,0.00013519,3.346e-05,2.401e-05,2.407e-05,1.892e-05,1.377e-05,1.381e-05,1.013e-05,7.48e-06,7.51e-06,5.15e-06,4.37e-06,4.4e-06,2.39e-06,2.22e-06,2.23e-06,2.04e-06,1.94e-06,1.96e-06,0.00519693,0.00464419,0.00464758,-0.00055274,-0.00054935
0.2364,0.00294286,0.00284154,0.002844,0.0012443,0.00115118,0.00115151,0.00071276,0.00044946,0.00044983,0.00022045,0.00013958,0.00013977,3.49e-05,2.501e-05,2.506e-05,1.995e-05,1.447e-05,1.451e-05,1.079e-05,7.93e-06,7.95e-06,5.5e-06,4.65e-06,4.67e-06,2.57e-06,2.38e-06,2.39e-06,2.23e-06,2.12e-06,2.14e-06,0.00519629,0.00463832,0.00464184,-0.00055797,-0.00055445
0.3315,0.00290277,0.00280438,0.00280675,0.00126094,0.00116681,0.00116749,0.00072347,0.00045682,0.0004572,0.0002283,0.00014443,0.00014458,3.645e-05,2.609e-05,2.612e-05,2.108e-05,1.523e-05,1.526e-05,1.151e-05,8.41e-06,8.43e-06,5.88e-06,4.97e-06,4.98e-06,2.77e-06,2.56e-06,2.57e-06,2.44e-06,2.32e-06,2.33e-06,0.0051956,0.00463202,0.0046357,-0.00056358,-0.0005599
0.4651,0.0028615,0.00276622,0.00276856,0.00127728,0.00118221,0.00118299,0.00073466,0.00046446,0.00046484,0.00023662,0.00014953,0.00014968,3.814e-05,2.724e-05,2.727e-05,2.231e-05,1.605e-05,1.608e-05,1.23e-05,8.95e-06,8.96e-06,6.31e-06,5.31e-06,5.32e-06,2.99e-06,2.76e-06,2.77e-06,2.68e-06,2.55e-06,2.56e-06,0.00519481,0.00462528,0.00462902,-0.00056953,-0.00056579
0.6524,0.00282289,0.00273069,0.00273323,0.00129179,0.00119594,0.00119619,0.00074522,0.00047169,0.00047204,0.00024459,0.00015443,0.00015464,3.98e-05,2.836e-05,2.841e-05,2.353e-05,1.686e-05,1.691e-05,1.31e-05,9.47e-06,9.51e-06,6.75e-06,5.66e-06,5.69e-06,3.22e-06,2.97e-06,2.99e-06,2.93e-06,2.78e-06,2.81e-06,0.00519382,0.00461884,0.00462242,-0.00057498,-0.0005714
0.9151,0.00280761,0.00271734,0.00271998,0.00129683,0.00120092,0.0012009,0.00074908,0.00047469,0.00047504,0.00024757,0.00015643,0.00015667,4.044e-05,2.882e-05,2.889e-05,2.4e-05,1.719e-05,1.725e-05,1.34e-05,9.68e-06,9.73e-06,6.92e-06,5.8e-06,5.84e-06,3.3e-06,3.05e-06,3.07e-06,3.03e-06,2.88e-06,2.91e-06,0.00519218,0.00461678,0.00462027,-0.0005754,-0.00057191
1.2836,0.00281519,0.00272591,0.00272857,0.0012929,0.00119762,0.00119753,0.00074617,0.00047355,0.0004739,0.00024543,0.0001555,0.00015574,4.001e-05,2.86e-05,2.868e-05,2.367e-05,1.702e-05,1.709e-05,1.319e-05,9.57e-06,9.61e-06,6.8e-06,5.71e-06,5.76e-06,3.24e-06,2.99e-06,3.02e-06,2.96e-06,2.81e-06,2.85e-06,0.00518955,0.00461928,0.00462274,-0.00057027,-0.00056681
1.8006,0.00283035,0.00274226,0.00274486,0.00128549,0.00119123,0.00119116,0.00074081,0.00047112,0.0004715,0.0002415,0.00015364,0.00015389,3.922e-05,2.817e-05,2.825e-05,2.307e-05,1.67e-05,1.676e-05,1.279e-05,9.34e-06,9.39e-06,6.58e-06,5.56e-06,5.6e-06,3.13e-06,2.9e-06,2.92e-06,2.83e-06,2.69e-06,2.73e-06,0.00518577,0.0046236,0.00462706,-0.00056217,-0.00055871
2.5257,0.00285056,0.00276429,0.00276691,0.00127517,0.00118235,0.00118223,0.00073364,0.00046791,0.00046826,0.00023629,0.00015119,0.00015143,3.819e-05,2.762e-05,2.769e-05,2.23e-05,1.627e-05,1.634e-05,1.228e-05,9.06e-06,9.1e-06,6.31e-06,5.35e-06,5.39e-06,2.99e-06,2.77e-06,2.8e-06,2.68e-06,2.55e-06,2.58e-06,0.0051804,0.00462935,0.00463274,-0.00055105,-0.00054766
3.5428,0.00286849,0.00278551,0.00278799,0.00126443,0.00117337,0.00117335,0.00072657,0.00046531,0.00046574,0.00023128,0.0001491,0.00014937,3.724e-05,2.715e-05,2.723e-05,2.159e-05,1.591e-05,1.598e-05,1.18e-05,8.8e-06,8.85e-06,6.06e-06,5.17e-06,5.21e-06,2.87e-06,2.66e-06,2.69e-06,2.54e-06,2.41e-06,2.45e-06,0.00517286,0.00463542,0.00463885,-0.00053744,-0.00053401
4.9695,0.00288044,0.00280296,0.00280549,0.0012544,0.00116549,0.00116541,0.00072039,0.00046408,0.00046445,0.00022706,0.00014782,0.00014806,3.649e-05,2.688e-05,2.695e-05,2.102e-05,1.568e-05,1.574e-05,1.142e-05,8.63e-06,8.67e-06,5.87e-06,5.04e-06,5.08e-06,2.77e-06,2.58e-06,2.6e-06,2.43e-06,2.31e-06,2.34e-06,0.00516229,0.00464146,0.0046448,-0.00052083,-0.00051749
6.9709,0.00288422,0.00281523,0.0028175,0.00124554,0.00115925,0.00115933,0.00071538,0.00046469,0.00046519,0.00022385,0.00014761,0.00014792,3.599e-05,2.685e-05,2.694e-05,2.063e-05,1.562e-05,1.568e-05,1.115e-05,8.55e-06,8.6e-06,5.73e-06,4.97e-06,5.01e-06,2.7e-06,2.53e-06,2.55e-06,2.36e-06,2.24e-06,2.28e-06,0.00514755,0.00464755,0.004651,-0.0005,-0.00049655
