hPa,LBL_g1,LBLg_g1,PAR_g1,LBL_g2,LBLg_g2,PAR_g2,LBL_g3,LBLg_g3,PAR_g3,LBL_g4,LBLg_g4,PAR_g4,LBL_g5,LBLg_g5,PAR_g5,LBL_g6,LBLg_g6,PAR_g6,LBL_g7,LBLg_g7,PAR_g7,LBL_g8,LBLg_g8,PAR_g8,LBL_g9,LBLg_g9,PAR_g9,LBL_g10,LBLg_g10,PAR_g10,LBL_tot,LBLg_tot,PAR_tot,LBLg - LBL,PAR - LBL
0.0003,0.00314533,0.00302943,0.00303177,0.00114988,0.00106267,0.00106273,0.00066218,0.00041302,0.00041346,0.0001843,0.00011666,0.0001169,2.82e-05,2.017e-05,2.024e-05,1.522e-05,1.112e-05,1.117e-05,7.83e-06,5.83e-06,5.87e-06,3.94e-06,3.38e-06,3.4e-06,1.78e-06,1.66e-06,1.68e-06,1.32e-06,1.37e-06,1.39e-06,0.00519998,0.00466532,0.00466862,-0.00053466,-0.00053136
0.0008,0.00314373,0.00302795,0.00303029,0.0011507,0.00106343,0.00106349,0.00066254,0.0004133,0.00041374,0.00018457,0.00011683,0.00011707,2.826e-05,2.021e-05,2.028e-05,1.526e-05,1.114e-05,1.12e-05,7.88e-06,5.84e-06,5.88e-06,3.98e-06,3.38e-06,3.41e-06,1.78e-06,1.67e-06,1.68e-06,1.37e-06,1.37e-06,1.39e-06,0.00520007,0.00466514,0.00466843,-0.00053493,-0.00053164
0.0011,0.00314049,0.00302494,0.00302728,0.00115234,0.00106497,0.00106502,0.0006633,0.00041388,0.00041431,0.00018511,0.00011718,0.00011742,2.836e-05,2.028e-05,2.035e-05,1.534e-05,1.119e-05,1.124e-05,7.91e-06,5.87e-06,5.91e-06,4e-06,3.4e-06,3.43e-06,1.81e-06,1.68e-06,1.69e-06,1.33e-06,1.38e-06,1.4e-06,0.00519999,0.00466477,0.00466806,-0.00053522,-0.00053193
0.0015,0.00313721,0.00302188,0.00302422,0.001154,0.00106653,0.00106657,0.00066407,0.00041446,0.00041489,0.00018565,0.00011754,0.00011778,2.845e-05,2.035e-05,2.042e-05,1.54e-05,1.124e-05,1.129e-05,7.94e-06,5.9e-06,5.94e-06,4.02e-06,3.42e-06,3.45e-06,1.81e-06,1.69e-06,1.7e-06,1.35e-06,1.39e-06,1.41e-06,0.00519991,0.0046644,0.00466768,-0.00053551,-0.00053223
0.0021,0.0031339,0.00301881,0.00302116,0.00115567,0.00106809,0.00106813,0.00066485,0.00041504,0.00041547,0.00018621,0.00011789,0.00011813,2.855e-05,2.042e-05,2.049e-05,1.546e-05,1.129e-05,1.134e-05,7.99e-06,5.93e-06,5.97e-06,4.04e-06,3.44e-06,3.46e-06,1.83e-06,1.7e-06,1.71e-06,1.39e-06,1.4e-06,1.42e-06,0.00519989,0.00466402,0.0046673,-0.00053587,-0.00053259
0.0029,0.00313059,0.00301574,0.00301809,0.00115733,0.00106965,0.00106969,0.00066563,0.00041563,0.00041606,0.00018675,0.00011825,0.00011849,2.865e-05,2.049e-05,2.056e-05,1.553e-05,1.134e-05,1.139e-05,8.03e-06,5.96e-06,6e-06,4.06e-06,3.45e-06,3.48e-06,1.83e-06,1.71e-06,1.72e-06,1.43e-06,1.41e-06,1.43e-06,0.00519984,0.00466363,0.00466692,-0.00053621,-0.00053292
0.0041,0.00312726,0.00301265,0.00301501,0.001159,0.00107121,0.00107126,0.00066641,0.00041622,0.00041664,0.00018731,0.00011861,0.00011884,2.874e-05,2.057e-05,2.064e-05,1.56e-05,1.139e-05,1.144e-05,8.07e-06,5.99e-06,6.03e-06,4.08e-06,3.47e-06,3.5e-06,1.85e-06,1.72e-06,1.73e-06,1.49e-06,1.42e-06,1.44e-06,0.00519981,0.00466324,0.00466653,-0.00053657,-0.00053328
0.0057,0.00312392,0.00300955,0.00301192,0.00116066,0.00107277,0.00107283,0.0006672,0.00041681,0.00041723,0.00018787,0.00011897,0.0001192,2.884e-05,2.064e-05,2.071e-05,1.567e-05,1.144e-05,1.149e-05,8.11e-06,6.02e-06,6.06e-06,4.1e-06,3.49e-06,3.52e-06,1.86e-06,1.73e-06,1.74e-06,1.48e-06,1.43e-06,1.45e-06,0.00519971,0.00466285,0.00466614,-0.00053686,-0.00053357
0.008,0.00312055,0.00300644,0.00300882,0.00116233,0.00107433,0.0010744,0.000668,0.00041741,0.00041781,0.00018843,0.00011934,0.00011956,2.894e-05,2.071e-05,2.078e-05,1.574e-05,1.149e-05,1.154e-05,8.16e-06,6.06e-06,6.09e-06,4.12e-06,3.51e-06,3.53e-06,1.87e-06,1.74e-06,1.75e-06,1.51e-06,1.44e-06,1.46e-06,0.00519963,0.00466245,0.00466574,-0.00053718,-0.00053389
0.0112,0.00311715,0.00300331,0.0030057,0.00116399,0.00107589,0.00107595,0.0006688,0.00041801,0.00041841,0.00018899,0.0001197,0.00011992,2.904e-05,2.079e-05,2.086e-05,1.58e-05,1.154e-05,1.159e-05,8.2e-06,6.09e-06,6.12e-06,4.14e-06,3.53e-06,3.55e-06,1.88e-06,1.75e-06,1.76e-06,1.51e-06,1.45e-06,1.47e-06,0.00519951,0.00466205,0.00466533,-0.00053746,-0.00053418
0.0158,0.00311371,0.00300015,0.00300256,0.00116566,0.00107746,0.00107748,0.0006696,0.00041861,0.00041901,0.00018956,0.00012007,0.0001203,2.914e-05,2.087e-05,2.093e-05,1.588e-05,1.159e-05,1.164e-05,8.24e-06,6.12e-06,6.15e-06,4.17e-06,3.55e-06,3.57e-06,1.89e-06,1.76e-06,1.77e-06,1.53e-06,1.46e-06,1.48e-06,0.00519937,0.00466164,0.0046649,-0.00053773,-0.00053447
0.0221,0.00311022,0.00299698,0.0029994,0.00116733,0.00107903,0.00107902,0.00067041,0.00041922,0.00041962,0.00019013,0.00012045,0.00012067,2.924e-05,2.094e-05,2.101e-05,1.595e-05,1.165e-05,1.17e-05,8.29e-06,6.15e-06,6.19e-06,4.19e-06,3.56e-06,3.59e-06,1.9e-06,1.77e-06,1.78e-06,1.54e-06,1.47e-06,1.49e-06,0.0051992,0.00466123,0.00466448,-0.00053797,-0.00053472
0.031,0.00310665,0.00299375,0.00299619,0.00116901,0.00108062,0.00108059,0.00067123,0.00041985,0.00042024,0.00019072,0.00012083,0.00012106,2.934e-05,2.102e-05,2.109e-05,1.602e-05,1.17e-05,1.175e-05,8.33e-06,6.18e-06,6.22e-06,4.21e-06,3.58e-06,3.61e-06,1.91e-06,1.78e-06,1.79e-06,1.56e-06,1.48e-06,1.5e-06,0.00519899,0.0046608,0.00466405,-0.00053819,-0.00053494
