hPa,LBL_g1,LBLg_g1,PAR_g1,LBL_g2,LBLg_g2,PAR_g2,LBL_g3,LBLg_g3,PAR_g3,LBL_g4,LBLg_g4,PAR_g4,LBL_g5,LBLg_g5,PAR_g5,LBL_g6,LBLg_g6,PAR_g6,LBL_g7,LBLg_g7,PAR_g7,LBL_g8,LBLg_g8,PAR_g8,LBL_g9,LBLg_g9,PAR_g9,LBL_g10,LBLg_g10,PAR_g10,LBL_tot,LBLg_tot,PAR_tot,LBLg - LBL,PAR - LBL
0.0003,0.00386448,0.0037223,0.00372517,0.00141865,0.00131109,0.00131116,0.00081657,0.00050952,0.00051006,0.00022792,0.00014431,0.0001446,3.489e-05,2.497e-05,2.506e-05,1.885e-05,1.379e-05,1.385e-05,9.71e-06,7.24e-06,7.28e-06,4.87e-06,4.19e-06,4.22e-06,2.2e-06,2.07e-06,2.09e-06,1.65e-06,1.71e-06,1.73e-06,0.00639979,0.00574118,0.00574522,-0.00065861,-0.00065457
0.0008,0.00385568,0.0037141,0.00371698,0.00142311,0.00131527,0.00131533,0.00081863,0.00051108,0.00051161,0.00022941,0.00014526,0.00014555,3.518e-05,2.517e-05,2.525e-05,1.907e-05,1.392e-05,1.398e-05,9.84e-06,7.32e-06,7.36e-06,4.97e-06,4.24e-06,4.27e-06,2.24e-06,2.09e-06,2.11e-06,1.65e-06,1.73e-06,1.76e-06,0.00639976,0.00574016,0.00574421,-0.0006596,-0.00065555
0.0011,0.00383775,0.0036974,0.00370029,0.00143212,0.00132369,0.00132383,0.00082289,0.00051426,0.00051479,0.00023243,0.0001472,0.00014749,3.571e-05,2.556e-05,2.565e-05,1.942e-05,1.419e-05,1.425e-05,1.008e-05,7.48e-06,7.52e-06,5.09e-06,4.33e-06,4.37e-06,2.3e-06,2.15e-06,2.17e-06,1.79e-06,1.78e-06,1.81e-06,0.00639958,0.00573805,0.00574215,-0.00066153,-0.00065743
0.0015,0.00381939,0.00368028,0.00368318,0.00144124,0.00133223,0.00133253,0.00082731,0.00051753,0.00051804,0.00023555,0.00014921,0.00014947,3.625e-05,2.597e-05,2.605e-05,1.981e-05,1.447e-05,1.452e-05,1.031e-05,7.65e-06,7.69e-06,5.21e-06,4.44e-06,4.46e-06,2.37e-06,2.2e-06,2.22e-06,1.79e-06,1.84e-06,1.86e-06,0.00639923,0.00573583,0.00574003,-0.0006634,-0.0006592
0.0021,0.00380081,0.00366296,0.00366588,0.00145037,0.00134077,0.00134134,0.00083183,0.00052084,0.00052133,0.00023875,0.00015126,0.00015148,3.683e-05,2.64e-05,2.645e-05,2.022e-05,1.476e-05,1.48e-05,1.056e-05,7.83e-06,7.86e-06,5.34e-06,4.54e-06,4.56e-06,2.43e-06,2.26e-06,2.27e-06,1.83e-06,1.9e-06,1.91e-06,0.00639897,0.00573352,0.0057379,-0.00066545,-0.00066107
0.0029,0.00378202,0.00364544,0.00364837,0.00145948,0.0013493,0.00135026,0.00083646,0.00052419,0.00052466,0.00024202,0.00015334,0.00015351,3.742e-05,2.683e-05,2.686e-05,2.062e-05,1.506e-05,1.508e-05,1.081e-05,8.02e-06,8.03e-06,5.46e-06,4.65e-06,4.66e-06,2.5e-06,2.32e-06,2.33e-06,1.92e-06,1.96e-06,1.97e-06,0.0063987,0.00573111,0.00573573,-0.00066759,-0.00066297
0.0041,0.00376302,0.00362772,0.00363071,0.00146859,0.00135781,0.00135862,0.00084118,0.00052759,0.00052805,0.00024537,0.00015547,0.00015564,3.803e-05,2.727e-05,2.731e-05,2.105e-05,1.536e-05,1.539e-05,1.108e-05,8.21e-06,8.23e-06,5.61e-06,4.77e-06,4.78e-06,2.57e-06,2.39e-06,2.39e-06,2.04e-06,2.03e-06,2.04e-06,0.00639854,0.00572861,0.00573317,-0.00066993,-0.00066537
0.0057,0.00374382,0.0036098,0.00361286,0.00147767,0.0013663,0.00136669,0.00084602,0.00053103,0.00053149,0.00024881,0.00015763,0.00015785,3.866e-05,2.773e-05,2.779e-05,2.15e-05,1.568e-05,1.572e-05,1.135e-05,8.41e-06,8.44e-06,5.75e-06,4.89e-06,4.91e-06,2.64e-06,2.45e-06,2.47e-06,2.17e-06,2.1e-06,2.12e-06,0.00639838,0.00572601,0.00573034,-0.00067237,-0.00066804
0.008,0.0037244,0.00359168,0.0035948,0.00148673,0.00137477,0.00137485,0.00085095,0.00053452,0.00053497,0.00025233,0.00015984,0.00016009,3.931e-05,2.82e-05,2.827e-05,2.196e-05,1.6e-05,1.606e-05,1.164e-05,8.61e-06,8.65e-06,5.9e-06,5.01e-06,5.05e-06,2.72e-06,2.52e-06,2.54e-06,2.26e-06,2.17e-06,2.2e-06,0.0063982,0.00572332,0.00572749,-0.00067488,-0.00067071
0.0112,0.00370477,0.00357336,0.00357652,0.00149576,0.00138321,0.00138314,0.00085599,0.00053805,0.0005385,0.00025593,0.00016208,0.00016235,3.998e-05,2.868e-05,2.876e-05,2.244e-05,1.634e-05,1.64e-05,1.194e-05,8.82e-06,8.87e-06,6.06e-06,5.14e-06,5.18e-06,2.8e-06,2.6e-06,2.62e-06,2.35e-06,2.25e-06,2.28e-06,0.00639801,0.00572052,0.00572461,-0.00067749,-0.0006734
0.0158,0.00368492,0.00355484,0.00355802,0.00150476,0.00139162,0.0013915,0.00086113,0.00054163,0.00054208,0.00025962,0.00016437,0.00016465,4.068e-05,2.917e-05,2.925e-05,2.293e-05,1.668e-05,1.675e-05,1.225e-05,9.04e-06,9.09e-06,6.22e-06,5.28e-06,5.32e-06,2.88e-06,2.67e-06,2.7e-06,2.41e-06,2.33e-06,2.36e-06,0.00639781,0.00571763,0.0057217,-0.00068018,-0.00067611
0.0221,0.00366486,0.00353612,0.00353931,0.00151371,0.00139999,0.00139984,0.00086638,0.00054526,0.0005457,0.0002634,0.00016671,0.00016699,4.14e-05,2.967e-05,2.976e-05,2.345e-05,1.703e-05,1.71e-05,1.257e-05,9.26e-06,9.31e-06,6.39e-06,5.42e-06,5.46e-06,2.97e-06,2.75e-06,2.78e-06,2.53e-06,2.42e-06,2.45e-06,0.00639765,0.00571463,0.00571871,-0.00068302,-0.00067894
0.031,0.00364465,0.00351728,0.00352048,0.00152257,0.00140829,0.00140813,0.00087171,0.00054892,0.00054936,0.00026725,0.00016908,0.00016936,4.214e-05,3.019e-05,3.027e-05,2.398e-05,1.74e-05,1.747e-05,1.291e-05,9.49e-06,9.54e-06,6.57e-06,5.56e-06,5.61e-06,3.06e-06,2.84e-06,2.86e-06,2.63e-06,2.51e-06,2.54e-06,0.00639747,0.00571155,0.00571563,-0.00068592,-0.00068184
0.0435,0.00362656,0.00350043,0.00350364,0.00153037,0.00141559,0.00141544,0.00087651,0.0005522,0.00055265,0.00027074,0.00017122,0.00017151,4.282e-05,3.066e-05,3.074e-05,2.447e-05,1.773e-05,1.78e-05,1.322e-05,9.7e-06,9.76e-06,6.73e-06,5.7e-06,5.74e-06,3.15e-06,2.91e-06,2.94e-06,2.72e-06,2.59e-06,2.63e-06,0.00639729,0.00570874,0.00571284,-0.00068855,-0.00068445
0.0611,0.00361237,0.00348727,0.0034905,0.00153637,0.00142121,0.00142106,0.00088028,0.00055479,0.00055523,0.00027349,0.00017292,0.0001732,4.336e-05,3.103e-05,3.112e-05,2.485e-05,1.799e-05,1.806e-05,1.347e-05,9.87e-06,9.93e-06,6.87e-06,5.81e-06,5.85e-06,3.21e-06,2.97e-06,3e-06,2.79e-06,2.66e-06,2.7e-06,0.00639706,0.00570652,0.00571063,-0.00069054,-0.00068643
0.0856,0.0035999,0.00347576,0.003479,0.00154154,0.00142607,0.00142592,0.00088358,0.00055707,0.0005575,0.00027591,0.00017441,0.00017469,4.384e-05,3.136e-05,3.145e-05,2.52e-05,1.822e-05,1.83e-05,1.369e-05,1.002e-05,1.008e-05,6.98e-06,5.9e-06,5.95e-06,3.27e-06,3.03e-06,3.06e-06,2.86e-06,2.72e-06,2.76e-06,0.00639677,0.00570456,0.0057087,-0.00069221,-0.00068807
