,hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0,0.0003,35.99992454,40.09594735,40.098222,10.24928798,9.60097488,9.6007367,11.64086858,9.24879402,9.247821,1.21310013,1.00812741,1.0080287,0.24463915,0.20088652,0.20086598,0.00725927,0.00851428,0.00851341,0.03980886,0.03145159,0.03144834,0.00465499,0.00382215,0.00382176,0.00057815,0.0004706,0.00047055,7.201e-05,4.551e-05,4.551e-05,59.40019366,60.19903432,60.199974,0.79884066,0.79978034
1,0.0008,5.53740103,3.37738593,3.3775653,8.87561283,8.95487099,8.9546476,11.31997474,9.17106602,9.1701011,1.23201332,1.02466162,1.0245612,0.24951127,0.20453128,0.20451035,0.00757153,0.00875976,0.00875886,0.0405768,0.03203081,0.0320275,0.00478027,0.0039157,0.0039153,0.00059235,0.00048171,0.00048166,7.383e-05,4.659e-05,4.658e-05,27.26810797,22.7777504,22.776615,-4.49035757,-4.49149297
2,0.0011,2.96881578,0.80414534,0.80418764,8.28335691,8.69098849,8.6907712,11.16520101,9.17379234,9.1728271,1.27425696,1.05910865,1.0590049,0.25969552,0.21196879,0.21194711,0.00816569,0.00925994,0.00925899,0.04220266,0.03321106,0.03320763,0.0050445,0.00410632,0.00410589,0.00062276,0.00050436,0.0005043,7.766e-05,4.879e-05,4.878e-05,24.00743944,19.98713405,19.985864,-4.02030539,-4.02157544
3,0.0015,1.40893166,0.11071229,0.11071808,7.48258848,8.21399595,8.2137896,10.93261877,9.14317288,9.1422108,1.31852822,1.09418008,1.0940729,0.27069203,0.21958593,0.21956347,0.00883409,0.00977242,0.00977142,0.04398689,0.03442033,0.03441677,0.00533405,0.00430162,0.00430118,0.0006567,0.00052756,0.0005275,8.188e-05,5.104e-05,5.103e-05,21.47225276,18.8307201,18.829423,-2.64153266,-2.64282976
4,0.0021,0.56013283,0.00722066,0.00722104,6.49465701,7.46992779,7.4697387,10.59631837,9.06418249,9.0632285,1.36405997,1.12932379,1.1292131,0.28242356,0.22728764,0.22726438,0.00958114,0.01029093,0.01028988,0.0459227,0.03564382,0.03564014,0.00564804,0.00449923,0.00449876,0.00069422,0.00055103,0.00055098,8.658e-05,5.332e-05,5.331e-05,19.35952444,17.94898071,17.947699,-1.41054373,-1.41182544
5,0.0029,0.1727839,0.00016994,0.00016995,5.38171732,6.4289708,6.4288062,10.12804073,8.91819588,8.9172568,1.41046727,1.16436969,1.1642554,0.29494058,0.23507132,0.23504723,0.01042094,0.01081548,0.01081436,0.04802438,0.03688152,0.03687771,0.00598912,0.00469914,0.00469865,0.00073573,0.00057478,0.00057472,9.176e-05,5.562e-05,5.562e-05,17.45321173,16.79980417,16.798557,-0.65340756,-0.65465473
6,0.0041,0.0372039,9.8e-07,9.8e-07,4.22682697,5.11763855,5.1175069,9.49799805,8.68933541,8.6884206,1.45693638,1.20508283,1.2049647,0.30825605,0.24506603,0.24504095,0.01137006,0.01165403,0.01165284,0.0503011,0.03864769,0.0386437,0.00635946,0.00499359,0.00499308,0.00078161,0.00061335,0.00061328,9.749e-05,5.974e-05,5.973e-05,15.59613106,15.31309221,15.311897,-0.28303885,-0.28423406
7,0.0057,0.00483026,0.0,0.0,3.10907083,3.63942926,3.6393344,8.68310486,8.34306382,8.342185,1.5022805,1.248735,1.2486124,0.32237721,0.25644975,0.25642347,0.01244989,0.01268883,0.01268752,0.05276245,0.04074574,0.04074152,0.00676145,0.00534733,0.00534678,0.00083228,0.00066117,0.0006611,0.00010383,6.498e-05,6.497e-05,13.69457356,13.54718588,13.546057,-0.14738768,-0.14851656
8,0.008,0.00030843,0.0,0.0,2.09438713,2.20131707,2.2012594,7.68084164,7.83914771,7.8383221,1.54547549,1.29110588,1.2909794,0.33745201,0.26793476,0.26790735,0.01369433,0.01373544,0.01373403,0.05544289,0.04286769,0.04286327,0.00720093,0.00570513,0.00570454,0.00088863,0.00070954,0.00070947,0.00011086,7.028e-05,7.027e-05,11.73580235,11.66259351,11.66155,-0.07320884,-0.07425235
9,0.0112,7.33e-06,0.0,0.0,1.24611034,1.05763489,1.0576068,6.51491912,7.14487563,7.1441224,1.58442622,1.33246938,1.3323386,0.35355109,0.27992404,0.27989534,0.01514489,0.01494841,0.01494688,0.05836722,0.04504212,0.04503745,0.00768291,0.00607227,0.00607164,0.00095145,0.00075906,0.00075898,0.00011872,7.563e-05,7.563e-05,9.78127929,9.88180143,9.8808537,0.10052214,0.09957441
