hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0.0,0.003107,0.003107,0.0031075,0.006316,0.006316,0.00631649,0.037109,0.037109,0.03710893,0.090181,0.090181,0.09018146,0.243375,0.243375,0.24337521,0.499138,0.499138,0.49913837,1.296133,1.296133,1.2961331,2.907144,2.907144,2.9071437,2.930231,2.930231,2.9302313,50.691764,50.691764,50.691763,58.7045,58.7045,58.704499,0.0,-1e-06
0.0006,0.000445,0.000141,0.00014134,0.005558,0.005606,0.0056063,0.036248,0.036425,0.03642484,0.090092,0.090106,0.09010689,0.243357,0.24336,0.24336035,0.499138,0.499137,0.49913774,1.29613,1.296131,1.2961308,2.907143,2.907144,2.9071434,2.930231,2.930231,2.9302313,50.691764,50.691764,50.691763,58.70011,58.70005,58.700045,-6e-05,-6.5e-05
0.0009,0.00028,4.1e-05,4.071e-05,0.005294,0.005339,0.0053395,0.035911,0.036152,0.03615162,0.090055,0.090076,0.09007636,0.24335,0.243354,0.24335425,0.499138,0.499137,0.49913748,1.296129,1.29613,1.2961299,2.907143,2.907144,2.9071433,2.930231,2.930231,2.9302313,50.691764,50.691764,50.691763,58.69929,58.69937,58.699367,8e-05,7.7e-05
0.0012,0.000156,7e-06,7.1e-06,0.004948,0.004976,0.00497636,0.035444,0.035768,0.03576834,0.090002,0.090032,0.09003211,0.243339,0.243345,0.2433454,0.499137,0.499137,0.49913709,1.296127,1.296128,1.2961285,2.907143,2.907143,2.9071431,2.930231,2.930231,2.9302312,50.691764,50.691764,50.691763,58.69829,58.69853,58.698532,0.00024,0.000242
0.0017,7.3e-05,1e-06,6.1e-07,0.004509,0.004495,0.00449488,0.034803,0.035233,0.03523244,0.089925,0.089968,0.08996798,0.243323,0.243332,0.24333253,0.499137,0.499136,0.49913652,1.296125,1.296126,1.2961265,2.907143,2.907143,2.9071428,2.930231,2.930231,2.9302312,50.691764,50.691764,50.691762,58.69703,58.69743,58.697428,0.0004,0.000398
0.0024,2.7e-05,0.0,2e-08,0.003975,0.00388,0.00388074,0.033932,0.034487,0.03448728,0.089812,0.089875,0.08987514,0.2433,0.243314,0.24331384,0.499136,0.499135,0.49913567,1.296121,1.296123,1.2961235,2.907142,2.907143,2.9071425,2.930231,2.930231,2.9302312,50.691764,50.691764,50.691762,58.69544,58.69595,58.695952,0.00051,0.000512
0.0034,7e-06,0.0,0.0,0.003355,0.003139,0.0031393,0.032764,0.033459,0.03345885,0.08965,0.08974,0.08974087,0.243266,0.243287,0.24328673,0.499135,0.499134,0.49913443,1.296115,1.296119,1.2961193,2.907142,2.907142,2.9071419,2.930231,2.930231,2.9302311,50.691764,50.691764,50.691762,58.69343,58.69402,58.694015,0.00059,0.000585
0.0048,1e-06,0.0,0.0,0.002671,0.002311,0.00231138,0.031228,0.032053,0.03205322,0.089414,0.089545,0.08954592,0.243216,0.243247,0.24324709,0.499133,0.499132,0.49913254,1.296107,1.296113,1.296113,2.907141,2.907141,2.9071411,2.930231,2.930231,2.930231,50.691764,50.691764,50.691762,58.69091,58.69154,58.691538,0.00063,0.000628
0.0067,0.0,0.0,0.0,0.001966,0.001485,0.00148552,0.029258,0.03016,0.03016015,0.089073,0.089262,0.08926258,0.243143,0.243189,0.2431889,0.49913,0.499129,0.49912966,1.296095,1.296104,1.2961038,2.907139,2.90714,2.9071399,2.930231,2.930231,2.9302308,50.691764,50.691764,50.691762,58.6878,58.68846,58.688464,0.00066,0.000664
0.0094,0.0,0.0,0.0,0.001299,0.000785,0.00078482,0.026813,0.027665,0.02766509,0.088581,0.088851,0.08885164,0.243035,0.243103,0.24310362,0.499126,0.499125,0.49912529,1.296078,1.29609,1.2960901,2.907137,2.907138,2.9071381,2.930231,2.93023,2.9302306,50.691764,50.691764,50.691762,58.68406,58.68475,58.684752,0.00069,0.000692
0.0131,0.0,0.0,0.0,0.000743,0.000313,0.0003126,0.023904,0.024475,0.02447524,0.087874,0.088256,0.08825675,0.242877,0.242978,0.24297865,0.499119,0.499118,0.49911862,1.296052,1.29607,1.29607,2.907133,2.907136,2.9071354,2.93023,2.93023,2.9302303,50.691764,50.691764,50.691762,58.6797,58.68034,58.68034,0.00064,0.00064
0.0184,0.0,0.0,0.0,0.000351,8.3e-05,8.288e-05,0.020618,0.020569,0.02056849,0.086862,0.087396,0.08739643,0.242645,0.242795,0.24279498,0.499108,0.499108,0.49910822,1.296013,1.29604,1.2960403,2.907128,2.907132,2.9071313,2.930229,2.930229,2.9302298,50.691764,50.691764,50.691762,58.67472,58.67512,58.675115,0.0004,0.000395
0.0258,0.0,0.0,0.0,0.000131,1.2e-05,1.223e-05,0.01712,0.016068,0.01606759,0.085424,0.086155,0.08615569,0.242303,0.242524,0.2425246,0.499092,0.499092,0.49909191,1.295956,1.295996,1.2959965,2.90712,2.907126,2.9071253,2.930229,2.930229,2.930229,50.691763,50.691764,50.691762,58.66914,58.66897,58.668965,-0.00017,-0.000175
0.0362,0.0,0.0,0.0,3.7e-05,1e-06,7.8e-07,0.013634,0.011313,0.01131291,0.083405,0.084374,0.08437437,0.2418,0.242126,0.24212593,0.499065,0.499066,0.49906612,1.295871,1.295931,1.2959315,2.907109,2.907116,2.9071162,2.930227,2.930228,2.9302278,50.691763,50.691764,50.691762,58.66291,58.66192,58.661918,-0.00099,-0.000992
