hPa,LBL_g1,LBLg_g1,LBLk_g1,LBL_g2,LBLg_g2,LBLk_g2,LBL_g3,LBLg_g3,LBLk_g3,LBL_g4,LBLg_g4,LBLk_g4,LBL_g5,LBLg_g5,LBLk_g5,LBL_g6,LBLg_g6,LBLk_g6,LBL_g7,LBLg_g7,LBLk_g7,LBL_g8,LBLg_g8,LBLk_g8,LBL_g9,LBLg_g9,LBLk_g9,LBL_g10,LBLg_g10,LBLk_g10,LBL_tot,LBLg_tot,LBLk_tot
0.0003,0.00314533,0.00302943,0.00302929,0.00114988,0.00106267,0.00106186,0.00066218,0.00041302,0.00041312,0.0001843,0.00011666,0.00011681,2.82e-05,2.017e-05,2.023e-05,1.522e-05,1.112e-05,1.116e-05,7.83e-06,5.83e-06,5.86e-06,3.94e-06,3.38e-06,3.4e-06,1.78e-06,1.66e-06,1.68e-06,1.32e-06,1.37e-06,1.39e-06,0.00519998,0.00466532,0.0046648
0.0008,0.00314373,0.00302795,0.00302781,0.0011507,0.00106343,0.00106262,0.00066254,0.0004133,0.0004134,0.00018457,0.00011683,0.00011698,2.826e-05,2.021e-05,2.026e-05,1.526e-05,1.114e-05,1.119e-05,7.88e-06,5.84e-06,5.88e-06,3.98e-06,3.38e-06,3.41e-06,1.78e-06,1.67e-06,1.68e-06,1.37e-06,1.37e-06,1.39e-06,0.00520007,0.00466514,0.00466462
0.0011,0.00314049,0.00302494,0.00302481,0.00115234,0.00106497,0.00106415,0.0006633,0.00041388,0.00041397,0.00018511,0.00011718,0.00011733,2.836e-05,2.028e-05,2.033e-05,1.534e-05,1.119e-05,1.124e-05,7.91e-06,5.87e-06,5.91e-06,4e-06,3.4e-06,3.43e-06,1.81e-06,1.68e-06,1.69e-06,1.33e-06,1.38e-06,1.4e-06,0.00519999,0.00466477,0.00466424
0.0015,0.00313721,0.00302188,0.00302175,0.001154,0.00106653,0.0010657,0.00066407,0.00041446,0.00041455,0.00018565,0.00011754,0.00011768,2.845e-05,2.035e-05,2.04e-05,1.54e-05,1.124e-05,1.128e-05,7.94e-06,5.9e-06,5.94e-06,4.02e-06,3.42e-06,3.44e-06,1.81e-06,1.69e-06,1.7e-06,1.35e-06,1.39e-06,1.41e-06,0.00519991,0.0046644,0.00466386
0.0021,0.0031339,0.00301881,0.00301869,0.00115567,0.00106809,0.00106726,0.00066485,0.00041504,0.00041513,0.00018621,0.00011789,0.00011803,2.855e-05,2.042e-05,2.048e-05,1.546e-05,1.129e-05,1.133e-05,7.99e-06,5.93e-06,5.97e-06,4.04e-06,3.44e-06,3.46e-06,1.83e-06,1.7e-06,1.71e-06,1.39e-06,1.4e-06,1.42e-06,0.00519989,0.00466402,0.00466348
0.0029,0.00313059,0.00301574,0.00301562,0.00115733,0.00106965,0.00106882,0.00066563,0.00041563,0.00041572,0.00018675,0.00011825,0.00011839,2.865e-05,2.049e-05,2.055e-05,1.553e-05,1.134e-05,1.138e-05,8.03e-06,5.96e-06,6e-06,4.06e-06,3.45e-06,3.48e-06,1.83e-06,1.71e-06,1.72e-06,1.43e-06,1.41e-06,1.43e-06,0.00519984,0.00466363,0.0046631
0.0041,0.00312726,0.00301265,0.00301254,0.001159,0.00107121,0.00107038,0.00066641,0.00041622,0.0004163,0.00018731,0.00011861,0.00011875,2.874e-05,2.057e-05,2.062e-05,1.56e-05,1.139e-05,1.143e-05,8.07e-06,5.99e-06,6.03e-06,4.08e-06,3.47e-06,3.5e-06,1.85e-06,1.72e-06,1.73e-06,1.49e-06,1.42e-06,1.44e-06,0.00519981,0.00466324,0.00466271
0.0057,0.00312392,0.00300955,0.00300946,0.00116066,0.00107277,0.00107195,0.0006672,0.00041681,0.00041688,0.00018787,0.00011897,0.0001191,2.884e-05,2.064e-05,2.069e-05,1.567e-05,1.144e-05,1.148e-05,8.11e-06,6.02e-06,6.06e-06,4.1e-06,3.49e-06,3.51e-06,1.86e-06,1.73e-06,1.74e-06,1.48e-06,1.43e-06,1.45e-06,0.00519971,0.00466285,0.00466232
0.008,0.00312055,0.00300644,0.00300636,0.00116233,0.00107433,0.00107352,0.000668,0.00041741,0.00041747,0.00018843,0.00011934,0.00011946,2.894e-05,2.071e-05,2.076e-05,1.574e-05,1.149e-05,1.153e-05,8.16e-06,6.06e-06,6.09e-06,4.12e-06,3.51e-06,3.53e-06,1.87e-06,1.74e-06,1.75e-06,1.51e-06,1.44e-06,1.46e-06,0.00519963,0.00466245,0.00466193
0.0112,0.00311715,0.00300331,0.00300325,0.00116399,0.00107589,0.00107507,0.0006688,0.00041801,0.00041806,0.00018899,0.0001197,0.00011982,2.904e-05,2.079e-05,2.084e-05,1.58e-05,1.154e-05,1.158e-05,8.2e-06,6.09e-06,6.12e-06,4.14e-06,3.53e-06,3.55e-06,1.88e-06,1.75e-06,1.76e-06,1.51e-06,1.45e-06,1.47e-06,0.00519951,0.00466205,0.00466152
