hPa,LBL_g1,LBLg_g1,LBLk_g1,LBL_g2,LBLg_g2,LBLk_g2,LBL_g3,LBLg_g3,LBLk_g3,LBL_g4,LBLg_g4,LBLk_g4,LBL_g5,LBLg_g5,LBLk_g5,LBL_g6,LBLg_g6,LBLk_g6,LBL_g7,LBLg_g7,LBLk_g7,LBL_g8,LBLg_g8,LBLk_g8,LBL_g9,LBLg_g9,LBLk_g9,LBL_g10,LBLg_g10,LBLk_g10,LBL_tot,LBLg_tot,LBLk_tot
0.0003,0.00314533,0.00302943,0.00302928,0.00114988,0.00106267,0.00106186,0.00066219,0.00041302,0.00041312,0.00018428,0.00011666,0.00011681,2.818e-05,2.017e-05,2.023e-05,1.521e-05,1.112e-05,1.116e-05,7.81e-06,5.83e-06,5.86e-06,3.92e-06,3.38e-06,3.4e-06,1.77e-06,1.66e-06,1.68e-06,1.3e-06,1.37e-06,1.39e-06,0.00519988,0.00466532,0.00466479
0.0008,0.00314373,0.00302795,0.0030278,0.0011507,0.00106343,0.00106262,0.00066254,0.0004133,0.0004134,0.00018458,0.00011683,0.00011698,2.827e-05,2.021e-05,2.026e-05,1.526e-05,1.114e-05,1.119e-05,7.86e-06,5.84e-06,5.88e-06,3.96e-06,3.38e-06,3.41e-06,1.77e-06,1.67e-06,1.68e-06,1.37e-06,1.38e-06,1.39e-06,0.00520003,0.00466514,0.00466461
0.0011,0.0031405,0.00302494,0.0030248,0.00115234,0.00106497,0.00106414,0.0006633,0.00041388,0.00041397,0.00018511,0.00011718,0.00011733,2.836e-05,2.028e-05,2.033e-05,1.533e-05,1.119e-05,1.124e-05,7.91e-06,5.87e-06,5.91e-06,4e-06,3.4e-06,3.43e-06,1.81e-06,1.68e-06,1.69e-06,1.35e-06,1.39e-06,1.4e-06,0.00520001,0.00466478,0.00466424
0.0015,0.00313722,0.00302189,0.00302175,0.001154,0.00106653,0.0010657,0.00066408,0.00041446,0.00041455,0.00018565,0.00011754,0.00011768,2.845e-05,2.035e-05,2.04e-05,1.539e-05,1.124e-05,1.128e-05,7.95e-06,5.9e-06,5.94e-06,4.02e-06,3.42e-06,3.44e-06,1.8e-06,1.69e-06,1.7e-06,1.38e-06,1.39e-06,1.41e-06,0.00519994,0.0046644,0.00466386
0.0021,0.00313392,0.00301882,0.00301869,0.00115567,0.00106809,0.00106726,0.00066485,0.00041504,0.00041513,0.00018621,0.00011789,0.00011803,2.855e-05,2.042e-05,2.048e-05,1.547e-05,1.129e-05,1.133e-05,8e-06,5.93e-06,5.97e-06,4.04e-06,3.44e-06,3.46e-06,1.83e-06,1.7e-06,1.71e-06,1.35e-06,1.4e-06,1.42e-06,0.00519988,0.00466402,0.00466348
0.0029,0.00313062,0.00301575,0.00301562,0.00115733,0.00106965,0.00106882,0.00066563,0.00041563,0.00041572,0.00018676,0.00011825,0.00011839,2.864e-05,2.049e-05,2.055e-05,1.553e-05,1.134e-05,1.138e-05,8.02e-06,5.96e-06,6e-06,4.06e-06,3.45e-06,3.48e-06,1.84e-06,1.71e-06,1.72e-06,1.38e-06,1.41e-06,1.43e-06,0.00519981,0.00466364,0.0046631
0.0041,0.0031273,0.00301266,0.00301255,0.001159,0.00107121,0.00107038,0.00066641,0.00041622,0.0004163,0.00018731,0.00011861,0.00011875,2.874e-05,2.057e-05,2.062e-05,1.56e-05,1.139e-05,1.143e-05,8.07e-06,5.99e-06,6.03e-06,4.08e-06,3.47e-06,3.5e-06,1.85e-06,1.72e-06,1.73e-06,1.41e-06,1.42e-06,1.44e-06,0.00519977,0.00466326,0.00466272
0.0057,0.00312397,0.00300957,0.00300947,0.00116067,0.00107277,0.00107195,0.0006672,0.00041681,0.00041688,0.00018786,0.00011897,0.0001191,2.884e-05,2.064e-05,2.069e-05,1.566e-05,1.144e-05,1.148e-05,8.12e-06,6.02e-06,6.06e-06,4.1e-06,3.49e-06,3.51e-06,1.86e-06,1.73e-06,1.74e-06,1.44e-06,1.43e-06,1.45e-06,0.00519973,0.00466287,0.00466233
0.008,0.00312062,0.00300646,0.00300637,0.00116233,0.00107433,0.00107352,0.000668,0.00041741,0.00041747,0.00018843,0.00011934,0.00011946,2.894e-05,2.071e-05,2.076e-05,1.574e-05,1.149e-05,1.153e-05,8.16e-06,6.06e-06,6.09e-06,4.12e-06,3.51e-06,3.53e-06,1.87e-06,1.74e-06,1.75e-06,1.51e-06,1.44e-06,1.46e-06,0.0051997,0.00466248,0.00466194
0.0112,0.00311725,0.00300334,0.00300327,0.001164,0.00107589,0.00107507,0.0006688,0.00041801,0.00041806,0.00018899,0.0001197,0.00011982,2.904e-05,2.079e-05,2.084e-05,1.58e-05,1.154e-05,1.158e-05,8.2e-06,6.09e-06,6.12e-06,4.14e-06,3.53e-06,3.55e-06,1.88e-06,1.75e-06,1.76e-06,1.5e-06,1.45e-06,1.47e-06,0.00519961,0.00466209,0.00466154
0.0158,0.00311385,0.0030002,0.00300015,0.00116567,0.00107746,0.00107659,0.0006696,0.00041861,0.00041867,0.00018956,0.00012007,0.0001202,2.914e-05,2.087e-05,2.092e-05,1.587e-05,1.159e-05,1.163e-05,8.24e-06,6.12e-06,6.15e-06,4.17e-06,3.55e-06,3.57e-06,1.89e-06,1.76e-06,1.77e-06,1.53e-06,1.46e-06,1.48e-06,0.00519953,0.00466169,0.00466113
0.0221,0.00311042,0.00299704,0.002997,0.00116734,0.00107904,0.00107814,0.00067041,0.00041922,0.00041928,0.00019013,0.00012045,0.00012057,2.924e-05,2.094e-05,2.099e-05,1.595e-05,1.165e-05,1.169e-05,8.28e-06,6.15e-06,6.18e-06,4.19e-06,3.56e-06,3.59e-06,1.9e-06,1.77e-06,1.78e-06,1.53e-06,1.47e-06,1.49e-06,0.00519941,0.00466129,0.00466072
0.031,0.00310693,0.00299384,0.00299382,0.00116903,0.00108062,0.00107971,0.00067123,0.00041985,0.0004199,0.00019072,0.00012083,0.00012096,2.934e-05,2.102e-05,2.107e-05,1.602e-05,1.17e-05,1.174e-05,8.33e-06,6.18e-06,6.22e-06,4.21e-06,3.58e-06,3.61e-06,1.91e-06,1.78e-06,1.79e-06,1.55e-06,1.48e-06,1.5e-06,0.00519927,0.00466089,0.00466032
0.0435,0.00310246,0.00298974,0.00298974,0.00117118,0.00108265,0.00108174,0.00067229,0.00042065,0.0004207,0.00019147,0.00012132,0.00012145,2.948e-05,2.112e-05,2.117e-05,1.611e-05,1.177e-05,1.181e-05,8.39e-06,6.23e-06,6.26e-06,4.24e-06,3.61e-06,3.63e-06,1.93e-06,1.79e-06,1.81e-06,1.57e-06,1.5e-06,1.52e-06,0.0051991,0.00466038,0.00465982
0.0611,0.00308711,0.00297552,0.00297555,0.00117863,0.00108964,0.0010887,0.00067599,0.00042339,0.00042343,0.00019409,0.00012302,0.00012314,2.995e-05,2.147e-05,2.152e-05,1.644e-05,1.201e-05,1.205e-05,8.59e-06,6.37e-06,6.41e-06,4.34e-06,3.7e-06,3.72e-06,1.98e-06,1.84e-06,1.86e-06,1.62e-06,1.55e-06,1.57e-06,0.00519874,0.00465851,0.00465795
