,hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0,0.0003,0.32797185,0.30459813,0.30456591,0.05462493,0.05065219,0.05064678,0.01633477,0.0143703,0.01436882,7.186e-05,7.865e-05,7.864e-05,0.00085421,0.00075174,0.00075167,0.00367981,0.00315839,0.00315806,0.40353743,0.3736094,0.37356987,-0.02992803,-0.02996756
1,0.0008,0.32698171,0.30398416,0.303952,0.05498758,0.05099908,0.05099363,0.01650044,0.01451492,0.01451343,7.409e-05,8.069e-05,8.069e-05,0.00087276,0.00076737,0.00076729,0.0037108,0.003185,0.00318467,0.40312738,0.37353122,0.3734917,-0.02959616,-0.02963568
2,0.0011,0.32548999,0.30297638,0.30294433,0.05573645,0.05170798,0.05170245,0.01684522,0.01480965,0.01480812,7.863e-05,8.487e-05,8.486e-05,0.00091192,0.00079921,0.00079912,0.00377674,0.00323922,0.00323888,0.40283895,0.37361729,0.37357777,-0.02922166,-0.02926118
3,0.0015,0.32386457,0.30189876,0.30186682,0.05651005,0.05243383,0.05242823,0.01720926,0.01511161,0.01511006,8.366e-05,8.914e-05,8.913e-05,0.00095428,0.00083183,0.00083174,0.00384766,0.00329477,0.00329443,0.40246947,0.37365994,0.3736204,-0.02880953,-0.02884907
4,0.0021,0.32208413,0.30074353,0.30071171,0.05729828,0.05316751,0.05316183,0.01758871,0.01541712,0.01541553,8.919e-05,9.347e-05,9.346e-05,0.00099955,0.00086483,0.00086474,0.003923,0.00335097,0.00335063,0.40198286,0.37363744,0.3735979,-0.02834542,-0.02838496
5,0.0029,0.3200984,0.29948451,0.29945283,0.05810017,0.05390871,0.05390295,0.01798398,0.01572616,0.01572454,9.527e-05,9.784e-05,9.783e-05,0.00104795,0.00089822,0.00089813,0.00400298,0.00340783,0.00340748,0.40132875,0.37352328,0.37348376,-0.02780547,-0.02784499
6,0.0041,0.31779482,0.29793976,0.29790825,0.05890636,0.05466475,0.05465891,0.01839296,0.01608388,0.01608222,0.00010196,0.00010468,0.00010467,0.00109954,0.00094278,0.00094268,0.00408726,0.0034838,0.00348344,0.4003829,0.37321965,0.37318017,-0.02716325,-0.02720273
7,0.0057,0.31503256,0.29611571,0.29608438,0.05970577,0.05543215,0.05542622,0.01881312,0.01647304,0.01647135,0.00010934,0.00011306,0.00011305,0.00115438,0.00099438,0.00099427,0.00417551,0.00357182,0.00357145,0.39899069,0.37270016,0.37266073,-0.02629053,-0.02632996
8,0.008,0.31177893,0.29403126,0.29400015,0.0605128,0.05620523,0.05619923,0.01925003,0.0168666,0.01686486,0.00011755,0.00012154,0.00012152,0.00121304,0.00104657,0.00104646,0.00426913,0.00366085,0.00366048,0.39714149,0.37193204,0.37189269,-0.02520945,-0.0252488
9,0.0112,0.30786592,0.2915998,0.29156896,0.06132445,0.0569853,0.0569792,0.01970427,0.01726452,0.01726274,0.00012672,0.00013054,0.00013052,0.00127584,0.00109931,0.0010992,0.00436842,0.00375032,0.00374993,0.39466563,0.37082978,0.37079055,-0.02383585,-0.02387508
10,0.0158,0.30307189,0.28864815,0.2886176,0.06213632,0.05776566,0.05775949,0.02017634,0.01767063,0.01766881,0.00013705,0.00014105,0.00014103,0.00134313,0.00115415,0.00115403,0.00447372,0.00384186,0.00384146,0.39133845,0.36922149,0.36918243,-0.02211696,-0.02215602
11,0.0221,0.29710902,0.28500174,0.2849716,0.06294227,0.05854425,0.05853799,0.02066681,0.01808916,0.0180873,0.00014879,0.0001529,0.00015288,0.00141529,0.00121206,0.00121193,0.00458536,0.00393768,0.00393727,0.38686753,0.36693779,0.36689897,-0.01992974,-0.01996856
12,0.031,0.28961918,0.28044649,0.28041682,0.06372975,0.0593162,0.05930986,0.02117402,0.01852006,0.01851815,0.0001622,0.00016623,0.00016621,0.00149246,0.00127319,0.00127306,0.00470318,0.00403806,0.00403764,0.38088079,0.36376024,0.36372176,-0.01712055,-0.01715903
13,0.0435,0.28030438,0.27481011,0.27478104,0.06438752,0.05998611,0.05997969,0.02163958,0.01891556,0.01891362,0.0001765,0.00018046,0.00018044,0.00156603,0.00133101,0.00133087,0.00481323,0.00413115,0.00413073,0.37288723,0.3593544,0.35931639,-0.01353283,-0.01357084
14,0.0611,0.26872481,0.26778294,0.26775461,0.06481928,0.06047175,0.06046529,0.02201225,0.01923548,0.0192335,0.00019099,0.0001949,0.00019488,0.00162769,0.00137999,0.00137984,0.00490223,0.00420714,0.00420671,0.36227725,0.35327221,0.35323484,-0.00900504,-0.00904241
15,0.0856,0.25413017,0.25870475,0.25867739,0.06509731,0.06085516,0.06084865,0.02234527,0.01952533,0.01952332,0.00020745,0.00021147,0.00021145,0.00168554,0.00142629,0.00142614,0.00498218,0.00427542,0.00427497,0.34844791,0.34499842,0.34496192,-0.00344949,-0.00348599
16,0.1201,0.23584084,0.24682543,0.24679932,0.06525861,0.06120273,0.06119619,0.02268306,0.01982583,0.01982379,0.00022791,0.00023164,0.00023162,0.0017475,0.00147524,0.00147509,0.00506376,0.00434424,0.00434379,0.33082169,0.33390512,0.3338698,0.00308343,0.00304811
17,0.1685,0.21362574,0.23140624,0.23138176,0.06527146,0.06150416,0.06149758,0.02303113,0.02014169,0.02013961,0.00025394,0.000257,0.00025697,0.00181517,0.00152735,0.0015272,0.00514811,0.00441247,0.00441201,0.30914555,0.31924891,0.31921514,0.01010336,0.01006959
18,0.2364,0.18770336,0.21167682,0.21165442,0.06508424,0.06172584,0.06171924,0.02339336,0.02047532,0.02047321,0.00028767,0.00028933,0.0002893,0.00189033,0.00158368,0.00158352,0.0052359,0.00447944,0.00447898,0.28359487,0.30023043,0.30019867,0.01663556,0.0166038
19,0.3315,0.15894844,0.187038,0.18701821,0.06462101,0.06180926,0.06180266,0.02377238,0.02082932,0.02082717,0.00033204,0.00033168,0.00033165,0.00197527,0.00164657,0.0016464,0.00532745,0.00454493,0.00454446,0.25497659,0.27619976,0.27617054,0.02122317,0.02119395
20,0.4651,0.1289502,0.15757919,0.15756251,0.06373397,0.06166619,0.0616596,0.02413761,0.02120685,0.02120467,0.00039035,0.00038941,0.00038937,0.00206703,0.00172154,0.00172136,0.00541396,0.00461409,0.00461361,0.22469313,0.24717727,0.24715113,0.02248414,0.022458
21,0.6524,0.09990241,0.12474345,0.12473026,0.06160901,0.06053859,0.06053211,0.02398537,0.02120593,0.02120375,0.00045594,0.00045748,0.00045744,0.00207706,0.0017502,0.00175002,0.00535694,0.00458296,0.00458248,0.19338672,0.21327861,0.21325606,0.01989189,0.01986934
22,0.9151,0.07336161,0.09037573,0.09036616,0.05799865,0.05820955,0.05820333,0.02318212,0.02068179,0.02067966,0.00053531,0.00054028,0.00054022,0.00198621,0.00170392,0.00170375,0.00511994,0.00439312,0.00439267,0.16218384,0.1759044,0.1758858,0.01372056,0.01370196
23,1.2836,0.05040275,0.05733167,0.0573256,0.05361865,0.05534793,0.05534201,0.02229404,0.0201088,0.02010673,0.00065557,0.00066038,0.00066031,0.00190465,0.00166284,0.00166267,0.00485561,0.00417359,0.00417316,0.13373128,0.1392852,0.13927048,0.00555392,0.0055392
24,1.8006,0.03194573,0.03013241,0.03012922,0.04881965,0.05221477,0.05220918,0.0215945,0.01973761,0.01973558,0.00083941,0.00084788,0.00084779,0.00188256,0.00167435,0.00167418,0.00462629,0.00398133,0.00398092,0.10970814,0.10858835,0.10857687,-0.00111979,-0.00113127
25,2.5257,0.01831471,0.01220909,0.0122078,0.04367315,0.04865843,0.04865323,0.02114022,0.01957963,0.01957761,0.00111149,0.0011154,0.00111529,0.00193323,0.00174542,0.00174524,0.00443306,0.00381783,0.00381744,0.09060587,0.08712581,0.08711661,-0.00348006,-0.00348926
26,3.5428,0.00928793,0.00346543,0.00346506,0.03830425,0.0446331,0.04462833,0.0210009,0.01974081,0.01973878,0.00150654,0.00151684,0.00151668,0.00207572,0.00190684,0.00190664,0.00427727,0.0036861,0.00368572,0.07645261,0.07494912,0.07494122,-0.00150349,-0.00151139
27,4.9695,0.004071,0.00060746,0.0006074,0.03296303,0.04002111,0.04001683,0.0213382,0.02030877,0.02030668,0.00207191,0.0020717,0.00207149,0.0023497,0.00217945,0.00217923,0.00418039,0.00360723,0.00360686,0.06697423,0.06879572,0.06878848,0.00182149,0.00181425
28,6.9709,0.00148771,5.588e-05,5.587e-05,0.02777007,0.03467077,0.03466706,0.02226541,0.02146203,0.02145982,0.00286937,0.00288058,0.00288028,0.00279974,0.00262754,0.00262727,0.00415679,0.00359498,0.00359461,0.06134908,0.06529177,0.06528491,0.00394269,0.00393583
29,9.7781,0.0004192,2.2e-06,2.2e-06,0.02256352,0.02815536,0.02815235,0.0237011,0.02304294,0.02304057,0.00398414,0.00397809,0.00397768,0.00346258,0.00325661,0.00325627,0.00419043,0.00363106,0.00363069,0.05832098,0.06206626,0.06205974,0.00374528,0.00373876
30,13.7158,7.952e-05,3e-08,3e-08,0.0171764,0.02058985,0.02058765,0.02542789,0.02505797,0.02505539,0.0055274,0.00553337,0.0055328,0.00439693,0.00415283,0.0041524,0.00427735,0.00371574,0.00371535,0.05688548,0.05904979,0.05904362,0.00216431,0.00215814
31,19.2394,8.77e-06,0.0,0.0,0.01169133,0.01274284,0.01274148,0.02689363,0.02722971,0.0272269,0.0076237,0.00761065,0.00760986,0.00569337,0.00535985,0.00535929,0.00443775,0.00386089,0.00386049,0.05634855,0.05680393,0.05679801,0.00045538,0.00044946
32,26.9872,5.8e-07,0.0,0.0,0.0067432,0.00609786,0.00609721,0.02700404,0.02922639,0.02922339,0.01035718,0.01039713,0.01039605,0.00747742,0.00702999,0.00702926,0.00471977,0.00411294,0.00411251,0.05630218,0.05686432,0.05685842,0.00056214,0.00055624
33,37.8553,3e-08,0.0,0.0,0.00325181,0.00197046,0.00197025,0.02447616,0.02987018,0.02986711,0.01367565,0.01385445,0.01385301,0.00986757,0.0092376,0.00923664,0.00515774,0.00449055,0.00449008,0.05642897,0.05942324,0.05941709,0.00299427,0.00298811
34,53.1,0.0,0.0,0.0,0.0014348,0.00035963,0.00035959,0.01916055,0.02762765,0.02762481,0.01719272,0.01785497,0.01785311,0.01293928,0.01212767,0.01212641,0.00576845,0.00503978,0.00503926,0.05649581,0.0630097,0.06300318,0.00651389,0.00650737
35,73.8875,0.0,0.0,0.0,0.00065071,3.126e-05,3.126e-05,0.01274843,0.02145444,0.02145223,0.01983124,0.02149245,0.02149021,0.01662087,0.01565453,0.01565291,0.00657895,0.0057706,0.00577,0.05643019,0.06440328,0.06439661,0.00797309,0.00796642
36,97.6625,0.0,0.0,0.0,0.00032918,1.5e-06,1.5e-06,0.00782905,0.01382243,0.01382101,0.02036412,0.02313213,0.02312972,0.020193,0.01911549,0.01911351,0.00747392,0.00655624,0.00655557,0.05618928,0.0626278,0.0626213,0.00643852,0.00643202
37,121.4375,0.0,0.0,0.0,0.00019141,7e-08,7e-08,0.00500078,0.00792331,0.0079225,0.01913447,0.02257708,0.02257472,0.02314672,0.02209682,0.02209453,0.008329,0.00731211,0.00731135,0.05580239,0.05990939,0.05990317,0.004107,0.00410078
38,145.2125,0.0,0.0,0.0,0.00012206,0.0,0.0,0.00343689,0.00416773,0.0041673,0.01704507,0.02042378,0.02042165,0.02555198,0.02463782,0.02463527,0.00915008,0.00804222,0.00804139,0.05530608,0.05727155,0.0572656,0.00196547,0.00195952
39,168.9875,0.0,0.0,0.0,8.337e-05,0.0,0.0,0.00255046,0.00206132,0.00206111,0.01469464,0.01732956,0.01732775,0.02746819,0.02674181,0.02673904,0.00994593,0.00874807,0.00874716,0.05474259,0.05488076,0.05487506,0.00013817,0.00013247
40,192.7625,0.0,0.0,0.0,5.989e-05,0.0,0.0,0.00200749,0.00097478,0.00097468,0.01240371,0.01395615,0.01395469,0.02893804,0.0284677,0.02846475,0.01071663,0.00943727,0.00943629,0.05412577,0.05283589,0.05283041,-0.00128988,-0.00129536
41,216.5375,0.0,0.0,0.0,4.47e-05,0.0,0.0,0.00164433,0.00044498,0.00044493,0.01031299,0.0107507,0.01074958,0.03000102,0.02991884,0.02991574,0.01146185,0.01015252,0.01015147,0.05346488,0.05126704,0.05126172,-0.00219784,-0.00220316
42,240.3125,0.0,0.0,0.0,3.437e-05,0.0,0.0,0.00138371,0.00019919,0.00019917,0.00847136,0.00795078,0.00794995,0.03069614,0.03100091,0.0309977,0.01218129,0.01083279,0.01083167,0.05276687,0.04998367,0.04997849,-0.0027832,-0.00278838
43,264.0875,0.0,0.0,0.0,2.707e-05,0.0,0.0,0.00118746,8.769e-05,8.768e-05,0.00688554,0.00567389,0.00567329,0.03106293,0.03181345,0.03181016,0.01287481,0.01151165,0.01151046,0.05203781,0.04908668,0.04908159,-0.00295113,-0.00295622
44,287.8625,0.0,0.0,0.0,2.179e-05,0.0,0.0,0.00103621,3.827e-05,3.827e-05,0.0055436,0.00392309,0.00392268,0.03114494,0.03237381,0.03237046,0.01354705,0.0121866,0.01218534,0.0512936,0.04852178,0.04851675,-0.00277182,-0.00277685
45,311.6375,0.0,0.0,0.0,1.81e-05,0.0,0.0,0.00092517,1.67e-05,1.67e-05,0.00442742,0.00263377,0.00263349,0.03100633,0.03265503,0.03265165,0.01422914,0.01283873,0.0128374,0.05060617,0.04814423,0.04813924,-0.00246194,-0.00246693
46,335.4125,0.0,0.0,0.0,1.551e-05,0.0,0.0,0.00084584,7.25e-06,7.25e-06,0.00351405,0.00172141,0.00172123,0.03069993,0.03283791,0.0328345,0.01493881,0.01357377,0.01357236,0.05001414,0.04814034,0.04813535,-0.0018738,-0.00187879
47,359.1875,0.0,0.0,0.0,1.347e-05,0.0,0.0,0.00078242,3.17e-06,3.17e-06,0.0027733,0.00110108,0.00110096,0.03023984,0.03280923,0.03280583,0.01564889,0.01431149,0.01431001,0.04945794,0.04822497,0.04821997,-0.00123297,-0.00123797
48,382.9625,0.0,0.0,0.0,1.175e-05,0.0,0.0,0.00072683,1.4e-06,1.4e-06,0.00217557,0.0006913,0.00069123,0.02963211,0.03255514,0.03255177,0.01633416,0.01501916,0.0150176,0.04888042,0.04826699,0.04826199,-0.00061343,-0.00061843
49,406.7375,0.0,0.0,0.0,1.028e-05,0.0,0.0,0.00067738,6.2e-07,6.2e-07,0.00169722,0.00042634,0.0004263,0.02890732,0.03214388,0.03214054,0.01699404,0.01572899,0.01572736,0.04828624,0.04829982,0.04829482,1.358e-05,8.58e-06
50,430.5125,0.0,0.0,0.0,9.02e-06,0.0,0.0,0.00063313,2.8e-07,2.8e-07,0.00131748,0.00025865,0.00025862,0.02809421,0.03161831,0.03161503,0.01763029,0.01646504,0.01646334,0.04768414,0.04834227,0.04833726,0.00065813,0.00065312
51,454.2875,0.0,0.0,0.0,7.94e-06,0.0,0.0,0.00059328,1.2e-07,1.2e-07,0.00101815,0.00015488,0.00015487,0.0272137,0.03093729,0.03093409,0.01824219,0.0171746,0.01717282,0.04707525,0.0482669,0.0482619,0.00119165,0.00118665
52,478.0625,0.0,0.0,0.0,7e-06,0.0,0.0,0.00055718,6e-08,6e-08,0.00078378,9.163e-05,9.162e-05,0.02628391,0.03012822,0.0301251,0.01882897,0.01785937,0.01785752,0.04646084,0.04807927,0.04807429,0.00161843,0.00161345
53,501.8375,0.0,0.0,0.0,6.18e-06,0.0,0.0,0.00052429,3e-08,3e-08,0.00060146,5.358e-05,5.358e-05,0.0253203,0.02921671,0.02921368,0.01938983,0.0185226,0.01852068,0.04584207,0.04779292,0.04778797,0.00195085,0.0019459
54,525.6125,0.0,0.0,0.0,5.47e-06,0.0,0.0,0.00049419,1e-08,1e-08,0.00046045,3.091e-05,3.091e-05,0.02433591,0.02826164,0.02825871,0.01992387,0.01923074,0.01922875,0.0452199,0.04752331,0.04751839,0.00230341,0.00229849
55,549.3875,0.0,0.0,0.0,4.85e-06,0.0,0.0,0.00046649,1e-08,1e-08,0.00035197,1.77e-05,1.77e-05,0.02334156,0.02723285,0.02723003,0.02043009,0.01991493,0.01991287,0.04459497,0.04716548,0.0471606,0.00257051,0.00256563
56,573.1625,0.0,0.0,0.0,4.31e-06,0.0,0.0,0.0004409,0.0,0.0,0.00026889,1.006e-05,1.006e-05,0.02234616,0.02614914,0.02614643,0.02090746,0.02057564,0.02057351,0.04396772,0.04673484,0.04673,0.00276712,0.00276228
57,596.9375,0.0,0.0,0.0,3.83e-06,0.0,0.0,0.00041716,0.0,0.0,0.00020551,5.67e-06,5.67e-06,0.02135702,0.02502703,0.02502443,0.02135496,0.02121316,0.02121097,0.04333847,0.04624586,0.04624107,0.00290739,0.0029026
58,620.7125,0.0,0.0,0.0,3.41e-06,0.0,0.0,0.00039504,0.0,0.0,0.0001573,3.18e-06,3.18e-06,0.02038008,0.02388101,0.02387854,0.02177174,0.0218277,0.02182544,0.04270757,0.04571189,0.04570715,0.00300432,0.00299958
59,644.4875,0.0,0.0,0.0,3.04e-06,0.0,0.0,0.00037438,0.0,0.0,0.0001207,1.77e-06,1.77e-06,0.01941975,0.02273454,0.02273219,0.02215667,0.02245801,0.02245568,0.04207453,0.04519432,0.04518964,0.00311979,0.00311511
60,668.2625,0.0,0.0,0.0,2.71e-06,0.0,0.0,0.00035499,0.0,0.0,9.294e-05,9.8e-07,9.8e-07,0.01847731,0.02159209,0.02158985,0.0225061,0.02309305,0.02309066,0.04143405,0.04468612,0.04468149,0.00325207,0.00324744
