,hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0,0.0003,0.32855615,0.30502114,0.30498887,0.05427026,0.05031276,0.05030738,0.0161761,0.01422939,0.01422793,6.993e-05,7.665e-05,7.664e-05,0.00083672,0.00073652,0.00073645,0.00365013,0.00313247,0.00313215,0.40355929,0.37350894,0.37346942,-0.03005035,-0.03008987
1,0.0008,0.32805107,0.30475916,0.30472692,0.0543353,0.05037674,0.05037136,0.01620689,0.01425656,0.0142551,7.048e-05,7.704e-05,7.703e-05,0.00084018,0.00073946,0.00073938,0.00365552,0.00313747,0.00313715,0.40315944,0.37334643,0.37330693,-0.02981301,-0.02985251
2,0.0011,0.32754224,0.30446147,0.30442926,0.05447847,0.05051493,0.05050954,0.01627212,0.01431435,0.01431288,7.139e-05,7.785e-05,7.785e-05,0.00084742,0.00074571,0.00074563,0.00366777,0.00314811,0.00314778,0.40287941,0.37326242,0.37322293,-0.02961699,-0.02965648
3,0.0015,0.32691237,0.30410365,0.30407147,0.05462985,0.05066111,0.0506557,0.01634181,0.01437564,0.01437416,7.241e-05,7.872e-05,7.871e-05,0.0008552,0.00075233,0.00075225,0.00368076,0.00315939,0.00315906,0.40249239,0.37313083,0.37309136,-0.02936156,-0.02940103
4,0.0021,0.32613342,0.30367586,0.30364374,0.05478068,0.05080708,0.05080165,0.01641227,0.01443708,0.01443559,7.352e-05,7.959e-05,7.959e-05,0.00086314,0.00075897,0.00075889,0.00369394,0.0031707,0.00317037,0.40195697,0.37292928,0.37288982,-0.02902769,-0.02906715
5,0.0029,0.32514769,0.30315061,0.30311854,0.05493028,0.05095244,0.05094699,0.01648348,0.01449861,0.01449712,7.473e-05,8.047e-05,8.046e-05,0.00087125,0.00076562,0.00076554,0.00370734,0.00318203,0.0031817,0.40121477,0.37262978,0.37259036,-0.02858499,-0.02862441
6,0.0041,0.32387501,0.30248925,0.30245725,0.0550779,0.05109682,0.05109136,0.01655553,0.01456024,0.01455874,7.61e-05,8.134e-05,8.133e-05,0.00087954,0.00077229,0.00077221,0.00372086,0.00319338,0.00319305,0.40018494,0.37219332,0.37215394,-0.02799162,-0.028031
7,0.0057,0.32220523,0.30163796,0.30160605,0.05522248,0.05123972,0.05123425,0.01662851,0.01462194,0.01462044,7.767e-05,8.221e-05,8.221e-05,0.00088806,0.00077897,0.00077889,0.00373461,0.00320475,0.00320442,0.39875656,0.37156556,0.37152625,-0.027191,-0.02723031
8,0.008,0.31998786,0.30052193,0.30049013,0.05536254,0.05138045,0.05137495,0.01670258,0.01468372,0.01468221,7.953e-05,8.309e-05,8.308e-05,0.00089687,0.00078566,0.00078558,0.00374854,0.00321615,0.00321581,0.3967779,0.37067099,0.37063177,-0.02610691,-0.02614613
9,0.0112,0.31701938,0.29903488,0.29900325,0.05549595,0.05152076,0.05151525,0.01677791,0.0147488,0.01474728,8.177e-05,8.459e-05,8.459e-05,0.00090603,0.0007931,0.00079301,0.00376264,0.00322831,0.00322797,0.39404368,0.36941044,0.36937135,-0.02463324,-0.02467233
