,hPa,LBL_g1,PAR_g1,LBL_g2,PAR_g2,LBL_g3,PAR_g3,LBL_g4,PAR_g4,LBL_g5,PAR_g5,LBL_g6,PAR_g6,LBL_g7,PAR_g7,LBL_g8,PAR_g8,LBL_g9,PAR_g9,LBL_g10,PAR_g10,LBL_tot,PAR_tot,PAR - LBL
28,6.9709,0.0,0.0,0.0,0.0,0.0,0.0,1.103e-05,0.0,0.04630484,0.04431845,0.33635843,0.38045486,0.24754651,0.22053974,0.05157601,0.04388384,0.00659232,0.00540779,0.00055241,0.00028548,0.68894155,0.69489017,0.00594862
29,9.7781,0.0,0.0,0.0,0.0,0.0,0.0,5.5e-07,0.0,0.01776351,0.00622725,0.24477841,0.28127336,0.28109477,0.25225667,0.06575468,0.05489453,0.00835319,0.00657875,0.00065809,0.00033832,0.6184032,0.60156888,-0.01683432
30,13.7158,0.0,0.0,0.0,0.0,0.0,0.0,2e-08,0.0,0.00761163,0.00021604,0.13399186,0.12864793,0.29498811,0.27835722,0.08501593,0.06950789,0.01082739,0.00814407,0.00080851,0.00041581,0.53324345,0.48528896,-0.04795449
31,19.2394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00310221,6.3e-07,0.04746601,0.02501701,0.26609873,0.28091228,0.10974571,0.08726962,0.01424464,0.0101303,0.00101703,0.00052033,0.44167432,0.40385017,-0.03782415
32,26.9872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00113036,0.0,0.00848265,0.00116769,0.19533165,0.24346517,0.13867591,0.10835362,0.01895243,0.01278915,0.00131114,0.00067058,0.36388414,0.36644621,0.00256207
33,37.8553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037783,0.0,0.00069648,4.66e-06,0.11665442,0.15943153,0.16588774,0.13055985,0.02527246,0.01627556,0.00172167,0.00087888,0.3106106,0.30715048,-0.00346012
34,53.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012222,0.0,5.726e-05,0.0,0.05586022,0.06382141,0.17898227,0.15035109,0.03326057,0.02083305,0.00227265,0.00116228,0.27055519,0.23616783,-0.03438736
35,73.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.221e-05,0.0,8.76e-06,0.0,0.02074865,0.01130014,0.16553221,0.16016837,0.04220629,0.02651883,0.00298164,0.00153127,0.23151976,0.19951861,-0.03200115
36,97.6625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.818e-05,0.0,2.34e-06,0.0,0.00776261,0.00072652,0.13326493,0.15257238,0.04966906,0.03234118,0.00376564,0.00194048,0.19448276,0.18758056,-0.0069022
37,121.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75e-06,0.0,9.6e-07,0.0,0.00394011,2.276e-05,0.10011436,0.13166946,0.05413025,0.03754226,0.00452922,0.00234852,0.16272465,0.171583,0.00885835
38,145.2125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8e-06,0.0,4.8e-07,0.0,0.00247894,3.5e-07,0.07216574,0.10420497,0.05572921,0.04190931,0.00524886,0.0027369,0.13562904,0.14885154,0.0132225
39,168.9875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76e-06,0.0,2.8e-07,0.0,0.00175535,0.0,0.05073602,0.07631836,0.05522988,0.04548665,0.00595855,0.00313371,0.11368384,0.12493872,0.01125488
40,192.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69e-06,0.0,1.8e-07,0.0,0.00135273,0.0,0.03542789,0.05213764,0.0538103,0.0485386,0.00676225,0.00358199,0.09735604,0.10425823,0.00690219
41,216.5375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08e-06,0.0,1.3e-07,0.0,0.00110508,0.0,0.02480661,0.03351776,0.05191891,0.05144127,0.0076816,0.00414823,0.08551441,0.08910726,0.00359285
42,240.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63e-06,0.0,9e-08,0.0,0.00092509,0.0,0.01739561,0.02007409,0.04930787,0.05333173,0.00862238,0.00473826,0.07625267,0.07814409,0.00189142
43,264.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28e-06,0.0,7e-08,0.0,0.00078533,0.0,0.01230555,0.01128458,0.04615633,0.05439396,0.00955227,0.00535243,0.06880083,0.07103097,0.00223014
44,287.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,5e-08,0.0,0.00067385,0.0,0.00887472,0.00595578,0.04272054,0.05459359,0.01046159,0.00598837,0.06273175,0.06653774,0.00380599
45,311.6375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8e-07,0.0,3e-08,0.0,0.00058303,0.0,0.0065906,0.0029467,0.03919663,0.05374761,0.01134085,0.00662287,0.05771192,0.06331718,0.00560526
46,335.4125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-07,0.0,2e-08,0.0,0.00050775,0.0,0.00507501,0.00138038,0.03572548,0.05240421,0.01218101,0.00728338,0.05348987,0.06106796,0.00757809
47,359.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6e-07,0.0,1e-08,0.0,0.00044442,0.0,0.00406064,0.00060872,0.0323993,0.05034607,0.0129734,0.00796248,0.04987824,0.05891728,0.00903904
48,382.9625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-07,0.0,1e-08,0.0,0.0003905,0.0,0.00336634,0.00025306,0.02927154,0.04764286,0.01370987,0.00864997,0.04673861,0.05654589,0.00980728
49,406.7375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7e-07,0.0,1e-08,0.0,0.00034398,0.0,0.00287308,9.965e-05,0.02635774,0.04456511,0.01437716,0.00934749,0.04395224,0.05401225,0.01006001
50,430.5125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1e-07,0.0,0.0,0.0,0.00030366,0.0,0.00250791,3.721e-05,0.02367601,0.04128354,0.01497254,0.01006396,0.04146033,0.05138471,0.00992438
51,454.2875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6e-07,0.0,0.0,0.0,0.00026851,0.0,0.00222547,1.313e-05,0.02122386,0.0377288,0.01549132,0.01078733,0.03920933,0.04852926,0.00931993
52,478.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2e-07,0.0,0.0,0.0,0.00023779,0.0,0.00199845,4.39e-06,0.01899279,0.03404511,0.01593041,0.0115133,0.03715956,0.0455628,0.00840324
53,501.8375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,0.00021091,0.0,0.00181048,1.39e-06,0.01697291,0.03036086,0.01628996,0.01223988,0.03528435,0.04260213,0.00731778
54,525.6125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-08,0.0,0.0,0.0,0.00018739,0.0,0.00165147,4.2e-07,0.01515299,0.02687925,0.01657246,0.01297576,0.03356438,0.03985543,0.00629105
55,549.3875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-08,0.0,0.0,0.0,0.00016683,0.0,0.00151481,1.2e-07,0.01352028,0.02351697,0.01678157,0.01371844,0.03198354,0.03723554,0.005252
56,573.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-08,0.0,0.0,0.0,0.00014883,0.0,0.00139595,3e-08,0.01206107,0.02034473,0.01692144,0.01446601,0.03052733,0.03481077,0.00428344
57,596.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-08,0.0,0.0,0.0,0.00013306,0.0,0.00129155,1e-08,0.01076146,0.01741171,0.01699673,0.01521696,0.02918284,0.03262868,0.00344584
58,620.7125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-08,0.0,0.0,0.0,0.00011924,0.0,0.00119912,0.0,0.00960771,0.01474806,0.01701255,0.01596992,0.02793864,0.03071798,0.00277934
59,644.4875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-08,0.0,0.0,0.0,0.00010709,0.0,0.00111673,0.0,0.00858649,0.01239125,0.01697438,0.01673453,0.0267847,0.02912578,0.00234108
60,668.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,0.0,0.0,9.639e-05,0.0,0.00104271,0.0,0.00768406,0.01031827,0.01688575,0.0175088,0.02570892,0.02782707,0.00211815
61,692.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,0.0,0.0,8.695e-05,0.0,0.00097593,0.0,0.00688906,0.00850285,0.01675364,0.01828371,0.02470559,0.02678656,0.00208097
62,715.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,0.0,0.0,7.861e-05,0.0,0.00091547,0.0,0.00619073,0.00693643,0.01658556,0.01905808,0.02377039,0.02599451,0.00222412
63,739.5875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,0.0,0.0,7.124e-05,0.0,0.00086049,0.0,0.00557819,0.0056034,0.01638706,0.01983059,0.02289699,0.02543399,0.002537
64,763.3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,0.0,0.0,6.47e-05,0.0,0.00081024,0.0,0.00504133,0.00448362,0.01616304,0.02059943,0.02207931,0.02508305,0.00300374
65,787.1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.888e-05,0.0,0.00076406,0.0,0.00457067,0.0035544,0.01591714,0.02136154,0.02131075,0.02491594,0.00360519
66,810.9125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.367e-05,0.0,0.0007213,0.0,0.00415729,0.00279679,0.01565087,0.02213295,0.02058314,0.02492974,0.0043466
67,834.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.899e-05,0.0,0.00068132,0.0,0.00379292,0.00218095,0.0153637,0.02289083,0.01988693,0.02507178,0.00518485
68,858.4625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.475e-05,0.0,0.00064366,0.0,0.00347064,0.00168424,0.01505602,0.0236169,0.01921506,0.02530114,0.00608608
69,882.2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.092e-05,0.0,0.00060817,0.0,0.00318538,0.00128858,0.01473286,0.0243094,0.01856733,0.02559797,0.00703064
70,906.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.747e-05,0.0,0.00057495,0.0,0.00293342,0.00097721,0.01440324,0.02497433,0.01794908,0.02595154,0.00800246
71,929.7875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.439e-05,0.0,0.00054406,0.0,0.00271129,0.00073492,0.01407553,0.02561963,0.01736527,0.02635456,0.00898929
72,953.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.163e-05,0.0,0.00051543,0.0,0.0025154,0.00054831,0.01375505,0.02625077,0.01681751,0.02679909,0.00998158
73,977.3375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.916e-05,0.0,0.00048891,0.0,0.00234226,0.00040594,0.01344456,0.0268706,0.01630489,0.02727654,0.01097165
74,1001.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.695e-05,0.0,0.00046433,0.0,0.00218872,0.00029831,0.01314538,0.02748221,0.01582538,0.02778053,0.01195515
