hPa,LBL_g1,PAR_g1,LBL_g2,PAR_g2,LBL_g3,PAR_g3,LBL_g4,PAR_g4,LBL_g5,PAR_g5,LBL_g6,PAR_g6,LBL_g7,PAR_g7,LBL_g8,PAR_g8,LBL_g9,PAR_g9,LBL_g10,PAR_g10,LBL_tot,PAR_tot,PAR - LBL
0.0131,0.0,0.0,0.000145,2.224e-05,0.009209,0.00891062,0.043245,0.04359656,0.121294,0.12138732,0.249556,0.24955543,0.648002,0.64802014,1.453564,1.4535661,1.465115,1.465115,25.345882,25.345881,29.33601,29.336055,4.5e-05
0.0184,0.0,0.0,6.1e-05,2.9e-06,0.007637,0.00661496,0.042534,0.0429914,0.121131,0.12126222,0.24955,0.24954922,0.647976,0.64800082,1.453561,1.4535637,1.465114,1.4651147,25.345882,25.345881,29.33345,29.332981,-0.000469
0.0258,0.0,0.0,2.2e-05,1.6e-07,0.006139,0.00434896,0.041572,0.0421452,0.120899,0.12108353,0.24954,0.2495397,0.647938,0.6479733,1.453556,1.4535602,1.465114,1.4651142,25.345882,25.345881,29.33066,29.329646,-0.001014
0.0362,0.0,0.0,6e-06,0.0,0.004783,0.00240896,0.040293,0.04096807,0.12057,0.12082751,0.249525,0.24952485,0.647884,0.64793403,1.45355,1.4535552,1.465113,1.4651136,25.345882,25.345881,29.32761,29.326213,-0.001397
0.0508,0.0,0.0,1e-06,0.0,0.003615,0.00104739,0.03862,0.03934144,0.120102,0.1204588,0.249502,0.24950107,0.647807,0.64787777,1.45354,1.4535481,1.465112,1.4651127,25.345881,25.345881,29.32418,29.322768,-0.001412
0.0713,0.0,0.0,0.0,0.0,0.002642,0.00032154,0.036445,0.0370871,0.119425,0.1199168,0.249462,0.24946154,0.647695,0.64779547,1.453526,1.4535374,1.46511,1.4651114,25.345881,25.345881,29.32019,29.319112,-0.001078
0.1,0.0,0.0,0.0,0.0,0.001833,5.892e-05,0.033571,0.03390967,0.1184,0.11908348,0.249392,0.24939158,0.647524,0.64766902,1.453504,1.4535206,1.465107,1.4651094,25.345881,25.345881,29.31521,29.314623,-0.000587
0.1403,0.0,0.0,0.0,0.0,0.001173,5.02e-06,0.029796,0.02948767,0.116803,0.1177646,0.249263,0.24926368,0.647251,0.64746768,1.453468,1.453493,1.465103,1.465106,25.34588,25.34588,29.30874,29.308468,-0.000272
0.1968,0.0,0.0,0.0,0.0,0.000656,1.4e-07,0.025067,0.02368464,0.114315,0.11566922,0.249025,0.24902769,0.646812,0.64714376,1.453407,1.4534472,1.465095,1.4651002,25.345879,25.34588,29.30026,29.299953,-0.000307
0.276,0.0,0.0,0.0,0.0,0.000286,0.0,0.019529,0.0167748,0.11047,0.11234598,0.24858,0.24859043,0.646096,0.64661815,1.453304,1.4533703,1.465082,1.4650904,25.345878,25.345879,29.28923,29.288669,-0.000561
0.3871,0.0,0.0,0.0,0.0,7.7e-05,0.0,0.013632,0.00973013,0.104628,0.10711817,0.247746,0.24777734,0.644919,0.64575797,1.453128,1.4532406,1.46506,1.4650737,25.345875,25.345878,29.27506,29.274576,-0.000484
0.5431,0.0,0.0,0.0,0.0,8e-06,0.0,0.008124,0.00409686,0.096012,0.0990118,0.246178,0.24625388,0.642968,0.64432914,1.452823,1.4530181,1.465019,1.4650443,25.34587,25.345875,29.257,29.257629,0.000629
0.7617,0.0,0.0,0.0,0.0,0.0,0.0,0.003855,0.00103383,0.083951,0.08685092,0.243238,0.24338878,0.639728,0.64190292,1.45229,1.4526255,1.464947,1.4649909,25.345862,25.345871,29.23387,29.236664,0.002794
1.0685,0.0,0.0,0.0,0.0,0.0,0.0,0.001302,0.00011812,0.068481,0.06997757,0.237835,0.23808876,0.634483,0.63785656,1.451378,1.4519492,1.464821,1.4648969,25.345846,25.345863,29.20415,29.20875,0.0046
1.4988,0.0,0.0,0.0,0.0,0.0,0.0,0.000256,4.47e-06,0.05109,0.04977848,0.228409,0.22876334,0.626704,0.63156455,1.449963,1.4508773,1.464625,1.4647477,25.345823,25.34585,29.16687,29.171586,0.004716
2.1024,0.0,0.0,0.0,0.0,0.0,0.0,2.2e-05,4e-08,0.033874,0.02946454,0.212626,0.21281044,0.615751,0.62210809,1.447898,1.4492379,1.464342,1.464523,25.345791,25.345834,29.1203,29.123978,0.003678
2.949,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.019148,0.01309443,0.187273,0.18662187,0.599893,0.60774765,1.4448,1.4466799,1.463925,1.4641793,25.345747,25.345811,29.06079,29.064134,0.003344
4.1366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091,0.00362465,0.150059,0.14628773,0.57589,0.58537032,1.439907,1.4425149,1.463277,1.4636333,25.345684,25.345779,28.98392,28.987209,0.003289
5.8025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004023,0.0004503,0.103402,0.09317917,0.538492,0.55031181,1.431781,1.4355467,1.462215,1.462744,25.345589,25.345729,28.8855,28.887961,0.002461
8.1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001809,1.322e-05,0.056465,0.03993659,0.480747,0.49549083,1.417734,1.4234994,1.460393,1.4612486,25.345436,25.34565,28.76258,28.765839,0.003259
11.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000743,3e-08,0.0211,0.00819449,0.397513,0.41354005,1.39284,1.4024826,1.45716,1.4586984,25.345181,25.345519,28.61454,28.628434,0.013894
16.0147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000266,0.0,0.004156,0.00041576,0.293962,0.30129284,1.348504,1.3655404,1.451294,1.4542755,25.34474,25.345292,28.44292,28.466817,0.023897
22.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8e-05,0.0,0.000322,1.59e-06,0.189448,0.17271962,1.270975,1.3016778,1.440518,1.4465745,25.343964,25.344895,28.24531,28.265868,0.020558
31.5105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9e-05,0.0,1.7e-05,0.0,0.104063,0.06427876,1.142116,1.1941058,1.420589,1.432987,25.342561,25.344176,28.00937,28.035548,0.026178
44.2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1e-05,0.0,2e-06,0.0,0.048714,0.0109556,0.948405,1.0228352,1.383963,1.4088914,25.339979,25.342855,27.72107,27.785537,0.064467
62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-06,0.0,0.0,0.0,0.022603,0.00044436,0.700224,0.77416487,1.318606,1.3661403,25.335209,25.340404,27.37665,27.481154,0.104504
85.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,0.0,0.0,0.0,0.012914,1.72e-06,0.452596,0.4799364,1.214418,1.2949662,25.326884,25.336092,27.00681,27.110996,0.104186
109.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0092,0.0,0.293393,0.26476714,1.101868,1.2107422,25.316432,25.330628,26.72089,26.806137,0.085247
133.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.007131,0.0,0.197214,0.13014259,0.990508,1.1165251,25.303956,25.324015,26.49881,26.570683,0.071873
157.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005804,0.0,0.141217,0.05713601,0.886834,1.0158556,25.289626,25.31631,26.32348,26.389302,0.065822
180.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004877,0.0,0.108751,0.0224653,0.79356,0.91197464,25.273527,25.30749,26.18071,26.24193,0.06122
204.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004167,0.0,0.089122,0.00791789,0.710082,0.80730176,25.255469,25.297409,26.05884,26.112629,0.053789
228.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003586,0.0,0.076391,0.00248309,0.635123,0.70333142,25.235219,25.285738,25.95032,25.991553,0.041233
252.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003099,0.0,0.067554,0.00069602,0.568283,0.60310435,25.212819,25.27241,25.85175,25.87621,0.02446
275.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002687,0.0,0.060993,0.00017426,0.509147,0.50881311,25.188401,25.257358,25.76123,25.766346,0.005116
299.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002336,0.0,0.055819,3.898e-05,0.457153,0.42223039,25.162132,25.240524,25.67744,25.662793,-0.014647
323.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002037,0.0,0.051548,7.85e-06,0.411674,0.34487204,25.134205,25.221912,25.59946,25.566792,-0.032668
347.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001781,0.0,0.047905,1.41e-06,0.372071,0.27697758,25.104835,25.201452,25.52659,25.478431,-0.048159
371.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001562,0.0,0.044732,2.3e-07,0.337716,0.21875231,25.07425,25.179093,25.45826,25.397846,-0.060414
394.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001375,0.0,0.041928,3e-08,0.308014,0.16997309,25.042691,25.154816,25.39401,25.324789,-0.069221
418.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001213,0.0,0.039426,0.0,0.282413,0.1299077,25.010412,25.128594,25.33346,25.258502,-0.074958
442.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001075,0.0,0.037176,0.0,0.260393,0.09759023,24.977655,25.100378,25.2763,25.197968,-0.078332
466.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000955,0.0,0.035142,0.0,0.241474,0.0720909,24.94465,25.07015,25.22222,25.142241,-0.079979
489.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000852,0.0,0.033294,0.0,0.225222,0.05238902,24.91161,25.037909,25.17098,25.090298,-0.080682
513.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000763,0.0,0.031608,0.0,0.211242,0.0374663,24.878719,25.003656,25.12233,25.041122,-0.081208
537.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000685,0.0,0.030063,0.0,0.199189,0.02633756,24.846136,24.967369,25.07607,24.993707,-0.082363
561.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000617,0.0,0.028644,0.0,0.188756,0.01820525,24.813988,24.929034,25.03201,24.947239,-0.084771
585.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000558,0.0,0.027335,0.0,0.179682,0.01237792,24.782372,24.888642,24.98995,24.90102,-0.08893
608.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000506,0.0,0.026126,0.0,0.171743,0.0082806,24.751364,24.846188,24.94974,24.854469,-0.095271
632.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046,0.0,0.025005,0.0,0.164751,0.00545215,24.721012,24.801673,24.91123,24.807125,-0.104105
656.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042,0.0,0.023964,0.0,0.158549,0.00353093,24.691348,24.755069,24.87428,24.7586,-0.11568
680.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000384,0.0,0.022996,0.0,0.153007,0.00224832,24.662391,24.706355,24.83878,24.708604,-0.130176
703.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000353,0.0,0.022094,0.0,0.14802,0.00140802,24.634143,24.655537,24.80461,24.656945,-0.147665
727.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000324,0.0,0.021251,0.0,0.1435,0.00086749,24.606594,24.602623,24.77167,24.60349,-0.16818
751.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000299,0.0,0.020464,0.0,0.139374,0.00052595,24.579726,24.547623,24.73986,24.548149,-0.191711
775.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000277,0.0,0.019727,0.0,0.135586,0.00031389,24.553518,24.490557,24.70911,24.490871,-0.218239
799.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000256,0.0,0.019036,0.0,0.132089,0.00018446,24.527947,24.431449,24.67933,24.431634,-0.247696
822.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000238,0.0,0.018388,0.0,0.128844,0.00010666,24.502992,24.370283,24.65046,24.37039,-0.28007
846.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000222,0.0,0.01778,0.0,0.125823,6.068e-05,24.478641,24.307102,24.62247,24.307163,-0.315307
870.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000207,0.0,0.01721,0.0,0.123001,3.399e-05,24.454886,24.242004,24.5953,24.242038,-0.353262
894.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000194,0.0,0.016674,0.0,0.120359,1.876e-05,24.431719,24.175088,24.56895,24.175106,-0.393844
917.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000182,0.0,0.016172,0.0,0.117878,1.02e-05,24.409119,24.106437,24.54335,24.106448,-0.436902
941.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000171,0.0,0.015699,0.0,0.115543,5.47e-06,24.387062,24.036115,24.51847,24.03612,-0.48235
965.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000161,0.0,0.015255,0.0,0.113339,2.89e-06,24.365517,23.964166,24.49427,23.964169,-0.530101
989.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000152,0.0,0.014836,0.0,0.111254,1.51e-06,24.344453,23.890631,24.47069,23.890632,-0.580058
1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000143,0.0,0.01444,0.0,0.109277,7.8e-07,24.323841,23.815538,24.4477,23.815539,-0.632161
