hPa,LBL_g1,PAR_g1,LBL_g2,PAR_g2,LBL_g3,PAR_g3,LBL_g4,PAR_g4,LBL_g5,PAR_g5,LBL_g6,PAR_g6,LBL_g7,PAR_g7,LBL_g8,PAR_g8,LBL_g9,PAR_g9,LBL_g10,PAR_g10,LBL_tot,PAR_tot,PAR - LBL
8.1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001809,2.27e-06,0.056465,0.03596142,0.480747,0.48232131,1.417734,1.4207743,1.460393,1.4608612,25.345436,25.345558,28.76258,28.745478,-0.017102
11.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000743,0.0,0.0211,0.00643698,0.397513,0.39471708,1.39284,1.3979156,1.45716,1.4580157,25.345181,25.345374,28.61454,28.602459,-0.012081
16.0147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000266,0.0,0.004156,0.00023912,0.293962,0.27578403,1.348504,1.3572521,1.451294,1.4529685,25.34474,25.345057,28.44292,28.431301,-0.011619
22.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8e-05,0.0,0.000322,4.6e-07,0.189448,0.14444514,1.270975,1.2859134,1.440518,1.4439558,25.343964,25.3445,28.24531,28.218815,-0.026495
31.5105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9e-05,0.0,1.7e-05,0.0,0.104063,0.04415787,1.142116,1.1637291,1.420589,1.4276107,25.342561,25.343494,28.00937,27.978992,-0.030378
44.2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1e-05,0.0,2e-06,0.0,0.048714,0.00494908,0.948405,0.96730356,1.383963,1.3978782,25.339979,25.341645,27.72107,27.711775,-0.009295
62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-06,0.0,0.0,0.0,0.022603,8.368e-05,0.700224,0.68581986,1.318606,1.344031,25.335209,25.338214,27.37665,27.368148,-0.008502
85.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,0.0,0.0,0.0,0.012914,6e-08,0.452596,0.37343087,1.214418,1.2534785,25.326884,25.332177,27.00681,26.959087,-0.047723
109.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0092,0.0,0.293393,0.17263385,1.101868,1.14673,25.316432,25.324529,26.72089,26.643893,-0.076997
133.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.007131,0.0,0.197214,0.06788318,0.990508,1.0290405,25.303956,25.315274,26.49881,26.412198,-0.086612
157.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005804,0.0,0.141217,0.0227824,0.886834,0.90614826,25.289626,25.304492,26.32348,26.233422,-0.090058
180.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004877,0.0,0.108751,0.0065521,0.79356,0.78311498,25.273527,25.29215,26.18071,26.081817,-0.098893
204.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004167,0.0,0.089122,0.00161757,0.710082,0.66363632,25.255469,25.278047,26.05884,25.943301,-0.115539
228.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003586,0.0,0.076391,0.00033942,0.635123,0.55000257,25.235219,25.261721,25.95032,25.812063,-0.138257
252.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003099,0.0,0.067554,6.091e-05,0.568283,0.44584017,25.212819,25.243081,25.85175,25.688982,-0.162768
275.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002687,0.0,0.060993,9.34e-06,0.509147,0.35328461,25.188401,25.222036,25.76123,25.57533,-0.1859
299.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002336,0.0,0.055819,1.22e-06,0.457153,0.27355631,25.162132,25.198503,25.67744,25.472061,-0.205379
323.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002037,0.0,0.051548,1.4e-07,0.411674,0.2071815,25.134205,25.172494,25.59946,25.379676,-0.219784
347.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001781,0.0,0.047905,1e-08,0.372071,0.1532572,25.104835,25.143911,25.52659,25.297168,-0.229422
371.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001562,0.0,0.044732,0.0,0.337716,0.11074276,25.07425,25.112686,25.45826,25.223429,-0.234831
394.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001375,0.0,0.041928,0.0,0.308014,0.07821857,25.042691,25.078794,25.39401,25.157012,-0.236998
418.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001213,0.0,0.039426,0.0,0.282413,0.05398514,25.010412,25.042202,25.33346,25.096187,-0.237273
442.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001075,0.0,0.037176,0.0,0.260393,0.03637249,24.977655,25.002843,25.2763,25.039216,-0.237084
466.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000955,0.0,0.035142,0.0,0.241474,0.02393675,24.94465,24.9607,25.22222,24.984637,-0.237583
489.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000852,0.0,0.033294,0.0,0.225222,0.01539592,24.91161,24.915771,25.17098,24.931167,-0.239813
513.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000763,0.0,0.031608,0.0,0.211242,0.00968301,24.878719,24.868063,25.12233,24.877746,-0.244584
537.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000685,0.0,0.030063,0.0,0.199189,0.00594525,24.846136,24.817552,25.07607,24.823497,-0.252573
561.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000617,0.0,0.028644,0.0,0.188756,0.00356532,24.813988,24.764221,25.03201,24.767786,-0.264224
585.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000558,0.0,0.027335,0.0,0.179682,0.00208926,24.782372,24.708064,24.98995,24.710153,-0.279797
608.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000506,0.0,0.026126,0.0,0.171743,0.00119686,24.751364,24.64908,24.94974,24.650277,-0.299463
632.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046,0.0,0.025005,0.0,0.164751,0.00067054,24.721012,24.587275,24.91123,24.587946,-0.323284
656.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042,0.0,0.023964,0.0,0.158549,0.00036708,24.691348,24.522618,24.87428,24.522985,-0.351295
680.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000384,0.0,0.022996,0.0,0.153007,0.00019624,24.662391,24.455086,24.83878,24.455282,-0.383498
703.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000353,0.0,0.022094,0.0,0.14802,0.0001025,24.634143,24.384693,24.80461,24.384796,-0.419814
727.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000324,0.0,0.021251,0.0,0.1435,5.233e-05,24.606594,24.311458,24.77167,24.31151,-0.46016
751.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000299,0.0,0.020464,0.0,0.139374,2.612e-05,24.579726,24.235405,24.73986,24.235431,-0.504429
775.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000277,0.0,0.019727,0.0,0.135586,1.275e-05,24.553518,24.156565,24.70911,24.156577,-0.552533
799.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000256,0.0,0.019036,0.0,0.132089,6.09e-06,24.527947,24.074982,24.67933,24.074988,-0.604342
822.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000238,0.0,0.018388,0.0,0.128844,2.85e-06,24.502992,23.99064,24.65046,23.990643,-0.659817
846.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000222,0.0,0.01778,0.0,0.125823,1.3e-06,24.478641,23.903611,24.62247,23.903612,-0.718858
870.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000207,0.0,0.01721,0.0,0.123001,5.8e-07,24.454886,23.814034,24.5953,23.814034,-0.781266
894.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000194,0.0,0.016674,0.0,0.120359,2.5e-07,24.431719,23.722056,24.56895,23.722056,-0.846894
917.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000182,0.0,0.016172,0.0,0.117878,1.1e-07,24.409119,23.6278,24.54335,23.6278,-0.91555
941.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000171,0.0,0.015699,0.0,0.115543,5e-08,24.387062,23.531359,24.51847,23.53136,-0.98711
965.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000161,0.0,0.015255,0.0,0.113339,2e-08,24.365517,23.432806,24.49427,23.432806,-1.061464
989.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000152,0.0,0.014836,0.0,0.111254,1e-08,24.344453,23.332201,24.47069,23.332201,-1.138489
1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000143,0.0,0.01444,0.0,0.109277,0.0,24.323841,23.229593,24.4477,23.229593,-1.218107
