hPa,LBL_g1,PAR_g1,LBL_g2,PAR_g2,LBL_g3,PAR_g3,LBL_g4,PAR_g4,LBL_g5,PAR_g5,LBL_g6,PAR_g6,LBL_g7,PAR_g7,LBL_g8,PAR_g8,LBL_g9,PAR_g9,LBL_g10,PAR_g10,LBL_tot,PAR_tot,PAR - LBL
0.0184,0.0,0.0,0.000584,0.00019133,0.02163,0.02215735,0.087528,0.0880571,0.242816,0.24294945,0.499119,0.49911841,1.296042,1.2960674,2.907133,2.9071355,2.93023,2.9302303,50.691764,50.691762,58.67685,58.677669,0.000819
0.0258,0.0,0.0,0.000287,4.538e-05,0.018472,0.0179658,0.086481,0.08718619,0.242583,0.24277038,0.499109,0.49910889,1.296004,1.2960399,2.907128,2.907132,2.93023,2.9302299,50.691764,50.691762,58.67206,58.672241,0.000181
0.0362,0.0,0.0,0.00012,5.95e-06,0.015295,0.01337116,0.085045,0.08595999,0.24225,0.24251359,0.499094,0.49909403,1.29595,1.2960006,2.907122,2.9071271,2.930229,2.9302293,50.691763,50.691762,58.66687,58.666064,-0.000806
0.0508,0.0,0.0,4.1e-05,3.4e-07,0.012252,0.00881674,0.083094,0.08423619,0.241775,0.24214328,0.499071,0.49907025,1.295873,1.2959443,2.907112,2.9071199,2.930228,2.9302284,50.691763,50.691762,58.66121,58.659322,-0.001888
0.0713,0.0,0.0,1.1e-05,1e-08,0.009441,0.0048851,0.080436,0.08178714,0.241083,0.24159791,0.499031,0.49903071,1.295761,1.295862,2.907098,2.9071093,2.930226,2.9302271,50.691763,50.691762,58.65485,58.652261,-0.002589
0.1,0.0,0.0,2e-06,0.0,0.006892,0.00209122,0.076729,0.07820516,0.240028,0.240757,0.498961,0.49896074,1.295589,1.2957355,2.907076,2.9070925,2.930223,2.930225,50.691763,50.691762,58.64726,58.644829,-0.002431
0.1403,0.0,0.0,0.0,0.0,0.004671,0.00061049,0.071538,0.07292792,0.238365,0.23942006,0.498832,0.49883277,1.295316,1.2955341,2.90704,2.9070649,2.930219,2.9302216,50.691762,50.691762,58.63774,58.636374,-0.001366
0.1968,0.0,0.0,0.0,0.0,0.002873,0.00010168,0.064495,0.06535923,0.235733,0.23728051,0.498593,0.49859658,1.294874,1.29521,2.906979,2.907019,2.930211,2.9302159,50.691761,50.691761,58.62552,58.625544,2.4e-05
0.276,0.0,0.0,0.0,0.0,0.001537,7.43e-06,0.055378,0.055005,0.231564,0.23384707,0.498146,0.49815865,1.294153,1.2946839,2.906876,2.9069422,2.930198,2.9302061,50.69176,50.69176,58.60961,58.610611,0.001001
0.3871,0.0,0.0,0.0,0.0,0.000649,1.6e-07,0.044332,0.04189217,0.224997,0.22834143,0.497307,0.4973433,1.292964,1.2938225,2.9067,2.9068124,2.930175,2.9301893,50.691757,50.691759,58.58888,58.59016,0.00128
0.5431,0.0,0.0,0.0,0.0,0.000175,0.0,0.032093,0.02718311,0.214779,0.21953139,0.49572,0.49581198,1.290982,1.2923903,2.906394,2.9065899,2.930135,2.93016,50.691752,50.691757,58.56203,58.563423,0.001393
0.7617,0.0,0.0,0.0,0.0,2e-05,0.0,0.02013,0.01365518,0.199317,0.20560816,0.492721,0.49291922,1.287664,1.2899548,2.90586,2.9061972,2.930063,2.9301065,50.691743,50.691752,58.52752,58.530193,0.002673
1.0685,0.0,0.0,0.0,0.0,0.0,0.0,0.010331,0.00461572,0.177279,0.18455786,0.487127,0.48752279,1.282224,1.2858826,2.904945,2.9055206,2.929937,2.9300125,50.691728,50.691744,58.48357,58.489856,0.006286
1.4988,0.0,0.0,0.0,0.0,0.0,0.0,0.004027,0.00089768,0.149083,0.15565888,0.477136,0.47787982,1.274026,1.2795247,2.903523,2.9044479,2.92974,2.9298634,50.691705,50.691732,58.42924,58.440004,0.010764
2.1024,0.0,0.0,0.0,0.0,0.0,0.0,0.001066,8.127e-05,0.11636,0.11975756,0.459764,0.46091616,1.26231,1.2699094,2.901444,2.9028065,2.929457,2.9296386,50.691673,50.691715,58.36207,58.374825,0.012755
2.949,0.0,0.0,0.0,0.0,0.0,0.0,0.000193,2.37e-06,0.082012,0.07983556,0.429948,0.43162514,1.245133,1.2551668,2.898321,2.9002436,2.92904,2.9292948,50.691629,50.691692,58.27628,58.287861,0.011581
4.1366,0.0,0.0,0.0,0.0,0.0,0.0,2.9e-05,1e-08,0.051037,0.04200356,0.380923,0.38214608,1.218758,1.2318424,2.893381,2.8960656,2.928391,2.9287485,50.691566,50.69166,58.16409,58.172466,0.008376
5.8025,0.0,0.0,0.0,0.0,0.0,0.0,3e-06,0.0,0.028525,0.01480488,0.30768,0.30498948,1.176618,1.1943847,2.885159,2.8890623,2.927328,2.9278587,50.691471,50.691611,58.01678,58.022711,0.005931
8.1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015708,0.00253631,0.214576,0.19966914,1.108097,1.1333332,2.870883,2.8769141,2.925503,2.9263617,50.691318,50.691531,57.82609,57.830346,0.004256
11.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008811,0.00011816,0.119534,0.09044538,0.998954,1.0353772,2.845352,2.8555975,2.92226,2.923807,50.691062,50.6914,57.58597,57.596745,0.010775
16.0147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004665,4.8e-07,0.046558,0.02037256,0.838295,0.88375973,2.79905,2.8177375,2.916363,2.9193711,50.690622,50.691174,57.29555,57.332415,0.036865
22.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002295,0.0,0.010296,0.00125845,0.635005,0.6691302,2.715208,2.7510596,2.90548,2.9116311,50.689845,50.690776,56.95813,57.023855,0.065725
31.5105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001084,0.0,0.001205,7.01e-06,0.425683,0.40820052,2.5666,2.6349334,2.88517,2.8979245,50.68844,50.690057,56.56818,56.631123,0.062943
44.2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000516,0.0,0.000159,0.0,0.250331,0.16852248,2.317242,2.438659,2.847182,2.873457,50.685852,50.688736,56.10128,56.169375,0.068095
62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000258,0.0,3.8e-05,0.0,0.132548,0.03393953,1.939853,2.1216072,2.777051,2.8295254,50.68106,50.686285,55.53081,55.671357,0.140547
85.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014,0.0,1.3e-05,0.0,0.074114,0.00211145,1.473662,1.6704754,2.658185,2.7548323,50.672663,50.681972,54.87878,55.109391,0.230611
109.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8e-05,0.0,7e-06,0.0,0.052252,6.512e-05,1.098345,1.2407386,2.518301,2.6637398,50.662058,50.676507,54.33105,54.58105,0.25
133.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1e-05,0.0,4e-06,0.0,0.041155,1.01e-06,0.816392,0.86987724,2.365853,2.5579979,50.649302,50.669892,53.87277,54.097768,0.224998
157.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5e-05,0.0,2e-06,0.0,0.034173,1e-08,0.61315,0.57637242,2.208902,2.4399557,50.634519,50.662183,53.49079,53.678511,0.187721
180.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4e-05,0.0,2e-06,0.0,0.02923,0.0,0.470261,0.36141345,2.053357,2.3118376,50.617738,50.653357,53.17062,53.326608,0.155988
204.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6e-05,0.0,1e-06,0.0,0.02542,0.0,0.370485,0.21456211,1.90181,2.1751234,50.598694,50.643267,52.89644,53.032953,0.136513
228.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,1e-06,0.0,0.022308,0.0,0.300622,0.12015564,1.75559,2.0302334,50.57706,50.631584,52.6556,52.781973,0.126373
252.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6e-05,0.0,1e-06,0.0,0.019703,0.0,0.25163,0.06361479,1.616723,1.8800187,50.552776,50.618238,52.44085,52.561871,0.121021
275.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2e-05,0.0,0.0,0.0,0.017491,0.0,0.216974,0.03183053,1.486732,1.7268121,50.525874,50.603162,52.24708,52.361805,0.114725
299.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-06,0.0,0.0,0.0,0.015593,0.0,0.19198,0.01505542,1.366417,1.5730434,50.496411,50.586295,52.07041,52.174394,0.103984
323.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-06,0.0,0.0,0.0,0.013951,0.0,0.173418,0.00675571,1.256027,1.4216574,50.464472,50.567641,51.90788,51.996054,0.088174
347.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0,0.0,0.0,0.012521,0.0,0.159126,0.00286773,1.155413,1.2740552,50.430166,50.547127,51.75723,51.82405,0.06682
371.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-06,0.0,0.0,0.0,0.011269,0.0,0.14769,0.00115319,1.064166,1.1322499,50.393629,50.524699,51.61676,51.658102,0.041342
394.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06,0.0,0.0,0.0,0.01017,0.0,0.138209,0.00044042,0.981728,0.99805857,50.355017,50.500336,51.48513,51.498835,0.013705
418.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06,0.0,0.0,0.0,0.009201,0.0,0.130117,0.00015975,0.907496,0.87253609,50.314527,50.474008,51.36134,51.346703,-0.014637
442.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,0.0,0.0,0.0,0.008346,0.0,0.123054,5.493e-05,0.840817,0.75625651,50.272359,50.445661,51.24458,51.201973,-0.042607
466.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.007589,0.0,0.116787,1.795e-05,0.781044,0.64998925,50.228731,50.415278,51.13415,51.065285,-0.068865
489.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.00692,0.0,0.111158,5.58e-06,0.727554,0.55409737,50.183866,50.382849,51.0295,50.936952,-0.092548
513.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.006326,0.0,0.106059,1.66e-06,0.679753,0.46858282,50.137988,50.348374,50.93013,50.816959,-0.113171
537.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.005798,0.0,0.101408,4.7e-07,0.637078,0.39287439,50.091315,50.311827,50.8356,50.704701,-0.130899
561.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.005328,0.0,0.097142,1.3e-07,0.599,0.32663619,50.044052,50.273187,50.74552,50.599823,-0.145697
585.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004909,0.0,0.093211,3e-08,0.565032,0.26933312,49.996396,50.232442,50.65955,50.501775,-0.157775
608.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004534,0.0,0.089573,1e-08,0.534725,0.22029108,49.948528,50.189582,50.57736,50.409873,-0.167487
632.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004198,0.0,0.086196,0.0,0.507666,0.1787516,49.900615,50.144601,50.49868,50.323352,-0.175328
656.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003897,0.0,0.083051,0.0,0.483484,0.14385026,49.85281,50.097466,50.42324,50.241316,-0.181924
680.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003625,0.0,0.080115,0.0,0.461843,0.11478771,49.805254,50.048151,50.35084,50.162938,-0.187902
703.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003381,0.0,0.077366,0.0,0.442442,0.09083853,49.758071,49.996653,50.28126,50.087491,-0.193769
727.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003159,0.0,0.074788,0.0,0.425007,0.0713013,49.711361,49.942973,50.21431,50.014275,-0.200035
751.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002958,0.0,0.072364,0.0,0.409297,0.05551873,49.66521,49.887119,50.14983,49.942637,-0.207193
775.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002776,0.0,0.070083,0.0,0.395099,0.0428901,49.619689,49.829098,50.08765,49.871988,-0.215662
799.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00261,0.0,0.067931,0.0,0.382226,0.03287874,49.574862,49.768931,50.02763,49.80181,-0.22582
822.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002459,0.0,0.065899,0.0,0.370518,0.02500129,49.530784,49.706591,49.96966,49.731592,-0.238068
846.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002321,0.0,0.06398,0.0,0.359836,0.01885839,49.487515,49.642116,49.91365,49.660975,-0.252675
870.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002195,0.0,0.062168,0.0,0.350061,0.01411455,49.445112,49.575597,49.85954,49.589711,-0.269829
894.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00208,0.0,0.060455,0.0,0.34109,0.01048512,49.40362,49.507127,49.80725,49.517612,-0.289638
917.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001975,0.0,0.058836,0.0,0.332829,0.00773269,49.363056,49.436784,49.75669,49.444516,-0.312174
941.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001878,0.0,0.057303,0.0,0.325193,0.0056627,49.323414,49.364623,49.70779,49.370286,-0.337504
965.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001789,0.0,0.055852,0.0,0.318109,0.00411831,49.284676,49.290685,49.66043,49.294803,-0.365627
989.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001706,0.0,0.054475,0.0,0.311512,0.00297494,49.246812,49.215001,49.61451,49.217976,-0.396534
1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001631,0.0,0.053167,0.0,0.305348,0.0021347,49.20979,49.137595,49.56994,49.139729,-0.430211
