,hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0,0.0003,10.76020237,10.86999113,10.871843,7.77800115,8.08926107,8.0869589,10.90809955,8.97683412,8.9756997,1.192907,0.99393097,0.99382522,0.24099638,0.19808903,0.1980668,0.00706887,0.00832733,0.00832647,0.03924906,0.03101038,0.03100719,0.00456403,0.00375091,0.00375052,0.00056793,0.00046214,0.00046209,7.075e-05,4.469e-05,4.468e-05,30.93172708,29.17170177,29.169985,-1.76002531,-1.76174208
1,0.0008,0.19358128,0.00017445,0.00017674,4.84771567,5.85207642,5.8504131,9.69650523,8.54411278,8.5430329,1.18919516,0.99552819,0.99542214,0.24200602,0.19886895,0.19884661,0.00717768,0.0083819,0.00838103,0.03942184,0.03113904,0.03113584,0.00459284,0.00377172,0.00377132,0.00057116,0.00046461,0.00046456,7.113e-05,4.493e-05,4.492e-05,16.220838,15.63456299,15.631689,-0.58627501,-0.589149
2,0.0011,0.04864087,1.02e-06,1.24e-06,3.82571209,4.72526049,4.7239193,8.98987683,8.2700407,8.2689956,1.19275576,1.00169454,1.0015878,0.24410357,0.20049543,0.2004729,0.00732785,0.00849272,0.00849183,0.03976138,0.03140048,0.03139725,0.00464859,0.00381395,0.00381356,0.00057744,0.00046962,0.00046958,7.193e-05,4.542e-05,4.541e-05,14.35347631,14.24171437,14.239195,-0.11176194,-0.11428131
3,0.0015,0.00816422,0.0,1e-08,2.86289074,3.4867026,3.4857156,8.11374644,7.89323794,7.8922409,1.19423961,1.00732256,1.0072154,0.24625121,0.2021387,0.20211601,0.00749676,0.00860532,0.00860443,0.04011447,0.03166611,0.03166285,0.0047067,0.00385688,0.00385648,0.00058401,0.00047472,0.00047467,7.273e-05,4.591e-05,4.591e-05,12.47826688,12.63405074,12.631932,0.15578386,0.15366512
4,0.0021,0.00078037,0.0,0.0,2.0006941,2.26691633,2.2662771,7.07617562,7.38630423,7.3853713,1.19263834,1.01202898,1.0119212,0.24841612,0.2037719,0.20374902,0.00768892,0.00871818,0.00871728,0.04047791,0.03193231,0.03192902,0.00476672,0.0038999,0.0038995,0.00059083,0.00047984,0.00047979,7.356e-05,4.641e-05,4.64e-05,10.5723025,10.91409808,10.912391,0.34179558,0.3400885
5,0.0029,3.404e-05,0.0,0.0,1.27499992,1.23462172,1.2342762,5.91745703,6.72297407,6.7221253,1.18676997,1.01542086,1.0153128,0.25059166,0.20538845,0.20536539,0.00791278,0.00883126,0.00883034,0.04085344,0.03219896,0.03219565,0.00482905,0.00394301,0.00394261,0.00059795,0.00048496,0.00048491,7.444e-05,4.69e-05,4.69e-05,8.68412029,9.22391019,9.22258,0.5397899,0.53845971
6,0.0041,5e-07,0.0,0.0,0.71945089,0.52521706,0.52507247,4.71304422,5.88576541,5.8850227,1.17509307,1.01694923,1.016841,0.25276878,0.20697955,0.20695631,0.00818018,0.00894451,0.00894359,0.04124354,0.03246598,0.03246264,0.00489425,0.00398621,0.00398579,0.00060543,0.00049009,0.00049004,7.532e-05,4.74e-05,4.74e-05,6.91535617,7.68084543,7.679822,0.76548926,0.76446583
7,0.0057,0.0,0.0,0.0,0.34951875,0.15856829,0.15852648,3.5607153,4.87936584,4.8787508,1.15567584,1.01585567,1.0157476,0.2549361,0.20853391,0.20851051,0.0085078,0.00905801,0.00905707,0.04165191,0.03273345,0.03273009,0.00496314,0.0040295,0.00402908,0.00061336,0.00049523,0.00049518,7.626e-05,4.79e-05,4.79e-05,5.37665847,6.3086878,6.3078947,0.93202933,0.93123623
8,0.008,0.0,0.0,0.0,0.14340084,0.02982093,0.02981416,2.55040733,3.74766344,3.7471916,1.12620623,1.01108423,1.0109765,0.25707456,0.21003344,0.21000984,0.00891889,0.00917165,0.0091707,0.04208325,0.03300115,0.03299776,0.00503679,0.00407287,0.00407245,0.00062189,0.00050038,0.00050033,7.723e-05,4.84e-05,4.84e-05,4.13382701,5.0453965,5.0447818,0.91156949,0.91095479
9,0.0112,0.0,0.0,0.0,0.049228,0.00292783,0.00292763,1.73415902,2.58758915,2.5872642,1.08416939,1.00269117,1.0025844,0.25915948,0.21201622,0.21199241,0.0094461,0.00946331,0.00946233,0.04254446,0.03333525,0.03333183,0.00511676,0.00412818,0.00412775,0.00063119,0.0005071,0.00050705,7.827e-05,4.901e-05,4.901e-05,3.18453266,3.85270722,3.8522466,0.66817456,0.66771394
10,0.0158,0.0,0.0,0.0,0.01402722,0.0001179,0.00011802,1.11891069,1.53970737,1.5395149,1.02722541,0.99038504,0.99027973,0.26115667,0.21515357,0.21512943,0.01013521,0.01017209,0.01017103,0.04304505,0.03381394,0.03381046,0.00520521,0.00420966,0.00420923,0.00064152,0.0005172,0.00051715,7.939e-05,4.986e-05,4.985e-05,2.48042637,2.79412663,2.7937998,0.31370026,0.31337343
11,0.0221,0.0,0.0,0.0,0.00327043,1.39e-06,1.41e-06,0.68285884,0.74419087,0.74409864,0.9538943,0.96957636,0.96947319,0.26302151,0.2187512,0.21872664,0.0110504,0.01112605,0.01112489,0.04359839,0.034347,0.03434346,0.00530517,0.00430127,0.00430083,0.00065324,0.00052846,0.00052841,8.06e-05,5.072e-05,5.072e-05,1.96373289,1.98287333,1.9826482,0.01914044,0.01891531
