hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0.0,0.000804,0.000804,0.00080422,0.001635,0.001635,0.00163471,0.009604,0.009604,0.00960379,0.023339,0.023339,0.02333896,0.062986,0.062986,0.0629855,0.129177,0.129177,0.12917701,0.335439,0.335439,0.33543926,0.752369,0.752369,0.75236878,0.758344,0.758344,0.75834386,13.119028,13.119028,13.119028,15.19272,15.19272,15.192724,0.0,4e-06
0.0006,4.3e-05,2e-06,2.05e-06,0.001294,0.001302,0.0013015,0.009183,0.009266,0.00926567,0.023295,0.023302,0.02330215,0.062977,0.062979,0.06297817,0.129177,0.129177,0.1291767,0.335438,0.335438,0.33543811,0.752369,0.752369,0.75236864,0.758344,0.758344,0.75834384,13.119028,13.119028,13.119028,15.19115,15.19121,15.191205,6e-05,5.5e-05
0.0009,2.1e-05,0.0,1.8e-07,0.00119,0.001187,0.00118696,0.009023,0.009133,0.00913273,0.023277,0.023287,0.02328729,0.062973,0.062976,0.06297521,0.129177,0.129177,0.12917658,0.335437,0.335437,0.33543765,0.752369,0.752369,0.75236859,0.758344,0.758344,0.75834384,13.119028,13.119028,13.119028,15.19084,15.19094,15.190937,0.0001,9.7e-05
0.0012,9e-06,0.0,1e-08,0.001064,0.001042,0.00104219,0.008808,0.008949,0.00894912,0.023252,0.023266,0.02326629,0.062968,0.062972,0.06297102,0.129176,0.129176,0.1291764,0.335436,0.335437,0.33543699,0.752368,0.752369,0.75236851,0.758344,0.758344,0.75834383,13.119028,13.119028,13.119028,15.19045,15.19058,15.190582,0.00013,0.000132
0.0017,3e-06,0.0,0.0,0.000919,0.000867,0.00086727,0.008521,0.008697,0.00869721,0.023216,0.023237,0.02323664,0.062961,0.062966,0.06296509,0.129176,0.129176,0.12917615,0.335435,0.335436,0.33543606,0.752368,0.752369,0.75236839,0.758344,0.758344,0.75834381,13.119028,13.119028,13.119028,15.18997,15.19012,15.190119,0.00015,0.000149
0.0024,1e-06,0.0,0.0,0.000758,0.000669,0.00066907,0.008149,0.008355,0.00835507,0.023166,0.023195,0.0231948,0.06295,0.062957,0.0629567,0.129176,0.129176,0.12917579,0.335434,0.335434,0.33543475,0.752368,0.752368,0.75236823,0.758344,0.758344,0.75834379,13.119028,13.119028,13.119028,15.18937,15.18953,15.189526,0.00016,0.000156
0.0034,0.0,0.0,0.0,0.000589,0.000464,0.0004638,0.007676,0.007897,0.00789675,0.023096,0.023136,0.02313578,0.062936,0.062945,0.06294485,0.129175,0.129175,0.12917528,0.335431,0.335433,0.33543289,0.752368,0.752368,0.75236801,0.758344,0.758344,0.75834377,13.119028,13.119028,13.119028,15.18864,15.18879,15.188789,0.00015,0.000149
0.0048,0.0,0.0,0.0,0.000424,0.000276,0.00027643,0.007096,0.007295,0.00729466,0.022998,0.023053,0.0230526,0.062915,0.062929,0.06292808,0.129175,0.129175,0.12917455,0.335428,0.33543,0.33543026,0.752367,0.752368,0.75236768,0.758344,0.758344,0.75834373,13.119028,13.119028,13.119028,15.18777,15.1879,15.187896,0.00013,0.000126
0.0067,0.0,0.0,0.0,0.000276,0.000133,0.00013311,0.006413,0.006525,0.00652513,0.022861,0.022936,0.02293555,0.062886,0.062905,0.06290438,0.129174,0.129174,0.12917353,0.335423,0.335426,0.33542655,0.752367,0.752367,0.75236723,0.758344,0.758344,0.75834367,13.119028,13.119028,13.119028,15.18677,15.18684,15.186837,7e-05,6.7e-05
0.0094,0.0,0.0,0.0,0.000159,4.7e-05,4.743e-05,0.005649,0.005579,0.00557866,0.02267,0.022771,0.02277113,0.062845,0.062871,0.06287089,0.129172,0.129172,0.12917207,0.335416,0.335421,0.33542129,0.752366,0.752367,0.75236658,0.758344,0.758344,0.75834359,13.119028,13.119028,13.119028,15.18565,15.1856,15.1856,-5e-05,-5e-05
0.0131,0.0,0.0,0.0,7.9e-05,1.1e-05,1.104e-05,0.004837,0.004475,0.00447537,0.022407,0.02254,0.02254042,0.062787,0.062824,0.06282343,0.12917,0.12917,0.12916995,0.335407,0.335414,0.33541384,0.752365,0.752366,0.75236566,0.758343,0.758344,0.75834348,13.119028,13.119028,13.119028,15.18442,15.18417,15.184171,-0.00025,-0.000249
0.0184,0.0,0.0,0.0,3.4e-05,1e-06,1.41e-06,0.004018,0.003282,0.00328228,0.022046,0.022217,0.02221682,0.062704,0.062756,0.06275581,0.129167,0.129167,0.12916676,0.335393,0.335403,0.33540325,0.752363,0.752365,0.75236434,0.758343,0.758343,0.75834332,13.119028,13.119028,13.119028,15.1831,15.18256,15.182562,-0.00054,-0.000538
0.0258,0.0,0.0,0.0,1.2e-05,0.0,8e-08,0.003235,0.002122,0.00212156,0.021557,0.021765,0.02176462,0.062587,0.06266,0.06265924,0.129162,0.129162,0.12916187,0.335374,0.335388,0.33538815,0.752361,0.752363,0.75236245,0.758343,0.758343,0.75834308,13.119028,13.119028,13.119028,15.18166,15.18083,15.180829,-0.00083,-0.000831
0.0362,0.0,0.0,0.0,3e-06,0.0,0.0,0.002523,0.001148,0.00114761,0.020905,0.021136,0.02113622,0.06242,0.062521,0.06252099,0.129155,0.129154,0.12915425,0.335347,0.335366,0.3353666,0.752358,0.75236,0.75235973,0.758343,0.758343,0.75834275,13.119028,13.119028,13.119028,15.18008,15.17906,15.179056,-0.00102,-0.001024
0.0508,0.0,0.0,0.0,1e-06,0.0,0.0,0.001906,0.000483,0.00048255,0.02005,0.020268,0.02026798,0.062182,0.062322,0.06232178,0.129143,0.129142,0.12914204,0.335308,0.335335,0.33533567,0.752353,0.752356,0.7523558,0.758342,0.758342,0.75834227,13.119028,13.119028,13.119028,15.17831,15.17728,15.177276,-0.00103,-0.001034
0.0713,0.0,0.0,0.0,0.0,0.0,0.0,0.001387,0.000141,0.00014085,0.018919,0.019054,0.01905436,0.061833,0.062026,0.06202572,0.129122,0.129121,0.12912149,0.33525,0.33529,0.33528981,0.752346,0.75235,0.75234987,0.758341,0.758342,0.75834154,13.119028,13.119028,13.119028,15.17623,15.17535,15.175352,-0.00088,-0.000878
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.000956,2.4e-05,2.398e-05,0.01741,0.017339,0.0173392,0.061299,0.061568,0.0615674,0.129086,0.129085,0.12908492,0.335161,0.335218,0.33521867,0.752334,0.752341,0.7523404,0.75834,0.758341,0.75834037,13.119028,13.119028,13.119028,15.17361,15.17294,15.172943,-0.00067,-0.000667
0.1403,0.0,0.0,0.0,0.0,0.0,0.0,0.000612,2e-06,1.86e-06,0.015442,0.014981,0.01498061,0.06047,0.060847,0.06084693,0.129019,0.129019,0.12901858,0.335019,0.335106,0.33510599,0.752315,0.752325,0.75232493,0.758337,0.758339,0.75833845,13.119028,13.119027,13.119028,15.17024,15.16965,15.169645,-0.00059,-0.000595
0.1968,0.0,0.0,0.0,0.0,0.0,0.0,0.000347,0.0,5e-08,0.012998,0.011931,0.01193092,0.059188,0.059712,0.05971174,0.128897,0.128897,0.12889715,0.334791,0.334926,0.33492592,0.752283,0.7523,0.75229945,0.758333,0.758335,0.75833524,13.119027,13.119027,13.119027,15.16586,15.16513,15.165128,-0.00073,-0.000732
