hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0.0,0.003107,0.003107,0.0031075,0.006316,0.006316,0.00631649,0.037109,0.037109,0.03710893,0.090181,0.090181,0.09018146,0.243375,0.243375,0.24337521,0.499138,0.499138,0.49913837,1.296133,1.296133,1.2961331,2.907144,2.907144,2.9071437,2.930231,2.930231,2.9302313,50.691764,50.691764,50.691763,58.7045,58.7045,58.704499,0.0,-1e-06
0.0006,0.000902,0.000662,0.00066214,0.005921,0.005955,0.00595577,0.036675,0.036767,0.03676664,0.090137,0.090144,0.09014476,0.243366,0.243368,0.2433679,0.499138,0.499138,0.49913806,1.296132,1.296132,1.296132,2.907144,2.907144,2.9071435,2.930231,2.930231,2.9302313,50.691764,50.691764,50.691763,58.70141,58.7013,58.701305,-0.00011,-0.000105
0.0009,0.000662,0.000355,0.00035521,0.005774,0.005816,0.00581597,0.036502,0.03663,0.03662954,0.090119,0.090129,0.09012994,0.243363,0.243365,0.24336495,0.499138,0.499138,0.49913794,1.296131,1.296131,1.2961315,2.907143,2.907144,2.9071435,2.930231,2.930231,2.9302313,50.691764,50.691764,50.691763,58.70083,58.7007,58.700702,-0.00013,-0.000128
0.0012,0.000457,0.000148,0.00014832,0.005577,0.005624,0.0056243,0.036263,0.036438,0.03643778,0.090094,0.090109,0.09010901,0.243358,0.243361,0.24336078,0.499138,0.499137,0.49913776,1.29613,1.296131,1.2961309,2.907143,2.907144,2.9071434,2.930231,2.930231,2.9302313,50.691764,50.691764,50.691763,58.70016,58.70009,58.700086,-7e-05,-7.4e-05
0.0017,0.00029,4.4e-05,4.356e-05,0.005319,0.005364,0.00536439,0.035932,0.03617,0.03616993,0.090059,0.090079,0.09007944,0.24335,0.243355,0.24335489,0.499138,0.499137,0.49913751,1.296129,1.29613,1.29613,2.907143,2.907144,2.9071433,2.930231,2.930231,2.9302313,50.691764,50.691764,50.691763,58.69935,58.69942,58.699417,7e-05,6.7e-05
0.0024,0.000164,8e-06,7.81e-06,0.004988,0.005017,0.00501784,0.035477,0.035797,0.03579683,0.090009,0.090037,0.09003769,0.24334,0.243346,0.24334656,0.499137,0.499137,0.49913716,1.296127,1.296129,1.2961287,2.907143,2.907143,2.9071431,2.930231,2.930231,2.9302312,50.691764,50.691764,50.691762,58.69838,58.69861,58.698609,0.00023,0.000229
0.0034,8e-05,1e-06,7e-07,0.004577,0.004566,0.00456642,0.034855,0.035279,0.03527893,0.089938,0.089978,0.08997874,0.243326,0.243335,0.24333478,0.499137,0.499136,0.49913665,1.296125,1.296127,1.2961268,2.907143,2.907143,2.9071429,2.930231,2.930231,2.9302312,50.691764,50.691764,50.691762,58.69718,58.69756,58.69756,0.00038,0.00038
0.0048,3.2e-05,0.0,2e-08,0.004084,0.003997,0.00399745,0.034016,0.034564,0.03456364,0.089838,0.089895,0.08989552,0.243306,0.243318,0.24331814,0.499136,0.499136,0.49913594,1.296122,1.296124,1.2961242,2.907142,2.907143,2.9071426,2.930231,2.930231,2.9302312,50.691764,50.691764,50.691762,58.69567,58.69617,58.696171,0.0005,0.000501
0.0067,1e-05,0.0,0.0,0.003515,0.003313,0.00331291,0.032901,0.033583,0.03358279,0.089697,0.089778,0.08977809,0.243277,0.243294,0.24329461,0.499135,0.499135,0.49913492,1.296117,1.29612,1.2961205,2.907142,2.907142,2.9071421,2.930231,2.930231,2.9302311,50.691764,50.691764,50.691762,58.69379,58.69436,58.69436,0.00057,0.00057
0.0094,2e-06,0.0,0.0,0.002887,0.002541,0.00254139,0.031449,0.032251,0.03225108,0.089499,0.089612,0.08961246,0.243236,0.243261,0.24326138,0.499134,0.499133,0.49913348,1.29611,1.296115,1.2961153,2.907141,2.907142,2.9071415,2.930231,2.930231,2.930231,50.691764,50.691764,50.691762,58.69145,58.69205,58.69205,0.0006,0.0006
