hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0.0,0.003107,0.003107,0.0031075,0.006316,0.006316,0.00631649,0.037109,0.037109,0.03710893,0.090181,0.090181,0.09018146,0.243375,0.243375,0.24337521,0.499138,0.499138,0.49913837,1.296133,1.296133,1.2961331,2.907144,2.907144,2.9071437,2.930231,2.930231,2.9302313,50.691764,50.691764,50.691763,58.7045,58.7045,58.704499,0.0,-1e-06
0.0006,0.000899,0.000662,0.00066211,0.005915,0.00595,0.0059506,0.036673,0.036765,0.03676509,0.090137,0.090144,0.09014414,0.243366,0.243368,0.24336777,0.499138,0.499138,0.49913805,1.296132,1.296132,1.296132,2.907144,2.907144,2.9071435,2.930231,2.930231,2.9302313,50.691764,50.691764,50.691763,58.7014,58.7013,58.701297,-0.0001,-0.000103
0.0009,0.000657,0.000355,0.00035519,0.005764,0.005807,0.00580719,0.0365,0.036627,0.03662685,0.090118,0.090128,0.09012886,0.243362,0.243365,0.24336472,0.499138,0.499138,0.49913792,1.296131,1.296131,1.2961315,2.907143,2.907144,2.9071435,2.930231,2.930231,2.9302313,50.691764,50.691764,50.691763,58.70081,58.70069,58.70069,-0.00012,-0.00012
0.0012,0.000449,0.000148,0.0001483,0.005558,0.005606,0.00560612,0.036258,0.036432,0.03643206,0.090091,0.090106,0.09010671,0.243357,0.24336,0.24336029,0.499138,0.499137,0.49913773,1.29613,1.296131,1.2961308,2.907143,2.907144,2.9071434,2.930231,2.930231,2.9302313,50.691764,50.691764,50.691763,58.70012,58.70006,58.700059,-6e-05,-6.1e-05
0.0017,0.000279,4.4e-05,4.355e-05,0.005281,0.005327,0.00532785,0.035921,0.036158,0.03615794,0.090053,0.090074,0.09007459,0.243349,0.243354,0.24335385,0.499138,0.499137,0.49913744,1.296129,1.29613,1.2961298,2.907143,2.907144,2.9071433,2.930231,2.930231,2.9302313,50.691764,50.691764,50.691763,58.69929,58.69936,58.699362,7e-05,7.2e-05
0.0024,0.000153,8e-06,7.81e-06,0.004919,0.00495,0.00495029,0.035453,0.035773,0.0357733,0.089996,0.090028,0.09002808,0.243337,0.243344,0.2433445,0.499137,0.499137,0.49913702,1.296127,1.296128,1.2961283,2.907143,2.907143,2.9071431,2.930231,2.930231,2.9302312,50.691764,50.691764,50.691762,58.69826,58.69851,58.698506,0.00025,0.000246
0.0034,7e-05,1e-06,7e-07,0.004464,0.004452,0.00445207,0.03481,0.035236,0.03523555,0.089914,0.08996,0.08996076,0.24332,0.243331,0.24333094,0.499137,0.499136,0.4991364,1.296124,1.296126,1.2961262,2.907143,2.907143,2.9071428,2.930231,2.930231,2.9302312,50.691764,50.691764,50.691762,58.69698,58.69738,58.697379,0.0004,0.000399
0.0048,2.5e-05,0.0,2e-08,0.003913,0.00382,0.00381981,0.033934,0.034487,0.03448703,0.089796,0.089862,0.08986294,0.243295,0.243311,0.2433111,0.499136,0.499135,0.49913545,1.29612,1.296123,1.2961231,2.907142,2.907143,2.9071424,2.930231,2.930231,2.9302312,50.691764,50.691764,50.691762,58.69536,58.69588,58.695875,0.00052,0.000515
0.0067,6e-06,0.0,0.0,0.003278,0.003062,0.00306186,0.032758,0.033453,0.0334525,0.089623,0.08972,0.08972056,0.243259,0.243282,0.24328198,0.499134,0.499134,0.49913401,1.296114,1.296118,1.2961185,2.907141,2.907142,2.9071418,2.930231,2.930231,2.9302311,50.691764,50.691764,50.691762,58.69331,58.6939,58.693905,0.00059,0.000595
0.0094,1e-06,0.0,0.0,0.002585,0.002225,0.00222509,0.031207,0.032038,0.03203808,0.089373,0.089513,0.08951368,0.243205,0.243239,0.24323929,0.499132,0.499131,0.49913182,1.296105,1.296111,1.2961116,2.90714,2.907141,2.9071409,2.930231,2.930231,2.930231,50.691764,50.691764,50.691762,58.69074,58.69139,58.691394,0.00065,0.000654
0.0131,0.0,0.0,0.0,0.001878,0.001404,0.0014039,0.029214,0.030133,0.03013338,0.08901,0.089213,0.08921333,0.243126,0.243177,0.24317673,0.499129,0.499128,0.49912849,1.296092,1.296101,1.2961016,2.907138,2.90714,2.9071395,2.930231,2.93023,2.9302308,50.691764,50.691764,50.691762,58.68758,58.68829,58.68829,0.00071,0.00071
0.0184,0.0,0.0,0.0,0.00122,0.000723,0.00072259,0.026734,0.027623,0.02762248,0.088486,0.088777,0.08877718,0.243009,0.243085,0.24308474,0.499123,0.499123,0.49912329,1.296073,1.296087,1.2960867,2.907136,2.907138,2.9071375,2.93023,2.93023,2.9302305,50.691764,50.691764,50.691762,58.68378,58.68455,58.684547,0.00077,0.000767
0.0258,0.0,0.0,0.0,0.000681,0.000277,0.00027737,0.023778,0.024412,0.02441205,0.087732,0.088144,0.08814437,0.242838,0.242949,0.24294927,0.499115,0.499115,0.49911512,1.296044,1.296065,1.2960648,2.907132,2.907135,2.9071345,2.93023,2.93023,2.9302302,50.691764,50.691764,50.691762,58.67931,58.68009,58.68009,0.00078,0.00078
0.0362,0.0,0.0,0.0,0.000312,7e-05,6.98e-05,0.020436,0.020482,0.02048187,0.086652,0.087227,0.08722784,0.242584,0.242749,0.24274938,0.499102,0.499102,0.49910222,1.296002,1.296032,1.2960323,2.907126,2.90713,2.9071299,2.930229,2.930229,2.9302296,50.691763,50.691764,50.691762,58.67421,58.67479,58.674785,0.00058,0.000575
0.0508,0.0,0.0,0.0,0.000112,1e-05,9.62e-06,0.016887,0.015963,0.01596339,0.085122,0.085908,0.08590837,0.242211,0.242455,0.24245491,0.499081,0.499081,0.49908171,1.295939,1.295984,1.2959843,2.907117,2.907123,2.9071231,2.930228,2.930228,2.9302287,50.691763,50.691764,50.691762,58.66846,58.66852,58.668516,6e-05,5.6e-05
0.0713,0.0,0.0,0.0,3e-05,1e-06,5.7e-07,0.013373,0.011211,0.01121144,0.082995,0.084028,0.08402825,0.241667,0.242023,0.24202299,0.499047,0.499049,0.49904907,1.295847,1.295914,1.295914,2.907105,2.907113,2.907113,2.930226,2.930227,2.9302274,50.691763,50.691764,50.691762,58.66205,58.66133,58.661329,-0.00072,-0.000721
0.1,0.0,0.0,0.0,6e-06,0.0,1e-08,0.010116,0.006793,0.00679322,0.080089,0.08137,0.08137077,0.240876,0.241388,0.24138857,0.498993,0.498996,0.49899639,1.295712,1.295811,1.2958108,2.907085,2.907098,2.9070981,2.930224,2.930225,2.9302255,50.691763,50.691763,50.691762,58.65486,58.65345,58.653445,-0.00141,-0.001415
0.1403,0.0,0.0,0.0,1e-06,0.0,0.0,0.007272,0.003335,0.00333549,0.076191,0.077646,0.07764651,0.239721,0.240452,0.24045199,0.498905,0.49891,0.49890992,1.295513,1.295659,1.295659,2.907057,2.907076,2.9070759,2.93022,2.930222,2.9302226,50.691762,50.691763,50.691762,58.64664,58.64506,58.645063,-0.00158,-0.001577
0.1968,0.0,0.0,0.0,0.0,0.0,0.0,0.004927,0.001213,0.00121267,0.071081,0.072495,0.07249553,0.238031,0.23906,0.2390605,0.498757,0.498765,0.49876509,1.295221,1.295434,1.2954346,2.907014,2.907043,2.9070426,2.930215,2.930218,2.9302183,50.691762,50.691763,50.691761,58.63701,58.63599,58.63599,-0.00102,-0.00102
0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.003089,0.000287,0.00028665,0.06457,0.065522,0.06552195,0.235549,0.236979,0.23697942,0.498503,0.498517,0.49851774,1.294787,1.295101,1.2951009,2.90695,2.906993,2.9069926,2.930207,2.930211,2.9302117,50.691761,50.691762,50.691761,58.62542,58.62537,58.625372,-5e-05,-4.8e-05
0.3871,0.0,0.0,0.0,0.0,0.0,0.0,0.001714,3.7e-05,3.653e-05,0.056543,0.056399,0.05639885,0.231889,0.233846,0.23384619,0.49806,0.498087,0.49808696,1.294138,1.2946,1.2946004,2.906853,2.906917,2.9069166,2.930194,2.930201,2.9302018,50.691759,50.691761,50.69176,58.61115,58.61185,58.611847,0.0007,0.000697
0.5431,0.0,0.0,0.0,0.0,0.0,0.0,0.000753,2e-06,1.9e-06,0.047022,0.045072,0.04507182,0.226472,0.229088,0.22908776,0.497272,0.497319,0.49731908,1.293162,1.293838,1.2938382,2.906704,2.9068,2.9067992,2.930174,2.930186,2.9301863,50.691757,50.69176,50.691758,58.59332,58.59406,58.594062,0.00074,0.000742
0.7617,0.0,0.0,0.0,0.0,0.0,0.0,0.000209,0.0,3e-08,0.036531,0.032435,0.03243495,0.218696,0.222023,0.2220234,0.495879,0.495953,0.49595357,1.291746,1.292698,1.292698,2.906484,2.906621,2.9066211,2.930146,2.930163,2.9301629,50.691753,50.691758,50.691756,58.57144,58.57165,58.57165,0.00021,0.00021
