,hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0,0.0003,10.29808169,10.84241504,10.844257,4.65474999,4.55193298,4.5506437,5.70509101,4.58748026,4.5869029,0.60616363,0.5041786,0.50412529,0.12238051,0.10050227,0.10049104,0.0036318,0.00425973,0.00425929,0.0199163,0.01573532,0.01573371,0.0023289,0.00191224,0.00191204,0.00028925,0.00023544,0.00023542,3.604e-05,2.277e-05,2.277e-05,21.41266913,20.60867464,20.608583,-0.80399449,-0.80408613
1,0.0008,0.72910405,0.0624521,0.06247295,3.56813512,3.92016461,3.9190545,5.39140471,4.49364304,4.4930775,0.61455357,0.51216883,0.51211467,0.1247989,0.10232161,0.10231017,0.00378798,0.00438253,0.00438208,0.0203002,0.01602509,0.01602344,0.00239158,0.00195904,0.00195884,0.00029636,0.000241,0.00024098,3.692e-05,2.331e-05,2.331e-05,10.45480939,9.11338117,9.1116585,-1.34142822,-1.34315089
2,0.0011,0.30243622,0.00426082,0.00426473,3.12798569,3.59989294,3.5988739,5.22070051,4.4570241,4.4564632,0.6348957,0.52918188,0.52912594,0.12987954,0.10603936,0.10602751,0.0040852,0.00463277,0.00463229,0.0211134,0.01661555,0.01661385,0.00252377,0.00205441,0.00205419,0.00031157,0.00025233,0.00025231,3.884e-05,2.441e-05,2.441e-05,9.44397042,8.71997857,8.7183323,-0.72399185,-0.72563812
3,0.0015,0.0992291,0.00010668,0.00010731,2.62425461,3.14159189,3.1407029,4.98637149,4.3891447,4.3885923,0.65589249,0.54639826,0.54634049,0.1353595,0.10984533,0.10983305,0.00441954,0.00488917,0.00488866,0.02200573,0.01722053,0.01721876,0.00266863,0.00215212,0.0021519,0.00032855,0.00026394,0.00026391,4.096e-05,2.554e-05,2.553e-05,8.5305706,8.21163815,8.2101248,-0.31893245,-0.3204458
4,0.0021,0.02330939,6.7e-07,7.3e-07,2.09154001,2.54728275,2.5465623,4.67458522,4.2779168,4.2773784,0.67699744,0.56348895,0.56342933,0.1411966,0.11369114,0.11367843,0.0047932,0.00514857,0.00514804,0.02297374,0.01783262,0.01783078,0.00282572,0.00225098,0.00225075,0.00034732,0.00027568,0.00027565,4.331e-05,2.668e-05,2.667e-05,7.63861196,7.52791484,7.526581,-0.11069712,-0.11203096
5,0.0029,0.00341526,0.0,0.0,1.56676663,1.85918822,1.8586628,4.2752577,4.10901028,4.108493,0.69778365,0.58029081,0.58022936,0.14741072,0.11757427,0.11756111,0.0052132,0.00541099,0.00541043,0.02402452,0.01845179,0.01844989,0.00299636,0.002351,0.00235075,0.00036809,0.00028756,0.00028753,4.59e-05,2.783e-05,2.783e-05,6.72328202,6.69259276,6.6914727,-0.03068926,-0.03180932
6,0.0041,0.00025694,0.0,0.0,1.08095846,1.16856631,1.1682369,3.78582974,3.86955687,3.8690699,0.71751264,0.59955387,0.59949044,0.15400017,0.12255758,0.12254388,0.00568781,0.00583051,0.0058299,0.02516253,0.01933533,0.01933334,0.00318163,0.00249831,0.00249805,0.00039104,0.00030686,0.00030683,4.878e-05,2.989e-05,2.988e-05,5.77302972,5.78823551,5.7873391,0.01520579,0.01430938
7,0.0057,7.59e-06,0.0,0.0,0.66443456,0.59289659,0.59273017,3.2180048,3.54046326,3.5400177,0.73513159,0.61972498,0.61965934,0.16095626,0.12822652,0.12821216,0.00622768,0.00634818,0.00634752,0.0263924,0.02038486,0.02038277,0.00338273,0.00267529,0.00267501,0.00041639,0.00033079,0.00033075,5.194e-05,3.251e-05,3.25e-05,4.81500594,4.91108299,4.9103879,0.09607705,0.09538196
8,0.008,6e-08,0.0,0.0,0.34824524,0.22181759,0.22175602,2.60313432,3.10710464,3.1067139,0.74949925,0.63843091,0.6383634,0.16833408,0.13393222,0.13391725,0.00684968,0.00687176,0.00687104,0.02773112,0.02144629,0.02144409,0.00360258,0.00285429,0.002854,0.00044459,0.00035499,0.00035495,5.547e-05,3.516e-05,3.516e-05,3.90789638,4.13284785,4.1323098,0.22495147,0.22441342
9,0.0112,0.0,0.0,0.0,0.14811375,0.05402726,0.05401272,1.98788194,2.57118496,2.5708616,0.75875372,0.65541169,0.65534226,0.17614018,0.13986883,0.13985317,0.00757445,0.00747852,0.00747774,0.02919068,0.02253386,0.02253154,0.00384367,0.00303797,0.00303766,0.00047601,0.00037976,0.00037972,5.94e-05,3.784e-05,3.784e-05,3.11203381,3.45396069,3.4535343,0.34192688,0.34150049
