hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0.0,0.001554,0.001554,0.00155375,0.003158,0.003158,0.00315825,0.018554,0.018554,0.01855446,0.045091,0.045091,0.04509073,0.121688,0.121688,0.1216876,0.249569,0.249569,0.24956918,0.648067,0.648067,0.64806657,1.453572,1.453572,1.4535718,1.465116,1.465116,1.4651157,25.345882,25.345882,25.345881,29.35225,29.35225,29.352249,0.0,-1e-06
0.0006,0.000224,7.1e-05,7.054e-05,0.002783,0.002807,0.00280676,0.018125,0.018213,0.01821342,0.045046,0.045054,0.04505391,0.121679,0.121681,0.12168027,0.249569,0.249569,0.24956888,0.648065,0.648066,0.64806542,1.453572,1.453572,1.4535717,1.465116,1.465116,1.4651156,25.345882,25.345882,25.345881,29.35006,29.35003,29.350028,-3e-05,-3.2e-05
0.0009,0.000142,2e-05,2.03e-05,0.002654,0.002676,0.00267607,0.017957,0.018077,0.01807768,0.045029,0.045039,0.04503903,0.121675,0.121678,0.12167731,0.249569,0.249569,0.24956875,0.648065,0.648065,0.64806496,1.453572,1.453572,1.4535716,1.465116,1.465116,1.4651156,25.345882,25.345882,25.345881,29.34966,29.34969,29.349693,3e-05,3.3e-05
0.0012,8e-05,4e-06,3.54e-06,0.002488,0.002502,0.00250183,0.017726,0.017888,0.01788865,0.045003,0.045018,0.045018,0.12167,0.121674,0.12167311,0.249569,0.249568,0.24956857,0.648064,0.648065,0.6480643,1.453572,1.453572,1.4535716,1.465116,1.465116,1.4651156,25.345882,25.345882,25.345881,29.34917,29.34929,29.349286,0.00012,0.000116
0.0017,3.9e-05,0.0,3.1e-07,0.002282,0.002275,0.00227487,0.017412,0.017626,0.01762621,0.044968,0.044989,0.0449883,0.121663,0.121668,0.12166719,0.249568,0.249568,0.24956832,0.648063,0.648064,0.64806338,1.453571,1.453572,1.4535714,1.465116,1.465116,1.4651156,25.345882,25.345882,25.345881,29.34856,29.34876,29.348757,0.0002,0.000197
0.0024,1.6e-05,0.0,1e-08,0.002034,0.001989,0.00198899,0.016987,0.017263,0.01726384,0.044917,0.044947,0.04494635,0.121652,0.121659,0.1216588,0.249568,0.249568,0.24956796,0.648061,0.648062,0.64806206,1.453571,1.453571,1.4535713,1.465116,1.465116,1.4651156,25.345882,25.345882,25.345881,29.3478,29.34806,29.348056,0.00026,0.000256
0.0034,5e-06,0.0,0.0,0.001749,0.001645,0.00164537,0.016424,0.016767,0.016767,0.044846,0.044887,0.04488711,0.121638,0.121647,0.12164694,0.249568,0.249567,0.24956745,0.648059,0.648061,0.6480602,1.453571,1.453571,1.4535711,1.465116,1.465116,1.4651156,25.345882,25.345882,25.345881,29.34686,29.34714,29.347142,0.00028,0.000282
0.0048,1e-06,0.0,0.0,0.001435,0.001259,0.00125873,0.01569,0.016092,0.01609265,0.044747,0.044804,0.04480352,0.121617,0.121631,0.12163017,0.249567,0.249567,0.24956673,0.648055,0.648058,0.64805758,1.453571,1.453571,1.4535707,1.465116,1.465116,1.4651155,25.345882,25.345882,25.345881,29.34568,29.34598,29.345977,0.0003,0.000297
0.0067,0.0,0.0,0.0,0.001107,0.000862,0.0008623,0.014761,0.01519,0.01519033,0.044606,0.044686,0.04468562,0.121588,0.121607,0.12160646,0.249566,0.249566,0.2495657,0.64805,0.648054,0.64805386,1.45357,1.45357,1.4535703,1.465115,1.465116,1.4651155,25.345882,25.345882,25.345881,29.34425,29.34453,29.344531,0.00028,0.000281
0.0094,0.0,0.0,0.0,0.000788,0.000505,0.00050546,0.013623,0.014006,0.01400683,0.04441,0.04452,0.04451953,0.121547,0.121573,0.12157294,0.249565,0.249564,0.24956424,0.648044,0.648049,0.6480486,1.453569,1.45357,1.4535696,1.465115,1.465116,1.4651154,25.345882,25.345882,25.345881,29.34254,29.34279,29.342784,0.00025,0.000244
