ig,ip,t1,t2,t3,t4,t5
1,1,9.7380752e-21,9.3348082e-21,8.9266633e-21,8.5215263e-21,8.1254052e-21
1,2,9.7192255e-21,9.3155332e-21,8.9073715e-21,8.502544200000001e-21,8.106969e-21
1,3,9.7001718e-21,9.2960727e-21,8.8879128e-21,8.483412200000002e-21,8.0883976e-21
1,4,9.6810706e-21,9.2765872e-21,8.868448099999999e-21,8.4642885e-21,8.0698448e-21
1,5,9.6619184e-21,9.257073500000001e-21,8.8489744e-21,8.4451703e-21,8.0513079e-21
1,6,9.6425503e-21,9.2373642e-21,8.8293249e-21,8.425894300000001e-21,8.032628399999999e-21
1,7,9.623922899999999e-21,9.2184332e-21,8.810470700000001e-21,8.4074127e-21,8.0147294e-21
1,8,9.6007263e-21,9.1948856e-21,8.787040399999999e-21,8.384461999999999e-21,7.9925139e-21
1,9,9.5726087e-21,9.166383e-21,8.7587122e-21,8.356737699999999e-21,7.965695399999999e-21
1,10,9.532755800000001e-21,9.126052799999999e-21,8.7186831e-21,8.3176029e-21,7.9278687e-21
1,11,9.488849700000001e-21,9.081723200000001e-21,8.6747649e-21,8.274725500000002e-21,7.8864674e-21
1,12,9.442639699999999e-21,9.0351829e-21,8.628745800000001e-21,8.229863100000001e-21,7.8431972e-21
1,13,9.3952386e-21,8.9875645e-21,8.5817544e-21,8.184121600000001e-21,7.7991287e-21
1,14,9.3466243e-21,8.9388531e-21,8.5337801e-21,8.1374939e-21,7.7536659e-21
1,15,9.2972577e-21,8.8895166e-21,8.4852878e-21,8.090434e-21,7.7076435e-21
1,16,9.2469414e-21,8.839362499999999e-21,8.436090899999999e-21,8.0427624e-21,7.6610837e-21
1,17,9.1959563e-21,8.788676299999998e-21,8.3864726e-21,7.9947557e-21,7.614259e-21
1,18,9.1509274e-21,8.7440464e-21,8.3428827e-21,7.9526541e-21,7.5732585e-21
1,19,9.118288899999999e-21,8.7118294e-21,8.311513099999999e-21,7.9224255e-21,7.5438876e-21
1,20,9.124450300000001e-21,8.7182012e-21,8.3179263e-21,7.9287575e-21,7.5501992e-21
1,21,9.1483303e-21,8.7422589e-21,8.341701600000002e-21,7.9519233e-21,7.5729722e-21
1,22,9.1901213e-21,8.7842875e-21,8.3831875e-21,7.9923102e-21,7.6126273e-21
1,23,9.238390600000001e-21,8.8330171e-21,8.4314236e-21,8.039366e-21,7.6589143e-21
1,24,9.288624e-21,8.884030199999999e-21,8.482137899999999e-21,8.0889964e-21,7.7078728e-21
1,25,9.3402417e-21,8.9368374e-21,8.5349162e-21,8.140848e-21,7.759126100000001e-21
1,26,9.3891435e-21,8.987416800000001e-21,8.585861300000001e-21,8.1911799e-21,7.8081584e-21
1,27,9.430960300000001e-21,9.0314462e-21,8.630756499999999e-21,8.2359229e-21,7.852023900000001e-21
1,28,9.4646727e-21,9.0679817e-21,8.6687261e-21,8.2742651e-21,7.889970500000001e-21
1,29,9.4837308e-21,9.0904591e-21,8.6932987e-21,8.299910200000001e-21,7.915934599999999e-21
1,30,9.492431000000001e-21,9.1033897e-21,8.709064e-21,8.317424999999999e-21,7.9343883e-21
1,31,9.4889794e-21,9.105156499999999e-21,8.714555e-21,8.3254731e-21,7.9441107e-21
1,32,9.4714046e-21,9.094023300000001e-21,8.7082291e-21,8.3226745e-21,7.9438604e-21
1,33,9.4368478e-21,9.067417600000002e-21,8.6877557e-21,8.3069085e-21,7.9317018e-21
1,34,9.3810692e-21,9.0214148e-21,8.649494e-21,8.274795700000002e-21,7.904497800000001e-21
1,35,9.295916800000001e-21,8.948035099999999e-21,8.585706399999999e-21,8.218898300000001e-21,7.855149699999999e-21
1,36,9.178016799999999e-21,8.8443614e-21,8.4938479e-21,8.136977200000001e-21,7.7816722e-21
1,37,9.0250214e-21,8.708742200000001e-21,8.372794299999999e-21,8.028301300000001e-21,7.6836235e-21
1,38,8.834647999999999e-21,8.5399037e-21,8.222018099999998e-21,7.892881e-21,7.5613929e-21
1,39,8.598987100000002e-21,8.3307355e-21,8.0350971e-21,7.7248911e-21,7.409675599999999e-21
1,40,8.303971e-21,8.066959100000001e-21,7.7978449e-21,7.5104543e-21,7.2150497e-21
1,41,7.9373716e-21,7.7349229e-21,7.495856e-21,7.234885500000001e-21,6.9628811e-21
1,42,7.4845093e-21,7.3140707e-21,7.1048061e-21,6.871619200000001e-21,6.6254571e-21
1,43,6.9638665e-21,6.8229883e-21,6.6430759000000006e-21,6.4385528000000005e-21,6.2199819999999995e-21
1,44,6.3960805e-21,6.2850441e-21,6.1355016e-21,5.9610679e-21,5.7717308999999995e-21
1,45,5.7911751e-21,5.7087104000000004e-21,5.5891771e-21,5.445058100000001e-21,5.2855629e-21
1,46,5.162359e-21,5.104037599999999e-21,5.0115432e-21,4.8958341e-21,4.7650621e-21
1,47,4.526975800000001e-21,4.4833053e-21,4.4107716e-21,4.3182686e-21,4.2124705000000004e-21
