hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0.3871,0.36711,0.36712,0.36712,1.7290900000000002,1.7291,1.7291,7.0924,7.092410000000001,7.092410000000001,20.39976,20.39976,20.39976,16.04425,16.04425,16.04425,21.20973,21.20973,21.20973,25.28237,25.28237,25.28237,29.884209999999996,29.884209999999996,29.884209999999996,32.41936,32.41936,32.41936,287.99118,287.99118,287.99117,442.41945999999996,442.41949000000005,442.41947999999996,2.9999999999999997e-05,2e-05
0.5431,0.36705,0.36706,0.36705,1.72907,1.72907,1.72907,7.09238,7.0924,7.0924,20.39976,20.39976,20.39976,16.04425,16.04425,16.04425,21.20973,21.20973,21.20973,25.28237,25.28237,25.28237,29.884209999999996,29.884209999999996,29.884209999999996,32.41936,32.41936,32.41936,287.99118,287.99118,287.99117,442.41934000000003,442.41938,442.41937,4e-05,2.9999999999999997e-05
0.7617,0.36696,0.36696999999999996,0.36696999999999996,1.72902,1.7290299999999998,1.7290299999999998,7.09236,7.092389999999999,7.092389999999999,20.39975,20.39976,20.39976,16.04425,16.04425,16.04425,21.20973,21.20973,21.20973,25.28237,25.28237,25.28237,29.884209999999996,29.884209999999996,29.884209999999996,32.41936,32.41936,32.41936,287.99118,287.99118,287.99117,442.41917,442.41924000000006,442.41922999999997,7e-05,5.9999999999999995e-05
1.0685,0.36683000000000004,0.36685,0.36685,1.7289700000000001,1.72898,1.72898,7.09232,7.09237,7.09237,20.399739999999998,20.39975,20.39975,16.04424,16.04425,16.04424,21.20973,21.20973,21.20973,25.28237,25.28237,25.28237,29.884209999999996,29.884209999999996,29.884209999999996,32.41936,32.41936,32.41936,287.99117,287.99118,287.99117,442.41894,442.41902999999996,442.41902000000005,9e-05,8e-05
1.4988,0.36666,0.36668,0.36668,1.72888,1.7289,1.7289,7.092280000000001,7.092339999999999,7.092339999999999,20.399720000000002,20.399739999999998,20.399739999999998,16.04424,16.04424,16.04424,21.20973,21.20973,21.20973,25.28237,25.28237,25.28237,29.884209999999996,29.884209999999996,29.884209999999996,32.41936,32.41936,32.41936,287.99117,287.99117,287.99117,442.41862000000003,442.41874,442.41873,0.00011999999999999999,0.00011
2.1024,0.36641,0.36644,0.36644,1.7287700000000001,1.7288,1.7288,7.092210000000001,7.092289999999999,7.092289999999999,20.3997,20.399729999999998,20.399729999999998,16.04424,16.04424,16.04424,21.20973,21.20973,21.20973,25.28237,25.28237,25.28237,29.8842,29.8842,29.8842,32.41936,32.41936,32.41936,287.99117,287.99117,287.99117,442.41815999999994,442.41832999999997,442.41832,0.00016999999999999999,0.00016
2.949,0.36606,0.3661,0.3661,1.7286099999999998,1.72865,1.72865,7.0921199999999995,7.092230000000001,7.092230000000001,20.39967,20.39971,20.39971,16.04423,16.04424,16.04424,21.20972,21.20973,21.20973,25.28236,25.28237,25.28237,29.8842,29.8842,29.8842,32.41936,32.41936,32.41936,287.99117,287.99117,287.99117,442.41752,442.41776,442.41775,0.00023999999999999998,0.00022999999999999998
4.1366,0.36557,0.36562,0.36562,1.72839,1.72845,1.72845,7.091989999999999,7.09215,7.09215,20.39963,20.39968,20.39968,16.04423,16.04423,16.04423,21.20972,21.20972,21.20972,25.28236,25.28236,25.28236,29.8842,29.8842,29.8842,32.41936,32.41936,32.41936,287.99117,287.99117,287.99117,442.41663,442.41695999999996,442.41695,0.00033,0.00032
5.8025,0.36488000000000004,0.36495,0.36495,1.7280799999999998,1.72816,1.72816,7.091819999999999,7.092039999999999,7.092039999999999,20.39957,20.399639999999998,20.399639999999998,16.044220000000003,16.04423,16.04423,21.20971,21.20972,21.20972,25.28236,25.28236,25.28236,29.8842,29.8842,29.8842,32.41936,32.41936,32.41936,287.99117,287.99117,287.99117,442.41537,442.41584000000006,442.41582,0.00047000000000000004,0.00045
8.1392,0.36391,0.364,0.36399000000000004,1.7276599999999998,1.72776,1.72776,7.09157,7.091880000000001,7.091880000000001,20.39949,20.39959,20.39959,16.0442,16.044220000000003,16.044220000000003,21.20971,21.20971,21.20971,25.28235,25.28236,25.28236,29.8842,29.8842,29.8842,32.41936,32.41936,32.41936,287.99117,287.99117,287.99117,442.41362000000004,442.41425999999996,442.41424000000006,0.00064,0.00062
11.417,0.36255,0.36266,0.36266,1.7270599999999998,1.72721,1.72721,7.09123,7.091660000000001,7.09165,20.39939,20.399520000000003,20.399520000000003,16.04419,16.0442,16.0442,21.2097,21.20971,21.20971,25.28235,25.28235,25.28235,29.8842,29.8842,29.8842,32.41936,32.41936,32.41936,287.99117,287.99117,287.99117,442.41118,442.41204000000005,442.41202000000004,0.00086,0.00084
16.0147,0.36066,0.36079,0.36078000000000005,1.72623,1.72643,1.72643,7.09075,7.09133,7.09133,20.39924,20.399420000000003,20.399420000000003,16.04416,16.044179999999997,16.044179999999997,21.20968,21.2097,21.20969,25.282339999999998,25.28235,25.28235,29.884190000000004,29.884190000000004,29.884190000000004,32.41935,32.41936,32.41935,287.99117,287.99117,287.99116000000004,442.40777,442.40892,442.4089,0.00115,0.0011300000000000001
22.464,0.35805,0.35818,0.35817,1.72507,1.72534,1.72533,7.09008,7.09088,7.09087,20.39902,20.39927,20.39927,16.04413,16.04416,16.04415,21.20966,21.20968,21.20968,25.282329999999998,25.282339999999998,25.282339999999998,29.884190000000004,29.884190000000004,29.884190000000004,32.41935,32.41935,32.41935,287.99117,287.99117,287.99116000000004,442.40304000000003,442.40455,442.40452,0.00151,0.00148
31.5105,0.35449,0.35458,0.35457,1.7234200000000002,1.7237799999999999,1.7237799999999999,7.089119999999999,7.090210000000001,7.090210000000001,20.39872,20.39904,20.39904,16.04407,16.04411,16.04411,21.209629999999997,21.20966,21.20965,25.282320000000002,25.282329999999998,25.282329999999998,29.884179999999997,29.884179999999997,29.884179999999997,32.41935,32.41935,32.41935,287.99116000000004,287.99117,287.99116000000004,442.39647,442.39840999999996,442.39838,0.0019399999999999999,0.0019100000000000002
44.2001,0.3497,0.34967,0.34965999999999997,1.7210900000000002,1.7215599999999998,1.7215599999999998,7.08777,7.08922,7.08922,20.39826,20.3987,20.3987,16.044,16.04405,16.04405,21.20959,21.20962,21.20961,25.28229,25.28231,25.28231,29.884159999999998,29.88417,29.88417,32.419340000000005,32.419340000000005,32.419340000000005,287.99116000000004,287.99116000000004,287.99115,442.38737000000003,442.3898,442.38977,0.00243,0.0024
62.0,0.34334000000000003,0.34305,0.34303,1.71776,1.7183700000000002,1.7183599999999999,7.08582,7.08775,7.08775,20.39759,20.39817,20.39817,16.043879999999998,16.04394,16.04394,21.20952,21.20955,21.20955,25.28225,25.28227,25.28227,29.884140000000002,29.88415,29.88415,32.41933,32.41933,32.41933,287.99115,287.99115,287.99114,442.37479,442.37774,442.3777,0.00295,0.0029100000000000003
85.775,0.33542,0.3347,0.33468000000000003,1.7132,1.71395,1.71393,7.08312,7.08563,7.08563,20.39661,20.397370000000002,20.397370000000002,16.0437,16.043779999999998,16.043779999999998,21.209410000000002,21.20945,21.20945,25.28219,25.282220000000002,25.282220000000002,29.884109999999996,29.884120000000003,29.884120000000003,32.419309999999996,32.41932,32.419309999999996,287.99113,287.99114,287.99113,442.35822,442.36167,442.36161,0.00345,0.00339
109.55,0.32809,0.32689,0.32685,1.7085099999999998,1.70937,1.7093599999999998,7.0803199999999995,7.08335,7.08334,20.39554,20.39647,20.39647,16.0435,16.04359,16.04359,21.20929,21.20934,21.20934,25.28213,25.28215,25.28215,29.88407,29.884079999999997,29.884079999999997,32.4193,32.4193,32.4193,287.99112,287.99112,287.99111,442.34185,442.34565,442.34558,0.0038,0.00373
133.325,0.32126,0.31958000000000003,0.31953000000000004,1.7036900000000001,1.7046599999999998,1.7046400000000002,7.07741,7.08091,7.0809,20.394379999999998,20.39548,20.39547,16.04327,16.04337,16.04337,21.20915,21.2092,21.2092,25.28205,25.28208,25.28208,29.88403,29.884040000000002,29.884040000000002,32.419270000000004,32.41928,32.419270000000004,287.9911,287.9911,287.99109,442.32561,442.32969,442.3296,0.004079999999999999,0.00399
157.1,0.31488,0.31272,0.31267,1.6987700000000001,1.69983,1.6998,7.0744,7.07834,7.07832,20.39312,20.394389999999998,20.394379999999998,16.043020000000002,16.043129999999998,16.043129999999998,21.20899,21.20905,21.20905,25.28196,25.28199,25.28199,29.883979999999998,29.88399,29.88399,32.41925,32.41925,32.41925,287.99107000000004,287.99107999999995,287.99107000000004,442.30945,442.31377000000003,442.31367,0.00432,0.004220000000000001
180.875,0.30865,0.30601999999999996,0.30596999999999996,1.69355,1.6946900000000003,1.6946599999999998,7.071160000000001,7.0755300000000005,7.07551,20.39173,20.39317,20.39316,16.04273,16.04285,16.04285,21.208820000000003,21.208879999999997,21.208879999999997,25.28186,25.28189,25.28189,29.88393,29.883940000000003,29.883940000000003,32.41922,32.41922,32.41922,287.99104,287.99105,287.99104,442.29267999999996,442.29725,442.29713,0.00457,0.00445
