hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0.0,0.013855,0.013855,0.01385457,0.044026,0.044026,0.04402639,0.176921,0.176921,0.17692148,0.267362,0.267362,0.26736193,1.500719,1.500719,1.5007194,56.938557,56.938557,56.938557,58.94144,58.94144,58.941441,0.0,1e-06
0.0006,0.01383,0.013832,0.01383202,0.044022,0.044022,0.04402267,0.17692,0.17692,0.17692043,0.267362,0.267362,0.26736192,1.500719,1.500719,1.5007194,56.938557,56.938557,56.938557,58.94141,58.94141,58.941414,0.0,4e-06
0.0009,0.013821,0.013823,0.01382294,0.044021,0.044021,0.04402117,0.17692,0.17692,0.17692001,0.267362,0.267362,0.26736192,1.500719,1.500719,1.5007194,56.938557,56.938557,56.938557,58.9414,58.9414,58.941403,0.0,3e-06
0.0012,0.013807,0.013811,0.01381024,0.044018,0.044019,0.04401906,0.176919,0.176919,0.17691941,0.267362,0.267362,0.26736192,1.500719,1.500719,1.5007193,56.938557,56.938557,56.938557,58.94138,58.94139,58.941387,1e-05,7e-06
0.0017,0.013788,0.013793,0.01379245,0.044015,0.044016,0.04401609,0.176918,0.176918,0.17691857,0.267362,0.267362,0.26736191,1.500719,1.500719,1.5007193,56.938557,56.938556,56.938557,58.94136,58.94136,58.941365,0.0,5e-06
0.0024,0.013761,0.013768,0.01376755,0.044011,0.044012,0.04401191,0.176917,0.176917,0.17691738,0.267362,0.267362,0.26736191,1.500719,1.500719,1.5007192,56.938556,56.938556,56.938557,58.94133,58.94133,58.941335,0.0,5e-06
0.0034,0.013724,0.013733,0.01373272,0.044004,0.044006,0.04400604,0.176915,0.176915,0.17691571,0.267362,0.267362,0.2673619,1.500719,1.500719,1.5007191,56.938556,56.938556,56.938556,58.94128,58.94129,58.941292,1e-05,1.2e-05
0.0048,0.013672,0.013684,0.01368404,0.043996,0.043997,0.04399777,0.176912,0.176913,0.17691335,0.267362,0.267362,0.26736188,1.500719,1.500719,1.500719,56.938555,56.938555,56.938556,58.94122,58.94123,58.941232,1e-05,1.2e-05
0.0067,0.0136,0.013617,0.01361608,0.043983,0.043986,0.04398615,0.176908,0.17691,0.17691003,0.267362,0.267362,0.26736187,1.500719,1.500718,1.5007188,56.938554,56.938554,56.938555,58.94113,58.94115,58.941148,2e-05,1.8e-05
0.0094,0.0135,0.013522,0.01352139,0.043965,0.043969,0.04396981,0.176903,0.176905,0.17690536,0.267362,0.267362,0.26736184,1.500718,1.500718,1.5007186,56.938553,56.938553,56.938554,58.941,58.94103,58.941031,3e-05,3.1e-05
0.0131,0.013362,0.01339,0.01338975,0.043941,0.043946,0.04394682,0.176896,0.176898,0.17689878,0.267362,0.267362,0.2673618,1.500718,1.500718,1.5007182,56.938552,56.938552,56.938552,58.94083,58.94087,58.940868,4e-05,3.8e-05
0.0184,0.013174,0.013208,0.0132074,0.043906,0.043914,0.04391451,0.176885,0.176889,0.1768895,0.267362,0.267362,0.26736175,1.500718,1.500717,1.5007177,56.938549,56.93855,56.93855,58.94059,58.94064,58.940641,5e-05,5.1e-05
0.0258,0.012917,0.012956,0.01295599,0.043857,0.043869,0.04386908,0.17687,0.176876,0.17687642,0.267362,0.267362,0.26736167,1.500717,1.500717,1.500717,56.938546,56.938547,56.938548,58.94027,58.94033,58.940328,6e-05,5.8e-05
0.0362,0.012573,0.012612,0.01261164,0.043789,0.043805,0.04380525,0.176849,0.176858,0.17685798,0.267362,0.267362,0.26736155,1.500716,1.500716,1.500716,56.938541,56.938543,56.938544,58.93983,58.93989,58.939896,6e-05,6.6e-05
0.0508,0.012118,0.012145,0.01214438,0.043693,0.043715,0.04371557,0.17682,0.176832,0.17683199,0.267361,0.267361,0.26736137,1.500714,1.500714,1.5007146,56.938535,56.938537,56.938538,58.93924,58.9393,58.939306,6e-05,6.6e-05
0.0713,0.011529,0.01152,0.01151935,0.043558,0.043588,0.04358887,0.176778,0.176795,0.17679499,0.267361,0.267361,0.2673611,1.500712,1.500712,1.5007125,56.938525,56.938529,56.93853,58.93846,58.93851,58.938507,5e-05,4.7e-05
0.1,0.010788,0.010702,0.01070125,0.043365,0.043407,0.04340731,0.176716,0.176741,0.17674103,0.267361,0.267361,0.26736065,1.500708,1.500709,1.5007093,56.938512,56.938518,56.938518,58.93745,58.93744,58.937438,-1e-05,-1.2e-05
0.1403,0.009884,0.00966,0.00965973,0.043088,0.043145,0.04314489,0.176626,0.176661,0.176661,0.26736,0.26736,0.26735988,1.500702,1.500704,1.5007043,56.938491,56.9385,56.938501,58.93615,58.93603,58.936031,-0.00012,-0.000119
0.1968,0.008819,0.00838,0.00837945,0.042691,0.042766,0.04276613,0.17649,0.176541,0.17654197,0.267359,0.267359,0.26735854,1.500693,1.500696,1.5006963,56.938462,56.938475,56.938475,58.93451,58.93422,58.934218,-0.00029,-0.000292
0.276,0.007612,0.00688,0.00687959,0.042127,0.042221,0.04222133,0.176289,0.176364,0.17636474,0.267356,0.267356,0.26735621,1.500678,1.500683,1.5006837,56.938417,56.938436,56.938437,58.93248,58.93194,58.931942,-0.00054,-0.000538
0.3871,0.006301,0.005236,0.00523569,0.041331,0.041442,0.04144212,0.175989,0.1761,0.17610068,0.267352,0.267352,0.2673521,1.500654,1.500663,1.5006635,56.93835,56.938379,56.93838,58.92998,58.92917,58.929174,-0.00081,-0.000806
0.5431,0.004945,0.003587,0.00358738,0.040221,0.040334,0.04033426,0.175542,0.175706,0.17570608,0.267345,0.267345,0.2673448,1.500615,1.500631,1.5006311,56.938249,56.938293,56.938293,58.92692,58.9259,58.925897,-0.00102,-0.001023
0.7617,0.003625,0.00213,0.00212953,0.038703,0.03878,0.0387803,0.174876,0.175115,0.1751159,0.267332,0.267332,0.26733162,1.500552,1.500578,1.5005783,56.938095,56.938162,56.938162,58.92318,58.9221,58.922098,-0.00108,-0.001082
1.0685,0.00243,0.001035,0.00103463,0.036682,0.036642,0.03664237,0.173897,0.174242,0.17424269,0.267308,0.267308,0.26730815,1.50045,1.500494,1.5004943,56.937866,56.937965,56.937965,58.91863,58.91769,58.917687,-0.00094,-0.000943
1.4988,0.001449,0.000377,0.00037733,0.034127,0.033818,0.03381873,0.172523,0.173002,0.17300292,0.267268,0.267268,0.26726821,1.500302,1.50037,1.5003707,56.937543,56.937687,56.937687,58.91321,58.91252,58.912525,-0.00069,-0.000685
2.1024,0.000744,9.1e-05,9.103e-05,0.031061,0.030249,0.03024935,0.17067,0.171298,0.17129829,0.267201,0.2672,0.26720004,1.500098,1.500198,1.500198,56.93711,56.937314,56.937315,58.90688,58.90635,58.906351,-0.00053,-0.000529
2.949,0.000315,1.2e-05,1.226e-05,0.027517,0.025911,0.02591149,0.168186,0.168964,0.16896446,0.267081,0.26708,0.26708036,1.499817,1.499954,1.4999544,56.936536,56.936819,56.93682,58.89945,58.89874,58.898743,-0.00071,-0.000707
4.1366,0.000104,1e-06,7.3e-07,0.023554,0.020879,0.02087954,0.164839,0.165742,0.16574266,0.266863,0.266861,0.26686064,1.499415,1.499598,1.4995986,56.935774,56.93616,56.936161,58.89055,58.88924,58.889243,-0.00131,-0.001307
5.8025,2.4e-05,0.0,1e-08,0.019257,0.015416,0.01541602,0.160278,0.161252,0.16125222,0.266453,0.26645,0.26645036,1.498817,1.499058,1.4990582,56.934754,56.935275,56.935276,58.87958,58.87745,58.877453,-0.00213,-0.002127
8.1392,3e-06,0.0,0.0,0.014754,0.010017,0.01001666,0.153971,0.154903,0.15490322,0.26567,0.265663,0.26566296,1.49788,1.498195,1.4981951,56.933375,56.934074,56.934074,58.86565,58.86285,58.862852,-0.0028,-0.002798
11.417,0.0,0.0,0.0,0.010271,0.005389,0.00538931,0.145135,0.145862,0.14586222,0.264162,0.264152,0.2641519,1.496346,1.496765,1.4967651,56.931489,56.932421,56.932421,58.8474,58.84459,58.84459,-0.00281,-0.00281
16.0147,0.0,0.0,0.0,0.006238,0.002187,0.00218699,0.132785,0.132974,0.13297418,0.261251,0.261224,0.26122379,1.493734,1.494304,1.4943043,56.928873,56.930117,56.930117,58.82288,58.82081,58.820806,-0.00207,-0.002074
22.464,0.0,0.0,0.0,0.003226,0.000581,0.00058068,0.116119,0.114938,0.11493834,0.255683,0.255616,0.25561579,1.489157,1.489979,1.4899794,56.925185,56.926853,56.926853,58.78937,58.78797,58.787967,-0.0014,-0.001403
31.5105,0.0,0.0,0.0,0.001494,8.1e-05,8.113e-05,0.09548,0.090744,0.09074468,0.245269,0.244997,0.24499647,1.480961,1.482202,1.4822029,56.91985,56.922107,56.922107,58.74305,58.74013,58.740132,-0.00292,-0.002918
44.2001,0.0,0.0,0.0,0.000683,4e-06,4.35e-06,0.073238,0.061351,0.0613512,0.226691,0.225624,0.22562357,1.466166,1.468126,1.4681263,56.911903,56.915012,56.915013,58.67868,58.67012,58.670118,-0.00856,-0.008562
62.0,0.0,0.0,0.0,0.000311,0.0,6e-08,0.053204,0.031792,0.03179167,0.196181,0.192381,0.1923805,1.43962,1.442678,1.4426789,56.899736,56.904117,56.904118,58.58905,58.57097,58.570969,-0.01808,-0.018081
85.775,0.0,0.0,0.0,0.000146,0.0,0.0,0.038941,0.011135,0.01113546,0.154433,0.144078,0.14407817,1.395321,1.399678,1.3996783,56.881534,56.88779,56.887791,58.47038,58.44268,58.442683,-0.0277,-0.027697
109.55,0.0,0.0,0.0,8.3e-05,0.0,0.0,0.031478,0.003329,0.00332884,0.117352,0.099532,0.09953215,1.343021,1.348202,1.3482025,56.861032,56.869404,56.869404,58.35297,58.32047,58.320468,-0.0325,-0.032502
133.325,0.0,0.0,0.0,5.3e-05,0.0,0.0,0.026897,0.00088,0.00088013,0.087044,0.063744,0.06374412,1.284768,1.289885,1.2898854,56.838229,56.848927,56.848928,58.23699,58.20344,58.203437,-0.03355,-0.033553
157.1,0.0,0.0,0.0,3.6e-05,0.0,0.0,0.023712,0.000212,0.00021232,0.06333,0.038034,0.03803354,1.222424,1.226322,1.2263221,56.813206,56.826408,56.826409,58.12271,58.09098,58.090977,-0.03173,-0.031733
180.875,0.0,0.0,0.0,2.6e-05,0.0,0.0,0.02131,4.8e-05,4.786e-05,0.045295,0.021277,0.02127714,1.157574,1.159009,1.1590097,56.786,56.801846,56.801847,58.01021,57.98218,57.982181,-0.02803,-0.028029
204.65,0.0,0.0,0.0,1.9e-05,0.0,0.0,0.01937,1e-05,1.028e-05,0.031879,0.011236,0.01123566,1.091451,1.089147,1.0891472,56.756514,56.77515,56.775151,57.89923,57.87554,57.875544,-0.02369,-0.023686
