,hPa,LBL_g1,LBLg_g1,PAR_g1,LBL_g2,LBLg_g2,PAR_g2,LBL_g3,LBLg_g3,PAR_g3,LBL_g4,LBLg_g4,PAR_g4,LBL_g5,LBLg_g5,PAR_g5,LBL_g6,LBLg_g6,PAR_g6,LBL_tot,LBLg_tot,PAR_tot,LBLg - LBL,PAR - LBL
41,216.5375,0.0,0.0,0.0,0.000173,1.4e-07,1.5e-07,0.00222584,0.00322249,0.00321396,0.01104455,0.01308511,0.013069,0.01751362,0.01651508,0.01655136,0.00597195,0.00516757,0.00519397,0.03692896,0.0379904,0.03802844,0.00106144,0.00109948
42,240.3125,0.0,0.0,0.0,0.000147,4e-08,4e-08,0.0019189,0.002165,0.00216445,0.00994932,0.01162222,0.01160338,0.01844611,0.01752099,0.01755095,0.00644648,0.00558848,0.00561884,0.03690781,0.03689674,0.03693766,-1.107e-05,2.985e-05
43,264.0875,0.0,0.0,0.0,0.0001262,1e-08,1e-08,0.00169405,0.00144127,0.00144173,0.008889,0.01011183,0.01009024,0.01923156,0.01840737,0.01844145,0.00691501,0.00600734,0.00604532,0.03685582,0.03596783,0.03601875,-0.00088799,-0.00083706
44,287.8625,0.0,0.0,0.0,0.00010921,0.0,0.0,0.00152123,0.00095408,0.00095439,0.00789006,0.0086405,0.00862008,0.01987921,0.01918047,0.01922219,0.00737753,0.00642443,0.00647101,0.03677724,0.03519948,0.03526767,-0.00157776,-0.00150957
45,311.6375,0.0,0.0,0.0,9.51e-05,0.0,0.0,0.00138268,0.00062967,0.00063212,0.00696518,0.00726647,0.00724633,0.02039725,0.0198452,0.01985215,0.00783354,0.00683958,0.00687307,0.03667376,0.03458093,0.03460367,-0.00209283,-0.00207009
46,335.4125,0.0,0.0,0.0,8.326e-05,0.0,0.0,0.0012679,0.00041517,0.00041625,0.00611935,0.00602486,0.006004,0.02079418,0.02040651,0.02042607,0.00828255,0.00725264,0.00729536,0.03654725,0.03409917,0.03414168,-0.00244808,-0.00240557
47,359.1875,0.0,0.0,0.0,7.321e-05,0.0,0.0,0.00117043,0.00027389,0.00027473,0.00535308,0.00493242,0.0049141,0.0210788,0.02086947,0.02088841,0.0087241,0.00766345,0.00770981,0.03639963,0.03373924,0.03378704,-0.00266039,-0.00261259
48,382.9625,0.0,0.0,0.0,6.462e-05,0.0,0.0,0.00108592,0.00018099,0.00018207,0.00466336,0.0039917,0.00397879,0.02125594,0.02123536,0.02123411,0.00915597,0.00807029,0.00810837,0.03622581,0.03347834,0.03350335,-0.00274747,-0.00272246
49,406.7375,0.0,0.0,0.0,5.722e-05,0.0,0.0,0.00101156,0.00011991,0.00012088,0.00404661,0.00319686,0.00318761,0.02133288,0.02150764,0.02149966,0.00957669,0.00847208,0.00850811,0.03602496,0.03329649,0.03331625,-0.00272847,-0.00270871
50,430.5125,0.0,0.0,0.0,5.084e-05,0.0,0.0,0.00094572,7.974e-05,8.033e-05,0.0034997,0.0025371,0.00252861,0.02132517,0.02169787,0.02170725,0.00998861,0.00887108,0.00892126,0.03581003,0.03318578,0.03323744,-0.00262425,-0.00257259
51,454.2875,0.0,0.0,0.0,4.531e-05,0.0,0.0,0.0008869,5.325e-05,5.37e-05,0.00301723,0.00199706,0.00199123,0.02124151,0.02181143,0.0218225,0.01039141,0.00926719,0.00932115,0.03558237,0.03312892,0.03318859,-0.00245345,-0.00239378
52,478.0625,0.0,0.0,0.0,4.049e-05,0.0,0.0,0.00083399,3.572e-05,3.611e-05,0.00259371,0.00156038,0.00155749,0.02109028,0.02185371,0.02185549,0.01078481,0.00966033,0.00970876,0.03534328,0.03311014,0.03315785,-0.00223314,-0.00218542
53,501.8375,0.0,0.0,0.0,3.629e-05,0.0,0.0,0.00078611,2.408e-05,2.441e-05,0.00222361,0.00121107,0.00121048,0.02087945,0.02183005,0.02181612,0.01116853,0.01005043,0.01008595,0.03509399,0.03311563,0.03313696,-0.00197836,-0.00195703
54,525.6125,0.0,0.0,0.0,3.26e-05,0.0,0.0,0.00074256,1.632e-05,1.652e-05,0.0019016,0.0009343,0.00093242,0.02061658,0.0217457,0.02173921,0.01154236,0.01043745,0.01048676,0.0348357,0.03313377,0.03317491,-0.00170193,-0.00166079
55,549.3875,0.0,0.0,0.0,2.935e-05,0.0,0.0,0.00070276,1.112e-05,1.125e-05,0.00162257,0.00071687,0.00071521,0.02030872,0.0216058,0.02159961,0.01190609,0.01082132,0.01087661,0.03456949,0.0331551,0.03320269,-0.00141439,-0.0013668
56,573.1625,0.0,0.0,0.0,2.649e-05,0.0,0.0,0.00066626,7.61e-06,7.71e-06,0.00138168,0.00054734,0.00054642,0.0199624,0.02141535,0.02140458,0.01225953,0.01120199,0.01125618,0.03429637,0.03317229,0.03321489,-0.00112408,-0.00108148
57,596.9375,0.0,0.0,0.0,2.396e-05,0.0,0.0,0.00063266,5.24e-06,5.32e-06,0.00117448,0.00041606,0.00041589,0.01958366,0.02117918,0.02116069,0.0126025,0.01157939,0.01162604,0.03401726,0.03317987,0.03320795,-0.00083739,-0.00080931
58,620.7125,0.0,0.0,0.0,2.171e-05,0.0,0.0,0.00060153,3.63e-06,3.69e-06,0.00099667,0.00031497,0.00031541,0.01917468,0.02089858,0.02087391,0.01293249,0.01195128,0.01198663,0.03372709,0.03316846,0.03317964,-0.00055863,-0.00054745
59,644.4875,0.0,0.0,0.0,1.971e-05,0.0,0.0,0.0005726,2.53e-06,2.57e-06,0.00084468,0.00023758,0.00023796,0.01874213,0.02057966,0.02055674,0.01324985,0.01231802,0.01235718,0.03342897,0.03313778,0.03315444,-0.00029119,-0.00027453
60,668.2625,0.0,0.0,0.0,1.792e-05,0.0,0.0,0.00054564,1.77e-06,1.8e-06,0.00071519,0.00017865,0.00017883,0.01829218,0.0202285,0.02021035,0.0135546,0.01267965,0.01273108,0.03312553,0.03308857,0.03312206,-3.696e-05,-3.47e-06
61,692.0375,0.0,0.0,0.0,1.632e-05,0.0,0.0,0.00052025,1.24e-06,1.27e-06,0.00060516,0.00013398,0.00013415,0.01782806,0.01984862,0.01983303,0.01384402,0.01303365,0.01309157,0.03281379,0.03301749,0.03306002,0.0002037,0.00024623
62,715.8125,0.0,0.0,0.0,1.487e-05,0.0,0.0,0.00049609,8.8e-07,9e-07,0.00051184,0.00010023,0.00010047,0.0173525,0.01944332,0.01942875,0.01411464,0.01337674,0.01343602,0.03248993,0.03292117,0.03296612,0.00043124,0.00047619
63,739.5875,0.0,0.0,0.0,1.356e-05,0.0,0.0,0.00047306,6.3e-07,6.4e-07,0.00043284,7.483e-05,7.511e-05,0.01686877,0.01901632,0.01900179,0.01436559,0.01370789,0.01376396,0.03215381,0.03279966,0.03284149,0.00064585,0.00068768
64,763.3625,0.0,0.0,0.0,1.238e-05,0.0,0.0,0.00045134,4.5e-07,4.6e-07,0.0003661,5.575e-05,5.606e-05,0.01638097,0.01857188,0.01855682,0.01460039,0.01403017,0.01407886,0.03181118,0.03265824,0.0326922,0.00084706,0.00088102
65,787.1375,0.0,0.0,0.0,1.133e-05,0.0,0.0,0.00043115,3.2e-07,3.3e-07,0.00030979,4.146e-05,4.176e-05,0.01589313,0.0181141,0.01809823,0.01482457,0.01434859,0.01438599,0.03146996,0.03250446,0.03252631,0.0010345,0.00105635
66,810.9125,0.0,0.0,0.0,1.039e-05,0.0,0.0,0.00041257,2.3e-07,2.4e-07,0.00026236,3.077e-05,3.099e-05,0.01540827,0.01764634,0.01763047,0.01504237,0.01466712,0.01470938,0.03113596,0.03234446,0.03237108,0.0012085,0.00123512
67,834.6875,0.0,0.0,0.0,9.56e-06,0.0,0.0,0.0003955,1.7e-07,1.7e-07,0.00022245,2.281e-05,2.295e-05,0.01492823,0.01717114,0.01715528,0.0152552,0.01498711,0.01503822,0.03081094,0.03218122,0.03221663,0.00137028,0.00140569
68,858.4625,0.0,0.0,0.0,8.81e-06,0.0,0.0,0.0003797,1.2e-07,1.3e-07,0.0001889,1.688e-05,1.699e-05,0.01445399,0.01669044,0.01667428,0.01546188,0.01530748,0.01536293,0.03049328,0.03201493,0.03205433,0.00152165,0.00156105
69,882.2375,0.0,0.0,0.0,8.13e-06,0.0,0.0,0.00036496,9e-08,9e-08,0.00016068,1.249e-05,1.258e-05,0.01398626,0.01620602,0.01618934,0.01566068,0.01562658,0.01568217,0.03018072,0.03184517,0.03188419,0.00166445,0.00170347
70,906.0125,0.0,0.0,0.0,7.52e-06,0.0,0.0,0.00035114,7e-08,7e-08,0.00013697,9.23e-06,9.3e-06,0.01352576,0.01571961,0.01570232,0.01585048,0.01594325,0.01599516,0.02987186,0.03167216,0.03170685,0.0018003,0.00183499
71,929.7875,0.0,0.0,0.0,6.96e-06,0.0,0.0,0.00033812,5e-08,5e-08,0.00011702,6.81e-06,6.88e-06,0.01307324,0.01523289,0.01521497,0.01603084,0.01625699,0.01630166,0.02956618,0.03149674,0.03152357,0.00193056,0.00195739
72,953.5625,0.0,0.0,0.0,6.46e-06,0.0,0.0,0.0003258,4e-08,4e-08,0.00010022,5.03e-06,5.09e-06,0.01262794,0.01474588,0.01472892,0.01619975,0.01656562,0.01660173,0.02926017,0.03131657,0.03133578,0.0020564,0.00207561
73,977.3375,0.0,0.0,0.0,6e-06,0.0,0.0,0.00031414,3e-08,3e-08,8.607e-05,3.71e-06,3.76e-06,0.01219126,0.01426088,0.01424558,0.01635808,0.01686984,0.01689631,0.02895554,0.03113446,0.03114567,0.00217892,0.00219013
74,1001.1125,0.0,0.0,0.0,5.58e-06,0.0,0.0,0.0003031,2e-08,2e-08,7.414e-05,2.73e-06,2.78e-06,0.01176459,0.01378016,0.01376643,0.01650709,0.01717079,0.01718454,0.0286545,0.0309537,0.03095376,0.0022992,0.00229926
