hPa,LBL_g1,LBLg_g1,PAR_g1,LBL_g2,LBLg_g2,PAR_g2,LBL_g3,LBLg_g3,PAR_g3,LBL_g4,LBLg_g4,PAR_g4,LBL_g5,LBLg_g5,PAR_g5,LBL_g6,LBLg_g6,PAR_g6,LBL_tot,LBLg_tot,PAR_tot,LBLg - LBL,PAR - LBL
0.0131,0.02652,0.026536,0.02653562,0.085012,0.085016,0.08501576,0.341797,0.341799,0.34179846,0.516542,0.516542,0.51654151,2.89938,2.89938,2.8993799,110.004938,110.004938,110.00494,113.87419,113.87421,113.87421,2e-05,2e-05
0.0184,0.026423,0.026444,0.02644424,0.084993,0.084998,0.08499765,0.34179,0.341793,0.34179292,0.516541,0.516541,0.51654146,2.899379,2.89938,2.8993795,110.004936,110.004937,110.00494,113.87406,113.87409,113.87409,3e-05,3e-05
0.0258,0.026289,0.026317,0.02631716,0.084965,0.084972,0.0849719,0.341781,0.341785,0.34178497,0.516541,0.516541,0.5165414,2.899379,2.899379,2.899379,110.004934,110.004935,110.00494,113.87389,113.87393,113.87393,4e-05,4e-05
0.0362,0.026104,0.02614,0.02614073,0.084926,0.084935,0.08493528,0.341768,0.341774,0.34177355,0.516541,0.516541,0.51654129,2.899378,2.899378,2.8993782,110.004931,110.004933,110.00493,113.87365,113.8737,113.8737,5e-05,5e-05
0.0508,0.025849,0.025896,0.02589626,0.08487,0.084883,0.08488332,0.341749,0.341757,0.34175719,0.516541,0.516541,0.51654114,2.899377,2.899377,2.8993771,110.004927,110.004929,110.00493,113.87331,113.87338,113.87338,7e-05,7e-05
0.0713,0.0255,0.025557,0.02555834,0.084791,0.08481,0.08480979,0.341723,0.341734,0.34173385,0.516541,0.516541,0.5165409,2.899375,2.899376,2.8993754,110.004921,110.004924,110.00492,113.87285,113.87294,113.87294,9e-05,9e-05
0.1,0.025025,0.025092,0.02509315,0.084679,0.084706,0.08470588,0.341685,0.341701,0.34170062,0.516541,0.516541,0.51654054,2.899372,2.899373,2.899373,110.004913,110.004917,110.00492,113.87221,113.87233,113.87233,0.00012,0.00012
0.1403,0.024385,0.024455,0.02445676,0.084522,0.084559,0.08455907,0.341631,0.341654,0.34165329,0.51654,0.51654,0.51653999,2.899367,2.89937,2.8993694,110.004901,110.004907,110.00491,113.87135,113.87148,113.87149,0.00013,0.00014
0.1968,0.023536,0.023591,0.02359377,0.0843,0.084351,0.0843517,0.341553,0.341587,0.34158582,0.516539,0.516539,0.51653913,2.899361,2.899365,2.8993643,110.004883,110.004892,110.00489,113.87017,113.87032,113.87033,0.00015,0.00016
0.276,0.022428,0.022436,0.02243796,0.083988,0.084058,0.08405891,0.341443,0.34149,0.34148959,0.516538,0.516538,0.51653777,2.899353,2.899357,2.8993569,110.004859,110.004871,110.00487,113.86861,113.86875,113.86875,0.00014,0.00014
0.3871,0.021019,0.020915,0.02091769,0.083551,0.083645,0.08364608,0.341286,0.341353,0.34135229,0.516536,0.516536,0.51653558,2.89934,2.899347,2.8993461,110.004824,110.004841,110.00484,113.86656,113.86664,113.86664,8e-05,8e-05
0.5431,0.019276,0.01896,0.01896276,0.082938,0.083064,0.08306433,0.341062,0.341157,0.3411559,0.516532,0.516532,0.51653198,2.89932,2.899331,2.8993301,110.004774,110.004799,110.0048,113.8639,113.86384,113.86384,-6e-05,-6e-05
0.7617,0.017195,0.016523,0.01652618,0.082094,0.082256,0.08225731,0.340749,0.340882,0.34088054,0.516526,0.516526,0.51652606,2.899293,2.899308,2.8993075,110.004704,110.00474,110.00474,113.86056,113.86024,113.86024,-0.00032,-0.00032
1.0685,0.014807,0.013604,0.01360906,0.080956,0.081154,0.08115556,0.340324,0.340506,0.34050326,0.516516,0.516517,0.51651623,2.899257,2.899278,2.8992765,110.004611,110.00466,110.00466,113.85647,113.85572,113.85572,-0.00075,-0.00075
1.4988,0.01221,0.010338,0.01034475,0.079439,0.07966,0.07966259,0.339749,0.339993,0.3399881,0.5165,0.5165,0.51649939,2.899209,2.899236,2.8992341,110.004487,110.004555,110.00455,113.85159,113.85028,113.85028,-0.00131,-0.00131
2.1024,0.009546,0.007022,0.00702768,0.077429,0.077641,0.07764283,0.338964,0.339285,0.33927752,0.51647,0.51647,0.51646906,2.899141,2.899177,2.8991742,110.004321,110.004414,110.00441,113.84587,113.84401,113.844,-0.00186,-0.00187
2.949,0.006982,0.004076,0.00408131,0.07479,0.074919,0.07492095,0.337881,0.338298,0.33828637,0.516414,0.516414,0.51641308,2.899044,2.89909,2.8990866,110.004099,110.004224,110.00422,113.83921,113.83702,113.83701,-0.00219,-0.0022
4.1366,0.004693,0.001902,0.00190637,0.071357,0.071265,0.071266,0.336362,0.336897,0.33687958,0.516308,0.516309,0.51630629,2.898898,2.898958,2.8989524,110.003797,110.003967,110.00396,113.83142,113.8293,113.82927,-0.00212,-0.00215
5.8025,0.002834,0.000657,0.00065976,0.066931,0.066383,0.06638407,0.334178,0.334864,0.33483903,0.516103,0.516105,0.51610162,2.898666,2.898745,2.8987372,110.003383,110.003614,110.0036,113.82209,113.82037,113.82032,-0.00172,-0.00177
8.1392,0.001487,0.000151,0.00015206,0.061286,0.059925,0.05991955,0.330945,0.331831,0.33179123,0.515705,0.515709,0.51570221,2.898277,2.898385,2.8983732,110.002805,110.003121,110.0031,113.8105,113.80912,113.80904,-0.00138,-0.00146
11.417,0.000644,2e-05,2.029e-05,0.054248,0.051592,0.05157901,0.326038,0.327206,0.32714749,0.514928,0.514938,0.5149276,2.897603,2.897758,2.8977403,110.001987,110.002422,110.0024,113.79545,113.79394,113.79381,-0.00151,-0.00164
16.0147,0.000215,1e-06,1.32e-06,0.045833,0.041336,0.04131199,0.318453,0.320029,0.3199346,0.513411,0.513435,0.51341292,2.8964,2.896636,2.8966078,110.000813,110.001418,110.00139,113.77513,113.77285,113.77266,-0.00228,-0.00247
22.464,5.3e-05,0.0,3e-08,0.036475,0.029675,0.02964795,0.306658,0.308749,0.30861627,0.510456,0.510513,0.51047794,2.894214,2.894598,2.8945566,109.999103,109.999952,109.99991,113.74696,113.74349,113.74321,-0.00347,-0.00375
31.5105,1e-05,0.0,0.0,0.027186,0.018012,0.01799144,0.288657,0.290939,0.29074696,0.50475,0.504875,0.50480605,2.890175,2.890844,2.8907788,109.996548,109.997759,109.99771,113.70733,113.70243,113.70203,-0.0049,-0.0053
44.2001,2e-06,0.0,0.0,0.019289,0.008503,0.00849487,0.262802,0.263252,0.26302289,0.493913,0.49414,0.49403012,2.882666,2.883893,2.8838027,109.992628,109.99439,109.99433,113.6513,113.64418,113.64368,-0.00712,-0.00762
62.0,0.0,0.0,0.0,0.013544,0.002798,0.00279896,0.229563,0.222228,0.22195828,0.473898,0.474121,0.47392924,2.868754,2.871055,2.8709113,109.986473,109.989097,109.98901,113.57223,113.5593,113.55861,-0.01293,-0.01362
85.775,0.0,0.0,0.0,0.009756,0.00061,0.00061243,0.194316,0.169451,0.169156,0.440542,0.440023,0.43969145,2.844601,2.848802,2.8485484,109.977092,109.981026,109.98088,113.46631,113.43991,113.43889,-0.0264,-0.02742
109.55,0.0,0.0,0.0,0.007647,0.000135,0.00013585,0.168937,0.124001,0.12374628,0.402609,0.399965,0.39958138,2.814812,2.821338,2.8210014,109.966431,109.971849,109.97164,113.36044,113.31729,113.3161,-0.04315,-0.04434
133.325,0.0,0.0,0.0,0.006293,3.1e-05,3.166e-05,0.151005,0.087888,0.0877038,0.362944,0.356546,0.35610942,2.780084,2.789251,2.7888193,109.954542,109.96161,109.96133,113.25487,113.19533,113.194,-0.05954,-0.06087
157.1,0.0,0.0,0.0,0.005351,8e-06,7.88e-06,0.138211,0.060797,0.06070311,0.323713,0.312115,0.31160907,2.741026,2.75305,2.7524934,109.941471,109.950344,109.95,113.14977,113.07631,113.07481,-0.07346,-0.07496
180.875,0.0,0.0,0.0,0.004656,2e-06,2.1e-06,0.128802,0.041308,0.0412783,0.286365,0.268643,0.26812776,2.698177,2.713176,2.7125156,109.927245,109.938069,109.93766,113.04525,112.9612,112.95959,-0.08405,-0.08566
204.65,0.0,0.0,0.0,0.004122,1e-06,6e-07,0.121591,0.02771,0.02770485,0.251732,0.227626,0.22714674,2.65203,2.670028,2.6693006,109.911895,109.924806,109.92436,112.94137,112.85017,112.84851,-0.0912,-0.09286
228.425,0.0,0.0,0.0,0.003696,0.0,1.8e-07,0.115823,0.018428,0.01844821,0.220194,0.19009,0.1896413,2.603049,2.623975,2.6231164,109.895447,109.91057,109.91004,112.83821,112.74306,112.74125,-0.09515,-0.09696
252.2,0.0,0.0,0.0,0.003348,0.0,6e-08,0.111034,0.012191,0.01221439,0.191842,0.156623,0.15622353,2.551665,2.575358,2.5743891,109.87793,109.895379,109.89476,112.73582,112.63955,112.63759,-0.09627,-0.09823
275.975,0.0,0.0,0.0,0.003058,0.0,2e-08,0.106938,0.008043,0.00806758,0.166595,0.127456,0.12712067,2.498287,2.524497,2.5234078,109.859371,109.879249,109.87853,112.63425,112.53924,112.53712,-0.09501,-0.09713
299.75,0.0,0.0,0.0,0.002811,0.0,1e-08,0.103353,0.005304,0.00532888,0.144278,0.102545,0.10227176,2.443292,2.471682,2.4704501,109.839791,109.862186,109.86133,112.53352,112.44172,112.43938,-0.0918,-0.09414
323.525,0.0,0.0,0.0,0.002597,0.0,0.0,0.100135,0.003502,0.00352043,0.124668,0.081663,0.08144781,2.387001,2.417138,2.415858,109.819166,109.844163,109.84322,112.43357,112.34647,112.34404,-0.0871,-0.08953
347.3,0.0,0.0,0.0,0.002405,0.0,0.0,0.097178,0.002318,0.00233378,0.107515,0.064451,0.06429589,2.32969,2.361052,2.3596885,109.797445,109.825126,109.82406,112.33423,112.25295,112.25038,-0.08128,-0.08385
371.075,0.0,0.0,0.0,0.002232,0.0,0.0,0.094426,0.00154,0.00155323,0.092562,0.050455,0.05035345,2.271635,2.303645,2.3022015,109.774618,109.805055,109.80386,112.23547,112.1607,112.15797,-0.07477,-0.0775
394.85,0.0,0.0,0.0,0.002075,0.0,0.0,0.091851,0.001028,0.00103747,0.079569,0.03921,0.03914304,2.213124,2.24518,2.2437062,109.750708,109.783961,109.78266,112.13733,112.06938,112.06655,-0.06795,-0.07078
418.625,0.0,0.0,0.0,0.001932,0.0,0.0,0.089432,0.000689,0.00069598,0.068314,0.030269,0.03022599,2.154414,2.185897,2.1844154,109.72574,109.761854,109.76045,112.03983,111.97871,111.97579,-0.06112,-0.06404
442.4,0.0,0.0,0.0,0.001802,0.0,0.0,0.087151,0.000464,0.0004696,0.05859,0.023225,0.02320493,2.09573,2.126018,2.1244824,109.699738,109.738742,109.7372,111.94301,111.88845,111.88535,-0.05456,-0.05766
466.175,0.0,0.0,0.0,0.001683,0.0,0.0,0.084994,0.000314,0.00031857,0.050211,0.017722,0.01771711,2.037274,2.06575,2.0641587,109.672723,109.714633,109.71294,111.84688,111.79842,111.79513,-0.04846,-0.05175
489.95,0.0,0.0,0.0,0.001574,0.0,0.0,0.082949,0.000214,0.00021722,0.043009,0.013455,0.01345683,1.979225,2.005288,2.0036699,109.644721,109.689536,109.6877,111.75148,111.70849,111.70505,-0.04299,-0.04643
513.725,0.0,0.0,0.0,0.001474,0.0,0.0,0.081008,0.000147,0.00014884,0.036832,0.010169,0.01017079,1.921744,1.944814,1.9432161,109.615757,109.663461,109.66152,111.65681,111.61859,111.61506,-0.03822,-0.04175
537.5,0.0,0.0,0.0,0.001382,0.0,0.0,0.079161,0.000101,0.00010263,0.031545,0.007653,0.00765938,1.864972,1.884495,1.8828946,109.585857,109.636416,109.63434,111.56292,111.52867,111.525,-0.03425,-0.03792
561.275,0.0,0.0,0.0,0.001298,0.0,0.0,0.077401,7e-05,7.119e-05,0.027028,0.005738,0.00574811,1.809031,1.824489,1.822884,109.55505,109.608415,109.60618,111.46981,111.43871,111.43488,-0.0311,-0.03493
585.05,0.0,0.0,0.0,0.00122,0.0,0.0,0.075723,4.9e-05,4.967e-05,0.023176,0.004288,0.0042994,1.754026,1.764937,1.763343,109.523367,109.579471,109.57708,111.37751,111.34874,111.34477,-0.02877,-0.03274
608.825,0.0,0.0,0.0,0.001149,0.0,0.0,0.074121,3.4e-05,3.484e-05,0.019895,0.003194,0.00320548,1.700049,1.705972,1.7044124,109.490839,109.549597,109.54707,111.28605,111.2588,111.25472,-0.02725,-0.03133
632.6,0.0,0.0,0.0,0.001082,0.0,0.0,0.072591,2.4e-05,2.457e-05,0.017103,0.002373,0.00238246,1.647176,1.647711,1.6462172,109.457501,109.518809,109.51618,111.19545,111.16892,111.16481,-0.02653,-0.03064
656.375,0.0,0.0,0.0,0.001021,0.0,0.0,0.071128,1.7e-05,1.742e-05,0.01473,0.001758,0.00176659,1.595472,1.590264,1.5888389,109.423388,109.487125,109.48439,111.10574,111.07916,111.07502,-0.02658,-0.03072
680.15,0.0,0.0,0.0,0.000965,0.0,0.0,0.06973,1.2e-05,1.242e-05,0.012714,0.0013,0.00130755,1.544997,1.533734,1.5323585,109.388543,109.45457,109.45169,111.01695,110.98962,110.98537,-0.02733,-0.03158
703.925,0.0,0.0,0.0,0.000913,0.0,0.0,0.068392,9e-06,8.91e-06,0.011002,0.00096,0.00096608,1.49579,1.478202,1.4768662,109.353001,109.42116,109.41812,110.9291,110.90033,110.89596,-0.02877,-0.03314
727.7,0.0,0.0,0.0,0.000865,0.0,0.0,0.067111,6e-06,6.42e-06,0.009547,0.000707,0.00071254,1.447876,1.423741,1.4224387,109.316797,109.386912,109.3837,110.8422,110.81137,110.80686,-0.03083,-0.03534
751.475,0.0,0.0,0.0,0.00082,0.0,0.0,0.065885,5e-06,4.65e-06,0.008311,0.00052,0.00052465,1.401276,1.37041,1.3691413,109.279964,109.351842,109.34847,110.75626,110.72278,110.71814,-0.03348,-0.03812
775.25,0.0,0.0,0.0,0.000778,0.0,0.0,0.064709,3e-06,3.39e-06,0.007259,0.000382,0.00038567,1.356,1.318261,1.317028,109.242535,109.315966,109.31245,110.67128,110.63461,110.62987,-0.03667,-0.04141
799.025,0.0,0.0,0.0,0.00074,0.0,0.0,0.063581,2e-06,2.48e-06,0.006363,0.00028,0.00028304,1.312052,1.267336,1.2661433,109.204541,109.279298,109.27567,110.58728,110.54692,110.5421,-0.04036,-0.04518
822.8,0.0,0.0,0.0,0.000704,0.0,0.0,0.062498,2e-06,1.82e-06,0.005598,0.000205,0.00020755,1.269429,1.21767,1.2165135,109.166015,109.241854,109.2381,110.50424,110.45973,110.45482,-0.04451,-0.04942
846.575,0.0,0.0,0.0,0.00067,0.0,0.0,0.061458,1e-06,1.34e-06,0.004944,0.00015,0.00015212,1.228125,1.169291,1.1681649,109.12699,109.203651,109.19973,110.42219,110.37309,110.36805,-0.0491,-0.05414
870.35,0.0,0.0,0.0,0.000639,0.0,0.0,0.06046,1e-06,1e-06,0.004383,0.00011,0.00011144,1.188134,1.122222,1.1211228,109.087509,109.164715,109.16062,110.34113,110.28705,110.28185,-0.05408,-0.05928
894.125,0.0,0.0,0.0,0.00061,0.0,0.0,0.059503,1e-06,7.4e-07,0.003902,8e-05,8.159e-05,1.149447,1.07648,1.0754068,109.047625,109.12508,109.1208,110.26109,110.20164,110.19629,-0.05945,-0.0648
917.9,0.0,0.0,0.0,0.000583,0.0,0.0,0.058585,1e-06,5.6e-07,0.003488,5.9e-05,5.97e-05,1.112056,1.032077,1.0310306,109.007395,109.084788,109.08032,110.18211,110.11692,110.11141,-0.06519,-0.0707
941.675,0.0,0.0,0.0,0.000558,0.0,0.0,0.057707,0.0,4.2e-07,0.003131,4.3e-05,4.366e-05,1.075947,0.98902,0.98800055,108.966874,109.043876,109.03924,110.10422,110.03294,110.02729,-0.07128,-0.07693
965.45,0.0,0.0,0.0,0.000535,0.0,0.0,0.056867,0.0,3.2e-07,0.002822,3.1e-05,3.19e-05,1.041098,0.947306,0.94631555,108.926101,109.002369,108.9976,110.02742,109.94971,109.94394,-0.07771,-0.08348
989.225,0.0,0.0,0.0,0.000513,0.0,0.0,0.056062,0.0,2.4e-07,0.002554,2.3e-05,2.33e-05,1.007484,0.906927,0.90596909,108.885103,108.960282,108.95541,109.95172,109.86723,109.8614,-0.08449,-0.09032
1013.0,0.0,0.0,0.0,0.000493,0.0,0.0,0.055291,0.0,1.8e-07,0.00232,1.7e-05,1.7e-05,0.975074,0.867873,0.86694976,108.843905,108.917627,108.91269,109.87708,109.78552,109.77965,-0.09156,-0.09743
