,hPa,LBL_g1,LBLg_g1,PAR_g1,LBL_g2,LBLg_g2,PAR_g2,LBL_g3,LBLg_g3,PAR_g3,LBL_g4,LBLg_g4,PAR_g4,LBL_g5,LBLg_g5,PAR_g5,LBL_g6,LBLg_g6,PAR_g6,LBL_tot,LBLg_tot,PAR_tot,LBLg - LBL,PAR - LBL
17,0.1685,0.14198364,0.13934567,0.13926217,0.03102849,0.02893106,0.0289293,0.01014771,0.00887541,0.00891193,9.815e-05,9.746e-05,0.00010003,0.00069044,0.00058473,0.00059482,0.0022376,0.00190209,0.00191931,0.18618603,0.17973642,0.17971756,-0.00644961,-0.00646847
18,0.2364,0.13502444,0.13477789,0.13472319,0.0320613,0.02995057,0.02994601,0.01079652,0.00943961,0.00946791,0.0001232,0.00012227,0.00012456,0.0007918,0.00066596,0.00067448,0.00238347,0.00202612,0.00204059,0.18118073,0.17698242,0.17697674,-0.00419831,-0.00420399
19,0.3315,0.12668407,0.1291113,0.12904227,0.03308846,0.03098194,0.03096677,0.01150873,0.01005889,0.01007103,0.00015584,0.00015455,0.00015604,0.00091283,0.00076184,0.00076674,0.00255154,0.00216906,0.00217685,0.17490147,0.17323758,0.17317969,-0.00166389,-0.00172178
20,0.4651,0.11674431,0.12201778,0.12200292,0.03406441,0.03199265,0.0319866,0.01228063,0.01073181,0.01073611,0.00019838,0.00019657,0.00019755,0.00105686,0.00087493,0.00087714,0.00274316,0.00233205,0.00233518,0.16708775,0.16814579,0.1681355,0.00105804,0.00104775
21,0.6524,0.10529488,0.11336294,0.11331374,0.03497988,0.03298663,0.03295565,0.01312223,0.01146913,0.01148678,0.00025402,0.00025145,0.00025466,0.00122869,0.00100909,0.00101987,0.00296277,0.00251889,0.00253678,0.15784247,0.16159812,0.16156748,0.00375565,0.00372501
22,0.9151,0.09267407,0.10320777,0.10312708,0.03556052,0.03372943,0.0336818,0.01386076,0.01213161,0.01215391,0.00032175,0.00031834,0.00032317,0.00139686,0.00114177,0.00115674,0.00315938,0.00268628,0.00271042,0.14697335,0.1532152,0.15315311,0.00624185,0.00617976
23,1.2836,0.07948197,0.09193673,0.091886,0.03521759,0.03369859,0.03366013,0.01404336,0.0123515,0.01236845,0.00039219,0.00038858,0.00039208,0.00146135,0.00120127,0.00121287,0.00318283,0.00270657,0.00272556,0.13377929,0.14228324,0.1422451,0.00850395,0.00846581
24,1.8006,0.06569399,0.07896206,0.07895214,0.03404187,0.03298047,0.03296533,0.01373634,0.01218701,0.01221365,0.00047519,0.00047196,0.00047715,0.00143239,0.00119647,0.00120907,0.00304296,0.00258811,0.00260722,0.11842275,0.12838608,0.12842456,0.00996333,0.01000181
25,2.5257,0.05157705,0.06366175,0.06365563,0.03258327,0.0320789,0.03205912,0.01340304,0.01202091,0.01204536,0.00059694,0.00059389,0.00059741,0.00141221,0.00120341,0.00121519,0.00287904,0.00244928,0.00246897,0.10245154,0.11200814,0.11204168,0.0095566,0.00959014
26,3.5428,0.03819612,0.04683225,0.04681233,0.03100254,0.03113874,0.03112367,0.01321305,0.01199311,0.01202502,0.00077823,0.0007748,0.0007823,0.0014384,0.00125181,0.00126608,0.00273231,0.00232517,0.00234445,0.08736065,0.09431588,0.09435386,0.00695523,0.00699321
27,4.9695,0.02652004,0.03032827,0.0303196,0.02933385,0.03017471,0.03014412,0.0132521,0.01217162,0.01219332,0.00104351,0.0010387,0.00104247,0.00153061,0.00135903,0.00137089,0.0026129,0.00222445,0.00224316,0.07429301,0.07729679,0.07731356,0.00300378,0.00302054
28,6.9709,0.01705052,0.01648228,0.01648948,0.02755563,0.02912689,0.02912718,0.01359911,0.0126144,0.0126577,0.00142475,0.00141681,0.00142912,0.00170988,0.00154417,0.00156178,0.00252593,0.00215149,0.00217196,0.06386582,0.06333604,0.06343722,-0.00052978,-0.0004286
29,9.7781,0.00995395,0.00708548,0.00709722,0.02561283,0.02788586,0.02789133,0.01434104,0.01338251,0.01342183,0.00196798,0.00195372,0.00196252,0.0020014,0.00183035,0.00184589,0.0024745,0.00210899,0.00212961,0.05635169,0.0542469,0.05434839,-0.00210479,-0.0020033
30,13.7158,0.00511584,0.00223467,0.00223936,0.0233183,0.02621205,0.02622623,0.01553918,0.01451655,0.01457441,0.00273635,0.00271002,0.00273116,0.00243516,0.00224478,0.00226708,0.0024574,0.00209593,0.00211663,0.05160223,0.05001401,0.05015486,-0.00158822,-0.00144737
31,19.2394,0.0022136,0.00047218,0.00047401,0.02040335,0.02381305,0.02381357,0.01722976,0.01607627,0.01612065,0.00381475,0.00376653,0.00378266,0.00305702,0.00282756,0.0028462,0.00248293,0.00211938,0.00213772,0.04920141,0.04907496,0.04917481,-0.00012645,-2.66e-05
32,26.9872,0.00076182,6.036e-05,6.076e-05,0.01662307,0.02039582,0.02038782,0.01929648,0.01812388,0.01818002,0.00530513,0.00522064,0.00525071,0.00393392,0.00363627,0.0036613,0.0025732,0.00219812,0.00221589,0.04849362,0.04963508,0.04975651,0.00114146,0.00126289
33,37.8553,0.000201,4.22e-06,4.27e-06,0.01205913,0.01580004,0.0157932,0.02118048,0.020563,0.02061187,0.00731363,0.00717852,0.00720862,0.00513443,0.00473051,0.00475524,0.00274276,0.00234447,0.00236177,0.04863143,0.05062075,0.05073497,0.00198932,0.00210354
34,53.1,4.236e-05,1.5e-07,1.5e-07,0.00747912,0.01044757,0.0104388,0.02179907,0.02301913,0.02306322,0.0099274,0.00974628,0.00978949,0.00672553,0.00616938,0.00620089,0.00300138,0.00256669,0.00258597,0.04897485,0.05194919,0.05207852,0.00297434,0.00310367
35,73.8875,8.14e-06,0.0,0.0,0.00403957,0.00558483,0.00558134,0.02007642,0.02465591,0.02468359,0.01300901,0.01285917,0.01291435,0.00872617,0.00796956,0.00800935,0.00336608,0.00287932,0.002902,0.04922539,0.05394879,0.05409064,0.0047234,0.00486525
36,97.6625,1.88e-06,0.0,0.0,0.00226631,0.00258825,0.00259219,0.01668902,0.02455911,0.02455598,0.01575209,0.01580689,0.01583211,0.01081514,0.00984606,0.00987461,0.00379589,0.0032476,0.00326894,0.04932034,0.0560479,0.05612383,0.00672756,0.00680349
37,121.4375,6.1e-07,0.0,0.0,0.00147666,0.00119148,0.0011938,0.01327045,0.0229846,0.02295948,0.01763012,0.01806445,0.01809353,0.0127184,0.01155926,0.01159163,0.00422966,0.00361962,0.00364157,0.04932591,0.0574194,0.05748001,0.00809349,0.0081541
38,145.2125,2.5e-07,0.0,0.0,0.00105945,0.00055709,0.00055857,0.0103689,0.02059318,0.0205396,0.01873033,0.01966145,0.01970336,0.0144502,0.01312343,0.01316606,0.00465459,0.00398477,0.00400615,0.04926373,0.05791992,0.05797373,0.00865619,0.00871
39,168.9875,1.2e-07,0.0,0.0,0.0008117,0.00026772,0.00026917,0.00809308,0.01787555,0.01782446,0.01915581,0.02062309,0.02064295,0.01603968,0.01456945,0.01460689,0.00508032,0.00435151,0.00437116,0.04918071,0.05768732,0.05771462,0.00850661,0.00853391
40,192.7625,6e-08,0.0,0.0,0.00065946,0.00013301,0.00013401,0.00641681,0.01515338,0.0151259,0.01901872,0.02097417,0.02097223,0.01752456,0.01594339,0.01596312,0.00553283,0.00474227,0.00475279,0.04915244,0.05694622,0.05694804,0.00779378,0.0077956
41,216.5375,4e-08,0.0,0.0,0.00055971,6.836e-05,6.891e-05,0.0052174,0.01263307,0.01259264,0.01848852,0.02081634,0.02081432,0.01891458,0.01725539,0.0172961,0.00601317,0.00515808,0.00518363,0.04919341,0.05593124,0.05595561,0.00673783,0.0067622
42,240.3125,2e-08,0.0,0.0,0.0004853,3.625e-05,3.659e-05,0.00434133,0.01041132,0.01039615,0.01771775,0.02027808,0.02026824,0.02018289,0.01847215,0.01850506,0.00649379,0.00557554,0.00560354,0.04922108,0.05477334,0.05480959,0.00555226,0.00558851
43,264.0875,1e-08,0.0,0.0,0.00042669,1.981e-05,2.002e-05,0.00369455,0.00851492,0.00850376,0.01680633,0.01945923,0.0194416,0.02133395,0.01959489,0.0196338,0.00696959,0.00599044,0.0060264,0.04923113,0.05357929,0.05362557,0.00434816,0.00439444
44,287.8625,1e-08,0.0,0.0,0.00037931,1.113e-05,1.126e-05,0.00321214,0.00692889,0.00691585,0.01581941,0.01843731,0.01841767,0.02237556,0.02063008,0.02067916,0.00744102,0.00640332,0.00644838,0.04922745,0.05241073,0.0524723,0.00318328,0.00324485
45,311.6375,1e-08,0.0,0.0,0.00034016,6.43e-06,6.5e-06,0.00284649,0.00562005,0.00562665,0.01480122,0.01727675,0.0172521,0.02331202,0.02158113,0.02159428,0.00790774,0.00681401,0.00684675,0.04920765,0.05129837,0.05132627,0.00209072,0.00211862
46,335.4125,0.0,0.0,0.0,0.00030724,3.8e-06,3.85e-06,0.00256368,0.00455003,0.00454779,0.01378286,0.01603277,0.01599854,0.02414756,0.0224512,0.02247987,0.00836944,0.00722239,0.00726466,0.04917079,0.05026019,0.05029472,0.0010894,0.00112393
47,359.1875,0.0,0.0,0.0,0.00027914,2.3e-06,2.33e-06,0.00233988,0.00368087,0.00367791,0.01278549,0.01475124,0.0147146,0.02488639,0.02324329,0.0232732,0.00882574,0.00762828,0.00767447,0.04911665,0.04930599,0.04934252,0.00018934,0.00022587
48,382.9625,0.0,0.0,0.0,0.00025485,1.42e-06,1.44e-06,0.00215852,0.00297791,0.00298157,0.01182301,0.01346913,0.01343815,0.02553271,0.02396029,0.02396468,0.00927625,0.00803144,0.00806824,0.04904533,0.0484402,0.04845407,-0.00060513,-0.00059126
49,406.7375,0.0,0.0,0.0,0.00023354,9e-07,9.1e-07,0.00200729,0.00241005,0.00241676,0.01090014,0.01221095,0.01218496,0.02608066,0.02459605,0.02459191,0.00971666,0.00842828,0.00846264,0.04893829,0.04764623,0.04765718,-0.00129206,-0.00128111
50,430.5125,0.0,0.0,0.0,0.00021474,5.8e-07,5.8e-07,0.00187899,0.0019529,0.0019562,0.01002659,0.01100339,0.01097332,0.02654307,0.02516078,0.02517797,0.01014928,0.00882089,0.00886947,0.04881267,0.04693854,0.04697754,-0.00187413,-0.00183513
51,454.2875,0.0,0.0,0.0,0.00019803,3.8e-07,3.8e-07,0.00176812,0.00158515,0.00158876,0.00920547,0.0098622,0.00983742,0.02692605,0.02565892,0.02567962,0.01057412,0.00920938,0.0092619,0.0486718,0.04631604,0.04636808,-0.00235576,-0.00230372
52,478.0625,0.0,0.0,0.0,0.00018311,2.5e-07,2.5e-07,0.0016708,0.00128921,0.00129442,0.00843728,0.00879686,0.00878255,0.02723404,0.02609344,0.02610443,0.01099078,0.0095935,0.00964076,0.048516,0.04577326,0.04582241,-0.00274274,-0.00269359
53,501.8375,0.0,0.0,0.0,0.00016971,1.7e-07,1.7e-07,0.00158431,0.00105084,0.00105758,0.00772137,0.00781253,0.00781004,0.02747166,0.0264675,0.02646035,0.01139921,0.0099733,0.01000809,0.04834625,0.04530434,0.04533623,-0.00304191,-0.00301002
54,525.6125,0.0,0.0,0.0,0.00015765,1.2e-07,1.2e-07,0.00150672,0.00085857,0.00086281,0.00705636,0.0069111,0.00689765,0.02764358,0.02678436,0.02678766,0.0117996,0.01034902,0.01039781,0.0481639,0.04490316,0.04494605,-0.00326074,-0.00321785
55,549.3875,0.0,0.0,0.0,0.00014674,8e-08,8e-08,0.00143658,0.00070323,0.00070641,0.00644041,0.00609197,0.00607647,0.02775433,0.02704714,0.02705226,0.01219216,0.01072091,0.01077611,0.04797023,0.04456333,0.04461133,-0.0034069,-0.0033589
56,573.1625,0.0,0.0,0.0,0.00013687,6e-08,6e-08,0.00137275,0.00057748,0.00058032,0.00587139,0.00535268,0.00534033,0.02780831,0.02725889,0.02725947,0.01257701,0.01108914,0.01114382,0.04776633,0.04427826,0.04432399,-0.00348807,-0.00344234
57,596.9375,0.0,0.0,0.0,0.00012789,4e-08,4e-08,0.00131432,0.00047547,0.00047826,0.00534695,0.00468948,0.00468286,0.02780971,0.0274225,0.02741401,0.0129542,0.01145384,0.01150171,0.04755306,0.04404133,0.04407689,-0.00351173,-0.00347617
58,620.7125,0.0,0.0,0.0,0.0001197,3e-08,3e-08,0.00126055,0.00039252,0.00039536,0.00486466,0.00409771,0.00409764,0.02776257,0.02754079,0.02752017,0.01332372,0.01181504,0.01185043,0.04733121,0.0438461,0.04386363,-0.00348511,-0.00346758
59,644.4875,0.0,0.0,0.0,0.00011222,2e-08,2e-08,0.00121085,0.00032492,0.00032734,0.00442202,0.00357218,0.00357119,0.02767078,0.02761648,0.02759207,0.01368556,0.01217281,0.01220997,0.04710142,0.0436864,0.04370059,-0.00341502,-0.00340083
60,668.2625,0.0,0.0,0.0,0.00010535,1e-08,2e-08,0.00116456,0.00026965,0.00027158,0.004016,0.00310707,0.00310322,0.02753429,0.02764868,0.02762895,0.01403775,0.01252542,0.01257483,0.04685794,0.04355082,0.04357859,-0.00330712,-0.00327935
61,692.0375,0.0,0.0,0.0,9.904e-05,1e-08,1e-08,0.00112135,0.00022436,0.00022601,0.00364451,0.00269721,0.00269363,0.02735823,0.02764134,0.02762589,0.01438087,0.01287343,0.01293051,0.046604,0.04343636,0.04347605,-0.00316764,-0.00312795
62,715.8125,0.0,0.0,0.0,9.323e-05,1e-08,1e-08,0.00108097,0.00018719,0.00018865,0.00330552,0.00233751,0.00233567,0.02714863,0.02759937,0.02758609,0.01471617,0.01321798,0.0132775,0.04634452,0.04334206,0.04338791,-0.00300246,-0.00295661
63,739.5875,0.0,0.0,0.0,8.787e-05,1e-08,1e-08,0.00104314,0.0001566,0.00015791,0.00299663,0.00202275,0.00202325,0.02690867,0.02752512,0.02751247,0.01504356,0.01355902,0.01361619,0.04607987,0.04326349,0.04330983,-0.00281638,-0.00277004
64,763.3625,0.0,0.0,0.0,8.292e-05,0.0,0.0,0.00100756,0.00013135,0.00013254,0.00271555,0.00174807,0.00175095,0.02664132,0.02742081,0.02740771,0.01536283,0.01389638,0.0139468,0.04581017,0.04319661,0.04323801,-0.00261356,-0.00257216
65,787.1375,0.0,0.0,0.0,7.833e-05,0.0,0.0,0.00097397,0.00011045,0.00011155,0.00246012,0.00150892,0.0015139,0.0263493,0.02728851,0.02727423,0.01567344,0.01422961,0.01426926,0.04553516,0.0431375,0.04316896,-0.00239766,-0.0023662
66,810.9125,0.0,0.0,0.0,7.406e-05,0.0,0.0,0.00094209,9.312e-05,9.406e-05,0.00222827,0.00130116,0.00130481,0.02603501,0.02713007,0.02711595,0.01597425,0.0145577,0.01460325,0.04525368,0.04308205,0.04311807,-0.00217163,-0.00213561
67,834.6875,0.0,0.0,0.0,7.007e-05,0.0,0.0,0.00091161,7.87e-05,7.949e-05,0.00201804,0.00112104,0.0011231,0.02570052,0.02694713,0.0269332,0.01626342,0.01487896,0.01493472,0.04496366,0.04302584,0.04307052,-0.00193782,-0.00189314
68,858.4625,0.0,0.0,0.0,6.634e-05,0.0,0.0,0.00088228,6.668e-05,6.735e-05,0.00182761,0.00096514,0.00096659,0.02534784,0.02674139,0.02672706,0.01653926,0.01519183,0.01525352,0.04466333,0.04296504,0.04301452,-0.00169829,-0.00164881
69,882.2375,0.0,0.0,0.0,6.283e-05,0.0,0.0,0.00085405,5.663e-05,5.721e-05,0.00165524,0.00083037,0.00083177,0.02497928,0.02651479,0.02649971,0.01680163,0.01549611,0.0155599,0.04435304,0.04289791,0.04294859,-0.00145513,-0.00140445
70,906.0125,0.0,0.0,0.0,5.955e-05,0.0,0.0,0.00082698,4.821e-05,4.87e-05,0.00149932,0.000714,0.00071563,0.0245974,0.02626947,0.02625345,0.01705212,0.01579316,0.01585554,0.04403537,0.04282483,0.04287332,-0.00121054,-0.00116205
71,929.7875,0.0,0.0,0.0,5.649e-05,0.0,0.0,0.00080116,4.113e-05,4.156e-05,0.00135836,0.0006136,0.00061558,0.0242046,0.02600744,0.02599038,0.01729265,0.01608464,0.0161424,0.04371325,0.04274681,0.04278992,-0.00096644,-0.00092333
72,953.5625,0.0,0.0,0.0,5.364e-05,0.0,0.0,0.00077659,3.517e-05,3.555e-05,0.001231,0.00052706,0.00052939,0.02380293,0.02573044,0.0257123,0.01752452,0.01637173,0.01642189,0.04338868,0.0426644,0.04269912,-0.00072428,-0.00068956
73,977.3375,0.0,0.0,0.0,5.098e-05,0.0,0.0,0.00075322,3.014e-05,3.047e-05,0.00111602,0.00045253,0.00045515,0.02339413,0.02543997,0.02542076,0.01774848,0.01665505,0.01669484,0.04306283,0.04257769,0.04260122,-0.00048514,-0.00046161
74,1001.1125,0.0,0.0,0.0,4.849e-05,0.0,0.0,0.000731,2.589e-05,2.617e-05,0.00101225,0.0003884,0.00039119,0.02297973,0.02513738,0.02511716,0.01796489,0.0169349,0.01696294,0.04273637,0.04248658,0.04249746,-0.00024979,-0.00023891
