,hPa,LBL_g1,LBLg_g1,PAR_g1,LBL_g2,LBLg_g2,PAR_g2,LBL_g3,LBLg_g3,PAR_g3,LBL_g4,LBLg_g4,PAR_g4,LBL_g5,LBLg_g5,PAR_g5,LBL_g6,LBLg_g6,PAR_g6,LBL_tot,LBLg_tot,PAR_tot,LBLg - LBL,PAR - LBL
16,0.1201,0.14727668,0.14259613,0.14246828,0.03036964,0.02827456,0.02827022,0.00974979,0.00852609,0.00856225,8.205e-05,8.147e-05,8.384e-05,0.00063117,0.00053635,0.00054606,0.00215276,0.00182995,0.00184634,0.19026208,0.18184454,0.18177698,-0.00841754,-0.0084851
17,0.1685,0.14160376,0.13895582,0.13888501,0.03132413,0.02920876,0.02920688,0.01031446,0.00901741,0.00904928,0.00010122,0.00010047,0.00010276,0.00071457,0.00060378,0.00061268,0.00227572,0.00193449,0.00194967,0.18633386,0.17982073,0.17980628,-0.00651313,-0.00652758
18,0.2364,0.13477843,0.1344856,0.13443648,0.03229205,0.03016657,0.03016123,0.01093457,0.00955637,0.00957855,0.00012601,0.00012502,0.0001269,0.00081323,0.00068258,0.00068943,0.00241679,0.00205445,0.00206598,0.18136108,0.17707059,0.17705858,-0.00429049,-0.0043025
19,0.3315,0.12654167,0.12890151,0.12885496,0.03324307,0.03112666,0.03111606,0.01160913,0.0101433,0.01015109,0.00015813,0.00015677,0.00015784,0.00092978,0.00077477,0.00077801,0.00257728,0.00219094,0.00219596,0.17505905,0.17329394,0.17325392,-0.00176511,-0.00180513
20,0.4651,0.11672155,0.1219258,0.12190958,0.03414726,0.03207071,0.03206339,0.0123391,0.01078074,0.01078595,0.00019985,0.00019799,0.00019913,0.00106752,0.00088294,0.00088572,0.00275912,0.00234562,0.00234974,0.1672344,0.16820379,0.1681935,0.00096939,0.0009591
21,0.6524,0.10546941,0.11351374,0.11346748,0.03489637,0.0329114,0.03288284,0.01306473,0.01142155,0.01143811,0.00025245,0.00024994,0.00025295,0.00121751,0.00100079,0.00101082,0.00294624,0.00250485,0.00252145,0.15784671,0.16160227,0.16157366,0.00375556,0.00372695
22,0.9151,0.0933291,0.1040589,0.10399986,0.03493278,0.0331519,0.03311488,0.0133892,0.01174136,0.01176534,0.00030816,0.00030534,0.00030996,0.00130021,0.00107052,0.00108468,0.00301777,0.00256589,0.00258881,0.14627723,0.15289392,0.15286353,0.00661669,0.0065863
23,1.2836,0.08014997,0.09302225,0.09298617,0.03426244,0.03280985,0.03277694,0.01330886,0.01174224,0.01176858,0.00037164,0.00036892,0.00037321,0.00130977,0.00108933,0.00110373,0.00296166,0.0025185,0.00254254,0.13236434,0.14155109,0.14155116,0.00918675,0.00918682
24,1.8006,0.06593841,0.07959088,0.07957616,0.03325907,0.03223682,0.03222063,0.01312536,0.01167658,0.01171107,0.00045971,0.00045713,0.00046315,0.00130859,0.00110431,0.00111979,0.00286271,0.00243478,0.00245889,0.11695384,0.1275005,0.12754968,0.01054666,0.01059584
25,2.5257,0.05157131,0.06390567,0.06388555,0.03197057,0.03147998,0.03145465,0.01291308,0.01160679,0.01163533,0.00058644,0.00058382,0.00058784,0.00131501,0.00113024,0.00114391,0.00273799,0.00232925,0.00235208,0.1010944,0.11103576,0.11105936,0.00994136,0.00996496
26,3.5428,0.03809629,0.04681335,0.04678066,0.03054497,0.03067445,0.03065145,0.01282814,0.01166213,0.01169503,0.00077201,0.00076885,0.00077656,0.00136274,0.00119412,0.00120937,0.00262329,0.00223234,0.00225316,0.08622744,0.09334524,0.09336623,0.0071178,0.00713879
27,4.9695,0.02640531,0.03016961,0.03016795,0.02900386,0.02982346,0.0297993,0.01295323,0.01190803,0.01193437,0.00104043,0.00103576,0.00103994,0.00147174,0.00131348,0.00132622,0.00252889,0.00215286,0.00217302,0.07340346,0.07640319,0.0764408,0.00299973,0.00303734
28,6.9709,0.01697677,0.01633192,0.01634078,0.02732883,0.02887063,0.02887532,0.01336074,0.01239667,0.01244172,0.00142473,0.00141682,0.0014293,0.00166098,0.00150579,0.00152338,0.00245764,0.00209327,0.00211365,0.06320968,0.06261511,0.06272416,-0.00059457,-0.00048552
29,9.7781,0.00991818,0.00699259,0.00700408,0.0254576,0.02769975,0.02770637,0.01413919,0.01318927,0.01322733,0.00197147,0.0019571,0.00196565,0.00195654,0.00179464,0.00180934,0.0024138,0.0020572,0.00207644,0.05585678,0.05369054,0.05378921,-0.00216624,-0.00206757
30,13.7158,0.00510504,0.00219465,0.00219907,0.02322623,0.02609977,0.02611267,0.01537349,0.01434827,0.01440193,0.00274454,0.00271783,0.00273821,0.00239305,0.00221075,0.00223123,0.00240268,0.00204922,0.00206726,0.05124503,0.04962047,0.04975038,-0.00162456,-0.00149465
31,19.2394,0.00221397,0.00046104,0.0004628,0.0203544,0.02377258,0.0237693,0.01709839,0.01593548,0.01597157,0.00382977,0.00378064,0.00379508,0.00301601,0.00279383,0.00280945,0.00243216,0.002076,0.00209036,0.04894469,0.04881957,0.04889856,-0.00012512,-4.613e-05
32,26.9872,0.00076374,5.854e-05,5.894e-05,0.01655898,0.02038675,0.02038325,0.01916062,0.01798102,0.01803138,0.00533277,0.0052461,0.00527552,0.00388062,0.00359139,0.00361262,0.00251189,0.00214571,0.0021579,0.04820862,0.04940952,0.04951961,0.0012009,0.00131099
33,37.8553,0.00020255,4.06e-06,4.1e-06,0.011953,0.01582405,0.01581811,0.02102561,0.02043285,0.02046526,0.00737696,0.00723612,0.00726329,0.00505513,0.00466166,0.00467777,0.00265694,0.00227109,0.00227728,0.04827019,0.05042984,0.05050582,0.00215965,0.00223563
34,53.1,4.328e-05,1.4e-07,1.4e-07,0.00730469,0.01049432,0.01048542,0.02157786,0.02296146,0.02299714,0.01007983,0.00988479,0.00992623,0.0065998,0.00605363,0.00607812,0.00287063,0.00245485,0.00246443,0.04847608,0.05184919,0.05195149,0.00337311,0.00347541
35,73.8875,8.68e-06,0.0,0.0,0.00382739,0.00563453,0.00562906,0.01968977,0.02478718,0.02481501,0.01332717,0.01315767,0.01321299,0.00855117,0.00778877,0.00782756,0.00318107,0.002721,0.0027396,0.04858525,0.05408915,0.05422422,0.0055039,0.00563897
36,97.6625,2.24e-06,0.0,0.0,0.00209606,0.00262341,0.00262707,0.01610241,0.02483091,0.02483044,0.01617427,0.01624189,0.01626938,0.01061905,0.009614,0.00964549,0.00358032,0.00306304,0.00308226,0.04857435,0.05637325,0.05645463,0.0077989,0.00788028
37,121.4375,8.8e-07,0.0,0.0,0.00140617,0.00121659,0.0012188,0.01270537,0.02319536,0.02316635,0.01791423,0.01843623,0.01846357,0.01254865,0.01134696,0.01138168,0.00404267,0.00345944,0.0034804,0.04861798,0.05765458,0.05771079,0.0090366,0.00909281
38,145.2125,4.3e-07,0.0,0.0,0.0010769,0.00057363,0.00057541,0.01003296,0.02065184,0.02059988,0.01875028,0.01981447,0.0198583,0.01434213,0.01299317,0.01304104,0.00454205,0.00388817,0.0039118,0.04874476,0.05792127,0.05798642,0.00917651,0.00924166
39,168.9875,2.3e-07,0.0,0.0,0.00086983,0.0002774,0.00027913,0.00798557,0.01784753,0.01779902,0.0190073,0.02059775,0.02061744,0.0159984,0.01452599,0.01456223,0.00503965,0.00431629,0.00433308,0.04890098,0.05756496,0.0575909,0.00866398,0.00868992
40,192.7625,1.3e-07,0.0,0.0,0.00072629,0.00013823,0.00013935,0.00644339,0.0151019,0.01507743,0.01882111,0.02086259,0.02086062,0.0175253,0.01595281,0.01597273,0.00553485,0.00474345,0.00475424,0.04905106,0.05679898,0.05680437,0.00774792,0.00775331
41,216.5375,8e-08,0.0,0.0,0.00062063,7.107e-05,7.168e-05,0.00529281,0.01258712,0.01254885,0.01831153,0.02069021,0.02068742,0.01892897,0.01727967,0.01732019,0.00602737,0.0051696,0.00519602,0.04918139,0.05579767,0.05582416,0.00661628,0.00664277
42,240.3125,5e-08,0.0,0.0,0.00053921,3.767e-05,3.806e-05,0.00443442,0.01037267,0.01036005,0.01756833,0.02015081,0.02014204,0.02020158,0.01850033,0.01853512,0.00651275,0.00559106,0.00562145,0.04925634,0.05465255,0.05469671,0.00539621,0.00544037
43,264.0875,3e-08,0.0,0.0,0.00047474,2.058e-05,2.081e-05,0.00379421,0.00848402,0.00847468,0.01668386,0.01933654,0.01931948,0.02135861,0.01962816,0.01966827,0.00699399,0.00601056,0.00604858,0.04930543,0.05347986,0.05353181,0.00417443,0.00422638
44,287.8625,2e-08,0.0,0.0,0.0004224,1.156e-05,1.17e-05,0.00331235,0.00690445,0.00689272,0.01572012,0.0183213,0.01830173,0.022406,0.02066819,0.02071766,0.00747125,0.00642838,0.00647502,0.04933215,0.05233388,0.05239883,0.00300173,0.00306668
45,311.6375,1e-08,0.0,0.0,0.00037902,6.67e-06,6.75e-06,0.00294422,0.00560087,0.00560833,0.01472141,0.01716888,0.01714383,0.02334798,0.02162377,0.02163651,0.00794417,0.00684437,0.00687791,0.04933682,0.05124456,0.05127334,0.00190774,0.00193652
46,335.4125,1e-08,0.0,0.0,0.00034245,3.95e-06,4e-06,0.00265754,0.00453504,0.00453341,0.01371913,0.01593394,0.01589899,0.02418873,0.02249805,0.02252531,0.00841242,0.00725837,0.00730116,0.04932027,0.05022935,0.05026288,0.00090908,0.00094261
47,359.1875,0.0,0.0,0.0,0.00031115,2.39e-06,2.42e-06,0.00242938,0.00366918,0.00366665,0.0127349,0.01466189,0.01462422,0.02493246,0.02329404,0.02332153,0.00887566,0.00767024,0.00771668,0.04928356,0.04929775,0.04933151,1.419e-05,4.795e-05
48,382.9625,0.0,0.0,0.0,0.00028401,1.48e-06,1.49e-06,0.00224324,0.00296828,0.00297274,0.01178087,0.0133869,0.01335698,0.02557847,0.02401028,0.02401576,0.00933175,0.00807826,0.00811643,0.04921834,0.0484452,0.04846341,-0.00077314,-0.00075493
49,406.7375,0.0,0.0,0.0,0.0002602,9.3e-07,9.4e-07,0.00208781,0.00240243,0.00240986,0.01086604,0.01213741,0.0121128,0.02612865,0.02464743,0.02464552,0.00977931,0.00848135,0.00851746,0.04912202,0.04766955,0.04768658,-0.00145247,-0.00143544
50,430.5125,0.0,0.0,0.0,0.00023922,6e-07,6.1e-07,0.00195594,0.001947,0.00195079,0.00999964,0.01093888,0.01090972,0.02659526,0.02521531,0.02523388,0.01022083,0.00888177,0.00893207,0.04901091,0.04698355,0.04702707,-0.00202736,-0.00198384
51,454.2875,0.0,0.0,0.0,0.00022061,3.9e-07,4e-07,0.00184207,0.00158057,0.00158452,0.00918424,0.00980595,0.00978161,0.02698279,0.02571691,0.02573824,0.01065608,0.00927943,0.00933354,0.0488858,0.04638326,0.0464383,-0.00250254,-0.0024475
52,478.0625,0.0,0.0,0.0,0.000204,2.6e-07,2.6e-07,0.00174225,0.00128565,0.00129108,0.00842065,0.00874809,0.00873381,0.02729571,0.02615522,0.02616619,0.01108484,0.00967427,0.00972285,0.04874744,0.04586349,0.04591419,-0.00288395,-0.00283325
53,501.8375,0.0,0.0,0.0,0.00018909,1.7e-07,1.8e-07,0.00165364,0.00104807,0.00105496,0.0077085,0.00777059,0.00776777,0.02753847,0.0265332,0.02652543,0.01150691,0.01006621,0.01010187,0.04859662,0.04541825,0.04545021,-0.00317837,-0.00314641
54,525.6125,0.0,0.0,0.0,0.00017565,1.2e-07,1.2e-07,0.00157415,0.00085642,0.00086074,0.00704665,0.00687543,0.00686156,0.0277155,0.02685382,0.02685523,0.01192213,0.01045522,0.0105047,0.04843409,0.04504099,0.04508235,-0.0033931,-0.00335174
55,549.3875,0.0,0.0,0.0,0.00016349,8e-08,8e-08,0.00150222,0.00070155,0.00070479,0.00643338,0.00606203,0.00604601,0.02783111,0.02712001,0.02712201,0.01233033,0.01084122,0.01089671,0.04826054,0.04472489,0.0447696,-0.00353565,-0.00349094
56,573.1625,0.0,0.0,0.0,0.00015245,6e-08,6e-08,0.00143664,0.00057618,0.00057905,0.00586666,0.00532795,0.00531498,0.02788956,0.02733467,0.02733096,0.01273135,0.01122417,0.01127859,0.04807667,0.04446302,0.04450364,-0.00361365,-0.00357303
57,596.9375,0.0,0.0,0.0,0.0001424,4e-08,4e-08,0.00137648,0.00047445,0.00047727,0.0053442,0.00466942,0.00466211,0.02789497,0.02750063,0.0274868,0.01312503,0.01160402,0.0116509,0.04788308,0.04424856,0.04427713,-0.00363452,-0.00360595
58,620.7125,0.0,0.0,0.0,0.00013319,3e-08,3e-08,0.00132074,0.00039167,0.00039458,0.00486281,0.00408116,0.00408099,0.02784652,0.02761622,0.02759375,0.01350876,0.01197851,0.01201408,0.04767204,0.04406759,0.04408344,-0.00360445,-0.0035886
59,644.4875,0.0,0.0,0.0,0.00012475,2e-08,2e-08,0.0012689,0.00032418,0.00032674,0.00442067,0.00355858,0.00355823,0.02775025,0.0276861,0.02766528,0.01388289,0.01234801,0.01238743,0.04744746,0.0439169,0.04393769,-0.00353056,-0.00350976
60,668.2625,0.0,0.0,0.0,0.00011697,2e-08,2e-08,0.00122044,0.00026906,0.00027111,0.00401584,0.00309673,0.00309356,0.02761242,0.0277153,0.02770038,0.0142474,0.01271257,0.0127643,0.04721308,0.04379367,0.04382937,-0.00341941,-0.00338371
61,692.0375,0.0,0.0,0.0,0.00010977,1e-08,1e-08,0.0011746,0.00022392,0.00022565,0.00364584,0.00269012,0.00268697,0.02743569,0.02770569,0.02769387,0.01459942,0.01306965,0.01312791,0.04696532,0.0436894,0.04373441,-0.00327592,-0.00323091
62,715.8125,0.0,0.0,0.0,0.00010306,1e-08,1e-08,0.00113072,0.00018686,0.00018837,0.00330822,0.00233339,0.00233177,0.02722243,0.02765901,0.02764824,0.01493523,0.01341597,0.01347561,0.04669966,0.04359524,0.043644,-0.00310442,-0.00305566
63,739.5875,0.0,0.0,0.0,9.679e-05,1e-08,1e-08,0.00108857,0.00015634,0.0001577,0.00300054,0.00202123,0.00202179,0.02697592,0.0275778,0.0275667,0.01525375,0.01375049,0.01380694,0.04641556,0.04350587,0.04355314,-0.00290969,-0.00286242
64,763.3625,0.0,0.0,0.0,9.097e-05,0.0,0.0,0.00104849,0.00013116,0.00013239,0.00272038,0.00174857,0.00175142,0.02670072,0.02746567,0.02745337,0.01555851,0.01407629,0.01412536,0.04611906,0.04342169,0.04346253,-0.00269737,-0.00265653
65,787.1375,0.0,0.0,0.0,8.563e-05,0.0,0.0,0.00101094,0.00011031,0.00011143,0.00246549,0.00151077,0.00151568,0.02640161,0.02732637,0.02731234,0.01585517,0.01439838,0.01443615,0.04581884,0.04334584,0.04337561,-0.002473,-0.00244323
66,810.9125,0.0,0.0,0.0,8.074e-05,0.0,0.0,0.00097613,9.301e-05,9.397e-05,0.00223383,0.00130376,0.00130731,0.02608251,0.02716293,0.02714832,0.01614818,0.01472077,0.01476344,0.04552138,0.04328047,0.04331304,-0.00224091,-0.00220834
67,834.6875,0.0,0.0,0.0,7.627e-05,0.0,0.0,0.00094388,7.862e-05,7.942e-05,0.00202355,0.00112391,0.00112587,0.02574612,0.0269774,0.02696221,0.01643896,0.01504481,0.01509639,0.04522877,0.04322473,0.04326389,-0.00200404,-0.00196488
68,858.4625,0.0,0.0,0.0,7.215e-05,0.0,0.0,0.00091382,6.661e-05,6.729e-05,0.00183291,0.00096798,0.00096933,0.02539423,0.02677115,0.02675481,0.01672626,0.01536942,0.01542537,0.04493938,0.04317517,0.04321681,-0.00176421,-0.00172257
69,882.2375,0.0,0.0,0.0,6.835e-05,0.0,0.0,0.00088556,5.658e-05,5.716e-05,0.00166029,0.00083306,0.00083435,0.02502838,0.02654542,0.02652751,0.01700817,0.01569294,0.01574907,0.04465075,0.04312799,0.04316809,-0.00152276,-0.00148266
70,906.0125,0.0,0.0,0.0,6.481e-05,0.0,0.0,0.00085882,4.816e-05,4.867e-05,0.00150413,0.00071649,0.00071803,0.02465022,0.02630155,0.02628181,0.01728342,0.01601422,0.01606668,0.0443614,0.04308043,0.04311518,-0.00128097,-0.00124622
71,929.7875,0.0,0.0,0.0,6.151e-05,0.0,0.0,0.00083345,4.11e-05,4.153e-05,0.00136296,0.00061591,0.0006178,0.02426144,0.026041,0.02601928,0.01755143,0.01633275,0.01637797,0.04407078,0.04303077,0.04305658,-0.00104001,-0.0010142
72,953.5625,0.0,0.0,0.0,5.842e-05,0.0,0.0,0.00080921,3.514e-05,3.552e-05,0.0012353,0.00052917,0.00053147,0.02386095,0.02576248,0.02574145,0.01780988,0.01664635,0.01668299,0.04377376,0.04297314,0.04299143,-0.00080062,-0.00078233
73,977.3375,0.0,0.0,0.0,5.554e-05,0.0,0.0,0.00078607,3.011e-05,3.045e-05,0.00111999,0.00045446,0.00045711,0.02345173,0.02546869,0.02544969,0.01805956,0.01695572,0.01698268,0.04347289,0.04290898,0.04291993,-0.00056391,-0.00055296
74,1001.1125,0.0,0.0,0.0,5.283e-05,0.0,0.0,0.000764,2.586e-05,2.615e-05,0.00101598,0.00039019,0.00039305,0.02303695,0.02516268,0.02514568,0.01830173,0.017262,0.0172762,0.04317149,0.04284074,0.04284108,-0.00033075,-0.00033041
