hPa,LBL_g1,LBLg_g1,PAR_g1,LBL_g2,LBLg_g2,PAR_g2,LBL_g3,LBLg_g3,PAR_g3,LBL_g4,LBLg_g4,PAR_g4,LBL_g5,LBLg_g5,PAR_g5,LBL_g6,LBLg_g6,PAR_g6,LBL_tot,LBLg_tot,PAR_tot,LBLg - LBL,PAR - LBL
0.0,0.013855,0.013855,0.01385457,0.044026,0.044026,0.04402639,0.176921,0.176921,0.17692148,0.267362,0.267362,0.26736193,1.500719,1.500719,1.5007194,56.938557,56.938557,56.938557,58.94144,58.94144,58.941441,0.0,1e-06
0.0006,0.013842,0.013843,0.0138433,0.044024,0.044025,0.04402452,0.176921,0.176921,0.17692095,0.267362,0.267362,0.26736193,1.500719,1.500719,1.5007194,56.938557,56.938557,56.938557,58.94143,58.94143,58.941427,0.0,-3e-06
0.0009,0.013838,0.013839,0.01383876,0.044024,0.044024,0.04402375,0.176921,0.176921,0.17692074,0.267362,0.267362,0.26736193,1.500719,1.500719,1.5007194,56.938557,56.938557,56.938557,58.94142,58.94142,58.941422,0.0,2e-06
0.0012,0.013831,0.013832,0.01383243,0.044022,0.044023,0.04402267,0.17692,0.17692,0.17692043,0.267362,0.267362,0.26736192,1.500719,1.500719,1.5007194,56.938557,56.938557,56.938557,58.94141,58.94141,58.941414,0.0,4e-06
0.0017,0.013821,0.013824,0.01382358,0.044021,0.044021,0.04402114,0.17692,0.17692,0.17691998,0.267362,0.267362,0.26736192,1.500719,1.500719,1.5007194,56.938557,56.938557,56.938557,58.9414,58.9414,58.941403,0.0,3e-06
0.0024,0.013808,0.013811,0.01381121,0.044018,0.044019,0.04401895,0.176919,0.176919,0.17691935,0.267362,0.267362,0.26736192,1.500719,1.500719,1.5007193,56.938557,56.938557,56.938557,58.94138,58.94139,58.941388,1e-05,8e-06
0.0034,0.01379,0.013794,0.01379393,0.044015,0.044016,0.04401584,0.176918,0.176918,0.17691844,0.267362,0.267362,0.26736191,1.500719,1.500719,1.5007193,56.938557,56.938557,56.938557,58.94136,58.94137,58.941366,1e-05,6e-06
0.0048,0.013764,0.01377,0.01376981,0.04401,0.044011,0.04401141,0.176917,0.176917,0.17691714,0.267362,0.267362,0.2673619,1.500719,1.500719,1.5007192,56.938556,56.938556,56.938556,58.94133,58.94134,58.941336,1e-05,6e-06
0.0067,0.013728,0.013736,0.01373619,0.044003,0.044005,0.04400512,0.176914,0.176915,0.17691527,0.267362,0.267362,0.26736189,1.500719,1.500719,1.5007191,56.938556,56.938556,56.938556,58.94128,58.94129,58.941294,1e-05,1.4e-05
0.0094,0.013678,0.013689,0.01368935,0.043994,0.043996,0.04399617,0.176911,0.176913,0.17691258,0.267362,0.267362,0.26736187,1.500719,1.500719,1.5007189,56.938555,56.938555,56.938556,58.94122,58.94123,58.941234,1e-05,1.4e-05
0.0131,0.01361,0.013624,0.01362418,0.04398,0.043983,0.04398344,0.176907,0.176909,0.17690873,0.267362,0.267362,0.26736184,1.500719,1.500719,1.5007187,56.938554,56.938555,56.938555,58.94113,58.94115,58.941152,2e-05,2.2e-05
0.0184,0.013514,0.013534,0.01353368,0.043961,0.043965,0.04396534,0.176901,0.176903,0.17690319,0.267362,0.267362,0.2673618,1.500718,1.500718,1.5007183,56.938553,56.938553,56.938553,58.94101,58.94104,58.941036,3e-05,2.6e-05
0.0258,0.013384,0.013408,0.01340831,0.043933,0.04394,0.04393961,0.176892,0.176895,0.17689524,0.267362,0.267362,0.26736173,1.500718,1.500718,1.5007178,56.938551,56.938552,56.938552,58.94084,58.94087,58.940874,3e-05,3.4e-05
0.0362,0.013205,0.013235,0.01323519,0.043894,0.043903,0.04390304,0.176878,0.176884,0.17688382,0.267362,0.267362,0.26736163,1.500717,1.500717,1.500717,56.938548,56.938549,56.938549,58.9406,58.94065,58.94065,5e-05,5e-05
0.0508,0.012961,0.012997,0.0129971,0.043838,0.043851,0.04385117,0.17686,0.176868,0.17686747,0.267361,0.267361,0.26736147,1.500715,1.500716,1.5007158,56.938544,56.938546,56.938546,58.94028,58.94034,58.940339,6e-05,5.9e-05
0.0713,0.012634,0.012671,0.01267142,0.043759,0.043778,0.0437778,0.176833,0.176844,0.17684413,0.267361,0.267361,0.26736124,1.500713,1.500714,1.5007142,56.938538,56.938541,56.938541,58.93984,58.93991,58.939909,7e-05,6.9e-05
0.1,0.012199,0.012228,0.01222962,0.043649,0.043674,0.04367424,0.176795,0.176811,0.17681091,0.267361,0.267361,0.26736088,1.50071,1.500712,1.5007117,56.938529,56.938533,56.938533,58.93924,58.93932,58.939321,8e-05,8.1e-05
0.1403,0.011631,0.011636,0.01163749,0.043493,0.043528,0.04352812,0.176741,0.176764,0.17676359,0.26736,0.26736,0.26736032,1.500706,1.500708,1.5007082,56.938517,56.938523,56.938523,58.93845,58.93852,58.938521,7e-05,7.1e-05
0.1968,0.010908,0.010855,0.01085718,0.043274,0.043322,0.04332212,0.176664,0.176697,0.17669616,0.26736,0.26736,0.26735946,1.5007,1.500703,1.5007031,56.9385,56.938509,56.938508,58.93741,58.93744,58.937446,3e-05,3.6e-05
0.276,0.010014,0.009851,0.00985309,0.042968,0.043031,0.04303206,0.176554,0.176601,0.1766,0.267358,0.267358,0.2673581,1.500691,1.500696,1.5006957,56.938475,56.938488,56.938487,58.93606,58.93603,58.936026,-3e-05,-3.4e-05
