,hPa,LBL_g1,LBLg_g1,PAR_g1,LBL_g2,LBLg_g2,PAR_g2,LBL_g3,LBLg_g3,PAR_g3,LBL_g4,LBLg_g4,PAR_g4,LBL_g5,LBLg_g5,PAR_g5,LBL_g6,LBLg_g6,PAR_g6,LBL_tot,LBLg_tot,PAR_tot,LBLg - LBL,PAR - LBL
57,596.9375,0.0,0.0,0.0,2.23e-06,0.0,0.0,0.00022047,0.0,0.0,0.00011926,3.93e-06,3.94e-06,0.01106524,0.01297735,0.01295718,0.01073865,0.01056808,0.01061478,0.02214584,0.02354937,0.02357591,0.00140353,0.00143007
58,620.7125,0.0,0.0,0.0,1.99e-06,0.0,0.0,0.00020886,0.0,0.0,9.183e-05,2.24e-06,2.25e-06,0.01057439,0.01241818,0.01239226,0.01095194,0.01088844,0.01092249,0.02182902,0.02330886,0.023317,0.00147984,0.00148798
59,644.4875,0.0,0.0,0.0,1.78e-06,0.0,0.0,0.00019801,0.0,0.0,7.087e-05,1.27e-06,1.28e-06,0.01009063,0.0118507,0.01182503,0.01114944,0.01120226,0.01123811,0.02151073,0.02305423,0.02306442,0.0015435,0.00155369
60,668.2625,0.0,0.0,0.0,1.59e-06,0.0,0.0,0.00018783,0.0,0.0,5.486e-05,7.2e-07,7.2e-07,0.00961469,0.0112784,0.01125771,0.01132931,0.01150743,0.01155612,0.02118827,0.02278655,0.02281454,0.00159828,0.00162627
61,692.0375,0.0,0.0,0.0,1.42e-06,0.0,0.0,0.0001783,0.0,0.0,4.265e-05,4e-07,4e-07,0.00915059,0.01070823,0.0106905,0.01149406,0.01180624,0.01186214,0.02086702,0.02251487,0.02255305,0.00164785,0.00168603
62,715.8125,0.0,0.0,0.0,1.28e-06,0.0,0.0,0.00016939,0.0,0.0,3.333e-05,2.2e-07,2.3e-07,0.00869972,0.01014403,0.01012793,0.01164411,0.01209882,0.01215682,0.02054783,0.02224308,0.02228498,0.00169525,0.00173715
63,739.5875,0.0,0.0,0.0,1.15e-06,0.0,0.0,0.00016107,0.0,0.0,2.621e-05,1.2e-07,1.3e-07,0.00826315,0.00958914,0.00957379,0.01178004,0.01238545,0.01244088,0.02023161,0.02197472,0.02201479,0.00174311,0.00178318
64,763.3625,0.0,0.0,0.0,1.03e-06,0.0,0.0,0.00015329,0.0,0.0,2.074e-05,7e-08,7e-08,0.00784165,0.00904634,0.00903121,0.01190246,0.01266642,0.01271501,0.01991917,0.02171283,0.02174629,0.00179366,0.00182712
65,787.1375,0.0,0.0,0.0,9.3e-07,0.0,0.0,0.00014601,0.0,0.0,1.654e-05,4e-08,4e-08,0.00743572,0.00851794,0.00850273,0.01201187,0.01294191,0.01297978,0.01961107,0.02145988,0.02148255,0.00184881,0.00187148
66,810.9125,0.0,0.0,0.0,8.4e-07,0.0,0.0,0.0001392,0.0,0.0,1.328e-05,2e-08,2e-08,0.00704551,0.00800575,0.00799191,0.01210844,0.01321177,0.01325579,0.01930727,0.02121754,0.02124772,0.00191027,0.00194045
67,834.6875,0.0,0.0,0.0,7.6e-07,0.0,0.0,0.00013277,0.0,0.0,1.075e-05,1e-08,1e-08,0.00667081,0.00751115,0.00749883,0.01219152,0.01347507,0.01352981,0.01900661,0.02098623,0.02102865,0.00197962,0.00202204
68,858.4625,0.0,0.0,0.0,6.8e-07,0.0,0.0,0.00012663,0.0,0.0,8.75e-06,1e-08,1e-08,0.00631089,0.0070351,0.00702382,0.01225898,0.01372935,0.01379061,0.01870593,0.02076445,0.02081443,0.00205852,0.0021085
69,882.2375,0.0,0.0,0.0,6.2e-07,0.0,0.0,0.00012064,0.0,0.0,7.17e-06,0.0,0.0,0.00596474,0.00657826,0.00656769,0.01230752,0.01397096,0.01403463,0.01840069,0.02054922,0.02060232,0.00214853,0.00220163
70,906.0125,0.0,0.0,0.0,5.6e-07,0.0,0.0,0.00011476,0.0,0.0,5.91e-06,0.0,0.0,0.00563187,0.00614125,0.00613116,0.01233548,0.01419767,0.01425969,0.01808858,0.02033893,0.02039085,0.00225035,0.00230227
71,929.7875,0.0,0.0,0.0,5e-07,0.0,0.0,0.00010904,0.0,0.0,4.9e-06,0.0,0.0,0.00531284,0.00572469,0.00571493,0.01234526,0.01441122,0.01446763,0.01777255,0.02013592,0.02018257,0.00236337,0.00241002
72,953.5625,0.0,0.0,0.0,4.6e-07,0.0,0.0,0.00010361,0.0,0.0,4.08e-06,0.0,0.0,0.00500855,0.005329,0.00531947,0.01234153,0.01461567,0.01466277,0.01745824,0.01994468,0.01998225,0.00248644,0.00252401
73,977.3375,0.0,0.0,0.0,4.1e-07,0.0,0.0,9.853e-05,0.0,0.0,3.42e-06,0.0,0.0,0.00471946,0.00495425,0.00494488,0.01232809,0.01481436,0.01484878,0.01714991,0.01976861,0.01979366,0.0026187,0.00264375
74,1001.1125,0.0,0.0,0.0,3.7e-07,0.0,0.0,9.38e-05,0.0,0.0,2.89e-06,0.0,0.0,0.00444544,0.00460016,0.00459096,0.01230706,0.01500907,0.01502899,0.01684956,0.01960924,0.01961994,0.00275968,0.00277038
