,hPa,LBL_g1,LBLg_g1,PAR_g1,LBL_g2,LBLg_g2,PAR_g2,LBL_g3,LBLg_g3,PAR_g3,LBL_g4,LBLg_g4,PAR_g4,LBL_g5,LBLg_g5,PAR_g5,LBL_g6,LBLg_g6,PAR_g6,LBL_tot,LBLg_tot,PAR_tot,LBLg - LBL,PAR - LBL
0,0.0003,0.16438249,0.1527049,0.15258919,0.02715165,0.02513029,0.02516898,0.00809296,0.00706776,0.00711828,3.499e-05,3.468e-05,3.834e-05,0.00041862,0.00035876,0.00036845,0.00182588,0.00155215,0.00156702,0.20190659,0.18684854,0.18685027,-0.01505805,-0.01505632
1,0.0008,0.16413631,0.15257627,0.15246114,0.02718426,0.02516261,0.02520102,0.00810837,0.00708139,0.00713188,3.526e-05,3.495e-05,3.854e-05,0.00042035,0.00036023,0.00036992,0.00182888,0.00155457,0.00156953,0.20171343,0.18677002,0.18677201,-0.01494341,-0.01494142
2,0.0011,0.1638862,0.152429,0.15231429,0.02725594,0.02523191,0.02527017,0.008141,0.00711011,0.00716079,3.572e-05,3.54e-05,3.895e-05,0.00042397,0.00036331,0.00037304,0.00183493,0.00155974,0.00157485,0.20157775,0.18672948,0.18673208,-0.01484827,-0.01484567
3,0.0015,0.16357728,0.15225202,0.15213818,0.02733174,0.02530544,0.02534332,0.00817587,0.0071408,0.00719145,3.623e-05,3.591e-05,3.938e-05,0.00042786,0.00036661,0.00037635,0.00184146,0.00156529,0.00158049,0.20139043,0.18666608,0.18666917,-0.01472435,-0.01472126
4,0.0021,0.16319621,0.15204064,0.15192824,0.02740729,0.02537916,0.02541637,0.00821113,0.00717186,0.00722218,3.678e-05,3.646e-05,3.982e-05,0.00043183,0.00036999,0.00037968,0.00184808,0.0015709,0.00158615,0.20113132,0.186569,0.18657243,-0.01456232,-0.01455889
5,0.0029,0.16271507,0.15178147,0.15167115,0.02748226,0.02545292,0.02548914,0.00824676,0.00720328,0.00725297,3.739e-05,3.706e-05,4.025e-05,0.00043589,0.00037343,0.000383,0.00185477,0.0015766,0.00159181,0.20077214,0.18642474,0.18642833,-0.0143474,-0.01434381
6,0.0041,0.16209502,0.15145565,0.15134822,0.0275563,0.02552663,0.02556144,0.00828281,0.00723513,0.0072838,3.807e-05,3.774e-05,4.069e-05,0.00044004,0.00037695,0.00038634,0.00186155,0.00158236,0.00159749,0.20027379,0.18621446,0.18621798,-0.01405933,-0.01405581
7,0.0057,0.16128269,0.15103696,0.15093342,0.02762888,0.02560017,0.02563303,0.00831933,0.00726749,0.00731467,3.886e-05,3.852e-05,4.113e-05,0.0004443,0.00038057,0.00038968,0.00186843,0.0015882,0.00160318,0.1995825,0.18591192,0.1859151,-0.01367058,-0.0136674
8,0.008,0.16020509,0.15048891,0.15039053,0.02769931,0.02567334,0.02570357,0.0083564,0.00730048,0.00734557,3.979e-05,3.945e-05,4.157e-05,0.00044871,0.00038432,0.00039303,0.00187539,0.00159413,0.00160888,0.19862469,0.18548063,0.18548314,-0.01314406,-0.01314155
9,0.0112,0.15876341,0.14976099,0.14966806,0.02776657,0.02574587,0.02577396,0.00839411,0.00733423,0.00737813,4.091e-05,4.057e-05,4.232e-05,0.00045329,0.00038824,0.00039675,0.00188246,0.00160014,0.00161497,0.19730074,0.18487004,0.18487417,-0.0124307,-0.01242657
10,0.0158,0.1568256,0.14878352,0.14867823,0.02782921,0.02581736,0.02584233,0.00843258,0.00736896,0.0074133,4.23e-05,4.196e-05,4.379e-05,0.0004581,0.00039236,0.0004012,0.00188963,0.00160625,0.00162158,0.19547743,0.1840104,0.18400042,-0.01146703,-0.01147701
11,0.0221,0.15421845,0.1474609,0.14734078,0.02788528,0.0258873,0.02590772,0.00847204,0.00740498,0.00744857,4.407e-05,4.372e-05,4.563e-05,0.0004632,0.00039676,0.00040576,0.00189693,0.00161246,0.0016279,0.19297997,0.18280612,0.18277636,-0.01017385,-0.01020361
12,0.031,0.15072122,0.14566336,0.1455341,0.02793205,0.02595494,0.02597074,0.00851277,0.00744272,0.00748487,4.636e-05,4.601e-05,4.793e-05,0.0004687,0.00040154,0.00041053,0.00190435,0.0016188,0.00163414,0.18958545,0.18112736,0.1810823,-0.00845809,-0.00850315
13,0.0435,0.14605773,0.14321107,0.14307922,0.02797083,0.02602414,0.02603567,0.00855759,0.0074849,0.00752492,4.941e-05,4.905e-05,5.1e-05,0.00047502,0.00040707,0.00041588,0.00191243,0.00162568,0.0016406,0.18502301,0.17880191,0.17874729,-0.0062211,-0.00627572
14,0.0611,0.1397377,0.13969658,0.13955916,0.02815784,0.02624712,0.02625256,0.00868411,0.0075994,0.00763714,5.455e-05,5.418e-05,5.613e-05,0.00049147,0.00042112,0.00042987,0.00193638,0.00164609,0.00166079,0.17906205,0.17566449,0.17559566,-0.00339756,-0.00346639
15,0.0856,0.13127514,0.13456114,0.13439711,0.02875227,0.0268744,0.0268685,0.00902878,0.00790451,0.00794078,6.421e-05,6.378e-05,6.599e-05,0.0005355,0.00045801,0.00046733,0.00200453,0.00170406,0.00171943,0.17166042,0.1715659,0.17145915,-9.452e-05,-0.00020127
16,0.1201,0.12071702,0.12756255,0.12744281,0.02959781,0.02776291,0.02775694,0.00954714,0.0083602,0.00839802,7.89e-05,7.837e-05,8.084e-05,0.00060555,0.0005158,0.00052597,0.00211151,0.00179509,0.00181217,0.16265793,0.16607491,0.16601676,0.00341698,0.00335883
17,0.1685,0.10845774,0.11873783,0.11868283,0.03042739,0.02866807,0.02866626,0.01012747,0.00886949,0.00890594,9.814e-05,9.746e-05,0.00010003,0.00069035,0.00058472,0.00059482,0.00223726,0.00190209,0.00191931,0.15203836,0.15885966,0.15886919,0.0068213,0.00683083
18,0.2364,0.09475719,0.10785778,0.10783153,0.03119382,0.02955951,0.02955494,0.01076628,0.00943038,0.00945861,0.00012319,0.00012227,0.00012456,0.00079166,0.00066596,0.00067447,0.00238297,0.00202612,0.00204059,0.14001512,0.14966202,0.1496847,0.0096469,0.00966958
19,0.3315,0.08005033,0.09472463,0.09469285,0.03183588,0.03039965,0.03038473,0.01146297,0.0100444,0.01005647,0.00015583,0.00015455,0.00015604,0.0009126,0.00076183,0.00076673,0.0025508,0.00216906,0.00217685,0.12696841,0.13825411,0.13823366,0.0112857,0.01126525
20,0.4651,0.0650045,0.0793899,0.0793985,0.03226018,0.03112642,0.03112055,0.01221061,0.01070893,0.01071316,0.00019835,0.00019656,0.00019755,0.00105646,0.00087491,0.00087712,0.00274206,0.00233205,0.00233518,0.11347216,0.12462877,0.12464206,0.01115661,0.0111699
21,0.6524,0.05053572,0.06250288,0.06249287,0.03239433,0.03170093,0.03167137,0.01301403,0.0114328,0.01145031,0.00025396,0.00025144,0.00025465,0.00122798,0.00100906,0.00101984,0.00296108,0.00251889,0.00253677,0.1003871,0.10941599,0.10942582,0.00902889,0.00903872
22,0.9151,0.03742407,0.04529068,0.04527412,0.0319111,0.03184283,0.0317987,0.01369455,0.01207448,0.01209655,0.00032163,0.00031832,0.00032315,0.00139561,0.00114171,0.00115669,0.00315677,0.00268628,0.00271041,0.08790373,0.0933543,0.09335962,0.00545057,0.00545589
23,1.2836,0.02618608,0.02940551,0.02940822,0.03025284,0.03101643,0.03098276,0.01380029,0.01226574,0.01228241,0.00039199,0.00038854,0.00039204,0.00145939,0.00120119,0.00121278,0.003179,0.00270656,0.00272555,0.07526958,0.07698396,0.07700376,0.00171438,0.00173418
24,1.8006,0.01699263,0.0162467,0.01625847,0.02758823,0.02929634,0.0292852,0.01340203,0.01206429,0.01209043,0.00047488,0.00047188,0.00047707,0.00142969,0.00119635,0.00120894,0.00303771,0.00258809,0.0026072,0.06292517,0.06186365,0.06192731,-0.00106152,-0.00099786
25,2.5257,0.00996045,0.00707222,0.00707895,0.02450565,0.02712496,0.02711099,0.01295825,0.01184799,0.01187173,0.00059645,0.00059371,0.00059723,0.00140871,0.00120322,0.001215,0.00287211,0.00244926,0.00246895,0.05230161,0.05029136,0.05034284,-0.00201025,-0.00195877
26,3.5428,0.0051226,0.00220722,0.00220966,0.02124461,0.02458567,0.02457706,0.01263046,0.01174875,0.01177948,0.00077736,0.00077438,0.00078188,0.00143396,0.00125152,0.00126579,0.0027233,0.00232514,0.00234442,0.0439323,0.04289269,0.04295828,-0.00103961,-0.00097402
27,4.9695,0.00223431,0.00043722,0.00043825,0.01795832,0.0216457,0.02162814,0.01249083,0.01182106,0.01184137,0.00104173,0.00103769,0.00104145,0.00152495,0.00135857,0.00137042,0.00260131,0.00222441,0.00224311,0.03785145,0.03852465,0.03856274,0.0006732,0.00071129
28,6.9709,0.00078908,4.693e-05,4.716e-05,0.01476482,0.01824944,0.0182543,0.01259105,0.01209896,0.01213926,0.00142064,0.00141426,0.00142653,0.00170243,0.00154338,0.00156098,0.00251111,0.00215144,0.0021719,0.03377912,0.03550442,0.03560013,0.0017253,0.00182101
29,9.7781,0.0002093,2.24e-06,2.25e-06,0.01172632,0.01440653,0.01441264,0.01295778,0.01260018,0.01263515,0.00195766,0.00194709,0.00195581,0.00199102,0.0018289,0.00184441,0.00245565,0.00210892,0.00212954,0.03129773,0.03289385,0.0329798,0.00159612,0.00168207
30,13.7158,3.653e-05,4e-08,4e-08,0.00879919,0.01025662,0.01026323,0.01351993,0.01328856,0.01333795,0.00270923,0.00269246,0.00271334,0.00241959,0.00224193,0.00226418,0.00243367,0.00209583,0.00211653,0.02991814,0.03057544,0.03069526,0.0006573,0.00077712
31,19.2394,3.5e-06,0.0,0.0,0.00596347,0.00622228,0.00622214,0.01403917,0.01408425,0.01411718,0.00374196,0.00371954,0.00373518,0.00303136,0.00282161,0.00284016,0.00245351,0.00211924,0.00213758,0.02923297,0.02896691,0.02905224,-0.00026606,-0.00018073
32,26.9872,1.7e-07,0.0,0.0,0.00342236,0.00295272,0.00295154,0.01398759,0.01480052,0.01483671,0.00510967,0.00509496,0.00512358,0.00388717,0.00362319,0.00364802,0.0025373,0.00219792,0.00221569,0.02894426,0.02866931,0.02877555,-0.00027495,-0.00016871
33,37.8553,0.0,0.0,0.0,0.00160184,0.00096468,0.00096453,0.0126639,0.01496667,0.0149872,0.00679945,0.00684655,0.00687351,0.00504228,0.00470068,0.00472504,0.00269974,0.00234417,0.00236146,0.02880722,0.02982274,0.02991175,0.00101552,0.00110453
34,53.1,0.0,0.0,0.0,0.00066385,0.0001828,0.00018286,0.00990285,0.01383782,0.01384343,0.00863296,0.0088915,0.00892683,0.0065358,0.0061,0.00613071,0.00295076,0.00256621,0.00258548,0.02868621,0.03157833,0.03166931,0.00289212,0.0029831
35,73.8875,0.0,0.0,0.0,0.00028343,1.699e-05,1.704e-05,0.00654135,0.01087925,0.01086764,0.01006456,0.01080554,0.01084275,0.00833777,0.00781089,0.00784897,0.00330697,0.00287852,0.0029012,0.02853409,0.0323912,0.0324776,0.00385711,0.00394351
36,97.6625,0.0,0.0,0.0,0.0001389,8.9e-07,9e-07,0.00396882,0.00716073,0.00713967,0.01041808,0.0117656,0.01176972,0.01010954,0.00953012,0.00955615,0.0037271,0.00324634,0.00326766,0.02836245,0.03170368,0.03173411,0.00334123,0.00337166
37,121.4375,0.0,0.0,0.0,8.023e-05,5e-08,5e-08,0.00250978,0.00420002,0.0041825,0.0098388,0.01156996,0.01157034,0.01159905,0.01102073,0.01104924,0.00414968,0.00361776,0.00363969,0.02817754,0.03040853,0.03044181,0.00223099,0.00226427
38,145.2125,0.0,0.0,0.0,5.119e-05,0.0,0.0,0.00171151,0.00226378,0.00225164,0.00880292,0.01054745,0.01054838,0.01282372,0.01229491,0.01233151,0.00456107,0.00398217,0.00400351,0.02795041,0.02908831,0.02913505,0.0011379,0.00118464
39,168.9875,0.0,0.0,0.0,3.529e-05,0.0,0.0,0.00127055,0.00114634,0.001141,0.00761934,0.00903746,0.00902322,0.01381597,0.01338244,0.01341238,0.00497002,0.00434801,0.00436761,0.02771117,0.02791425,0.02794421,0.00020308,0.00023304
40,192.7625,0.0,0.0,0.0,2.626e-05,0.0,0.0,0.00102353,0.00055454,0.0005531,0.00645635,0.00733893,0.00731716,0.01461881,0.01432662,0.01433892,0.0054015,0.00473766,0.00474814,0.02752644,0.02695775,0.02695733,-0.00056869,-0.00056911
41,216.5375,0.0,0.0,0.0,2.06e-05,0.0,0.0,0.00087299,0.00025994,0.00025924,0.00539752,0.00569807,0.00567965,0.01525101,0.01513689,0.0151661,0.00585601,0.00515213,0.00517762,0.02739813,0.02624703,0.02628261,-0.0011511,-0.00111552
42,240.3125,0.0,0.0,0.0,1.648e-05,0.0,0.0,0.0007635,0.00011935,0.00011943,0.00446599,0.00426318,0.00424665,0.01569942,0.01578638,0.01580677,0.00630607,0.00556801,0.00559593,0.02725145,0.02573693,0.02576879,-0.00151452,-0.00148266
43,264.0875,0.0,0.0,0.0,1.332e-05,0.0,0.0,0.00067708,5.411e-05,5.423e-05,0.00366204,0.00308981,0.00307597,0.01598016,0.01628184,0.01630517,0.00674623,0.00598109,0.00601693,0.02707883,0.02540685,0.02545231,-0.00167198,-0.00162652
44,287.8625,0.0,0.0,0.0,1.086e-05,0.0,0.0,0.00060646,2.437e-05,2.445e-05,0.00297738,0.00217731,0.00216695,0.01611325,0.01663541,0.01666453,0.00717653,0.00639186,0.00643677,0.02688448,0.02522895,0.02529271,-0.00165553,-0.00159177
45,311.6375,0.0,0.0,0.0,8.92e-06,0.0,0.0,0.00054742,1.094e-05,1.103e-05,0.00240077,0.00149611,0.00148837,0.01611625,0.01685725,0.01685598,0.00759629,0.00680018,0.00683276,0.02666965,0.02516448,0.02518814,-0.00150517,-0.00148151
46,335.4125,0.0,0.0,0.0,7.38e-06,0.0,0.0,0.00049724,4.92e-06,4.95e-06,0.00192034,0.00100497,0.00099917,0.01600649,0.01695784,0.01696714,0.00800485,0.00720587,0.00724794,0.0264363,0.0251736,0.02521921,-0.0012627,-0.00121709
47,359.1875,0.0,0.0,0.0,6.14e-06,0.0,0.0,0.00045404,2.22e-06,2.24e-06,0.00152418,0.00066138,0.00065754,0.01580066,0.01694781,0.01695627,0.00840158,0.00760875,0.00765472,0.02618659,0.02522016,0.02527076,-0.00096643,-0.00091583
48,382.9625,0.0,0.0,0.0,5.13e-06,0.0,0.0,0.00041644,1e-06,1.02e-06,0.0012008,0.00042727,0.00042504,0.01551445,0.01683785,0.01682698,0.00878581,0.00800858,0.00804514,0.02592263,0.02527471,0.02529818,-0.00064792,-0.00062445
49,406.7375,0.0,0.0,0.0,4.31e-06,0.0,0.0,0.00038327,4.6e-07,4.7e-07,0.00093905,0.00027135,0.0002701,0.01515664,0.01663263,0.01661579,0.0091533,0.00840176,0.00843586,0.02563657,0.0253062,0.02532221,-0.00033037,-0.00031436
50,430.5125,0.0,0.0,0.0,3.63e-06,0.0,0.0,0.0003539,2.1e-07,2.1e-07,0.00072954,0.00016976,0.00016896,0.01474601,0.01634828,0.01634519,0.00950607,0.00879034,0.00883858,0.02533916,0.0253086,0.02535295,-3.056e-05,1.379e-05
51,454.2875,0.0,0.0,0.0,3.08e-06,0.0,0.0,0.00032773,1e-07,1e-07,0.00056336,0.00010477,0.00010438,0.01429531,0.01599613,0.01599429,0.00984403,0.00917446,0.00922658,0.02503351,0.02527545,0.02532534,0.00024194,0.00029184
52,478.0625,0.0,0.0,0.0,2.62e-06,0.0,0.0,0.00030429,5e-08,5e-08,0.00043264,6.387e-05,6.373e-05,0.01381483,0.01558603,0.01557754,0.01016672,0.00955382,0.00960066,0.02472111,0.02520376,0.02524197,0.00048265,0.00052086
