,hPa,LBL_g1,LBLg_g1,PAR_g1,LBL_g2,LBLg_g2,PAR_g2,LBL_g3,LBLg_g3,PAR_g3,LBL_g4,LBLg_g4,PAR_g4,LBL_g5,LBLg_g5,PAR_g5,LBL_g6,LBLg_g6,PAR_g6,LBL_tot,LBLg_tot,PAR_tot,LBLg - LBL,PAR - LBL
31,19.2394,0.00226419,0.00041092,0.00041297,0.02018846,0.02370629,0.02371811,0.01659181,0.01539659,0.01544966,0.00389522,0.00384164,0.00385859,0.0028695,0.00267,0.00268655,0.00224787,0.00191869,0.00193153,0.04805705,0.04794413,0.0480574,-0.00011292,3.5e-07
32,26.9872,0.00080921,5.098e-05,5.136e-05,0.01661763,0.02071366,0.02071088,0.0189061,0.01774678,0.01780871,0.00539832,0.00530675,0.00533846,0.00378293,0.00350677,0.003529,0.00239574,0.0020464,0.00205768,0.04790992,0.04937135,0.0494961,0.00146143,0.00158618
33,37.8553,0.00022712,3.48e-06,3.52e-06,0.01214167,0.01629659,0.01628238,0.02095221,0.02046364,0.02049664,0.00740384,0.00726245,0.00729,0.00502497,0.0046342,0.00465016,0.00262242,0.00224133,0.00224668,0.04837222,0.0509017,0.05096938,0.00252948,0.00259716
34,53.1,5.257e-05,1.2e-07,1.2e-07,0.0076088,0.01087676,0.01086034,0.02164799,0.02310897,0.02314089,0.00998908,0.00980747,0.00984813,0.00666298,0.00611195,0.00613662,0.00293626,0.0025106,0.00252161,0.04889769,0.05241587,0.05250772,0.00351818,0.00361003
35,73.8875,1.127e-05,0.0,0.0,0.00419489,0.0058391,0.00583126,0.01999381,0.02481418,0.02484154,0.01301307,0.01287329,0.01292826,0.00871288,0.00795574,0.00799452,0.00335126,0.00286617,0.00288754,0.04927718,0.05434849,0.05448312,0.00507131,0.00520594
36,97.6625,2.83e-06,0.0,0.0,0.00240033,0.00270921,0.00271125,0.01668705,0.0247067,0.02470505,0.01570792,0.01577864,0.015804,0.01083216,0.00986191,0.00989108,0.00380969,0.00325893,0.00328106,0.04943997,0.05631539,0.05639242,0.00687542,0.00695245
37,121.4375,9.6e-07,0.0,0.0,0.00157386,0.00124696,0.00124843,0.01331465,0.023117,0.02309336,0.01757653,0.01802398,0.01805336,0.01274165,0.01158296,0.01161668,0.00424944,0.00363611,0.00365981,0.04945708,0.05760701,0.05767165,0.00814993,0.00821457
38,145.2125,3.9e-07,0.0,0.0,0.00113009,0.00058277,0.00058388,0.010431,0.02071324,0.02066088,0.01868214,0.01962051,0.01966297,0.01447294,0.01314837,0.01319329,0.00467452,0.00400143,0.00402584,0.04939108,0.05806632,0.05812686,0.00867524,0.00873578
39,168.9875,1.9e-07,0.0,0.0,0.00086138,0.00027982,0.00028116,0.00814385,0.01798881,0.01793804,0.01913172,0.02060226,0.02062217,0.01605164,0.01458288,0.01462068,0.00509014,0.00435955,0.00437988,0.04927891,0.05781333,0.05784193,0.00853442,0.00856302
40,192.7625,1e-07,0.0,0.0,0.00068421,0.00013875,0.0001397,0.00639957,0.01527155,0.0152452,0.01906,0.0210311,0.02103166,0.01749274,0.01590126,0.01592629,0.00549688,0.00471117,0.00472577,0.0491335,0.05705383,0.05706864,0.00792033,0.00793514
41,216.5375,5e-08,0.0,0.0,0.0005604,7.117e-05,7.171e-05,0.00509941,0.0127516,0.01271312,0.01860008,0.02098214,0.02098545,0.018807,0.01711448,0.01716371,0.00589506,0.00505669,0.00508489,0.048962,0.05597608,0.05601888,0.00701408,0.00705688
42,240.3125,3e-08,0.0,0.0,0.00047013,3.775e-05,3.808e-05,0.00414183,0.01052044,0.01050534,0.01786958,0.02053657,0.02052929,0.02000251,0.01823104,0.01827345,0.00628491,0.00539645,0.0054267,0.04876898,0.05472225,0.05477287,0.00595327,0.00600389
43,264.0875,2e-08,0.0,0.0,0.00040213,2.068e-05,2.088e-05,0.00343865,0.0086058,0.00859304,0.01696469,0.01977581,0.01975579,0.0210857,0.01925787,0.01930483,0.00666669,0.0057308,0.00576802,0.04855788,0.05339095,0.05344256,0.00483307,0.00488468
44,287.8625,1e-08,0.0,0.0,0.00034997,1.168e-05,1.18e-05,0.00292203,0.0069979,0.0069829,0.01595789,0.0187744,0.01874989,0.02206353,0.02020375,0.02026088,0.00704305,0.0060621,0.0061076,0.04833649,0.05204983,0.05211307,0.00371334,0.00377658
45,311.6375,1e-08,0.0,0.0,0.00031155,6.79e-06,6.86e-06,0.00255242,0.00566739,0.0056733,0.01489649,0.01758742,0.01756011,0.02295041,0.02109316,0.02111479,0.00743003,0.00640416,0.00643598,0.04814091,0.05075892,0.05079105,0.00261801,0.00265014
46,335.4125,1e-08,0.0,0.0,0.00028377,4.06e-06,4.11e-06,0.00229224,0.00457929,0.00457652,0.01382525,0.01627995,0.01624108,0.02375563,0.02193963,0.02197544,0.00783685,0.00676492,0.00680618,0.04799374,0.04956785,0.04960333,0.00157411,0.00160959
47,359.1875,0.0,0.0,0.0,0.00026153,2.48e-06,2.51e-06,0.00209745,0.00369735,0.00369402,0.01278382,0.01492836,0.01488678,0.02447534,0.02272734,0.02276343,0.00824991,0.00713288,0.00717802,0.04786805,0.04848841,0.04852477,0.00062036,0.00065672
48,382.9625,0.0,0.0,0.0,0.00024218,1.55e-06,1.57e-06,0.0019414,0.00298521,0.00298955,0.01178663,0.01357989,0.01354929,0.02510025,0.02343977,0.02345637,0.00865648,0.00749724,0.00753508,0.04772694,0.04750367,0.04753186,-0.00022327,-0.00019508
49,406.7375,0.0,0.0,0.0,0.00022509,9.9e-07,1e-06,0.00181281,0.0024122,0.00241959,0.0108422,0.01226769,0.01224284,0.02563714,0.02408111,0.02408951,0.00905643,0.00785797,0.00789354,0.04757367,0.04661996,0.04664648,-0.00095371,-0.00092719
50,430.5125,0.0,0.0,0.0,0.00020987,6.4e-07,6.5e-07,0.00170453,0.00195203,0.00195581,0.00995496,0.01101531,0.01098478,0.02609403,0.02465719,0.0246851,0.00945081,0.00821607,0.00826549,0.0474142,0.04584123,0.04589183,-0.00157297,-0.00152237
51,454.2875,0.0,0.0,0.0,0.0001962,4.2e-07,4.3e-07,0.00161148,0.00158255,0.0015865,0.00912526,0.00983719,0.00981172,0.02647497,0.02517041,0.02520019,0.00983934,0.00857139,0.00862449,0.04724725,0.04516196,0.04522332,-0.00208529,-0.00202393
52,478.0625,0.0,0.0,0.0,0.00018382,2.8e-07,2.9e-07,0.0015301,0.00128572,0.00129114,0.00835228,0.00874235,0.00872779,0.02678398,0.0256232,0.02564166,0.0102217,0.00892373,0.00897139,0.04707189,0.04457527,0.04463226,-0.00249662,-0.00243963
53,501.8375,0.0,0.0,0.0,0.00017255,1.9e-07,1.9e-07,0.00145784,0.00104699,0.00105387,0.00763441,0.00773539,0.00773326,0.02702506,0.02601792,0.02601662,0.0105975,0.00927282,0.00930782,0.04688737,0.04407332,0.04411176,-0.00281405,-0.00277561
54,525.6125,0.0,0.0,0.0,0.00016224,1.3e-07,1.3e-07,0.00139286,0.00085471,0.0008591,0.00696955,0.00681751,0.00680402,0.02720213,0.02635695,0.02636616,0.01096627,0.00961835,0.0096672,0.04669304,0.04364765,0.04369662,-0.00304539,-0.00299642
55,549.3875,0.0,0.0,0.0,0.00015275,9e-08,9e-08,0.00133376,0.00069954,0.00070287,0.00635527,0.0059873,0.00597173,0.02731902,0.02664264,0.02665285,0.01132744,0.00995987,0.01001492,0.04648822,0.04328945,0.04334246,-0.00319877,-0.00314576
56,573.1625,0.0,0.0,0.0,0.00014397,7e-08,7e-08,0.00127946,0.00057407,0.00057702,0.00578897,0.00524145,0.00522916,0.02737948,0.02687735,0.02688152,0.01168038,0.01029692,0.01035124,0.04627227,0.04298986,0.04303901,-0.00328241,-0.00323326
57,596.9375,0.0,0.0,0.0,0.00013584,5e-08,5e-08,0.00122915,0.00047238,0.00047526,0.00526797,0.00457538,0.00456897,0.0273872,0.02706345,0.02705657,0.01202444,0.01062897,0.01067628,0.04604459,0.04274022,0.04277712,-0.00330437,-0.00326747
58,620.7125,0.0,0.0,0.0,0.00012827,3e-08,3e-08,0.00118219,0.00038977,0.00039266,0.00478953,0.00398364,0.00398392,0.02734578,0.02720336,0.02718203,0.012359,0.01095552,0.01099014,0.04580476,0.04253233,0.04254878,-0.00327243,-0.00325598
59,644.4875,0.0,0.0,0.0,0.00012121,2e-08,2e-08,0.00113807,0.00032248,0.00032497,0.00435083,0.00346028,0.00345991,0.02725805,0.02729891,0.02727498,0.01268322,0.01127587,0.01131235,0.04555139,0.04235756,0.04237225,-0.00319383,-0.00317914
60,668.2625,0.0,0.0,0.0,0.0001146,2e-08,2e-08,0.00109629,0.00026749,0.00026953,0.00394869,0.00299887,0.00299604,0.02712332,0.02734864,0.02733352,0.01299472,0.01158791,0.01163737,0.04527762,0.04220293,0.04223648,-0.00307469,-0.00304114
61,692.0375,0.0,0.0,0.0,0.00010843,1e-08,1e-08,0.00105683,0.0002225,0.00022425,0.00358151,0.00259418,0.00259162,0.02695094,0.02736055,0.02735051,0.01329606,0.01189394,0.01195072,0.04499377,0.04207119,0.04211712,-0.00292258,-0.00287665
62,715.8125,0.0,0.0,0.0,0.00010267,1e-08,1e-08,0.00101951,0.00018558,0.00018713,0.00324675,0.00224034,0.00223949,0.02674433,0.02733727,0.02732945,0.0135874,0.0121941,0.01225305,0.04470066,0.0419573,0.04200913,-0.00274336,-0.00269153
63,739.5875,0.0,0.0,0.0,9.73e-05,1e-08,1e-08,0.00098418,0.00015521,0.0001566,0.00294199,0.00193184,0.00193325,0.02650682,0.02728132,0.02727358,0.01386906,0.01248865,0.01254507,0.04439935,0.04185703,0.04190851,-0.00254232,-0.00249084
64,763.3625,0.0,0.0,0.0,9.228e-05,1e-08,1e-08,0.00095073,0.00013015,0.00013141,0.00266493,0.00166355,0.00166723,0.02624156,0.02719514,0.02718587,0.01414136,0.01277789,0.01282749,0.04409086,0.04176674,0.04181201,-0.00232412,-0.00227885
65,787.1375,0.0,0.0,0.0,8.761e-05,0.0,0.0,0.000919,0.00010943,0.00011057,0.00241337,0.00143077,0.00143643,0.02595149,0.02708096,0.02706898,0.01440453,0.01306201,0.01310084,0.04377599,0.04168317,0.04171683,-0.00209282,-0.00205916
66,810.9125,0.0,0.0,0.0,8.323e-05,0.0,0.0,0.00088884,9.224e-05,9.323e-05,0.00218525,0.00122923,0.00123354,0.02563922,0.02694078,0.02693068,0.0146584,0.01334085,0.01338594,0.04345495,0.04160311,0.04164339,-0.00185184,-0.00181156
67,834.6875,0.0,0.0,0.0,7.913e-05,0.0,0.0,0.00085997,7.795e-05,7.879e-05,0.00197857,0.00105508,0.00105781,0.02530692,0.02677624,0.02676899,0.01490191,0.01361347,0.01366946,0.04312649,0.04152274,0.04157505,-0.00160375,-0.00155144
68,858.4625,0.0,0.0,0.0,7.523e-05,0.0,0.0,0.00083196,6.604e-05,6.675e-05,0.0017914,0.00090488,0.00090698,0.02495603,0.02658848,0.02658281,0.01513226,0.01387738,0.01394003,0.04278689,0.04143678,0.04149657,-0.00135011,-0.00129032
69,882.2375,0.0,0.0,0.0,7.149e-05,0.0,0.0,0.00080432,5.608e-05,5.669e-05,0.0016219,0.00077558,0.00077756,0.02458748,0.02637838,0.02637329,0.0153453,0.01412887,0.01419404,0.0424305,0.04133892,0.04140159,-0.00109158,-0.00102891
70,906.0125,0.0,0.0,0.0,6.788e-05,0.0,0.0,0.0007768,4.773e-05,4.826e-05,0.00146843,0.00066441,0.00066655,0.02420269,0.02614745,0.02614212,0.01553857,0.01436568,0.01442926,0.04205437,0.04122527,0.04128619,-0.0008291,-0.00076818
71,929.7875,0.0,0.0,0.0,6.443e-05,0.0,0.0,0.00074968,4.072e-05,4.118e-05,0.00132959,0.00056887,0.00057128,0.02380436,0.02589829,0.02589204,0.01571413,0.01458953,0.01464752,0.04166219,0.04109743,0.04115203,-0.00056476,-0.00051016
72,953.5625,0.0,0.0,0.0,6.117e-05,0.0,0.0,0.00072344,3.482e-05,3.522e-05,0.00120419,0.00048682,0.0004895,0.02339577,0.02563384,0.02562606,0.01587672,0.01480452,0.01485315,0.04126128,0.04096,0.04100392,-0.00030128,-0.00025736
73,977.3375,0.0,0.0,0.0,5.812e-05,0.0,0.0,0.00069841,2.984e-05,3.018e-05,0.0010911,0.00041638,0.00041928,0.02297963,0.02535639,0.02534656,0.0160302,0.01501402,0.01504986,0.04085745,0.04081663,0.04084588,-4.082e-05,-1.157e-05
74,1001.1125,0.0,0.0,0.0,5.528e-05,0.0,0.0,0.00067468,2.563e-05,2.592e-05,0.00098923,0.00035597,0.00035894,0.02255792,0.0250676,0.02505545,0.01617664,0.01521983,0.01524101,0.04045375,0.04066903,0.04068132,0.00021528,0.00022757
