,hPa,LBL_g1,LBLg_g1,PAR_g1,LBL_g2,LBLg_g2,PAR_g2,LBL_g3,LBLg_g3,PAR_g3,LBL_g4,LBLg_g4,PAR_g4,LBL_g5,LBLg_g5,PAR_g5,LBL_g6,LBLg_g6,PAR_g6,LBL_tot,LBLg_tot,PAR_tot,LBLg - LBL,PAR - LBL
0,0.0003,0.16418943,0.15253932,0.15242353,0.02733012,0.0253003,0.02533918,0.00817238,0.00713745,0.00718878,3.595e-05,3.563e-05,3.934e-05,0.00042736,0.00036618,0.00037606,0.00184123,0.00156477,0.00157999,0.20199648,0.18694366,0.18694689,-0.01505282,-0.01504959
1,0.0008,0.16383855,0.15229729,0.15218365,0.02751307,0.02547532,0.02551331,0.00825531,0.00721021,0.00726114,3.707e-05,3.674e-05,4.037e-05,0.00043664,0.00037403,0.00038388,0.00185658,0.00157805,0.0015933,0.20193721,0.18697165,0.18697565,-0.01496556,-0.01496156
2,0.0011,0.16318864,0.15183065,0.15172533,0.0278888,0.02583382,0.02586837,0.00842784,0.00736111,0.00740859,3.934e-05,3.899e-05,4.245e-05,0.00045624,0.00039052,0.0003998,0.00188969,0.0016061,0.00162042,0.20189055,0.18706119,0.18706497,-0.01482936,-0.01482558
3,0.0015,0.16250831,0.15134023,0.15125008,0.02827736,0.02620392,0.0262321,0.00861002,0.00751994,0.00755966,4.185e-05,4.149e-05,4.459e-05,0.00047743,0.00040824,0.00041612,0.00192498,0.00163627,0.00164821,0.20183995,0.18715009,0.18715077,-0.01468986,-0.01468918
4,0.0021,0.1618006,0.15082918,0.15076108,0.02867389,0.02658097,0.02660003,0.00879993,0.007685,0.00771251,4.462e-05,4.423e-05,4.676e-05,0.00050008,0.00042705,0.00043263,0.00196278,0.00166831,0.00167633,0.2017819,0.18723473,0.18722934,-0.01454717,-0.01455256
5,0.0029,0.16105908,0.15029409,0.15025503,0.02907818,0.02696479,0.02697211,0.00899778,0.00785646,0.00786714,4.766e-05,4.724e-05,4.895e-05,0.00052429,0.00044702,0.00044934,0.00200275,0.00170232,0.00170477,0.20170975,0.1873119,0.18729734,-0.01439785,-0.01441241
6,0.0041,0.16025272,0.1497101,0.14965416,0.02948594,0.02735154,0.0273522,0.00920255,0.00803344,0.00804613,5.101e-05,5.055e-05,5.237e-05,0.0005501,0.00046816,0.00047163,0.00204487,0.00173817,0.00174278,0.20158719,0.18735196,0.18731925,-0.01423523,-0.01426794
7,0.0057,0.15934495,0.14904842,0.14898013,0.02989219,0.02773683,0.0277388,0.00941296,0.00821491,0.00824087,5.471e-05,5.42e-05,5.656e-05,0.00057754,0.00049049,0.00049744,0.00208904,0.00177571,0.00178681,0.20137138,0.18732055,0.1873006,-0.01405083,-0.01407078
8,0.008,0.15836556,0.14834243,0.14826803,0.03030494,0.02812791,0.02812944,0.00963185,0.00840322,0.00843783,5.881e-05,5.825e-05,6.08e-05,0.00060689,0.0005142,0.00052355,0.00213588,0.00181552,0.00183135,0.20110393,0.18726155,0.18725099,-0.01384238,-0.01385294
9,0.0112,0.15729145,0.1475796,0.14750959,0.03072384,0.02852465,0.02852529,0.00985954,0.00859867,0.00863702,6.34e-05,6.278e-05,6.53e-05,0.00063832,0.00053942,0.00054993,0.00218558,0.00185776,0.0018761,0.20076212,0.18716288,0.18716324,-0.01359924,-0.01359888
10,0.0158,0.1560912,0.14674271,0.14666548,0.03114836,0.02892681,0.02892379,0.01009634,0.00880157,0.00884037,6.857e-05,6.788e-05,7.056e-05,0.00067198,0.00056626,0.00057737,0.00223827,0.00190255,0.0019219,0.20031472,0.18700778,0.18699946,-0.01330694,-0.01331526
11,0.0221,0.15472212,0.14580802,0.14571239,0.03157778,0.0293341,0.02932497,0.01034264,0.00901232,0.00905003,7.444e-05,7.366e-05,7.649e-05,0.00070809,0.00059487,0.00060633,0.00229413,0.00195005,0.00196983,0.19971919,0.18677302,0.18674004,-0.01294617,-0.01297915
12,0.031,0.15312987,0.14474563,0.14462872,0.03200917,0.0297444,0.02972799,0.01059773,0.00923044,0.009266,8.115e-05,8.028e-05,8.316e-05,0.0007467,0.00062531,0.00063692,0.00235309,0.00200017,0.00202005,0.19891772,0.18642622,0.18636283,-0.0124915,-0.01255489
13,0.0435,0.15132215,0.14358253,0.14344371,0.03239144,0.03011095,0.03008724,0.01083258,0.00943161,0.00946445,8.83e-05,8.733e-05,9.027e-05,0.00078352,0.00065424,0.00066584,0.00240818,0.00204701,0.00206662,0.19782616,0.18591368,0.18581813,-0.01191248,-0.01200803
14,0.0611,0.14925798,0.14231481,0.14215392,0.03268254,0.03039614,0.03036445,0.01102178,0.00959488,0.00962536,9.556e-05,9.449e-05,9.75e-05,0.00081438,0.00067857,0.00069034,0.00245275,0.00208491,0.00210463,0.19632499,0.18516381,0.1850362,-0.01116118,-0.01128879
15,0.0856,0.14670938,0.1407878,0.14061197,0.03292746,0.0306438,0.03060492,0.01119234,0.00974364,0.00977161,0.00010379,0.00010264,0.00010579,0.00084335,0.00070155,0.00071351,0.00249281,0.00211898,0.00213879,0.19426913,0.18409841,0.18394658,-0.01017072,-0.01032255
16,0.1201,0.14339479,0.13879854,0.1386515,0.03315704,0.03088524,0.03084807,0.011367,0.00989771,0.00992375,0.00011403,0.00011279,0.00011588,0.00087438,0.00072632,0.000738,0.00253371,0.00215377,0.00217321,0.19144096,0.18257437,0.18245042,-0.00886659,-0.00899054
17,0.1685,0.13910656,0.13620738,0.13611912,0.0333722,0.03112444,0.03109748,0.01154927,0.01006079,0.0100844,0.00012706,0.00012572,0.00012856,0.00090828,0.00075361,0.00076407,0.00257604,0.00218978,0.00220735,0.18763941,0.18046172,0.18040097,-0.00717769,-0.00723844
18,0.2364,0.13359395,0.1328225,0.13279228,0.03356975,0.03136285,0.03134859,0.01174217,0.01023649,0.01025512,0.00014394,0.00014248,0.00014474,0.00094596,0.00078426,0.00079225,0.00262014,0.00222732,0.00224085,0.18261591,0.1775759,0.17757383,-0.00504001,-0.00504208
19,0.3315,0.12657707,0.12838684,0.12836536,0.03374136,0.03159884,0.03158914,0.01194854,0.01042862,0.01043777,0.00016614,0.00016456,0.00016593,0.00098856,0.00081939,0.00082371,0.0026662,0.00226655,0.00227361,0.17608787,0.17366479,0.17365552,-0.00242308,-0.00243235
20,0.4651,0.11782976,0.12262133,0.12259287,0.0338497,0.03180607,0.03179827,0.01215515,0.01062807,0.01063474,0.00019533,0.00019362,0.00019481,0.00103464,0.00085822,0.00086122,0.00270985,0.00230376,0.00230821,0.16777443,0.16841107,0.16839012,0.00063664,0.00061569
21,0.6524,0.10761665,0.11569013,0.11562432,0.0335023,0.03162999,0.03161072,0.01211047,0.01062696,0.01064531,0.00022816,0.0002265,0.00022886,0.00103985,0.00086781,0.00087557,0.00268182,0.00228006,0.00229264,0.15717926,0.16132146,0.16127742,0.0041422,0.00409816
22,0.9151,0.09576488,0.1072032,0.10709743,0.03257058,0.03095694,0.03092834,0.01174691,0.01036991,0.0103971,0.0002679,0.00026649,0.00027029,0.00099461,0.0008411,0.00085243,0.00256385,0.00217996,0.00219768,0.14390872,0.15181759,0.15174326,0.00790887,0.00783454
23,1.2836,0.08185311,0.09602067,0.09595249,0.03142959,0.03014197,0.03012203,0.01135028,0.01009645,0.01012892,0.00032809,0.00032686,0.00033039,0.00095403,0.00081999,0.00083189,0.00243238,0.00206843,0.00208786,0.12834747,0.13947437,0.13945358,0.0111269,0.01110611
24,1.8006,0.06663417,0.08182974,0.081807,0.03026526,0.02936946,0.02937351,0.0110616,0.00992648,0.00996885,0.00042013,0.00041886,0.00042422,0.00094326,0.00082469,0.00083767,0.00231865,0.00197204,0.00199168,0.11164306,0.12434127,0.12440294,0.01269821,0.01275988
25,2.5257,0.05145763,0.06509315,0.0650733,0.02908923,0.0286603,0.02865835,0.01091444,0.00988881,0.00992631,0.0005564,0.00055477,0.00055815,0.00096898,0.00086188,0.00087326,0.00222332,0.00189139,0.00190989,0.09520998,0.1069503,0.10699927,0.01174032,0.01178929
26,3.5428,0.03760413,0.0470611,0.0470329,0.02790523,0.02802172,0.02802584,0.01095189,0.01001799,0.01006135,0.0007544,0.00075186,0.0007592,0.00104078,0.00094087,0.00095408,0.00214715,0.00182715,0.001844,0.08040358,0.0886207,0.08867737,0.00821712,0.00827379
27,4.9695,0.02588635,0.02980311,0.02980376,0.02677242,0.02750591,0.02750373,0.01127185,0.01039484,0.01043055,0.0010382,0.00103369,0.00103739,0.00117865,0.00107976,0.00109058,0.00210106,0.00178866,0.00180455,0.06824853,0.07160598,0.07167056,0.00335745,0.00342203
28,6.9709,0.01662062,0.01577341,0.01578541,0.02567962,0.02708579,0.02711039,0.01196502,0.01109445,0.01114922,0.00143971,0.00143132,0.00144369,0.00140516,0.00129921,0.00131499,0.00209239,0.00178219,0.00179843,0.05920252,0.05846636,0.05860214,-0.00073616,-0.00060038
29,9.7781,0.0097693,0.00658075,0.00659509,0.02441854,0.02652623,0.0265491,0.01305869,0.01213235,0.01218055,0.00200436,0.00198855,0.00199715,0.0017392,0.00161689,0.00163024,0.00211325,0.00180108,0.0018165,0.05310334,0.05064586,0.05076863,-0.00245748,-0.00233471
30,13.7158,0.00510214,0.00200952,0.00201542,0.0227022,0.025518,0.02554768,0.01459406,0.0135438,0.01361125,0.00279531,0.0027658,0.00278724,0.00221131,0.00205994,0.00207983,0.00216172,0.00184373,0.00185888,0.04956674,0.0477408,0.0479003,-0.00182594,-0.00166644
