hPa,LBL_g1,LBLg_g1,PAR_g1,LBL_g2,LBLg_g2,PAR_g2,LBL_g3,LBLg_g3,PAR_g3,LBL_g4,LBLg_g4,PAR_g4,LBL_g5,LBLg_g5,PAR_g5,LBL_g6,LBLg_g6,PAR_g6,LBL_tot,LBLg_tot,PAR_tot,LBLg - LBL,PAR - LBL
228.425,0.0,0.0,0.0,0.000403,0.0,0.0,0.038991,0.000606,0.00060734,0.062594,0.038165,0.03799596,1.227936,1.23871,1.237949,56.831382,56.845023,56.844538,58.16131,58.1225,58.12109,-0.03881,-0.04022
252.2,0.0,0.0,0.0,0.000335,0.0,0.0,0.036592,0.000274,0.00027503,0.050063,0.026407,0.02628136,1.18363,1.194122,1.1932941,56.813563,56.829298,56.828725,58.08418,58.0501,58.048576,-0.03408,-0.035604
275.975,0.0,0.0,0.0,0.00028,0.0,0.0,0.034465,0.000123,0.00012409,0.039761,0.017882,0.01779365,1.138512,1.148129,1.1472266,56.794489,56.812396,56.811715,58.00751,57.97853,57.97686,-0.02898,-0.03065
299.75,0.0,0.0,0.0,0.000235,0.0,0.0,0.032562,5.5e-05,5.602e-05,0.031369,0.011872,0.01181185,1.093001,1.101132,1.1001407,56.774186,56.794324,56.79351,57.93135,57.90738,57.905519,-0.02397,-0.025831
323.525,0.0,0.0,0.0,0.000199,0.0,0.0,0.030846,2.5e-05,2.53e-05,0.024592,0.00774,0.00770119,1.047468,1.053504,1.0525117,56.752685,56.775087,56.774177,57.85579,57.83636,57.834415,-0.01943,-0.021375
347.3,0.0,0.0,0.0,0.000169,0.0,0.0,0.029289,1.1e-05,1.15e-05,0.019165,0.004963,0.00493995,1.002233,1.005589,1.004568,56.730014,56.754692,56.753659,57.78087,57.76526,57.763178,-0.01561,-0.017692
371.075,0.0,0.0,0.0,0.000144,0.0,0.0,0.027869,5e-06,5.26e-06,0.014852,0.003134,0.00312154,0.95757,0.957701,0.95665505,56.706208,56.733145,56.731979,57.70664,57.69399,57.691761,-0.01265,-0.014879
394.85,0.0,0.0,0.0,0.000123,0.0,0.0,0.026569,2e-06,2.42e-06,0.011453,0.001952,0.00194518,0.913717,0.910131,0.9091079,56.681305,56.710459,56.709183,57.63317,57.62254,57.620239,-0.01063,-0.012931
418.625,0.0,0.0,0.0,0.000106,0.0,0.0,0.025375,1e-06,1.12e-06,0.008793,0.001201,0.001197,0.870872,0.863144,0.86215849,56.655349,56.686647,56.685268,57.56049,57.55099,57.548625,-0.0095,-0.011865
442.4,0.0,0.0,0.0,9.1e-05,0.0,0.0,0.024273,1e-06,5.3e-07,0.006725,0.00073,0.00072852,0.829181,0.81696,0.81597522,56.628377,56.66172,56.660197,57.48865,57.47941,57.476902,-0.00924,-0.011748
466.175,0.0,0.0,0.0,7.9e-05,0.0,0.0,0.023254,0.0,2.5e-07,0.005127,0.000439,0.00043882,0.788759,0.771771,0.77078424,56.600426,56.635685,56.634008,57.41764,57.4079,57.405232,-0.00974,-0.012408
489.95,0.0,0.0,0.0,6.9e-05,0.0,0.0,0.022308,0.0,1.2e-07,0.003899,0.000262,0.00026174,0.749688,0.727739,0.72677094,56.571537,56.608552,56.606736,57.3475,57.33655,57.333769,-0.01095,-0.013731
513.725,0.0,0.0,0.0,6e-05,0.0,0.0,0.021429,0.0,6e-08,0.00296,0.000155,0.00015469,0.712029,0.685001,0.68408327,56.541749,56.58033,56.578412,57.27823,57.26549,57.26265,-0.01274,-0.01558
537.5,0.0,0.0,0.0,5.2e-05,0.0,0.0,0.020608,0.0,3e-08,0.002245,9.1e-05,9.08e-05,0.675818,0.643671,0.64278714,56.511103,56.551028,56.548968,57.20983,57.19479,57.191846,-0.01504,-0.017984
561.275,0.0,0.0,0.0,4.6e-05,0.0,0.0,0.019842,0.0,1e-08,0.001703,5.3e-05,5.295e-05,0.641074,0.603836,0.60298593,56.479638,56.520657,56.518439,57.1423,57.12455,57.121477,-0.01775,-0.020823
585.05,0.0,0.0,0.0,4e-05,0.0,0.0,0.019124,0.0,1e-08,0.001293,3.1e-05,3.069e-05,0.607802,0.565565,0.56475617,56.447397,56.489225,56.486852,57.07566,57.05482,57.051639,-0.02084,-0.024021
608.825,0.0,0.0,0.0,3.6e-05,0.0,0.0,0.01845,0.0,0.0,0.000983,1.8e-05,1.768e-05,0.575995,0.528907,0.52815056,56.414421,56.456743,56.454236,57.00989,56.98567,56.982404,-0.02422,-0.027486
632.6,0.0,0.0,0.0,3.2e-05,0.0,0.0,0.017817,0.0,0.0,0.00075,1e-05,1.013e-05,0.545639,0.493897,0.49320181,56.380756,56.423228,56.420618,56.94499,56.91713,56.91383,-0.02786,-0.03116
656.375,0.0,0.0,0.0,2.8e-05,0.0,0.0,0.017222,0.0,0.0,0.000575,6e-06,5.78e-06,0.516711,0.460553,0.45991333,56.34645,56.388694,56.385971,56.88099,56.84925,56.84589,-0.03174,-0.0351
680.15,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.01666,0.0,0.0,0.000442,3e-06,3.28e-06,0.48918,0.428874,0.42828095,56.311547,56.353156,56.350286,56.81785,56.78203,56.77857,-0.03582,-0.03928
703.925,0.0,0.0,0.0,2.2e-05,0.0,0.0,0.01613,0.0,0.0,0.000342,2e-06,1.86e-06,0.463009,0.398851,0.39829755,56.2761,56.316638,56.313602,56.7556,56.71549,56.711902,-0.04011,-0.043698
727.7,0.0,0.0,0.0,2e-05,0.0,0.0,0.015631,0.0,0.0,0.000267,1e-06,1.05e-06,0.438162,0.370461,0.36994437,56.240169,56.279171,56.275965,56.69425,56.64963,56.645911,-0.04462,-0.048339
751.475,0.0,0.0,0.0,1.8e-05,0.0,0.0,0.01516,0.0,0.0,0.000209,1e-06,5.9e-07,0.414597,0.343674,0.34319248,56.203814,56.240788,56.237422,56.6338,56.58446,56.580615,-0.04934,-0.053185
775.25,0.0,0.0,0.0,1.6e-05,0.0,0.0,0.014715,0.0,0.0,0.000165,0.0,3.3e-07,0.39227,0.31845,0.31800302,56.167087,56.201516,56.19801,56.57425,56.51997,56.516014,-0.05428,-0.058236
799.025,0.0,0.0,0.0,1.5e-05,0.0,0.0,0.014294,0.0,0.0,0.000132,0.0,1.9e-07,0.371131,0.294742,0.2943294,56.130024,56.161367,56.157753,56.51559,56.45611,56.452082,-0.05948,-0.063508
822.8,0.0,0.0,0.0,1.3e-05,0.0,0.0,0.013895,0.0,0.0,0.000106,0.0,1e-07,0.351129,0.272499,0.27211827,56.092648,56.12034,56.116604,56.45779,56.39284,56.388723,-0.06495,-0.069067
846.575,0.0,0.0,0.0,1.2e-05,0.0,0.0,0.013516,0.0,0.0,8.6e-05,0.0,6e-08,0.332214,0.251663,0.25131376,56.054981,56.078434,56.074551,56.40081,56.3301,56.325865,-0.07071,-0.074945
870.35,0.0,0.0,0.0,1.1e-05,0.0,0.0,0.013156,0.0,0.0,7e-05,0.0,3e-08,0.314336,0.232178,0.23185854,56.017044,56.035647,56.031606,56.34462,56.26783,56.263465,-0.07679,-0.081155
894.125,0.0,0.0,0.0,1e-05,0.0,0.0,0.012813,0.0,0.0,5.8e-05,0.0,2e-08,0.297447,0.213985,0.21369355,55.978864,55.991984,55.987784,56.28919,56.20597,56.201478,-0.08322,-0.087712
917.9,0.0,0.0,0.0,9e-06,0.0,0.0,0.012486,0.0,0.0,4.8e-05,0.0,1e-08,0.2815,0.197023,0.19675887,55.94047,55.947454,55.943105,56.23451,56.14448,56.139864,-0.09003,-0.094646
941.675,0.0,0.0,0.0,8e-06,0.0,0.0,0.012174,0.0,0.0,4e-05,0.0,1e-08,0.266451,0.181231,0.18099408,55.901891,55.902065,55.897588,56.18056,56.0833,56.078582,-0.09726,-0.101978
965.45,0.0,0.0,0.0,8e-06,0.0,0.0,0.011875,0.0,0.0,3.4e-05,0.0,0.0,0.252258,0.166551,0.16633868,55.863158,55.855832,55.851251,56.12733,56.02238,56.01759,-0.10495,-0.10974
989.225,0.0,0.0,0.0,7e-06,0.0,0.0,0.01159,0.0,0.0,2.8e-05,0.0,0.0,0.238879,0.152924,0.15273289,55.824304,55.80877,55.804111,56.07481,55.96169,55.956844,-0.11312,-0.117966
1013.0,0.0,0.0,0.0,6e-06,0.0,0.0,0.011317,0.0,0.0,2.4e-05,0.0,0.0,0.226271,0.14029,0.14011757,55.785353,55.760887,55.756186,56.02297,55.90118,55.896304,-0.12179,-0.126666
