hPa,LBL_g1,LBLg_g1,PAR_g1,LBL_g2,LBLg_g2,PAR_g2,LBL_g3,LBLg_g3,PAR_g3,LBL_g4,LBLg_g4,PAR_g4,LBL_g5,LBLg_g5,PAR_g5,LBL_g6,LBLg_g6,PAR_g6,LBL_tot,LBLg_tot,PAR_tot,LBLg - LBL,PAR - LBL
1.4988,0.012289,0.010523,0.01052846,0.079205,0.079439,0.07944266,0.339564,0.339838,0.33983444,0.516495,0.516495,0.5164947,2.899171,2.899208,2.8992062,110.004433,110.004509,110.00451,113.85116,113.85001,113.85001,-0.00115,-0.00115
2.1024,0.009624,0.007281,0.00728535,0.076948,0.077176,0.07718085,0.33859,0.33897,0.33896415,0.516461,0.516462,0.51646058,2.899069,2.899123,2.8991197,110.004215,110.004324,110.00432,113.84491,113.84333,113.84333,-0.00158,-0.00158
2.949,0.007023,0.004332,0.00433527,0.074004,0.074142,0.07414835,0.337262,0.33777,0.33776216,0.516401,0.516402,0.51640067,2.898928,2.899002,2.8989979,110.003927,110.004078,110.00407,113.83754,113.83573,113.83572,-0.00181,-0.00182
4.1366,0.004678,0.002087,0.00208981,0.070215,0.070109,0.07011626,0.335433,0.336095,0.33608245,0.516292,0.516293,0.51629062,2.898725,2.898826,2.8988198,110.003543,110.003751,110.00374,113.82889,113.82716,113.82714,-0.00173,-0.00175
5.8025,0.002769,0.00075,0.00075225,0.065411,0.064807,0.06481887,0.332871,0.333718,0.33370049,0.516086,0.516088,0.51608495,2.898424,2.898558,2.8985492,110.003028,110.003312,110.0033,113.81859,113.81723,113.8172,-0.00136,-0.00139
8.1392,0.001404,0.000181,0.00018162,0.059432,0.057961,0.05797115,0.329208,0.330277,0.33024729,0.515692,0.515696,0.51568959,2.897951,2.89813,2.898117,110.00233,110.002716,110.0027,113.80602,113.80496,113.8049,-0.00106,-0.00112
11.417,0.000578,2.5e-05,2.554e-05,0.052163,0.049368,0.04937456,0.323837,0.325189,0.32514413,0.514929,0.514938,0.51492841,2.897176,2.89742,2.8974004,110.001372,110.001897,110.00187,113.79005,113.78884,113.78874,-0.00121,-0.00131
16.0147,0.000179,2e-06,1.76e-06,0.043657,0.039091,0.03909067,0.315782,0.317523,0.3174477,0.513444,0.513466,0.51344418,2.895852,2.896198,2.8961661,110.000038,110.000756,110.00072,113.76895,113.76704,113.76687,-0.00191,-0.00208
22.464,3.9e-05,0.0,5e-08,0.03433,0.027731,0.02772919,0.30355,0.305796,0.30568883,0.510549,0.510601,0.51056678,2.893524,2.894039,2.8939931,109.998149,109.999137,109.99908,113.74014,113.7373,113.73706,-0.00284,-0.00308
31.5105,6e-06,0.0,0.0,0.025152,0.016655,0.01665669,0.285162,0.287702,0.28754064,0.504938,0.505054,0.50498739,2.889326,2.890148,2.8900741,109.995405,109.996781,109.99671,113.69999,113.69634,113.69597,-0.00365,-0.00402
44.2001,1e-06,0.0,0.0,0.017453,0.007804,0.00780696,0.258965,0.260044,0.25982265,0.494224,0.494441,0.49432918,2.881657,2.883053,2.8829413,109.991305,109.993258,109.99316,113.6436,113.6386,113.63806,-0.005,-0.00554
62.0,0.0,0.0,0.0,0.012011,0.002558,0.00256223,0.225454,0.219432,0.21915038,0.474307,0.474539,0.47434065,2.867619,2.870096,2.8699171,109.985015,109.987846,109.98771,113.5644,113.55447,113.55368,-0.00993,-0.01072
85.775,0.0,0.0,0.0,0.008569,0.000557,0.00056015,0.190184,0.167323,0.16701673,0.440917,0.440463,0.44012389,2.843437,2.847808,2.8475167,109.975594,109.979738,109.97953,113.4587,113.43589,113.43475,-0.02281,-0.02395
109.55,0.0,0.0,0.0,0.006705,0.000123,0.00012433,0.16503,0.12243,0.1221684,0.402844,0.400314,0.39992395,2.813703,2.820393,2.8200203,109.964973,109.970593,109.97033,113.35325,113.31385,113.31256,-0.0394,-0.04069
133.325,0.0,0.0,0.0,0.005517,2.9e-05,2.901e-05,0.147381,0.086754,0.08656591,0.363041,0.35678,0.35633886,2.779046,2.788377,2.7879131,109.953142,109.960401,109.96007,113.24813,113.19234,113.19092,-0.05579,-0.05721
157.1,0.0,0.0,0.0,0.004691,7e-06,7.23e-06,0.134854,0.059997,0.05989999,0.323709,0.312245,0.31173531,2.740058,2.75225,2.7516678,109.940127,109.949181,109.94879,113.14344,113.07368,113.0721,-0.06976,-0.07134
180.875,0.0,0.0,0.0,0.004078,2e-06,1.93e-06,0.125644,0.040759,0.04072683,0.286317,0.268721,0.26820269,2.697249,2.712418,2.7117336,109.92593,109.93693,109.93648,113.03922,112.95883,112.95715,-0.08039,-0.08207
204.65,0.0,0.0,0.0,0.003594,1e-06,5.5e-07,0.118471,0.027354,0.02734837,0.25173,0.227805,0.22732675,2.651021,2.669163,2.6684254,109.91048,109.923579,109.9231,112.9353,112.8479,112.8462,-0.0874,-0.0891
228.425,0.0,0.0,0.0,0.003193,0.0,1.7e-07,0.112549,0.018215,0.01823582,0.220294,0.190536,0.19009808,2.601745,2.62274,2.6218942,109.893703,109.909058,109.90851,112.83148,112.74055,112.73873,-0.09093,-0.09275
252.2,0.0,0.0,0.0,0.002853,0.0,5e-08,0.107469,0.012075,0.01209949,0.192043,0.15743,0.1570433,2.549859,2.573494,2.5725638,109.875603,109.893363,109.89273,112.72783,112.63636,112.63444,-0.09147,-0.09339
275.975,0.0,0.0,0.0,0.002562,0.0,2e-08,0.102996,0.007989,0.00801269,0.166853,0.128629,0.12830092,2.495781,2.521766,2.5207366,109.856199,109.876502,109.87577,112.62439,112.53489,112.53282,-0.0895,-0.09157
299.75,0.0,0.0,0.0,0.002311,0.0,1e-08,0.098984,0.005284,0.0053078,0.144529,0.104022,0.10374962,2.439897,2.467873,2.4667203,109.835509,109.858479,109.85762,112.52123,112.43566,112.43339,-0.08557,-0.08784
323.525,0.0,0.0,0.0,0.002092,0.0,0.0,0.095339,0.003499,0.00351662,0.124847,0.083333,0.08311487,2.38257,2.412118,2.410938,109.813552,109.839303,109.83834,112.4184,112.33825,112.33591,-0.08015,-0.08249
347.3,0.0,0.0,0.0,0.0019,0.0,0.0,0.091998,0.002323,0.00233737,0.107573,0.066184,0.06602199,2.324139,2.354791,2.3535458,109.790349,109.818979,109.8179,112.31596,112.24228,112.2398,-0.07368,-0.07616
371.075,0.0,0.0,0.0,0.001731,0.0,0.0,0.088913,0.001547,0.00155922,0.092474,0.052149,0.05203611,2.264919,2.296168,2.2948565,109.765921,109.797515,109.7963,112.21396,112.14738,112.14475,-0.06658,-0.06921
394.85,0.0,0.0,0.0,0.001582,0.0,0.0,0.08605,0.001034,0.0010436,0.079328,0.040793,0.04071609,2.205199,2.23651,2.235198,109.740292,109.774918,109.7736,112.11245,112.05326,112.05056,-0.05919,-0.06189
418.625,0.0,0.0,0.0,0.001449,0.0,0.0,0.083383,0.000694,0.00070137,0.067926,0.031701,0.03165052,2.145268,2.176086,2.1747948,109.713498,109.751208,109.74979,112.01152,111.95969,111.95694,-0.05183,-0.05458
442.4,0.0,0.0,0.0,0.001331,0.0,0.0,0.080889,0.000469,0.00047399,0.058071,0.024489,0.02446214,2.085367,2.115131,2.1138093,109.685568,109.726396,109.72484,111.91123,111.86648,111.86358,-0.04475,-0.04765
466.175,0.0,0.0,0.0,0.001226,0.0,0.0,0.07855,0.000318,0.00032199,0.049578,0.018815,0.01880393,2.025711,2.05386,2.0525021,109.656532,109.700494,109.69879,111.8116,111.77349,111.77041,-0.03811,-0.04119
489.95,0.0,0.0,0.0,0.001132,0.0,0.0,0.076352,0.000217,0.00021982,0.042281,0.014383,0.01438034,1.966491,1.992476,1.9911053,109.626421,109.673516,109.67167,111.71268,111.68059,111.67738,-0.03209,-0.0353
513.725,0.0,0.0,0.0,0.001048,0.0,0.0,0.07428,0.000149,0.00015077,0.036027,0.010946,0.01094416,1.907873,1.931163,1.929823,109.595265,109.645472,109.64353,111.61449,111.58773,111.58445,-0.02676,-0.03004
537.5,0.0,0.0,0.0,0.000972,0.0,0.0,0.072324,0.000103,0.00010405,0.030682,0.008296,0.00829893,1.850005,1.870092,1.8687582,109.563096,109.616376,109.61429,111.51708,111.49487,111.49145,-0.02221,-0.02563
561.275,0.0,0.0,0.0,0.000903,0.0,0.0,0.070474,7.1e-05,7.223e-05,0.026122,0.006264,0.00627131,1.793011,1.809417,1.8080865,109.529944,109.586238,109.584,111.42045,111.40199,111.39843,-0.01846,-0.02202
585.05,0.0,0.0,0.0,0.000841,0.0,0.0,0.06872,5e-05,5.042e-05,0.022241,0.004714,0.00472344,1.736998,1.749279,1.747963,109.495839,109.55507,109.55267,111.32464,111.30911,111.30541,-0.01553,-0.01923
608.825,0.0,0.0,0.0,0.000785,0.0,0.0,0.067055,3.5e-05,3.539e-05,0.018943,0.003537,0.00354635,1.682056,1.689806,1.6885238,109.460811,109.522881,109.52034,111.22965,111.21626,111.21245,-0.01339,-0.0172
632.6,0.0,0.0,0.0,0.000733,0.0,0.0,0.065472,2.5e-05,2.496e-05,0.016145,0.002646,0.00265451,1.62826,1.631112,1.6298887,109.424889,109.489682,109.48704,111.1355,111.12347,111.11961,-0.01203,-0.01589
656.375,0.0,0.0,0.0,0.000687,0.0,0.0,0.063965,1.7e-05,1.771e-05,0.013774,0.001975,0.00198241,1.575669,1.573298,1.5721404,109.388105,109.455483,109.45273,111.0422,111.03077,111.02687,-0.01143,-0.01533
680.15,0.0,0.0,0.0,0.000644,0.0,0.0,0.062528,1.2e-05,1.263e-05,0.011768,0.001471,0.0014779,1.524338,1.516462,1.5153587,109.350492,109.4203,109.41741,110.94977,110.93824,110.93426,-0.01153,-0.01551
703.925,0.0,0.0,0.0,0.000605,0.0,0.0,0.061156,9e-06,9.06e-06,0.01007,0.001094,0.00109994,1.474307,1.460686,1.4596275,109.312085,109.384144,109.38109,110.85822,110.84593,110.84182,-0.01229,-0.0164
727.7,0.0,0.0,0.0,0.00057,0.0,0.0,0.059845,6e-06,6.53e-06,0.008635,0.000812,0.00081731,1.425602,1.406037,1.4050184,109.272913,109.347027,109.3438,110.76756,110.75388,110.74964,-0.01368,-0.01792
751.475,0.0,0.0,0.0,0.000537,0.0,0.0,0.058591,5e-06,4.73e-06,0.007422,0.000602,0.00060634,1.378239,1.352573,1.3515921,109.233006,109.308958,109.30557,110.67779,110.66214,110.65777,-0.01565,-0.02002
775.25,0.0,0.0,0.0,0.000507,0.0,0.0,0.057389,3e-06,3.44e-06,0.006395,0.000445,0.00044915,1.332226,1.300342,1.2993987,109.192396,109.26995,109.26641,110.58891,110.57074,110.56626,-0.01817,-0.02265
799.025,0.0,0.0,0.0,0.000479,0.0,0.0,0.056238,2e-06,2.52e-06,0.005527,0.000329,0.00033221,1.287567,1.249384,1.2484797,109.151113,109.230013,109.22636,110.50092,110.47973,110.47518,-0.02119,-0.02574
822.8,0.0,0.0,0.0,0.000454,0.0,0.0,0.055133,2e-06,1.85e-06,0.004791,0.000243,0.00024554,1.244259,1.199732,1.1988652,109.109192,109.189163,109.18538,110.41383,110.38914,110.38449,-0.02469,-0.02934
846.575,0.0,0.0,0.0,0.00043,0.0,0.0,0.054073,1e-06,1.37e-06,0.004167,0.00018,0.00018142,1.202296,1.15141,1.1505808,109.066673,109.14742,109.14347,110.32764,110.29901,110.29424,-0.02863,-0.0334
870.35,0.0,0.0,0.0,0.000409,0.0,0.0,0.053055,1e-06,1.01e-06,0.003638,0.000133,0.00013398,1.161667,1.10444,1.1036471,109.023599,109.104806,109.10068,110.24237,110.20938,110.20447,-0.03299,-0.0379
894.125,0.0,0.0,0.0,0.000389,0.0,0.0,0.052078,1e-06,7.5e-07,0.003187,9.8e-05,9.891e-05,1.12236,1.058834,1.0580773,108.980012,109.061348,109.05704,110.15803,110.12028,110.11522,-0.03775,-0.04281
917.9,0.0,0.0,0.0,0.00037,0.0,0.0,0.051139,1e-06,5.6e-07,0.002803,7.2e-05,7.298e-05,1.084356,1.014597,1.0138784,108.935952,109.017066,109.01258,110.07462,110.03174,110.02653,-0.04288,-0.04809
941.675,0.0,0.0,0.0,0.000353,0.0,0.0,0.050236,0.0,4.2e-07,0.002475,5.3e-05,5.383e-05,1.047632,0.971732,0.97105137,108.891451,108.971976,108.96732,109.99215,109.94376,109.93843,-0.04839,-0.05372
965.45,0.0,0.0,0.0,0.000337,0.0,0.0,0.049368,0.0,3.2e-07,0.002194,3.9e-05,3.968e-05,1.012163,0.930234,0.9295918,108.846539,108.92609,108.92129,109.9106,109.85636,109.85093,-0.05424,-0.05967
989.225,0.0,0.0,0.0,0.000322,0.0,0.0,0.048532,0.0,2.4e-07,0.001952,2.9e-05,2.924e-05,0.977924,0.890094,0.88949157,108.801242,108.879421,108.87451,109.82997,109.76954,109.76403,-0.06043,-0.06594
1013.0,0.0,0.0,0.0,0.000308,0.0,0.0,0.047727,0.0,1.8e-07,0.001744,2.1e-05,2.154e-05,0.944885,0.851302,0.85073847,108.755586,108.831977,108.82698,109.75025,109.6833,109.67774,-0.06695,-0.07251
