,hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0,0.0003,0.16409,0.1524,0.15238,0.02733,0.02534,0.02534,0.00817,0.00719,0.00719,4e-05,4e-05,4e-05,0.00043,0.00037999999999999997,0.00037999999999999997,0.0018399999999999998,0.00158,0.00158,0.2019,0.18692999999999999,0.1869,-0.014969999999999999,-0.015
1,0.0008,0.1636,0.1521,0.15207,0.027510000000000003,0.025519999999999998,0.025509999999999998,0.00826,0.007259999999999999,0.007259999999999999,4e-05,4e-05,4e-05,0.00044,0.00037999999999999997,0.00037999999999999997,0.00186,0.00159,0.00159,0.2017,0.18689,0.18686,-0.01481,-0.014830000000000001
2,0.0011,0.16286,0.15159,0.15157,0.027889999999999998,0.025869999999999997,0.025869999999999997,0.00843,0.007409999999999999,0.007409999999999999,4e-05,4e-05,4e-05,0.00045999999999999996,0.0004,0.0004,0.0018899999999999998,0.00162,0.00162,0.20156,0.18694000000000002,0.18691,-0.01462,-0.01465
3,0.0015,0.16205,0.15106,0.15104,0.02827,0.02623,0.02623,0.00861,0.007559999999999999,0.007559999999999999,4e-05,4e-05,4e-05,0.00047999999999999996,0.00042,0.00042,0.0019199999999999998,0.00165,0.00165,0.20138,0.18696,0.18692999999999999,-0.014419999999999999,-0.01444
4,0.0021,0.16117,0.15048,0.15045999999999998,0.028669999999999998,0.0266,0.0266,0.0088,0.00771,0.00771,4e-05,5e-05,5e-05,0.0005,0.00043,0.00043,0.00196,0.00168,0.00168,0.20114,0.18695,0.18692999999999999,-0.014190000000000001,-0.014219999999999998
5,0.0029,0.16019,0.14986,0.14984,0.02907,0.026969999999999997,0.026969999999999997,0.009,0.00787,0.00787,5e-05,5e-05,5e-05,0.0005200000000000001,0.00045,0.00045,0.002,0.0017,0.0017,0.20083,0.1869,0.18687,-0.013930000000000001,-0.01395
6,0.0041,0.15905,0.14909,0.14907,0.02947,0.02735,0.02735,0.0092,0.00805,0.00805,5e-05,5e-05,5e-05,0.00055,0.00047000000000000004,0.00047000000000000004,0.0020399999999999997,0.0017399999999999998,0.0017399999999999998,0.20037,0.18675999999999998,0.18673,-0.013609999999999999,-0.013640000000000001
7,0.0057,0.15769,0.14819000000000002,0.14817,0.029869999999999997,0.02773,0.02773,0.00941,0.00824,0.00824,5e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00058,0.0005,0.0005,0.00209,0.00179,0.00179,0.19969,0.18650999999999998,0.18648,-0.01319,-0.01321
8,0.008,0.15609,0.14715999999999999,0.14714000000000002,0.03028,0.02812,0.02812,0.00963,0.008440000000000001,0.008440000000000001,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00061,0.0005200000000000001,0.0005200000000000001,0.00214,0.00183,0.00183,0.1988,0.18614,0.18611,-0.01266,-0.01269
9,0.0112,0.15417,0.14597000000000002,0.14595,0.030680000000000002,0.02851,0.02851,0.009859999999999999,0.00864,0.00864,5.9999999999999995e-05,7e-05,7e-05,0.00064,0.00055,0.00055,0.0021899999999999997,0.0018800000000000002,0.0018800000000000002,0.1976,0.18561,0.18558,-0.01199,-0.01202
