,hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0,0.0003,0.16445,0.15264,0.15262,0.02715,0.025169999999999998,0.025169999999999998,0.00809,0.0071200000000000005,0.0071200000000000005,2.9999999999999997e-05,4e-05,4e-05,0.00042,0.00037,0.00037,0.00183,0.00157,0.00157,0.20197,0.1869,0.18688,-0.015069999999999998,-0.015090000000000001
1,0.0008,0.16429000000000002,0.15255,0.15253,0.02719,0.0252,0.0252,0.00811,0.00713,0.00713,4e-05,4e-05,4e-05,0.00042,0.00037,0.00037,0.00183,0.00157,0.00157,0.20187,0.18687,0.18684,-0.015,-0.015030000000000002
2,0.0011,0.1641,0.15242999999999998,0.15242,0.027260000000000003,0.025269999999999997,0.025269999999999997,0.008140000000000001,0.00716,0.00716,4e-05,4e-05,4e-05,0.00042,0.00037,0.00037,0.0018399999999999998,0.00158,0.00157,0.2018,0.18686,0.18683,-0.01494,-0.01496
3,0.0015,0.16388,0.1523,0.15228,0.02733,0.02535,0.02534,0.00818,0.00719,0.00719,4e-05,4e-05,4e-05,0.00043,0.00037999999999999997,0.00037999999999999997,0.0018399999999999998,0.00158,0.00158,0.2017,0.18683,0.18681,-0.01486,-0.01489
4,0.0021,0.16362000000000002,0.15214,0.15213,0.027410000000000004,0.025419999999999998,0.025419999999999998,0.00821,0.00722,0.00722,4e-05,4e-05,4e-05,0.00043,0.00037999999999999997,0.00037999999999999997,0.00185,0.00159,0.00159,0.20156,0.18679,0.18677,-0.014769999999999998,-0.014790000000000001
5,0.0029,0.16330999999999998,0.15197,0.15195,0.027489999999999997,0.025490000000000002,0.025490000000000002,0.00825,0.00725,0.00725,4e-05,4e-05,4e-05,0.00044,0.00037999999999999997,0.00037999999999999997,0.00185,0.00159,0.00159,0.20137,0.18673,0.18671,-0.01464,-0.014669999999999999
6,0.0041,0.16292,0.15175,0.15174,0.027569999999999997,0.02557,0.02556,0.00828,0.00728,0.00728,4e-05,4e-05,4e-05,0.00044,0.00039,0.00039,0.00186,0.0016,0.0016,0.20110999999999998,0.18663,0.18661,-0.014480000000000002,-0.0145
7,0.0057,0.16244,0.15149,0.15148,0.027639999999999998,0.025639999999999996,0.025639999999999996,0.008320000000000001,0.00732,0.00731,4e-05,4e-05,4e-05,0.00044,0.00039,0.00039,0.00187,0.0016,0.0016,0.20075,0.18649000000000002,0.18646,-0.01426,-0.01429
8,0.008,0.16180999999999998,0.15117,0.15115,0.027719999999999998,0.025710000000000004,0.025710000000000004,0.00836,0.00735,0.00735,4e-05,4e-05,4e-05,0.00045,0.00039,0.00039,0.0018800000000000002,0.00161,0.00161,0.20025,0.18627,0.18625,-0.013969999999999998,-0.014
9,0.0112,0.16097999999999998,0.15075,0.15073,0.02779,0.025789999999999997,0.02578,0.00839,0.007379999999999999,0.007379999999999999,4e-05,4e-05,4e-05,0.00045,0.0004,0.0004,0.0018800000000000002,0.00162,0.00161,0.19955,0.18597,0.18594000000000002,-0.013580000000000002,-0.0136
