hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0.0,0.02677,0.02677,0.02677,0.08506,0.08506,0.08506,0.34181,0.34181,0.34181,0.51654,0.51654,0.51654,2.89938,2.89938,2.89938,110.00493999999999,110.00493999999999,110.00493999999999,113.8745,113.8745,113.8745,0.0,0.0
0.0006,0.026760000000000003,0.026760000000000003,0.026760000000000003,0.08506,0.08506,0.08506,0.34181,0.34181,0.34181,0.51654,0.51654,0.51654,2.89938,2.89938,2.89938,110.00493999999999,110.00493999999999,110.00493999999999,113.87449,113.87449,113.87449,0.0,0.0
0.0009,0.02675,0.02675,0.02675,0.08506,0.08506,0.08506,0.34181,0.34181,0.34181,0.51654,0.51654,0.51654,2.89938,2.89938,2.89938,110.00493999999999,110.00493999999999,110.00493999999999,113.87448,113.87448,113.87448,0.0,0.0
0.0012,0.026739999999999996,0.02675,0.026739999999999996,0.08506,0.08506,0.08506,0.34181,0.34181,0.34181,0.51654,0.51654,0.51654,2.89938,2.89938,2.89938,110.00493999999999,110.00493999999999,110.00493999999999,113.87447,113.87447,113.87447,0.0,0.0
0.0017,0.02673,0.026739999999999996,0.026739999999999996,0.08505,0.08505,0.08505,0.34181,0.34181,0.34181,0.51654,0.51654,0.51654,2.89938,2.89938,2.89938,110.00493999999999,110.00493999999999,110.00493999999999,113.87446000000001,113.87446000000001,113.87446000000001,0.0,0.0
0.0024,0.026719999999999997,0.026719999999999997,0.026719999999999997,0.08505,0.08505,0.08505,0.34181,0.34181,0.34181,0.51654,0.51654,0.51654,2.89938,2.89938,2.89938,110.00493999999999,110.00493999999999,110.00493999999999,113.87443999999999,113.87445,113.87445,1e-05,1e-05
0.0034,0.0267,0.02671,0.02671,0.08505,0.08505,0.08505,0.34181,0.34181,0.34181,0.51654,0.51654,0.51654,2.89938,2.89938,2.89938,110.00493999999999,110.00493999999999,110.00493999999999,113.87442,113.87443,113.87443,1e-05,1e-05
0.0048,0.026680000000000002,0.026680000000000002,0.026680000000000002,0.08504,0.08504,0.08504,0.34181,0.34181,0.34181,0.51654,0.51654,0.51654,2.89938,2.89938,2.89938,110.00493999999999,110.00493999999999,110.00493999999999,113.87438999999999,113.8744,113.87438999999999,1e-05,0.0
0.0067,0.026639999999999997,0.02665,0.02665,0.08504,0.08504,0.08504,0.34181,0.34181,0.34181,0.51654,0.51654,0.51654,2.89938,2.89938,2.89938,110.00493999999999,110.00493999999999,110.00493999999999,113.87433999999999,113.87435,113.87435,1e-05,1e-05
0.0094,0.02659,0.0266,0.0266,0.08503,0.08503,0.08503,0.3418,0.3418,0.3418,0.51654,0.51654,0.51654,2.89938,2.89938,2.89938,110.00493999999999,110.00493999999999,110.00493999999999,113.87428,113.87428999999999,113.87428999999999,1e-05,1e-05
