hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0.0,0.013855,0.013855,0.01385457,0.044026,0.044026,0.04402639,0.176921,0.176921,0.17692148,0.267362,0.267362,0.26736193,1.500719,1.500719,1.5007194,56.938557,56.938557,56.938557,58.94144,58.94144,58.941441,0.0,1e-06
0.0006,0.01383,0.013832,0.01383202,0.044022,0.044022,0.04402266,0.17692,0.17692,0.17692043,0.267362,0.267362,0.26736192,1.500719,1.500719,1.5007194,56.938557,56.938557,56.938557,58.94141,58.94141,58.941414,0.0,4e-06
0.0009,0.013821,0.013823,0.01382295,0.044021,0.044021,0.04402116,0.17692,0.17692,0.17692,0.267362,0.267362,0.26736192,1.500719,1.500719,1.5007194,56.938557,56.938557,56.938557,58.9414,58.9414,58.941403,0.0,3e-06
0.0012,0.013807,0.013811,0.01381026,0.044018,0.044019,0.04401904,0.176919,0.176919,0.1769194,0.267362,0.267362,0.26736192,1.500719,1.500719,1.5007193,56.938557,56.938557,56.938557,58.94138,58.94139,58.941387,1e-05,7e-06
0.0017,0.013788,0.013793,0.01379247,0.044015,0.044016,0.04401607,0.176918,0.176918,0.17691856,0.267362,0.267362,0.26736191,1.500719,1.500719,1.5007193,56.938557,56.938556,56.938557,58.94136,58.94136,58.941365,0.0,5e-06
0.0024,0.013761,0.013768,0.01376759,0.044011,0.044011,0.04401188,0.176917,0.176917,0.17691737,0.267362,0.267362,0.26736191,1.500719,1.500719,1.5007192,56.938556,56.938556,56.938557,58.94133,58.94133,58.941334,0.0,4e-06
0.0034,0.013724,0.013733,0.01373278,0.044004,0.044006,0.04400599,0.176915,0.176915,0.17691569,0.267362,0.267362,0.2673619,1.500719,1.500719,1.5007191,56.938556,56.938556,56.938556,58.94128,58.94129,58.941292,1e-05,1.2e-05
0.0048,0.013672,0.013685,0.01368412,0.043995,0.043997,0.0439977,0.176912,0.176913,0.17691332,0.267362,0.267362,0.26736188,1.500719,1.500719,1.500719,56.938555,56.938555,56.938556,58.94122,58.94123,58.941232,1e-05,1.2e-05
0.0067,0.0136,0.013617,0.01361622,0.043983,0.043986,0.04398604,0.176908,0.17691,0.17690999,0.267362,0.267362,0.26736187,1.500719,1.500718,1.5007188,56.938554,56.938554,56.938555,58.94113,58.94115,58.941148,2e-05,1.8e-05
0.0094,0.0135,0.013522,0.01352159,0.043965,0.043969,0.04396964,0.176903,0.176905,0.17690529,0.267362,0.267362,0.26736184,1.500718,1.500718,1.5007186,56.938553,56.938553,56.938554,58.941,58.94103,58.941031,3e-05,3.1e-05
