,hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0,0.0003,0.32816946,0.30481792,0.30477685,0.05434485,0.05038518,0.05038042,0.01621044,0.01426009,0.01425865,7.035e-05,7.709e-05,7.708e-05,0.00084051,0.00073984,0.00073977,0.00365609,0.00313813,0.0031378,0.4032917,0.37341825,0.37337057,-0.02987345,-0.02992113
1,0.0008,0.32728248,0.30437347,0.30433246,0.05441874,0.05045968,0.0504549,0.01624679,0.0142922,0.01429076,7.097e-05,7.754e-05,7.753e-05,0.00084459,0.00074332,0.00074324,0.00366297,0.00314404,0.00314372,0.40252653,0.37309024,0.37304261,-0.02943629,-0.02948392
2,0.0011,0.32649623,0.30393819,0.30389724,0.05457843,0.05061492,0.05061013,0.01632068,0.01435747,0.01435602,7.199e-05,7.847e-05,7.846e-05,0.00085282,0.00075037,0.0007503,0.00367683,0.00315606,0.00315573,0.40199697,0.37289548,0.37284788,-0.02910149,-0.02914909
3,0.0015,0.32550268,0.30340424,0.30336337,0.05473919,0.05077185,0.05076705,0.01639634,0.01442378,0.01442233,7.309e-05,7.941e-05,7.94e-05,0.00086131,0.00075754,0.00075746,0.00369104,0.00316827,0.00316794,0.40126364,0.3726051,0.37255755,-0.02865854,-0.02870609
4,0.0021,0.32422679,0.30273636,0.30269557,0.05489794,0.05092795,0.05092313,0.01647278,0.01449023,0.01448877,7.428e-05,8.035e-05,8.034e-05,0.00086996,0.00076473,0.00076465,0.00370545,0.0031805,0.00318018,0.4002472,0.37218012,0.37213264,-0.02806708,-0.02811456
5,0.0029,0.32256041,0.30188171,0.30184104,0.0550535,0.05108266,0.05107782,0.01655002,0.01455678,0.01455531,7.558e-05,8.129e-05,8.128e-05,0.0008788,0.00077193,0.00077185,0.00372007,0.00319277,0.00319244,0.39883838,0.37156714,0.37151975,-0.02727124,-0.02731863
6,0.0041,0.32035556,0.30076677,0.30072625,0.05520422,0.05123524,0.05123039,0.01662809,0.0146234,0.01462193,7.703e-05,8.224e-05,8.223e-05,0.00088785,0.00077915,0.00077906,0.00373488,0.00320505,0.00320472,0.39688763,0.37069185,0.37064459,-0.02619578,-0.02624304
7,0.0057,0.31741196,0.29928959,0.29924927,0.05534795,0.05138479,0.05137992,0.01670708,0.01469012,0.01468864,7.87e-05,8.319e-05,8.318e-05,0.00089715,0.00078638,0.0007863,0.00374989,0.00321737,0.00321704,0.39419273,0.36945142,0.36940434,-0.02474131,-0.02478839
8,0.008,0.31346249,0.29730978,0.29726972,0.05548143,0.05152981,0.05152493,0.01678706,0.01475685,0.01475537,8.065e-05,8.414e-05,8.413e-05,0.00090674,0.00079362,0.00079354,0.00376513,0.00322971,0.00322937,0.39048351,0.3677039,0.36765706,-0.02277961,-0.02282645
9,0.0112,0.30815715,0.29463062,0.29459093,0.05560027,0.05167139,0.0516665,0.01686815,0.01482731,0.01482581,8.298e-05,8.573e-05,8.572e-05,0.00091671,0.00080171,0.00080162,0.00378057,0.00324297,0.00324264,0.38540585,0.36525973,0.36521323,-0.02014612,-0.02019262
10,0.0158,0.30105065,0.29095287,0.29091367,0.05569826,0.05180462,0.05179972,0.01695052,0.01490388,0.01490238,8.587e-05,8.88e-05,8.879e-05,0.00092715,0.00081147,0.00081138,0.00379628,0.00325764,0.00325731,0.37850874,0.36181928,0.36177325,-0.01668946,-0.01673549
11,0.0221,0.29160028,0.28595869,0.28592016,0.05576677,0.0519251,0.05192019,0.01703442,0.01498072,0.01497921,8.95e-05,9.263e-05,9.262e-05,0.00093821,0.00082146,0.00082138,0.00381224,0.00327181,0.00327147,0.36924142,0.35705041,0.35700503,-0.01219101,-0.01223639
12,0.031,0.27918744,0.27920226,0.27916464,0.05579436,0.05203174,0.05202682,0.01712044,0.01505981,0.01505829,9.418e-05,9.737e-05,9.735e-05,0.00095011,0.00083197,0.00083189,0.00382855,0.00328593,0.00328559,0.35697508,0.35050907,0.35046458,-0.00646601,-0.0065105
13,0.0435,0.26313987,0.27004424,0.27000787,0.05581158,0.05216402,0.05215908,0.01723159,0.01516201,0.01516049,0.00010063,0.00010393,0.00010391,0.00096578,0.00084552,0.00084543,0.00384968,0.00330367,0.00330333,0.34109912,0.34162339,0.34158011,0.00052427,0.00048099
14,0.0611,0.24258321,0.25722257,0.25718792,0.05630817,0.0527941,0.0527891,0.01761801,0.01550661,0.01550505,0.00011288,0.00011628,0.00011627,0.00101562,0.00088806,0.00088797,0.00392563,0.00336885,0.0033685,0.32156352,0.32989647,0.3298548,0.00833295,0.00829128
15,0.0856,0.21760583,0.23981673,0.23978443,0.05747962,0.05412276,0.05411763,0.01842028,0.01621204,0.0162104,0.00013431,0.00013799,0.00013797,0.00112064,0.00097604,0.00097594,0.00408884,0.00350834,0.00350798,0.29884952,0.31477389,0.31473435,0.01592437,0.01588483
16,0.1201,0.18929548,0.21776779,0.21773845,0.05874677,0.05566454,0.05565927,0.01942225,0.017097,0.01709528,0.00016399,0.00016759,0.00016757,0.00126132,0.00109157,0.00109146,0.00430178,0.00369082,0.00369044,0.27319158,0.2954793,0.29544246,0.02228772,0.02225088
17,0.1685,0.15916986,0.19098982,0.19096409,0.05981137,0.05713372,0.05712831,0.02051971,0.01806049,0.01805867,0.00020229,0.00020542,0.0002054,0.00142787,0.00122473,0.0012246,0.00454706,0.00389736,0.00389696,0.24567816,0.27151154,0.27147803,0.02583338,0.02579987
18,0.2364,0.12875235,0.15966419,0.15964267,0.06054015,0.0584432,0.05843767,0.02171153,0.01910266,0.01910073,0.00025183,0.00025367,0.00025364,0.00162481,0.00137814,0.001378,0.00482829,0.00412987,0.00412945,0.21770896,0.24297173,0.24294216,0.02526277,0.0252332
19,0.3315,0.0996902,0.12493965,0.12492281,0.06073531,0.05946938,0.05946375,0.02298646,0.02022223,0.02022019,0.00031599,0.00031551,0.00031547,0.0018573,0.00155519,0.00155503,0.00514794,0.00438971,0.00438925,0.19073319,0.21089166,0.21086651,0.02015847,0.02013332
20,0.4651,0.07343833,0.08931608,0.08930405,0.06016749,0.06006921,0.06006352,0.02433182,0.02145179,0.02144963,0.00039931,0.00039803,0.00039799,0.00213179,0.00177046,0.00177028,0.00550966,0.0046971,0.00469662,0.16597841,0.17770269,0.17768209,0.01172428,0.01170368
21,0.6524,0.0510265,0.05649196,0.05648435,0.05845711,0.05985225,0.05984658,0.02560794,0.02269342,0.02269114,0.00050431,0.0005056,0.00050555,0.00243017,0.00202049,0.00202028,0.00588095,0.00504034,0.00503982,0.14390699,0.14660408,0.14658773,0.00269709,0.00268074
22,0.9151,0.03291347,0.03036574,0.03036165,0.05457285,0.05783789,0.05783241,0.02601606,0.0232596,0.02325726,0.00061546,0.00061953,0.00061947,0.00259342,0.00216804,0.00216782,0.00602011,0.00517498,0.00517444,0.12273138,0.11942579,0.11941305,-0.00330559,-0.00331833
23,1.2836,0.01920884,0.01294074,0.012939,0.04876911,0.05401497,0.05400986,0.02555188,0.02314852,0.02314619,0.00074204,0.00074587,0.00074579,0.00261009,0.00220598,0.00220576,0.0059031,0.00508246,0.00508193,0.10278507,0.09813854,0.09812852,-0.00464653,-0.00465655
24,1.8006,0.0098358,0.00395394,0.00395341,0.04202759,0.04895836,0.04895373,0.02480565,0.02287272,0.02287041,0.00091762,0.00092546,0.00092537,0.00260484,0.00223791,0.00223768,0.00569922,0.00491522,0.00491471,0.08589072,0.08386361,0.08385529,-0.00202711,-0.00203543
25,2.5257,0.00426875,0.00076162,0.00076151,0.03487812,0.04268695,0.04268291,0.02391834,0.02250102,0.02249875,0.00117012,0.00117427,0.00117415,0.0026144,0.00228587,0.00228563,0.00544245,0.00470168,0.00470119,0.07229218,0.0741114,0.07410414,0.00181922,0.00181196
26,3.5428,0.0015071,7.793e-05,7.791e-05,0.02798937,0.0355326,0.03552924,0.02317104,0.02230411,0.02230186,0.00153932,0.00155039,0.00155023,0.00270577,0.00241627,0.00241602,0.0052038,0.00450392,0.00450346,0.06211638,0.06638522,0.06637873,0.00426884,0.00426235
27,4.9695,0.00040836,3.39e-06,3.39e-06,0.02175324,0.02769757,0.02769495,0.02267825,0.02231365,0.0223114,0.00207159,0.00207411,0.0020739,0.00291821,0.00264906,0.00264879,0.00500329,0.00434367,0.00434322,0.05483294,0.05908146,0.05907565,0.00424852,0.00424271
