hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0.0,0.026767,0.026767,0.02676694,0.085059,0.085059,0.08505871,0.341811,0.341811,0.34181121,0.516542,0.516542,0.51654159,2.899381,2.899381,2.8993807,110.004941,110.004941,110.00494,113.8745,113.8745,113.8745,0.0,0.0
0.0006,0.026743,0.026744,0.02674441,0.085055,0.085055,0.08505497,0.34181,0.34181,0.34181015,0.516542,0.516542,0.51654159,2.899381,2.899381,2.8993806,110.004941,110.004941,110.00494,113.87447,113.87447,113.87447,0.0,0.0
0.0009,0.026733,0.026735,0.02673535,0.085053,0.085054,0.08505345,0.34181,0.34181,0.34180972,0.516542,0.516542,0.51654159,2.899381,2.899381,2.8993806,110.00494,110.004941,110.00494,113.87446,113.87446,113.87446,0.0,0.0
0.0012,0.026719,0.026723,0.0267227,0.085051,0.085052,0.08505129,0.341809,0.341809,0.3418091,0.516542,0.516542,0.51654158,2.899381,2.899381,2.8993806,110.00494,110.004941,110.00494,113.87444,113.87445,113.87445,1e-05,1e-05
0.0017,0.0267,0.026705,0.026705,0.085047,0.085049,0.08504821,0.341808,0.341808,0.34180821,0.516542,0.516542,0.51654158,2.899381,2.899381,2.8993805,110.00494,110.00494,110.00494,113.87442,113.87442,113.87442,0.0,0.0
0.0024,0.026674,0.02668,0.02668028,0.085043,0.085044,0.08504384,0.341806,0.341807,0.34180695,0.516542,0.516542,0.51654157,2.89938,2.899381,2.8993804,110.00494,110.00494,110.00494,113.87438,113.87439,113.87439,1e-05,1e-05
0.0034,0.026637,0.026646,0.02664574,0.085036,0.085038,0.08503763,0.341804,0.341805,0.34180513,0.516542,0.516542,0.51654156,2.89938,2.899381,2.8993803,110.004939,110.00494,110.00494,113.87434,113.87435,113.87435,1e-05,1e-05
0.0048,0.026586,0.026598,0.02659755,0.085026,0.085029,0.08502878,0.341801,0.341802,0.34180253,0.516542,0.516542,0.51654154,2.89938,2.899381,2.8993802,110.004939,110.004939,110.00494,113.87427,113.87429,113.87429,2e-05,2e-05
0.0067,0.026514,0.02653,0.02653035,0.085013,0.085016,0.0850162,0.341797,0.341799,0.34179879,0.516542,0.516542,0.51654152,2.89938,2.89938,2.89938,110.004938,110.004938,110.00494,113.87418,113.87421,113.87421,3e-05,3e-05
0.0094,0.026415,0.026437,0.02643677,0.084994,0.084999,0.08499832,0.341791,0.341793,0.34179342,0.516541,0.516542,0.51654148,2.89938,2.89938,2.8993796,110.004936,110.004937,110.00494,113.87406,113.87409,113.87409,3e-05,3e-05
0.0131,0.026277,0.026307,0.02630659,0.084966,0.084973,0.08497288,0.341782,0.341786,0.34178572,0.516541,0.516542,0.51654142,2.899379,2.899379,2.8993791,110.004934,110.004935,110.00494,113.87388,113.87392,113.87392,4e-05,4e-05
0.0184,0.026088,0.026126,0.02612582,0.084927,0.084937,0.0849367,0.341769,0.341774,0.34177465,0.516541,0.516542,0.51654133,2.899378,2.899379,2.8993784,110.004932,110.004933,110.00493,113.87364,113.87369,113.87369,5e-05,5e-05
0.0258,0.025827,0.025876,0.02587546,0.084872,0.084886,0.08488527,0.341751,0.341759,0.34175876,0.516541,0.516542,0.5165412,2.899377,2.899378,2.8993773,110.004928,110.00493,110.00493,113.8733,113.87337,113.87337,7e-05,7e-05
0.0362,0.02547,0.02553,0.0255299,0.084794,0.084812,0.08481218,0.341725,0.341736,0.34173594,0.516541,0.516541,0.51654099,2.899375,2.899376,2.8993758,110.004922,110.004925,110.00492,113.87283,113.87292,113.87292,9e-05,9e-05
0.0508,0.024985,0.025055,0.02505491,0.084682,0.084709,0.0847085,0.341688,0.341703,0.34170324,0.516541,0.516541,0.51654068,2.899372,2.899374,2.8993735,110.004913,110.004917,110.00492,113.87218,113.8723,113.8723,0.00012,0.00012
0.0713,0.024334,0.024406,0.02440568,0.084525,0.084562,0.08456189,0.341634,0.341656,0.34165661,0.51654,0.516541,0.51654021,2.899368,2.89937,2.8993701,110.004902,110.004907,110.00491,113.8713,113.87144,113.87144,0.00014,0.00014
0.1,0.023469,0.023526,0.02352587,0.084304,0.084355,0.08435493,0.341558,0.34159,0.34159021,0.51654,0.51654,0.51653949,2.899363,2.899366,2.8993653,110.004885,110.004893,110.00489,113.87012,113.87027,113.87027,0.00015,0.00015
0.1403,0.022344,0.022348,0.02234842,0.083992,0.084063,0.08406297,0.34145,0.341495,0.34149563,0.516538,0.516539,0.51653838,2.899354,2.899359,2.8993582,110.00486,110.004872,110.00487,113.86854,113.86868,113.86868,0.00014,0.00014
0.1968,0.020915,0.0208,0.02079996,0.083556,0.083652,0.08365142,0.341296,0.341361,0.34136085,0.516537,0.516537,0.51653666,2.899342,2.899348,2.899348,110.004826,110.004842,110.00484,113.86647,113.86654,113.86654,7e-05,7e-05
0.276,0.019153,0.018813,0.01881313,0.082945,0.083072,0.08307205,0.341077,0.341168,0.34116867,0.516534,0.516534,0.51653395,2.899324,2.899333,2.8993332,110.004777,110.0048,110.0048,113.86381,113.86372,113.86372,-9e-05,-9e-05
0.3871,0.017061,0.016352,0.01635154,0.082094,0.082259,0.08225858,0.340764,0.340894,0.34089453,0.51653,0.51653,0.51652958,2.899298,2.899312,2.8993115,110.004707,110.004741,110.00474,113.86045,113.86009,113.86009,-0.00036,-0.00036
0.5431,0.014678,0.01344,0.01343959,0.080917,0.081119,0.08111904,0.340318,0.340502,0.34050264,0.516522,0.516523,0.51652239,2.89926,2.89928,2.8992797,110.004607,110.004655,110.00466,113.8563,113.85552,113.85552,-0.00078,-0.00078
0.7617,0.012091,0.010209,0.0102094,0.079321,0.079552,0.07955141,0.339697,0.339953,0.33995352,0.516511,0.516511,0.51651054,2.899206,2.899235,2.8992344,110.004468,110.004537,110.00454,113.85129,113.85,113.85,-0.00129,-0.00129
1.0685,0.009425,0.006925,0.00692491,0.077213,0.077436,0.07743593,0.338854,0.339202,0.33920189,0.516491,0.516491,0.5164909,2.899134,2.899173,2.8991724,110.004282,110.004377,110.00438,113.8454,113.8436,113.8436,-0.0018,-0.0018
1.4988,0.006856,0.004003,0.0040026,0.07448,0.074615,0.07461474,0.337718,0.338177,0.3381769,0.516458,0.516458,0.51645724,2.899037,2.899088,2.8990877,110.004034,110.004164,110.00416,113.83858,113.8365,113.8365,-0.00208,-0.00208
2.1024,0.004572,0.001848,0.00184812,0.07099,0.070882,0.07088136,0.336174,0.336765,0.33676565,0.516398,0.516397,0.51639662,2.898903,2.898968,2.898968,110.003704,110.00388,110.00388,113.83074,113.82874,113.82874,-0.002,-0.002
2.949,0.002735,0.000624,0.00062372,0.06661,0.066002,0.06600163,0.334054,0.334802,0.33480209,0.516286,0.516285,0.51628476,2.898709,2.898793,2.8987929,110.003259,110.003497,110.0035,113.82165,113.82,113.82,-0.00165,-0.00165
4.1366,0.001429,0.000136,0.00013621,0.061221,0.059723,0.05972268,0.331099,0.332025,0.33202496,0.516074,0.516072,0.51607137,2.898417,2.898525,2.8985247,110.002657,110.002978,110.00298,113.8109,113.80946,113.80946,-0.00144,-0.00144
5.8025,0.000625,1.6e-05,1.634e-05,0.054716,0.051825,0.05182503,0.326888,0.328017,0.32801727,0.515666,0.515663,0.51566255,2.897953,2.898095,2.8980946,110.001832,110.002266,110.00227,113.79768,113.79588,113.79588,-0.0018,-0.0018
8.1392,0.000213,1e-06,8.7e-07,0.04703,0.042228,0.04222824,0.320725,0.322076,0.3220766,0.514871,0.514866,0.51486521,2.897178,2.897368,2.8973673,110.000682,110.001271,110.00127,113.7807,113.77781,113.77781,-0.00289,-0.00289
11.417,5.1e-05,0.0,2e-08,0.038269,0.031296,0.03129615,0.311523,0.313129,0.31312951,0.513324,0.513321,0.5133206,2.895834,2.896103,2.8961028,109.999055,109.999861,109.99986,113.75805,113.75371,113.75371,-0.00434,-0.00434
16.0147,7e-06,0.0,0.0,0.028914,0.020082,0.02008233,0.297674,0.299482,0.29948218,0.510314,0.510307,0.51030696,2.893439,2.893841,2.893841,109.996725,109.997838,109.99784,113.72707,113.72155,113.72155,-0.00552,-0.00552
22.464,1e-06,0.0,0.0,0.019982,0.010347,0.01034728,0.277128,0.278679,0.27867961,0.50449,0.504493,0.50449269,2.889089,2.889747,2.8897463,109.993335,109.994888,109.99489,113.68402,113.67815,113.67815,-0.00587,-0.00587
31.5105,0.0,0.0,0.0,0.012756,0.003813,0.0038127,0.24819,0.24736,0.24735994,0.493391,0.493351,0.4933509,2.881076,2.882213,2.8822128,109.988277,109.990481,109.99048,113.62369,113.61722,113.61722,-0.00647,-0.00647
44.2001,0.0,0.0,0.0,0.007868,0.000851,0.00085076,0.211398,0.20246,0.20245985,0.472834,0.472526,0.47252527,2.866244,2.868327,2.8683271,109.980524,109.983731,109.98373,113.53887,113.52789,113.52789,-0.01098,-0.01098
62.0,0.0,0.0,0.0,0.004843,9.2e-05,9.249e-05,0.170998,0.144206,0.14420622,0.436583,0.434878,0.43487765,2.838961,2.842756,2.8427556,109.968361,109.973104,109.9731,113.41974,113.39504,113.39504,-0.0247,-0.0247
85.775,0.0,0.0,0.0,0.00301,4e-06,4.44e-06,0.135094,0.083784,0.08378366,0.380731,0.374348,0.37434812,2.792151,2.798668,2.7986675,109.949833,109.956852,109.95685,113.26082,113.21366,113.21366,-0.04716,-0.04716
109.55,0.0,0.0,0.0,0.002083,0.0,2.2e-07,0.113045,0.044855,0.04485528,0.32338,0.309201,0.30920073,2.735281,2.744833,2.7448322,109.928784,109.938388,109.93839,113.10257,113.03728,113.03728,-0.06529,-0.06529
133.325,0.0,0.0,0.0,0.001544,0.0,1e-08,0.098961,0.022541,0.02254071,0.269491,0.245617,0.24561658,2.670093,2.682601,2.6826005,109.905327,109.917795,109.91779,112.94542,112.86855,112.86855,-0.07687,-0.07687
157.1,0.0,0.0,0.0,0.0012,0.0,0.0,0.089282,0.010803,0.01080306,0.221487,0.188097,0.18809675,2.59813,2.613213,2.6132126,109.879557,109.895145,109.89515,112.78966,112.70726,112.70726,-0.0824,-0.0824
180.875,0.0,0.0,0.0,0.000965,0.0,0.0,0.082099,0.004998,0.00499772,0.180102,0.139291,0.13929127,2.520771,2.537899,2.5378992,109.851546,109.870508,109.87051,112.63548,112.5527,112.5527,-0.08278,-0.08278
204.65,0.0,0.0,0.0,0.000797,0.0,0.0,0.076445,0.002252,0.00225242,0.145169,0.099986,0.09998636,2.439272,2.457725,2.4577251,109.821365,109.843929,109.84393,112.48305,112.40389,112.40389,-0.07916,-0.07916
228.425,0.0,0.0,0.0,0.000671,0.0,0.0,0.071814,0.000999,0.00099922,0.116124,0.069709,0.06970898,2.35478,2.373464,2.3734641,109.789085,109.815337,109.81534,112.33247,112.25951,112.25951,-0.07296,-0.07296
252.2,0.0,0.0,0.0,0.000574,0.0,0.0,0.067917,0.000438,0.00043824,0.092266,0.047317,0.04731708,2.26833,2.286156,2.2861557,109.754778,109.784828,109.78483,112.18387,112.11874,112.11874,-0.06513,-0.06513
275.975,0.0,0.0,0.0,0.000498,0.0,0.0,0.064573,0.000191,0.00019128,0.072874,0.031338,0.03133762,2.180847,2.196559,2.1965589,109.718519,109.752408,109.75241,112.03731,111.9805,111.9805,-0.05681,-0.05681
299.75,0.0,0.0,0.0,0.000436,0.0,0.0,0.061655,8.3e-05,8.35e-05,0.057262,0.020289,0.02028896,2.093133,2.105384,2.105384,109.680366,109.718086,109.71809,111.89285,111.84384,111.84384,-0.04901,-0.04901
323.525,0.0,0.0,0.0,0.000385,0.0,0.0,0.059049,3.6e-05,3.646e-05,0.044793,0.012871,0.01287144,2.005809,2.013417,2.0134171,109.640292,109.681928,109.68193,111.75033,111.70825,111.70825,-0.04208,-0.04208
347.3,0.0,0.0,0.0,0.000342,0.0,0.0,0.056667,1.6e-05,1.603e-05,0.034896,0.008023,0.00802342,1.919348,1.920935,1.9209351,109.59822,109.6437,109.6437,111.60947,111.57268,111.57267,-0.03679,-0.0368
371.075,0.0,0.0,0.0,0.000304,0.0,0.0,0.054463,7e-06,7.1e-06,0.027086,0.004922,0.00492244,1.834183,1.828534,1.8285338,109.554147,109.603395,109.60339,111.47018,111.43686,111.43686,-0.03332,-0.03332
394.85,0.0,0.0,0.0,0.000271,0.0,0.0,0.052416,3e-06,3.17e-06,0.020959,0.002976,0.00297553,1.75073,1.736848,1.7368482,109.508145,109.561096,109.5611,111.33252,111.30092,111.30092,-0.0316,-0.0316
418.625,0.0,0.0,0.0,0.000242,0.0,0.0,0.050509,1e-06,1.43e-06,0.016179,0.001775,0.00177481,1.669318,1.646321,1.6463209,109.460285,109.516798,109.5168,111.19653,111.1649,111.1649,-0.03163,-0.03163
442.4,0.0,0.0,0.0,0.000216,0.0,0.0,0.048725,1e-06,6.5e-07,0.012468,0.001046,0.00104638,1.590195,1.557274,1.5572737,109.410632,109.470427,109.47043,111.06224,111.02875,111.02875,-0.03349,-0.03349
466.175,0.0,0.0,0.0,0.000194,0.0,0.0,0.047055,0.0,3e-07,0.009601,0.00061,0.00061018,1.513553,1.470145,1.4701445,109.359256,109.422058,109.42206,110.92966,110.89281,110.89281,-0.03685,-0.03685
489.95,0.0,0.0,0.0,0.000174,0.0,0.0,0.045485,0.0,1.4e-07,0.007393,0.000352,0.00035213,1.439529,1.385294,1.3852938,109.306228,109.37176,109.37176,110.79881,110.75741,110.75741,-0.0414,-0.0414
513.725,0.0,0.0,0.0,0.000157,0.0,0.0,0.044009,0.0,7e-08,0.005699,0.000201,0.00020122,1.368219,1.30301,1.3030104,109.25162,109.319595,109.31959,110.6697,110.62281,110.62281,-0.04689,-0.04689
537.5,0.0,0.0,0.0,0.000141,0.0,0.0,0.042617,0.0,3e-08,0.004403,0.000114,0.00011416,1.299682,1.223417,1.2234165,109.195508,109.265435,109.26544,110.54235,110.48897,110.48897,-0.05338,-0.05338
561.275,0.0,0.0,0.0,0.000128,0.0,0.0,0.041303,0.0,1e-08,0.003411,6.4e-05,6.432e-05,1.233944,1.14672,1.1467201,109.13797,109.209348,109.20935,110.41676,110.35613,110.35613,-0.06063,-0.06063
585.05,0.0,0.0,0.0,0.000116,0.0,0.0,0.040062,0.0,1e-08,0.002654,3.6e-05,3.599e-05,1.17101,1.073076,1.073076,109.079088,109.151401,109.1514,110.29293,110.22451,110.22451,-0.06842,-0.06842
608.825,0.0,0.0,0.0,0.000105,0.0,0.0,0.038887,0.0,0.0,0.002075,2e-05,2.002e-05,1.110862,1.002592,1.0025918,109.018946,109.091658,109.09166,110.17088,110.09427,110.09427,-0.07661,-0.07661
632.6,0.0,0.0,0.0,9.5e-05,0.0,0.0,0.037774,0.0,0.0,0.001632,1.1e-05,1.106e-05,1.053465,0.935335,0.93533542,108.95763,109.030184,109.03018,110.0506,109.96553,109.96553,-0.08507,-0.08507
656.375,0.0,0.0,0.0,8.7e-05,0.0,0.0,0.03672,0.0,0.0,0.001292,6e-06,6.08e-06,0.998773,0.871308,0.87130766,108.89523,108.966935,108.96694,109.9321,109.83825,109.83825,-0.09385,-0.09385
680.15,0.0,0.0,0.0,7.9e-05,0.0,0.0,0.03572,0.0,0.0,0.001031,3e-06,3.33e-06,0.946735,0.810498,0.81049743,108.831845,108.901898,108.9019,109.81541,109.7124,109.7124,-0.10301,-0.10301
703.925,0.0,0.0,0.0,7.2e-05,0.0,0.0,0.034771,0.0,0.0,0.000828,2e-06,1.82e-06,0.89728,0.752892,0.7528919,108.767563,108.835139,108.83514,109.70051,109.58803,109.58803,-0.11248,-0.11248
727.7,0.0,0.0,0.0,6.6e-05,0.0,0.0,0.03387,0.0,0.0,0.000671,1e-06,9.9e-07,0.850328,0.698453,0.69845309,108.702465,108.766724,108.76672,109.5874,109.46518,109.46518,-0.12222,-0.12222
751.475,0.0,0.0,0.0,6.1e-05,0.0,0.0,0.033014,0.0,0.0,0.000547,1e-06,5.4e-07,0.805795,0.647123,0.64712297,108.636632,108.696712,108.69671,109.47605,109.34384,109.34384,-0.13221,-0.13221
775.25,0.0,0.0,0.0,5.6e-05,0.0,0.0,0.032199,0.0,0.0,0.00045,0.0,2.9e-07,0.763594,0.598826,0.59882609,108.57014,108.625158,108.62516,109.36644,109.22398,109.22398,-0.14246,-0.14246
799.025,0.0,0.0,0.0,5.1e-05,0.0,0.0,0.031423,0.0,0.0,0.000373,0.0,1.6e-07,0.723635,0.553474,0.55347399,108.503063,108.552116,108.55212,109.25854,109.10559,109.10559,-0.15295,-0.15295
822.8,0.0,0.0,0.0,4.7e-05,0.0,0.0,0.030684,0.0,0.0,0.000311,0.0,8e-08,0.685825,0.51096,0.51095947,108.435473,108.477523,108.47752,109.15234,108.98848,108.98848,-0.16386,-0.16386
846.575,0.0,0.0,0.0,4.4e-05,0.0,0.0,0.029979,0.0,0.0,0.000261,0.0,5e-08,0.650078,0.471175,0.47117502,108.367446,108.401389,108.40139,109.04781,108.87256,108.87256,-0.17525,-0.17525
870.35,0.0,0.0,0.0,4.1e-05,0.0,0.0,0.029307,0.0,0.0,0.00022,0.0,2e-08,0.616307,0.434012,0.43401227,108.29907,108.32379,108.32379,108.94495,108.7578,108.7578,-0.18715,-0.18715
894.125,0.0,0.0,0.0,3.8e-05,0.0,0.0,0.028667,0.0,0.0,0.000187,0.0,1e-08,0.584435,0.399359,0.39935866,108.230451,108.244819,108.24482,108.84378,108.64418,108.64418,-0.1996,-0.1996
917.9,0.0,0.0,0.0,3.5e-05,0.0,0.0,0.028058,0.0,0.0,0.00016,0.0,1e-08,0.554385,0.367099,0.3670987,108.161704,108.164584,108.16458,108.74434,108.53168,108.53168,-0.21266,-0.21266
941.675,0.0,0.0,0.0,3.3e-05,0.0,0.0,0.02748,0.0,0.0,0.000137,0.0,0.0,0.526078,0.337114,0.33711386,108.092931,108.083181,108.08318,108.64666,108.4203,108.4203,-0.22636,-0.22636
965.45,0.0,0.0,0.0,3e-05,0.0,0.0,0.026931,0.0,0.0,0.000118,0.0,0.0,0.499432,0.309284,0.30928362,108.024208,108.000683,108.00068,108.55072,108.30997,108.30997,-0.24075,-0.24075
989.225,0.0,0.0,0.0,2.9e-05,0.0,0.0,0.026409,0.0,0.0,0.000103,0.0,0.0,0.47436,0.283488,0.283488,107.955587,107.917139,107.91714,108.45649,108.20063,108.20063,-0.25586,-0.25586
1013.0,0.0,0.0,0.0,2.7e-05,0.0,0.0,0.025913,0.0,0.0,9e-05,0.0,0.0,0.450778,0.259609,0.25960855,107.887113,107.832584,107.83258,108.36392,108.09219,108.09219,-0.27173,-0.27173
