,hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0,0.0003,10.7634288,10.86999114,10.871843,7.84662035,8.16262295,8.1603014,10.93841438,9.00760862,9.0064705,1.208483,1.00694114,1.006834,0.24455735,0.20087072,0.20084818,0.00725906,0.00851427,0.00851339,0.03980754,0.03145149,0.03144826,0.00465498,0.00382215,0.00382176,0.00057815,0.0004706,0.00047055,7.204e-05,3.034e-05,3.034e-05,31.05387564,29.29232343,29.290582,-1.76155221,-1.76329364
1,0.0008,0.19000458,0.00017441,0.00017667,4.93025009,5.94419891,5.9425109,9.75968183,8.6023524,8.6012657,1.22086099,1.02174808,1.0216394,0.24931203,0.20448997,0.20446702,0.00757101,0.00875972,0.00875882,0.0405736,0.03203059,0.0320273,0.00478024,0.0039157,0.0039153,0.00059236,0.00048171,0.00048166,7.38e-05,3.106e-05,3.106e-05,16.40370053,15.81818256,15.815274,-0.58551797,-0.58842653
2,0.0011,0.04694871,1.02e-06,1.24e-06,3.96787196,4.87110225,4.8697208,9.12061389,8.38396575,8.3829068,1.25829842,1.05484243,1.0547302,0.25940695,0.21190734,0.21188356,0.00816493,0.00925988,0.00925892,0.04219809,0.03321074,0.03320733,0.00504445,0.00410632,0.00410589,0.00062275,0.00050436,0.0005043,7.764e-05,3.253e-05,3.252e-05,14.70924778,14.56893262,14.566352,-0.14031516,-0.14289578
3,0.0015,0.00738254,0.0,1e-08,3.00812194,3.60895876,3.6079375,8.31345769,8.05395824,8.0529411,1.29561192,1.08789555,1.0877798,0.27027093,0.21949421,0.21946957,0.00883294,0.00977234,0.00977132,0.04398031,0.03441987,0.03441634,0.00533398,0.00430162,0.00430118,0.0006567,0.00052756,0.0005275,8.187e-05,3.403e-05,3.402e-05,12.95373083,13.01936217,13.017178,0.06563134,0.06344717
4,0.0021,0.00061069,0.0,0.0,2.10712572,2.31371706,2.3130649,7.33746251,7.57907548,7.5781184,1.3310917,1.1200354,1.1199162,0.28180513,0.22715052,0.22712501,0.0095794,0.01029081,0.01028974,0.04591319,0.03564315,0.03563949,0.00564795,0.00449923,0.00449876,0.00069422,0.00055103,0.00055097,8.657e-05,3.555e-05,3.554e-05,11.12001706,11.29099823,11.289239,0.17098117,0.16922194
5,0.0029,2.042e-05,0.0,0.0,1.3223305,1.20711536,1.2067778,6.2206014,6.92721159,6.9263369,1.36302598,1.15062162,1.150499,0.29402722,0.23486619,0.23483979,0.01041827,0.01081528,0.01081415,0.04801055,0.03688054,0.03687675,0.00598898,0.00469913,0.00469864,0.00073573,0.00057478,0.00057472,9.176e-05,3.708e-05,3.708e-05,9.26525081,9.57282157,9.5714548,0.30757076,0.30620399
6,0.0041,1.9e-07,0.0,0.0,0.71318062,0.47042767,0.47029871,5.02391636,6.08109996,6.0803328,1.38878656,1.18461417,1.1844881,0.3069006,0.244756,0.24472852,0.01136593,0.01165371,0.0116525,0.05028088,0.03864622,0.03864224,0.00635925,0.00499358,0.00499306,0.0007816,0.00061335,0.00061328,9.749e-05,3.982e-05,3.982e-05,7.50166949,8.03684449,8.035789,0.535175,0.53411951
7,0.0057,0.0,0.0,0.0,0.31566807,0.12129031,0.12125888,3.83733511,5.03778779,5.0371526,1.40479537,1.21817098,1.2180412,0.32035777,0.25597785,0.25594907,0.01244346,0.01268831,0.01268699,0.05273274,0.04074349,0.04073929,0.00676114,0.00534732,0.00534676,0.00083228,0.00066117,0.0006611,0.00010382,4.332e-05,4.331e-05,5.95102977,6.69271053,6.6918792,0.74168076,0.74084943
8,0.008,0.0,0.0,0.0,0.10990447,0.01750833,0.01750477,2.75885996,3.84207654,3.8415931,1.40698309,1.24555235,1.2454199,0.33443252,0.26721588,0.26718589,0.01368427,0.01373459,0.01373317,0.05539898,0.04286424,0.04285984,0.00720046,0.0057051,0.00570451,0.00088863,0.00070954,0.00070947,0.00011086,4.685e-05,4.685e-05,4.68746324,5.43541343,5.4347575,0.74795019,0.74729426
9,0.0112,0.0,0.0,0.0,0.02923498,0.00112601,0.00112612,1.8613031,2.60794786,2.6076204,1.38976843,1.2647825,1.2646477,0.34902316,0.27882744,0.27879609,0.01512902,0.01494702,0.01494546,0.05830194,0.04503681,0.04503217,0.00768219,0.00607223,0.0060716,0.00095144,0.00075906,0.00075898,0.00011872,5.042e-05,5.042e-05,3.71151297,4.21954934,4.219049,0.50803637,0.50753603
