hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0.0,0.000804,0.000804,0.00080422,0.001635,0.001635,0.00163471,0.009604,0.009604,0.00960379,0.023339,0.023339,0.02333896,0.062986,0.062986,0.0629855,0.129177,0.129177,0.12917701,0.335439,0.335439,0.33543926,0.752369,0.752369,0.75236878,0.758344,0.758344,0.75834386,13.119028,13.119028,13.119028,15.19272,15.19272,15.192724,0.0,4e-06
0.0006,8e-06,0.0,1e-08,0.001059,0.001037,0.0010365,0.008797,0.00894,0.00893984,0.023251,0.023265,0.02326545,0.062968,0.062971,0.06297085,0.129176,0.129176,0.12917639,0.335436,0.335437,0.33543696,0.752368,0.752369,0.7523685,0.758344,0.758344,0.75834383,13.119028,13.119028,13.119028,15.19044,15.19057,15.190566,0.00013,0.000126
0.0009,3e-06,0.0,0.0,0.000915,0.000862,0.00086218,0.008508,0.008685,0.0086853,0.023215,0.023236,0.02323579,0.06296,0.062965,0.06296493,0.129176,0.129176,0.12917614,0.335435,0.335436,0.33543604,0.752368,0.752369,0.75236839,0.758344,0.758344,0.75834381,13.119028,13.119028,13.119028,15.18995,15.1901,15.190101,0.00015,0.000151
0.0012,1e-06,0.0,0.0,0.000755,0.000665,0.0006648,0.008133,0.00834,0.00833978,0.023165,0.023194,0.02319394,0.06295,0.062957,0.06295655,0.129176,0.129176,0.12917579,0.335434,0.335434,0.33543472,0.752368,0.752368,0.75236823,0.758344,0.758344,0.75834379,13.119028,13.119028,13.119028,15.18935,15.18951,15.189506,0.00016,0.000156
0.0017,0.0,0.0,0.0,0.000587,0.000461,0.00046047,0.007657,0.007877,0.00787715,0.023095,0.023135,0.02313489,0.062936,0.062945,0.0629447,0.129176,0.129175,0.12917528,0.335431,0.335433,0.33543287,0.752368,0.752368,0.75236801,0.758344,0.758344,0.75834377,13.119028,13.119028,13.119028,15.18862,15.18877,15.188765,0.00015,0.000145
0.0024,0.0,0.0,0.0,0.000423,0.000274,0.00027414,0.007075,0.00727,0.00726994,0.022997,0.023052,0.0230517,0.062915,0.062928,0.06292795,0.129175,0.129175,0.12917457,0.335428,0.33543,0.33543024,0.752367,0.752368,0.75236769,0.758344,0.758344,0.75834373,13.119028,13.119028,13.119028,15.18775,15.18787,15.187868,0.00012,0.000118
0.0034,0.0,0.0,0.0,0.000276,0.000132,0.00013179,0.006393,0.006495,0.00649468,0.022861,0.022935,0.0229346,0.062887,0.062905,0.06290427,0.129174,0.129174,0.12917355,0.335423,0.335426,0.33542653,0.752367,0.752367,0.75236723,0.758344,0.758344,0.75834367,13.119028,13.119028,13.119028,15.18675,15.18681,15.186804,6e-05,5.4e-05
0.0048,0.0,0.0,0.0,0.000159,4.7e-05,4.685e-05,0.00563,0.005543,0.00554259,0.02267,0.02277,0.0227701,0.062846,0.062871,0.06287078,0.129173,0.129172,0.1291721,0.335416,0.335421,0.33542128,0.752366,0.752367,0.75236659,0.758344,0.758344,0.75834359,13.119028,13.119028,13.119028,15.18563,15.18556,15.185562,-7e-05,-6.8e-05
0.0067,0.0,0.0,0.0,8e-05,1.1e-05,1.087e-05,0.004822,0.004436,0.00443547,0.022408,0.02254,0.02253959,0.062788,0.062824,0.06282347,0.129171,0.12917,0.12917005,0.335407,0.335414,0.33541385,0.752365,0.752366,0.75236567,0.758343,0.758344,0.75834348,13.119028,13.119028,13.119028,15.18441,15.18413,15.184131,-0.00028,-0.000279
0.0094,0.0,0.0,0.0,3.5e-05,1e-06,1.38e-06,0.004011,0.003243,0.00324268,0.02205,0.022218,0.02221778,0.062706,0.062757,0.06275662,0.129168,0.129167,0.12916713,0.335394,0.335403,0.33540335,0.752363,0.752365,0.75236438,0.758343,0.758343,0.75834332,13.119028,13.119028,13.119028,15.1831,15.18253,15.182525,-0.00057,-0.000575
