hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0.0,0.0525,0.0525,0.0525,0.22175999999999998,0.22175999999999998,0.22175999999999998,0.61211,0.61211,0.61211,1.43869,1.43869,1.43869,3.16676,3.16676,3.16676,5.48696,5.48696,5.48696,5.9925,5.9925,5.9925,5.42215,5.42215,5.42215,5.340330000000001,5.340330000000001,5.340330000000001,31.20767,31.20767,31.20767,58.94144,58.94144,58.94144,0.0,0.0
0.0006,0.0525,0.0525,0.0525,0.22175999999999998,0.22175999999999998,0.22175999999999998,0.61211,0.61211,0.61211,1.43869,1.43869,1.43869,3.16676,3.16676,3.16676,5.48696,5.48696,5.48696,5.9925,5.9925,5.9925,5.42215,5.42215,5.42215,5.340330000000001,5.340330000000001,5.340330000000001,31.20767,31.20767,31.20767,58.941430000000004,58.941430000000004,58.941430000000004,0.0,0.0
0.0009,0.052489999999999995,0.0525,0.0525,0.22175999999999998,0.22175999999999998,0.22175999999999998,0.61211,0.61211,0.61211,1.43869,1.43869,1.43869,3.16676,3.16676,3.16676,5.48696,5.48696,5.48696,5.9925,5.9925,5.9925,5.42215,5.42215,5.42215,5.340330000000001,5.340330000000001,5.340330000000001,31.20767,31.20767,31.20767,58.941430000000004,58.941430000000004,58.941430000000004,0.0,0.0
0.0012,0.052489999999999995,0.052489999999999995,0.052489999999999995,0.22175999999999998,0.22175999999999998,0.22175999999999998,0.61211,0.61211,0.61211,1.43869,1.43869,1.43869,3.16676,3.16676,3.16676,5.48696,5.48696,5.48696,5.9925,5.9925,5.9925,5.42215,5.42215,5.42215,5.340330000000001,5.340330000000001,5.340330000000001,31.20767,31.20767,31.20767,58.941430000000004,58.941430000000004,58.941430000000004,0.0,0.0
0.0017,0.052489999999999995,0.052489999999999995,0.052489999999999995,0.22175,0.22175999999999998,0.22175,0.61211,0.61211,0.61211,1.43869,1.43869,1.43869,3.16676,3.16676,3.16676,5.48696,5.48696,5.48696,5.9925,5.9925,5.9925,5.42215,5.42215,5.42215,5.340330000000001,5.340330000000001,5.340330000000001,31.20767,31.20767,31.20767,58.941419999999994,58.941419999999994,58.941419999999994,0.0,0.0
0.0024,0.05248,0.05248,0.05248,0.22175,0.22175,0.22175,0.61211,0.61211,0.61211,1.43869,1.43869,1.43869,3.16676,3.16676,3.16676,5.48696,5.48696,5.48696,5.9925,5.9925,5.9925,5.42215,5.42215,5.42215,5.340330000000001,5.340330000000001,5.340330000000001,31.20767,31.20767,31.20767,58.94141,58.94141,58.94141,0.0,0.0
0.0034,0.05248,0.05248,0.05248,0.22175,0.22175,0.22175,0.6121,0.61211,0.61211,1.43869,1.43869,1.43869,3.16676,3.16676,3.16676,5.48696,5.48696,5.48696,5.9925,5.9925,5.9925,5.42215,5.42215,5.42215,5.340330000000001,5.340330000000001,5.340330000000001,31.20767,31.20767,31.20767,58.9414,58.9414,58.9414,0.0,0.0
0.0048,0.05247,0.05247,0.05247,0.22174000000000002,0.22175,0.22175,0.6121,0.61211,0.6121,1.43869,1.43869,1.43869,3.16676,3.16676,3.16676,5.48696,5.48696,5.48696,5.9925,5.9925,5.9925,5.42215,5.42215,5.42215,5.340330000000001,5.340330000000001,5.340330000000001,31.20767,31.20767,31.20767,58.94138,58.941390000000006,58.941390000000006,1e-05,1e-05
0.0067,0.05245,0.05246,0.05245,0.22174000000000002,0.22174000000000002,0.22174000000000002,0.6121,0.6121,0.6121,1.43868,1.43869,1.43869,3.16676,3.16676,3.16676,5.48696,5.48696,5.48696,5.9925,5.9925,5.9925,5.42215,5.42215,5.42215,5.340330000000001,5.340330000000001,5.340330000000001,31.20767,31.20767,31.20767,58.941359999999996,58.94136999999999,58.941359999999996,1e-05,0.0
0.0094,0.05243,0.05244,0.05244,0.22173,0.22173,0.22173,0.6121,0.6121,0.6121,1.43868,1.43869,1.43869,3.16676,3.16676,3.16676,5.48696,5.48696,5.48696,5.9925,5.9925,5.9925,5.42215,5.42215,5.42215,5.340330000000001,5.340330000000001,5.340330000000001,31.20767,31.20767,31.20767,58.94132,58.941340000000004,58.941340000000004,2e-05,2e-05
